latitude_x,longitude_x,sample date,total alkalinity,electrical conductance,dissolved reactive phosphorus,grandid,distance_km,time,eta,ea_res,fracfull,melt,p,pet,p_res,qin_res,qout_res,s_res,snow,temp,latitude_y,longitude_y,aridity_index,residence_time,inflow_outflow_ratio,water_balance,pet_minus_eta
-27.398611,26.614722,2011-01-04,86.8,226.3,114.0,4197.0,70.2908278231494,2011-01-04,3.0698528,3.6922557,1.0,0.0,12.82268,3.6515763,9.510948,1.9392912,2.069591,700000.0,0.0,19.20994,-27.6625,27.2625,0.2847748,360956.62,0.9370408,9.622528,0.58172345
-27.495556,26.074722,2011-01-04,67.8,218.6,91.0,4189.0,80.07919026674453,2011-01-04,2.803237,3.5480485,0.8919285,0.0,6.77106,3.8536804,10.405946,8.212484,8.312261,5886728.5,0.0,20.419287,-27.195833,25.3375,0.5691399,716802.4,0.9879965,3.8680468,1.0504434
-33.501667,21.624167,2011-01-04,201.0,769.0,74.0,4302.0,62.32410743248443,2011-01-04,1.2586601,2.8136911,0.26784945,0.0,0.0,3.1710408,0.0,0.33272403,0.16375767,13928171.0,0.0,19.601532,-33.304165,20.995832,,41861030.0,2.0318074,-1.0896937,1.9123807
-25.45963889,28.26430556,2011-01-04,108.94,396.0,82.0,4155.0,17.47762335296884,2011-01-04,3.3156872,4.718425,1.0,0.0,16.935486,4.6378903,17.042439,1.2159135,1.3690996,4400000.0,0.0,22.739893,-25.604166,28.195833,0.27385634,3618678.2,0.8881118,13.466613,1.3222032
-28.141944,26.417778,2011-01-04,94.718,227.9,132.0,4220.0,97.20093607138269,2011-01-04,2.6894276,2.9935372,1.0,0.0,12.591428,2.935174,12.553743,31.19134,31.348984,2800000.0,0.0,18.875687,-28.729166,27.154167,0.23310891,89768.51,0.99497133,9.744358,0.24574637
-32.502778,19.535833,2011-01-04,10.387,73.0,10.0,4285.0,34.34106266619857,2011-01-04,1.4260204,5.668743,0.6503353,0.0,0.0,4.920962,0.0,0.34260494,0.53937113,18014288.0,0.0,23.884087,-32.395832,19.879168,,52580350.0,0.6351933,-1.6227866,3.4949415
-27.044444,27.005,2011-01-05,83.0,220.9,85.0,4179.0,53.17847280270919,2011-01-05,3.4189048,4.258878,1.0,0.0,0.3053884,4.081132,0.0,22.538269,22.344519,14200000.0,0.0,20.98702,-26.629168,27.270834,13.363743,630039.5,1.008671,-2.9197674,0.66222715
-27.38972222,26.46388889,2011-01-05,82.14,255.5,74.0,4197.0,84.38838288645245,2011-01-05,3.482551,4.3638144,1.0,0.0,8.284046,4.029823,9.510948,1.9309492,2.0575817,700000.0,0.0,19.917713,-27.6625,27.2625,0.48645586,362516.0,0.9384557,4.674863,0.5472717
-26.648056,27.089444,2011-01-05,211.0,532.0,62.0,4179.0,18.150524529250653,2011-01-05,3.4189048,4.258878,1.0,0.0,0.3053884,4.081132,0.0,22.538269,22.344519,14200000.0,0.0,20.98702,-26.629168,27.270834,13.363743,630039.5,1.008671,-2.9197674,0.66222715
-26.970278,27.211111,2011-01-05,71.5,248.4,117.0,4179.0,38.390113115788296,2011-01-05,3.4189048,4.258878,1.0,0.0,0.3053884,4.081132,0.0,22.538269,22.344519,14200000.0,0.0,20.98702,-26.629168,27.270834,13.363743,630039.5,1.008671,-2.9197674,0.66222715
-31.5653,18.3306,2011-01-05,238.253,990.0,23.0,4285.0,172.80256662863678,2011-01-05,1.3437983,5.8382497,0.6490554,0.0,0.06756519,5.3887186,0.0,0.3303453,0.53926295,17978836.0,0.0,27.62168,-32.395832,19.879168,79.755844,54424372.0,0.6125867,-1.4851508,4.0449204
-27.02314,28.59389,2011-01-06,41.408,148.8,152.0,4178.0,66.47858915943323,2011-01-06,2.471265,2.80164,0.03725654,0.0,28.409573,2.5762875,29.438343,0.014709583,2.8622797e-09,622184.2,0.0,17.644657,-26.5625,29.020834,0.09068378,42297884.0,5139114.0,25.953016,0.10502243
-27.00222,28.76528,2011-01-06,34.855,114.5,150.0,4178.0,55.08374954594531,2011-01-06,2.471265,2.80164,0.03725654,0.0,28.409573,2.5762875,29.438343,0.014709583,2.8622797e-09,622184.2,0.0,17.644657,-26.5625,29.020834,0.09068378,42297884.0,5139114.0,25.953016,0.10502243
-32.595833,19.009444,2011-01-06,8.621,63.1,19.0,4285.0,84.54429381051952,2011-01-06,1.2098153,6.25301,0.6476067,0.0,0.0,6.132039,0.0,0.29027024,0.53909695,17938704.0,0.0,30.235119,-32.395832,19.879168,,61800012.0,0.5384379,-1.458642,4.922224
-30.830556,26.921389,2011-01-06,62.099,145.0,10.0,4267.0,87.18644184358574,2011-01-06,2.941475,4.3160496,0.7770777,0.0,0.0,4.229398,0.0,2.4042456,1.1935136,15463846.0,0.0,18.238504,-31.529167,27.3375,,6431891.0,2.0144267,-1.7307429,1.2879229
-30.160091,27.40124,2011-01-06,57.916,167.1,13.0,4250.0,63.92502603449988,2011-01-06,3.6383686,4.608314,1.0,0.0,0.0,4.521964,0.0,56.217384,55.88974,136900000.0,0.0,19.865047,-29.7875,26.895834,,2435189.8,1.0058624,-3.3107224,0.88359547
-30.679722,26.7125,2011-01-06,55.297,138.3,44.0,4250.0,100.76177953918489,2011-01-06,3.6383686,4.608314,1.0,0.0,0.0,4.521964,0.0,56.217384,55.88974,136900000.0,0.0,19.865047,-29.7875,26.895834,,2435189.8,1.0058624,-3.3107224,0.88359547
-26.45,28.085833,2011-01-10,105.711,635.0,80.0,4166.0,65.45147034277144,2011-01-10,2.5637958,3.563813,1.0,0.0,0.011057657,3.535375,0.0,2.7809703,2.71481,12400000.0,0.0,17.03098,-25.879168,28.245832,319.7219,4458875.5,1.0243702,-2.4865777,0.9715793
-26.73806,27.59194,2011-01-10,55.3,189.1,105.0,4179.0,34.12329670823107,2011-01-10,2.7527862,3.9643261,1.0,0.0,0.41915932,4.003883,2.3282075,10.885339,10.810884,14200000.0,0.0,17.894094,-26.629168,27.270834,9.552175,1304507.0,1.006887,-2.2591724,1.2510967
-27.356667,27.286389,2011-01-10,64.1,164.0,151.0,4197.0,34.08859704760659,2011-01-10,3.4616916,5.170745,1.0,0.0,2.190821,5.0559816,6.4893203,0.4454918,0.4779342,700000.0,0.0,18.963856,-27.6625,27.2625,2.3078024,1571297.2,0.9321195,-1.3033131,1.59429
-30.86013889,29.07125,2011-01-10,40.861,95.6,10.0,4268.0,82.56974418104872,2011-01-10,3.3169332,4.819233,0.13270071,0.0,0.0,4.590866,0.0,8.8174095,3.0062354,33958110.0,0.0,22.532213,-31.554167,28.7625,,3851257.2,2.9330404,2.494241,1.2739329
-25.99136,27.84208,2011-01-10,82.432,283.8,32.0,4166.0,42.257216620590334,2011-01-10,2.5637958,3.563813,1.0,0.0,0.011057657,3.535375,0.0,2.7809703,2.71481,12400000.0,0.0,17.03098,-25.879168,28.245832,319.7219,4458875.5,1.0243702,-2.4865777,0.9715793
-25.45963889,28.26430556,2011-01-11,132.0,489.0,82.0,4155.0,17.47762335296884,2011-01-11,2.869863,4.7523246,1.0,0.0,0.0,4.627577,0.0,1.3795104,1.3204386,4400000.0,0.0,21.903992,-25.604166,28.195833,,3189537.5,1.0447365,-2.8107913,1.7577138
-27.671111,27.236944,2011-01-11,75.096,275.7,71.0,4197.0,2.6927947738419977,2011-01-11,3.0813472,5.1189885,1.0,0.0,0.0,4.9573264,0.0,0.32048973,0.19455162,700000.0,0.0,20.599844,-27.6625,27.2625,,2184157.2,1.6473249,-2.9554093,1.8759792
-26.98472222,26.63227778,2011-01-11,128.0,196.7,158.0,4179.0,74.69430897155365,2011-01-11,3.1398911,5.0374174,1.0,0.0,0.0,4.893177,0.0,7.7737236,7.5445642,14200000.0,0.0,20.789629,-26.629168,27.270834,,1826666.5,1.030374,-2.9107318,1.7532859
-27.01011111,26.69808333,2011-01-11,66.1,203.4,131.0,4179.0,70.88445152996069,2011-01-11,3.1398911,5.0374174,1.0,0.0,0.0,4.893177,0.0,7.7737236,7.5445642,14200000.0,0.0,20.789629,-26.629168,27.270834,,1826666.5,1.030374,-2.9107318,1.7532859
-34.250556,20.9925,2011-01-11,26.8,304.5,12.0,4319.0,70.52275078995154,2011-01-11,0.7229135,4.1439238,0.42191833,0.0,0.0,4.01051,0.0,0.36842498,0.33089104,4261375.0,0.0,16.99429,-33.704166,20.604166,,11566466.0,1.1134329,-0.68537956,3.2875965
-27.398611,26.614722,2011-01-11,71.6,190.6,127.0,4197.0,70.2908278231494,2011-01-11,3.0813472,5.1189885,1.0,0.0,0.0,4.9573264,0.0,0.32048973,0.19455162,700000.0,0.0,20.599844,-27.6625,27.2625,,2184157.2,1.6473249,-2.9554093,1.8759792
-25.73411,27.21422,2011-01-11,8.0,34.04,56.0,4162.0,7.566170813522472,2011-01-11,3.2591462,4.787812,1.0,0.0,0.0,4.7065125,0.0,1.4684734,1.3451974,14200000.0,0.0,21.253246,-25.779167,27.270834,,9669906.0,1.0916415,-3.1358702,1.4473662
-29.160278,26.573333,2011-01-11,120.27,177.3,10.0,4244.0,51.4016070665337,2011-01-11,2.224978,5.247008,1.0,0.0,0.0,5.237906,0.0,4.217508,3.9665184,34300000.0,0.0,21.350697,-29.4125,26.129168,,8132765.0,1.063277,-1.9739885,3.012928
-27.273889,28.49,2011-01-12,49.114,136.6,32.0,4178.0,95.01163025445794,2011-01-12,2.4846401,3.6274917,0.02969579,0.0,0.0,3.3425305,0.0,0.038722776,2.5860707e-09,495919.66,0.0,18.485205,-26.5625,29.020834,,12806924.0,14973595.0,-2.4459174,0.85789037
-25.81048333,27.90955222,2011-01-12,131.0,584.0,10.0,4166.0,34.508280599790524,2011-01-12,2.858607,4.4368687,1.0,0.0,0.0,4.232785,0.0,1.7355942,1.6532726,12400000.0,0.0,19.611473,-25.879168,28.245832,,7144527.5,1.0497931,-2.7762856,1.3741782
-28.883333,27.89,2011-01-12,117.44,271.7,10.0,4245.0,67.9268668138236,2011-01-12,2.5678432,4.0344987,0.96358854,0.0,0.0,3.7157617,0.0,21.79002,16.328,912518340.0,0.0,13.746959,-29.4625,28.1125,,41877812.0,1.3345187,2.8941784,1.1479185
-27.4275,28.525833,2011-01-12,62.326,163.9,45.0,4206.0,87.842537883889,2011-01-12,2.8017833,4.591999,1.0,0.0,0.0,4.3756566,0.0,7.5857897,7.4189515,18800000.0,0.0,17.20229,-28.204166,28.3625,,2478318.0,1.0224881,-2.6349454,1.5738733
-30.534167,24.961944,2011-01-13,100.962,142.6,80.0,4269.0,146.14567637144424,2011-01-13,1.9793772,5.109136,0.93908995,0.0,4.4999337,4.9884086,16.347408,1.1627401,1.7800674,46578868.0,0.0,19.916496,-31.779167,25.454166,1.1085516,40059570.0,0.65320003,1.9032292,3.0090313
-27.00222,28.76528,2011-01-13,63.848,190.9,62.0,4178.0,55.08374954594531,2011-01-13,2.9732664,4.460851,0.02813916,0.0,0.0,4.099634,0.0,0.03129364,2.4781626e-09,469923.94,0.0,18.268436,-26.5625,29.020834,,15016595.0,12627760.0,-2.9419727,1.1263678
-28.460833,21.248889,2011-01-13,102.898,353.0,51.0,4257.0,218.59127129989955,2011-01-13,0.71548843,5.8943644,0.18770143,0.0,0.0,5.8634715,0.0,0.09898195,0.008625923,26860076.0,0.0,28.83941,-30.3625,21.820833,,271363400.0,11.47494,-0.6251324,5.147983
-27.02314,28.59389,2011-01-13,62.806,192.7,35.0,4178.0,66.47858915943323,2011-01-13,2.9732664,4.460851,0.02813916,0.0,0.0,4.099634,0.0,0.03129364,2.4781626e-09,469923.94,0.0,18.268436,-26.5625,29.020834,,15016595.0,12627760.0,-2.9419727,1.1263678
-29.658056,25.973333,2011-01-14,86.742,107.0,85.0,4244.0,31.19038110719703,2011-01-14,1.8544981,5.1131506,1.0,0.0,0.0,5.071518,0.0,2.5376484,2.293148,34300000.0,0.0,20.782862,-29.4125,26.129168,,13516451.0,1.1066222,-1.6099977,3.2170198
-28.760833,17.730278,2011-01-16,95.398,297.2,64.0,4257.0,433.834782017718,2011-01-16,0.78494895,6.6182785,0.18731883,0.0,0.0,6.559002,0.0,0.09279978,-0.00090691,26805322.0,0.0,28.33404,-30.3625,21.820833,,288851140.0,-102.32524,-0.6912423,5.774053
-31.554722,29.245556,2011-01-17,58.2,197.2,12.0,4268.0,45.77146649560801,2011-01-17,3.3945808,5.570632,0.13333666,0.0,0.39136794,5.202758,0.0,2.853169,3.0164027,34120850.0,0.0,22.938437,-31.554167,28.7625,13.2937765,11958930.0,0.94588464,-3.1664467,1.808177
-25.513889,31.224444,2011-01-17,63.165,155.5,11.0,4585.0,37.871807209154575,2011-01-17,2.8109517,3.2090354,0.70590514,0.0,0.0,2.8497663,0.0,11.575605,1.104,8400271.0,0.0,21.255932,-25.2375,31.004168,,725687.4,10.48515,7.660654,0.038814545
-28.058889,30.373611,2011-01-17,58.0,220.0,100.0,4199.0,44.11517620141259,2011-01-17,2.118007,3.0140922,0.999647,0.0,0.17002432,2.8955243,0.0,3.2178993,2.4301112,198329970.0,0.0,20.795074,-27.9375,29.945833,17.03006,61633370.0,1.3241779,-1.1601944,0.7775173
-26.861111,28.884722,2011-01-17,101.685,315.4,114.0,4178.0,35.85100646054864,2011-01-17,1.7358526,2.26467,0.029454648,0.0,0.0,2.085009,0.0,0.020323886,2.555053e-09,491892.66,0.0,18.407238,-26.5625,29.020834,,24202688.0,7954389.0,-1.7155287,0.3491565
-25.20639,27.558,2011-01-18,102.0,516.0,90.0,4139.0,52.764453763892966,2011-01-18,2.5875857,3.5658436,0.26792267,0.0,3.7824733,3.260425,0.0,0.68416077,0.63065296,964521.6,0.0,22.864277,-24.904167,27.154167,0.8619823,1409788.0,1.0848451,1.2483957,0.6728394
-24.69514,27.40906,2011-01-18,124.0,509.0,158.0,4139.0,34.67291446414448,2011-01-18,2.5875857,3.5658436,0.26792267,0.0,3.7824733,3.260425,0.0,0.68416077,0.63065296,964521.6,0.0,22.864277,-24.904167,27.154167,0.8619823,1409788.0,1.0848451,1.2483957,0.6728394
-25.681111,31.783333,2011-01-18,53.322,247.7,10.0,4596.0,32.8173398203498,2011-01-18,1.9102825,2.7867556,0.46791285,0.0,0.0,2.3663034,0.0,0.1456604,0.19082505,23536020.0,0.0,24.338316,-25.970833,31.720833,,161581460.0,0.7633191,-1.9554472,0.45602095
-27.802778,28.768333,2011-01-18,41.891,116.9,23.0,4206.0,59.829068373257755,2011-01-18,2.2439265,3.5931885,1.0,0.0,1.6490991,3.5668426,0.0,4.656561,4.526016,18800000.0,0.0,18.027977,-28.204166,28.3625,2.1629038,4037314.2,1.0288432,-0.4642825,1.322916
-27.398611,26.614722,2011-01-18,133.319,323.7,139.0,4197.0,70.2908278231494,2011-01-18,1.8911352,4.1110754,0.9939612,0.0,0.6887027,3.7166,0.0,0.15694585,0.067149244,695772.9,0.0,20.005604,-27.6625,27.2625,5.396523,4433203.5,2.337269,-1.112636,1.8254647
-33.31388889,19.07472222,2011-01-18,30.257,208.2,23.0,4324.0,58.23409095037199,2011-01-18,0.58381736,5.881487,0.5241841,0.0,0.0,5.2225876,0.0,0.15031081,0.5397141,30822026.0,0.0,19.756346,-33.8375,19.0625,,205055280.0,0.27850083,-0.97322065,4.63877
-31.396,29.2651,2011-01-18,35.741,89.2,10.0,4268.0,50.80494150086122,2011-01-18,1.8246874,3.0302894,0.13295029,0.0,0.0,2.848922,0.0,2.6570961,3.01627,34021976.0,0.0,18.594744,-31.554167,28.7625,,12804195.0,0.8809212,-2.1838613,1.0242347
-27.495556,26.074722,2011-01-18,176.0,458.0,91.0,4189.0,80.07919026674453,2011-01-18,1.3241274,4.575453,0.89732045,0.0,0.033649348,3.0615833,0.0,7.4137435,7.4251623,5922315.0,0.0,20.733559,-27.195833,25.3375,90.984924,798829.25,0.99846214,-1.301897,1.7374558
-31.104278,29.399722,2011-01-18,52.984,129.0,10.0,4268.0,78.52199412538931,2011-01-18,1.8246874,3.0302894,0.13295029,0.0,0.0,2.848922,0.0,2.6570961,3.01627,34021976.0,0.0,18.594744,-31.554167,28.7625,,12804195.0,0.8809212,-2.1838613,1.0242347
-33.38056,19.30167,2011-01-18,32.968,174.3,41.0,4324.0,55.42724209053677,2011-01-18,0.58381736,5.881487,0.5241841,0.0,0.0,5.2225876,0.0,0.15031081,0.5397141,30822026.0,0.0,19.756346,-33.8375,19.0625,,205055280.0,0.27850083,-0.97322065,4.63877
-25.127778,27.628889,2011-01-18,131.0,415.0,163.0,4139.0,53.911004392453954,2011-01-18,2.5875857,3.5658436,0.26792267,0.0,3.7824733,3.260425,0.0,0.68416077,0.63065296,964521.6,0.0,22.864277,-24.904167,27.154167,0.8619823,1409788.0,1.0848451,1.2483957,0.6728394
-34.039722,22.133333,2011-01-19,11.201,167.4,23.0,4313.0,71.98347944618091,2011-01-19,1.5638307,6.147997,0.088925704,0.0,0.0,6.0650434,0.0,1.4309323,1.4441767,4917591.0,0.0,24.24501,-33.504166,22.570833,,3436634.2,0.9908291,-1.5770751,4.5012126
-26.880278,26.965,2011-01-19,235.0,593.0,176.0,4179.0,41.252417495044014,2011-01-19,1.2808913,1.9380481,1.0,0.0,2.6253996,1.9376587,0.0,2.5563037,2.468113,14200000.0,0.0,18.919542,-26.629168,27.270834,0.7380433,5554895.5,1.035732,1.4326992,0.65676737
-30.568333,29.422778,2011-01-19,40.9,109.3,12.0,4268.0,126.37917474951996,2011-01-19,3.1256576,5.376811,0.13230507,0.0,0.0,5.065329,0.0,2.4980392,3.0158458,33856870.0,0.0,23.053625,-31.554167,28.7625,,13553379.0,0.8283047,-3.643464,1.9396715
-25.57877778,29.12747222,2011-01-19,58.232,231.7,10.0,4160.0,45.57024452547128,2011-01-19,2.8518224,3.1879258,1.0,0.0,9.695901,3.0249484,15.826327,5.220436,5.76837,48400000.0,0.0,18.947618,-25.770834,29.529167,0.31198218,9271256.0,0.9050106,6.296144,0.17312598
-33.13083,18.86278,2011-01-19,19.323,117.3,35.0,4324.0,80.73171444227681,2011-01-19,0.56209177,6.084709,0.52336645,0.0,0.0,5.4964266,0.0,0.1494631,0.5393524,30773946.0,0.0,21.454184,-33.8375,19.0625,,205896600.0,0.27711585,-0.95198107,4.9343348
-27.044444,27.005,2011-01-19,83.5,225.2,102.0,4179.0,53.17847280270919,2011-01-19,1.2808913,1.9380481,1.0,0.0,2.6253996,1.9376587,0.0,2.5563037,2.468113,14200000.0,0.0,18.919542,-26.629168,27.270834,0.7380433,5554895.5,1.035732,1.4326992,0.65676737
-27.3,28.586944,2011-01-19,59.091,150.3,16.0,4178.0,92.60239488422584,2011-01-19,2.1220515,2.4349203,0.034292184,0.0,8.058427,2.2183938,8.961082,0.018564556,2.8446847e-09,572679.5,0.0,18.85642,-26.5625,29.020834,0.2752887,30848004.0,6526050.5,5.95494,0.096342325
-27.273889,28.49,2011-01-19,63.114,149.5,11.0,4178.0,95.01163025445794,2011-01-19,2.1220515,2.4349203,0.034292184,0.0,8.058427,2.2183938,8.961082,0.018564556,2.8446847e-09,572679.5,0.0,18.85642,-26.5625,29.020834,0.2752887,30848004.0,6526050.5,5.95494,0.096342325
-33.7075,18.97444444,2011-01-19,7.891,78.6,27.0,4324.0,16.589325881256233,2011-01-19,0.56209177,6.084709,0.52336645,0.0,0.0,5.4964266,0.0,0.1494631,0.5393524,30773946.0,0.0,21.454184,-33.8375,19.0625,,205896600.0,0.27711585,-0.95198107,4.9343348
-24.39619444,27.08983333,2011-01-19,120.0,508.0,142.0,4139.0,56.85697530588786,2011-01-19,1.4807184,2.0686789,0.2677228,0.0,2.1126583,1.9547722,0.0,0.6565682,0.63129884,963802.1,0.0,21.329212,-24.904167,27.154167,0.9252666,1467939.0,1.0400276,0.65720934,0.47405386
-30.570833,29.150556,2011-01-19,40.72,90.6,10.0,4268.0,115.41983393101741,2011-01-19,3.1256576,5.376811,0.13230507,0.0,0.0,5.065329,0.0,2.4980392,3.0158458,33856870.0,0.0,23.053625,-31.554167,28.7625,,13553379.0,0.8283047,-3.643464,1.9396715
-26.970278,27.211111,2011-01-19,63.9,202.4,101.0,4179.0,38.390113115788296,2011-01-19,1.2808913,1.9380481,1.0,0.0,2.6253996,1.9376587,0.0,2.5563037,2.468113,14200000.0,0.0,18.919542,-26.629168,27.270834,0.7380433,5554895.5,1.035732,1.4326992,0.65676737
-34.031944,22.053333,2011-01-19,17.64,266.5,10.0,4313.0,75.71186360457936,2011-01-19,1.5638307,6.147997,0.088925704,0.0,0.0,6.0650434,0.0,1.4309323,1.4441767,4917591.0,0.0,24.24501,-33.504166,22.570833,,3436634.2,0.9908291,-1.5770751,4.5012126
-28.460833,21.248889,2011-01-20,85.7,259.1,29.0,4257.0,218.59127129989955,2011-01-20,0.5172199,5.526962,0.186768,0.0,0.17570385,5.434292,0.0,0.08897576,0.008651929,26726500.0,0.0,30.034054,-30.3625,21.820833,30.9287,300379600.0,10.283921,-0.26119223,4.917072
-26.006389,29.253889,2011-01-20,77.092,367.0,14.0,4160.0,38.00505575699202,2011-01-20,3.908918,4.9306517,1.0,0.0,0.0,4.7483535,0.0,5.1327877,4.919074,48400000.0,0.0,21.013071,-25.770834,29.529167,,9429574.0,1.043446,-3.6952043,0.8394356
-33.970833,22.548333,2011-01-20,5.0,132.1,86.0,4313.0,51.9328616356759,2011-01-20,1.3589466,5.9746,0.08845906,0.0,0.0,6.055278,0.0,1.4045333,1.4342035,4891786.0,0.0,25.467335,-33.504166,22.570833,,3482855.2,0.9793124,-1.3886168,4.696331
-27.02314,28.59389,2011-01-20,94.557,254.9,15.0,4178.0,66.47858915943323,2011-01-20,3.5432885,4.5421743,0.032635428,0.0,0.0,4.153596,0.0,0.017996665,2.8395026e-09,545011.7,0.0,21.046455,-26.5625,29.020834,,30284038.0,6337964.0,-3.525292,0.61030746
-30.679722,26.7125,2011-01-20,73.862,158.9,10.0,4250.0,100.76177953918489,2011-01-20,1.9591423,5.5380893,0.9999983,0.0,0.0,5.390621,0.0,1.5708683,1.1798149,136899760.0,0.0,23.057613,-29.7875,26.895834,,87149100.0,1.3314531,-1.568089,3.431479
-34.02861,22.22222,2011-01-20,208.236,238.8,10.0,4313.0,66.62692249321809,2011-01-20,1.3589466,5.9746,0.08845906,0.0,0.0,6.055278,0.0,1.4045333,1.4342035,4891786.0,0.0,25.467335,-33.504166,22.570833,,3482855.2,0.9793124,-1.3886168,4.696331
-30.77586667,29.03221667,2011-01-20,40.9,110.2,12.0,4268.0,90.26758374465574,2011-01-20,3.101355,5.805944,0.13157691,0.0,0.22628216,5.385104,0.0,2.3625693,3.0149937,33670532.0,0.0,26.03632,-31.554167,28.7625,23.798182,14251659.0,0.7836067,-3.5274973,2.283749
-24.925278,29.324444,2011-01-21,85.636,381.0,59.0,4143.0,86.9309513752725,2011-01-21,4.29146,5.2002754,1.0,0.0,14.521334,4.909937,16.567892,2.133162,2.6092756,28500000.0,0.0,23.65367,-25.229166,28.529167,0.33811888,13360448.0,0.8175304,9.753759,0.61847687
-34.005833,22.351111,2011-01-21,13.069,354.0,10.0,4313.0,59.36635985522568,2011-01-21,1.0011582,4.720488,0.08806978,0.0,0.0,4.951725,0.0,1.3885746,1.4251733,4870259.0,0.0,18.676298,-33.504166,22.570833,,3507380.2,0.9743198,-1.0377569,3.9505668
-28.460833,21.248889,2011-01-21,81.0,243.2,43.0,4257.0,218.59127129989955,2011-01-21,0.49832034,6.061444,0.18663684,0.0,0.0,5.9507966,0.0,0.08739587,0.0030145212,26707728.0,0.0,29.347834,-30.3625,21.820833,,305594850.0,28.991625,-0.413939,5.4524765
-25.99136,27.84208,2011-01-24,90.9,324.2,32.0,4166.0,42.257216620590334,2011-01-24,3.1610484,3.5947337,1.0,0.0,11.379899,3.4351642,10.888376,3.5789936,3.714375,12400000.0,0.0,20.7675,-25.879168,28.245832,0.30186245,3464661.2,0.963552,8.083469,0.2741158
-25.49037,30.6986,2011-01-24,36.957,124.5,10.0,4589.0,33.182533151906824,2011-01-24,3.4587924,3.849451,0.8477476,0.0,25.963146,3.5398605,28.406738,33.611477,15.408002,141573860.0,0.0,19.865814,-25.370832,30.395834,0.13634174,4212069.0,2.1814299,40.70783,0.08106804
-27.671111,27.236944,2011-01-24,47.184,142.9,129.0,4197.0,2.6927947738419977,2011-01-24,2.454843,2.977577,1.0,0.0,22.096334,2.9131823,22.434914,0.14665642,0.62535125,700000.0,0.0,19.397087,-27.6625,27.2625,0.13184007,4773060.5,0.23451848,19.162796,0.4583392
