Latitude,Longitude,Sample Date,emsd,urad,drad,nir08,emis,swir22,atmos_opacity,green,trad,swir16,cdist,red,atran,blue,lwir
-26.45,28.085833,03-06-2013,89.5,383.0,223.0,13602.5,9684.5,14226.0,,9761.0,8498.0,16646.5,213.5,10709.5,9410.0,9032.5,
-29.160278,26.573333,03-06-2013,88.0,326.0,196.0,13086.5,9677.0,12134.0,9.0,9802.5,7441.0,14090.0,1382.0,10571.5,9429.0,8877.5,40558.0
-34.065833,20.404167,04-06-2013,82.0,1910.0,920.0,12703.0,9822.0,8338.0,9.0,8310.0,8074.0,9804.0,223.0,8133.0,7423.0,7816.0,42142.0
-25.20639,27.558,04-06-2013,54.0,996.0,524.0,13878.5,9644.0,10385.0,,9711.5,8455.5,12190.5,256.0,10082.5,8557.0,8579.0,
-24.69514,27.40906,04-06-2013,117.5,945.5,499.5,14162.0,9597.0,9876.0,,9867.5,8863.5,11846.5,517.5,10112.0,8641.0,8459.5,
-28.747778,31.745833,04-06-2013,53.0,1417.0,702.0,15320.5,9717.0,11213.0,,9354.0,8760.5,13942.5,882.0,9252.5,8216.0,8226.0,
-29.380556,30.2775,04-06-2013,94.0,749.5,405.0,13841.0,9707.0,11071.5,10.0,9329.5,7627.0,14055.5,220.5,9731.0,8886.0,8461.0,40963.0
-27.169444,29.233889,04-06-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-26.861111,28.884722,04-06-2013,,257.0,160.0,14852.0,9569.0,13696.5,,9934.5,8045.5,16687.5,669.0,11144.0,9583.0,9059.0,
-27.398611,26.614722,04-06-2013,62.0,442.0,251.0,13820.0,9794.0,10606.5,8.0,9120.5,7460.0,12528.5,41.0,9208.0,9284.0,8351.5,40373.5
-34.031944,22.053333,04-06-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-34.039722,22.133333,04-06-2013,80.0,429.0,248.0,17906.0,9837.5,10773.0,,8984.5,7821.5,13911.0,2974.0,8954.0,9396.0,7955.5,
-34.075556,20.145556,04-06-2013,59.0,1911.0,920.0,15123.0,9603.0,13445.0,9.0,10296.0,8930.0,16833.0,1371.5,11109.5,7433.0,9269.0,45002.0
-29.161667,23.696389,05-06-2013,90.0,430.0,249.0,7407.5,9904.0,7509.0,,10198.0,7398.5,7509.5,19.5,8980.5,9249.0,8769.0,
-27.01011111,26.69808333,05-06-2013,67.0,490.0,275.0,11230.5,9723.0,9306.5,8.0,8975.0,7516.0,10242.0,103.5,8821.0,9219.0,8370.0,40650.0
-29.140556,31.391944,05-06-2013,75.5,1173.0,598.0,13274.5,9737.0,9500.0,,9144.5,8555.0,10884.5,3.0,8842.0,8504.0,8220.0,
-24.39619444,27.08983333,05-06-2013,201.0,920.0,486.0,12853.0,9629.5,9929.5,,9440.0,8538.0,11209.0,3795.0,9298.0,8683.0,8372.5,
-23.658056,31.05,05-06-2013,,1561.5,774.5,14105.0,9652.5,11452.0,,9311.5,9205.0,13666.5,2780.5,9496.0,8013.5,8233.0,
-23.281,30.54305556,05-06-2013,46.0,1267.0,642.0,12984.5,9566.0,11181.0,,9601.0,8936.0,12721.0,1394.0,9961.0,8369.0,8478.0,
-27.00222,28.76528,05-06-2013,-9999.0,223.0,143.0,12344.0,-9999.0,12053.5,,9499.5,7861.5,14659.5,613.0,9865.0,9629.0,8483.5,
-27.02314,28.59389,05-06-2013,,217.0,140.0,10310.5,9756.0,9517.5,,9048.0,7693.5,10390.0,42.5,9191.0,9636.0,8432.5,
-26.648056,27.089444,05-06-2013,74.0,957.0,508.0,11577.5,9777.0,10149.5,,8819.5,8392.0,12122.5,235.5,9166.0,8498.0,8027.5,
-26.970278,27.211111,05-06-2013,98.0,580.0,320.0,7973.0,9876.0,7407.0,9.0,8614.5,7479.0,7731.5,1645.0,8344.0,9095.0,8042.0,40281.0
-26.880278,26.965,05-06-2013,118.0,578.0,319.0,13993.0,9732.0,15091.5,9.0,10100.0,8241.5,17956.0,751.0,11266.5,9097.0,9286.0,42574.5
-27.273889,28.49,05-06-2013,24.5,204.0,133.0,9840.5,9828.5,8282.0,,9156.5,7538.5,9157.0,48.0,9304.5,9654.5,8430.5,
-27.4275,28.525833,05-06-2013,-9999.0,194.0,128.0,15702.0,-9999.0,16149.5,,10803.0,8133.0,18680.0,1562.0,12308.5,9668.5,9668.5,
-27.3,28.586944,05-06-2013,-9999.0,198.5,130.0,14872.0,-9999.0,14753.5,,10518.0,8049.0,17257.5,776.5,11893.5,9662.5,9203.5,
-26.98472222,26.63227778,05-06-2013,77.0,586.0,322.0,13826.0,9703.0,12895.5,8.0,9899.0,7980.5,15457.5,231.5,10991.5,9086.0,9005.0,41915.0
-34.405833,19.600556,05-06-2013,89.0,574.0,317.0,14964.0,9621.0,9401.0,9.0,8714.0,7479.0,11536.5,178.5,8631.0,9187.0,7948.5,40577.0
-28.058889,30.373611,05-06-2013,96.0,687.0,373.0,13138.0,9657.0,10346.0,9.0,9209.0,7794.5,13065.0,1380.5,9603.5,8973.0,8524.0,41497.0
-22.769722,30.886944,06-06-2013,,1268.0,642.0,15818.0,9616.0,11657.0,,9247.0,9222.0,13725.0,3778.0,9604.0,8376.0,8192.0,
-28.801278,31.955389,06-06-2013,18.0,1663.0,810.0,15192.0,9791.5,10283.5,,9669.0,8670.5,13154.5,585.5,9497.0,7900.0,8557.5,
-27.937778,31.209444,06-06-2013,-9999.0,942.0,491.0,12307.0,-9999.0,10029.5,,8656.5,9032.0,11964.5,4490.5,8655.0,8777.5,8078.5,
-27.5275,30.858056,06-06-2013,63.0,805.0,427.0,14637.0,9700.0,11931.0,,9394.0,8656.5,14800.5,1875.0,10070.0,8913.5,8495.5,
-31.394444,20.947222,06-06-2013,48.0,705.0,380.0,15087.0,9688.0,12771.5,,10363.5,7653.0,15231.5,306.5,11364.0,8930.0,9164.5,
-29.651389,22.746389,06-06-2013,40.0,1406.5,707.0,13608.0,9651.0,12692.0,8.0,10196.0,7962.0,14705.0,64.0,10917.0,8006.5,9307.0,42117.0
-34.005833,22.351111,06-06-2013,80.5,436.0,251.0,15083.0,9801.0,10728.0,,8938.5,7879.5,13206.0,927.5,9128.5,9387.0,8355.5,
-28.116667,26.725278,07-06-2013,39.0,341.0,203.0,14245.5,9708.0,12579.0,9.0,9928.0,7627.0,15431.5,687.0,10832.0,9409.0,8959.0,40984.0
-27.902778,24.615556,07-06-2013,78.0,405.0,234.0,14614.0,9736.0,14291.5,,10234.0,8036.0,16973.5,1518.0,11112.5,9319.0,8860.5,
-25.99136,27.84208,10-06-2013,39.0,537.0,302.0,13817.0,9678.0,12594.5,,9409.0,8410.0,15105.0,90.0,10134.0,9208.0,8712.5,
-29.7775,29.470833,10-06-2013,,252.0,157.0,15150.5,9820.5,12769.5,,9904.5,7466.0,16041.0,324.5,11164.0,9573.0,8900.5,
-29.744167,29.905833,10-06-2013,69.0,446.0,255.0,14102.5,9748.0,11561.0,,9385.5,7590.0,14706.5,5860.0,10120.5,9312.5,8644.5,
-26.45,28.085833,10-06-2013,89.5,383.0,223.0,13602.5,9684.5,14226.0,,9761.0,8498.0,16646.5,213.5,10709.5,9410.0,9032.5,
-27.671111,27.236944,10-06-2013,96.5,485.0,274.0,13040.5,9754.0,11896.5,,9646.5,7909.0,13257.0,9.0,10198.5,9269.0,8850.5,
-29.042222,24.6,10-06-2013,105.0,366.0,216.0,9596.5,9796.0,8420.0,,9040.5,7421.0,8966.0,271.0,8853.0,9352.0,7800.0,
-31.396,29.2651,10-06-2013,127.0,788.0,421.0,9318.5,9814.5,8536.0,,9617.0,7708.0,8658.5,14.0,9958.0,8835.0,8714.0,
-31.554722,29.245556,10-06-2013,93.0,810.5,432.0,19195.5,9832.0,10849.0,,9451.0,8509.0,14490.0,1269.0,9471.0,8790.5,8250.0,
-27.01011111,26.69808333,11-06-2013,67.0,483.0,274.0,10649.0,9684.0,9134.5,,8670.0,7844.5,10225.5,103.5,8714.5,9281.0,7841.5,
-24.183889,30.823889,11-06-2013,48.5,1791.5,869.5,13059.5,9649.5,9440.0,24.0,9171.0,8278.5,11002.0,4140.5,9221.0,7700.0,8677.0,42669.0
-30.733889,29.828333,11-06-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-26.861111,28.884722,11-06-2013,,396.5,230.0,14734.5,9570.5,14278.0,9.0,10375.0,7999.0,17587.0,2413.5,11774.5,9393.0,9636.0,42046.0
-27.00222,28.76528,11-06-2013,-9999.0,407.0,236.0,12208.0,-9999.0,11952.0,8.0,9804.0,7571.5,14739.5,1100.0,10283.0,9377.0,9025.0,
-26.648056,27.089444,11-06-2013,74.0,503.0,284.0,14651.5,9782.5,13534.5,,9824.0,8483.0,16677.5,377.5,10537.5,9250.0,8838.0,
-26.970278,27.211111,11-06-2013,128.0,511.0,287.5,7877.5,9904.0,7528.5,,8612.5,7699.0,7637.0,1658.5,8488.0,9241.0,7934.0,
-26.880278,26.965,11-06-2013,118.0,510.0,287.0,14285.0,9748.5,14845.0,,10165.5,8627.0,17769.0,770.0,11163.0,9244.0,9240.5,
-26.98472222,26.63227778,11-06-2013,77.0,502.0,283.0,14671.5,9732.0,13385.5,,10165.5,8420.0,16058.5,250.5,11180.0,9258.0,9061.0,
-28.69485,28.23487,11-06-2013,,389.0,226.0,11986.0,9840.0,10539.0,9.0,9273.0,7069.0,12510.5,1018.0,9592.0,9385.0,8709.0,39187.0
-30.568333,29.422778,11-06-2013,45.0,308.5,186.0,11024.0,9777.0,10940.5,,8706.5,7831.0,11811.0,408.0,9025.0,9480.5,8259.5,
-30.570833,29.150556,11-06-2013,51.5,277.0,169.0,13776.5,9695.0,12596.0,,9988.0,7702.5,15258.5,2742.0,10964.0,9525.0,8851.5,
-31.104278,29.399722,11-06-2013,26.0,629.5,345.5,12100.0,9749.0,8991.0,,8705.5,7703.0,10291.5,6349.0,8659.0,9048.5,7892.5,
-25.45963889,28.26430556,11-06-2013,176.0,499.0,281.0,14555.5,9636.0,12114.0,9.0,9821.5,8297.0,14552.0,655.0,10312.0,9275.0,9033.0,42697.0
-28.338333,31.373611,11-06-2013,-9999.0,992.0,513.0,11274.0,-9999.0,8897.5,,9812.0,8730.5,9793.0,6296.5,10427.5,8735.0,8501.5,
-28.068333,31.55,11-06-2013,,1115.0,568.0,13795.5,9805.0,12271.0,,9202.0,9529.5,14146.0,2837.5,9666.5,8617.0,8398.5,
-25.81048333,27.90955222,12-06-2013,106.0,611.0,338.0,13265.0,9602.0,11454.5,,9414.5,7881.0,13746.5,147.5,9886.5,9118.0,8691.5,
-24.39619444,27.08983333,12-06-2013,201.0,827.0,441.0,12511.5,9629.5,10190.5,,9177.0,8254.0,12011.5,3795.0,9089.0,8844.0,8310.5,
-24.058889,31.237222,12-06-2013,49.0,682.0,367.0,13913.0,9641.0,10836.5,,9262.0,8818.5,12626.5,731.0,9532.0,9090.0,8431.0,
-30.398056,30.601944,12-06-2013,-9999.0,1188.0,608.0,13474.0,-9999.0,8409.0,9.0,8465.5,8074.0,10250.0,980.5,8357.0,8358.0,7789.0,
-27.802778,28.768333,12-06-2013,-9999.0,390.0,227.0,10960.0,-9999.0,10377.0,8.0,9356.5,7311.5,12574.0,1384.0,9879.0,9393.0,8649.5,
-29.033333,23.983333,12-06-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-29.615556,27.065278,12-06-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-28.883333,27.89,12-06-2013,,379.0,222.0,12615.0,9605.0,11322.0,9.0,9724.0,7125.5,13144.0,22.0,10282.0,9398.0,8943.0,39975.0
-31.031389,28.883333,12-06-2013,40.0,448.0,256.0,10432.5,9690.0,9489.0,,9648.5,7762.0,10468.5,7625.0,9349.0,9281.0,8516.5,
-30.86013889,29.07125,12-06-2013,31.5,455.0,259.0,12535.0,9822.0,11146.0,,9844.0,7728.5,12651.0,5019.0,10193.0,9277.0,8992.5,
-30.77586667,29.03221667,12-06-2013,44.0,429.5,247.0,15057.5,9660.0,13060.5,,9877.0,7692.5,16123.5,4693.5,10856.0,9311.0,8707.0,
-34.092222,21.295278,12-06-2013,99.0,810.0,431.0,15805.5,9794.0,13681.0,9.0,9619.0,8185.0,17328.5,320.5,10102.0,8858.0,8744.5,42179.0
-28.44555556,32.325,05-09-2013,,1610.0,793.0,15347.0,9796.0,12884.0,179.0,10338.5,8873.5,15014.5,823.0,10734.0,7947.0,9210.0,44011.5
-24.679167,30.8025,14-06-2013,,406.0,236.0,13581.5,9722.0,13440.0,,9415.5,8612.5,15921.0,4407.0,10531.5,9407.0,8442.0,
-29.744167,29.905833,14-06-2013,69.0,446.0,255.0,14102.5,9748.0,11561.0,,9385.5,7590.0,14706.5,5860.0,10120.5,9312.5,8644.5,
-26.98472222,26.63227778,14-06-2013,77.0,502.0,283.0,14671.5,9732.0,13385.5,,10165.5,8420.0,16058.5,250.5,11180.0,9258.0,9061.0,
-29.803611,30.516111,14-06-2013,112.0,479.0,272.0,14645.5,9783.0,11908.0,,9621.5,8214.5,14116.5,878.5,10221.0,9344.0,8540.5,
-28.96362,19.15486,15-06-2013,57.0,500.0,279.0,9058.0,9763.5,8615.5,,9780.0,7835.0,9089.5,115.5,9614.0,9232.0,8568.5,
-28.735556,29.820556,17-06-2013,76.0,398.0,230.0,11603.5,9645.0,10166.5,,8862.5,7558.5,11772.0,1726.0,9087.0,9381.0,8379.5,
-32.502778,19.535833,17-06-2013,-4976.0,-4777.5,-4872.5,5366.5,-239.5,4359.5,-4995.5,4098.0,-1316.0,4455.0,-4683.0,4472.0,-320.5,4028.0,20239.0
-31.860278,18.6875,18-06-2013,77.0,413.0,240.0,12393.5,9643.0,9723.5,9.0,10324.0,7739.0,11105.0,220.5,10548.5,9404.0,8996.0,41216.0
-25.20639,27.558,18-06-2013,54.0,743.0,401.0,13537.0,9644.0,10720.5,,9514.5,8029.0,12399.0,229.5,9714.5,8950.5,8370.0,
-24.39619444,27.08983333,18-06-2013,201.0,827.0,441.0,12511.5,9629.5,10190.5,,9177.0,8254.0,12011.5,3795.0,9089.0,8844.0,8310.5,
-24.69514,27.40906,18-06-2013,117.5,797.0,427.0,14145.5,9597.0,10318.5,,9643.5,8263.0,11957.5,365.5,10223.0,8881.0,8461.5,
-26.73806,27.59194,18-06-2013,33.0,436.0,250.0,10258.0,9876.0,8058.0,9.0,9485.0,7479.0,8511.0,1773.5,9790.0,9337.0,9166.0,40180.0
-26.45,28.085833,18-06-2013,87.0,415.0,240.0,13319.0,9633.0,14292.5,9.0,9916.0,8334.0,16856.0,178.0,11004.0,9371.0,9160.0,42779.0
-33.38056,19.30167,18-06-2013,27.0,422.0,244.0,13302.0,9590.0,10361.0,9.0,9463.0,7144.0,12656.0,19.0,9751.0,9390.0,8710.0,39639.0
-32.595833,19.009444,18-06-2013,56.0,473.0,269.0,11050.0,9705.0,9008.0,8.0,8594.5,7293.0,10185.0,29.0,8938.0,9331.0,8134.5,39953.0
-29.161667,23.696389,19-06-2013,-4954.5,-4545.0,-4759.5,4262.5,-61.5,3715.0,-4982.5,5194.0,-1353.0,3931.0,-4984.5,4630.5,-664.0,4762.5,19862.0
-29.641944,30.6875,19-06-2013,-9999.0,1106.0,569.5,12068.5,-9999.0,8826.0,19.0,8758.5,7311.5,10413.0,462.5,8417.0,8407.5,8158.0,
-25.127778,27.628889,19-06-2013,42.0,747.0,403.0,14349.5,9771.0,14358.5,,9758.5,8516.0,16250.5,159.0,10632.5,8944.0,8997.0,
-23.838611,31.640833,19-06-2013,49.0,1675.0,820.0,10035.0,9652.0,8590.0,,8910.0,8550.0,9225.5,581.0,8836.5,7814.0,8242.5,
-27.363611,31.783333,19-06-2013,,951.0,491.0,13377.5,9776.5,9841.5,,8894.0,8144.0,11734.0,1514.0,8761.0,8779.0,8102.5,
-26.861111,28.884722,19-06-2013,,308.0,187.0,15393.0,9569.0,13892.0,,10461.5,8044.0,17123.5,842.5,11864.5,9518.0,9249.5,
-31.5653,18.3306,19-06-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-32.601389,18.750556,19-06-2013,61.0,451.0,258.0,13201.0,9698.0,11490.5,9.0,9528.0,7702.0,13710.0,277.5,9651.5,9360.0,8623.0,41000.0
-33.7075,18.97444444,19-06-2013,95.0,515.0,288.0,12974.0,9632.0,8532.0,9.0,8704.0,7497.5,10027.0,45.5,8721.5,9275.0,8079.0,40491.0
-29.161667,23.696389,20-06-2013,90.0,776.0,417.0,7997.0,9904.0,7795.5,,9676.0,7527.5,7931.0,11.5,8795.5,8859.0,8499.0,
-28.7115,24.07288889,20-06-2013,72.0,757.0,406.0,13108.5,9651.0,12200.0,,10389.5,8206.5,13750.5,3527.5,11140.5,8887.0,8743.5,
-27.602222,29.942778,20-06-2013,36.0,342.0,202.0,13987.0,9624.0,12738.5,,9412.0,8421.0,15796.5,1356.5,10384.0,9459.5,8753.0,
-29.1825,23.575556,20-06-2013,84.0,916.0,483.5,11224.5,9730.0,9207.5,9.0,9864.0,7627.5,10129.0,101.5,9569.5,8661.0,9354.0,41054.0
-34.250556,20.9925,20-06-2013,22.0,806.0,429.0,10800.0,9775.0,8773.0,9.0,8400.0,7516.0,10098.0,622.5,8403.0,8865.0,8067.0,40418.0
-33.31388889,19.07472222,20-06-2013,55.0,497.0,280.0,11541.0,9712.0,8647.0,9.0,8434.5,7497.5,9990.0,190.0,8390.0,9303.0,7813.0,40421.0
-33.13083,18.86278,20-06-2013,85.0,484.0,274.0,12203.0,9787.0,8512.0,9.0,9880.5,7516.0,9729.0,1018.5,10174.0,9321.0,8597.0,40347.0
-32.94583,18.33667,20-06-2013,56.5,435.0,251.0,14116.0,9617.0,8252.0,9.0,8632.0,7665.0,9611.5,304.0,8374.0,9381.0,7958.0,41056.0
-27.573056,24.746389,21-06-2013,68.0,629.0,344.0,13881.0,9694.0,13259.5,,10026.5,8310.5,15579.5,87.0,10843.0,9069.0,8916.0,
-28.96362,19.15486,22-06-2013,57.0,1283.0,649.0,9173.5,9754.5,8623.0,,9487.0,7815.0,9069.5,112.0,9214.0,8084.5,8116.5,
-29.803611,30.516111,22-06-2013,112.0,479.0,272.0,14645.5,9783.0,11908.0,,9621.5,8214.5,14116.5,878.5,10221.0,9344.0,8540.5,
-25.99136,27.84208,24-06-2013,39.0,345.0,206.0,13845.0,9682.0,12931.0,,9503.0,8292.5,15461.0,97.5,10400.0,9475.0,8733.5,
-26.45,28.085833,24-06-2013,89.5,317.0,191.0,13800.0,9677.0,14420.0,,9859.0,8385.0,16869.5,182.5,10966.0,9506.0,9018.0,
-33.501667,21.624167,24-06-2013,65.0,471.0,267.0,12617.0,9671.0,9710.0,,9033.0,8103.0,11439.5,495.5,8940.5,9334.0,8233.5,
-27.01011111,26.69808333,25-06-2013,67.0,405.0,236.0,11251.0,9723.0,9643.5,8.0,9238.0,7441.0,10957.5,100.5,9261.5,9384.0,8801.0,40350.0
-26.861111,28.884722,25-06-2013,,308.0,187.0,15316.5,9569.0,13886.5,,10492.0,8041.5,17138.5,490.5,11910.0,9518.0,9309.5,
-27.00222,28.76528,25-06-2013,-9999.0,315.0,190.0,12211.5,-9999.0,12122.5,,9784.0,7837.0,14408.5,415.5,10241.5,9509.0,8845.0,
-26.648056,27.089444,25-06-2013,74.0,871.0,460.0,14998.5,9777.5,13720.0,,10104.5,8283.0,17049.0,275.5,11022.0,8734.0,8982.0,
-26.970278,27.211111,25-06-2013,128.0,388.0,227.0,8579.0,9876.0,7839.0,9.0,8980.0,7293.0,7952.0,1617.0,8923.0,9408.5,8453.0,39675.0
-26.880278,26.965,25-06-2013,118.0,394.0,230.0,14074.5,9707.0,14772.5,9.0,10399.0,8427.5,17853.5,605.0,11628.5,9402.0,9586.0,42859.0
-26.98472222,26.63227778,25-06-2013,77.0,399.0,233.0,14200.0,9703.0,13460.0,8.0,10790.0,7962.0,16328.0,209.5,11985.5,9396.0,9625.0,41758.5
-29.042222,24.6,25-06-2013,105.0,375.0,221.0,10576.5,9794.0,8877.5,8.0,9771.0,6921.0,9559.5,160.0,9912.5,9366.0,8966.0,38897.5
-29.028629,24.638389,25-06-2013,61.0,375.0,220.0,14371.5,9669.0,11710.5,8.5,10210.5,6958.0,14444.5,55.5,10761.0,9367.0,9426.0,39263.0
-29.033333,23.983333,25-06-2013,73.0,429.0,248.0,13783.0,9688.0,11620.5,,9606.0,7501.0,13785.0,737.0,10350.0,9286.0,8562.5,
-29.161667,23.696389,26-06-2013,90.0,430.0,249.0,7222.0,9904.0,7443.0,,9773.5,7353.5,7417.5,22.5,8585.0,9283.0,8481.5,
-25.81048333,27.90955222,26-06-2013,106.0,389.0,227.0,13233.5,9610.0,12276.5,,9698.5,7809.0,14450.5,147.5,10252.5,9421.0,8882.0,
-28.75,30.442778,26-06-2013,88.0,645.5,349.0,12339.0,9695.0,10928.0,,9319.5,7752.0,12019.0,4.0,9664.5,9121.0,8142.0,
-29.161667,30.629722,26-06-2013,71.0,360.5,214.0,13346.5,9765.5,13090.5,,9500.5,8334.5,14364.5,1327.5,10334.0,9483.0,8668.5,
-28.141944,26.417778,26-06-2013,48.5,500.0,280.0,14541.0,9699.5,12774.0,,9799.5,7748.5,15468.0,192.5,10541.0,9211.0,8611.0,
-28.1175,26.719444,26-06-2013,54.0,499.0,279.0,13609.5,9770.5,12479.5,,9987.5,7768.5,14908.5,651.0,10910.5,9212.0,8661.0,
-28.116667,26.725278,26-06-2013,39.0,499.0,279.0,14308.0,9781.0,12979.5,,10066.0,7816.0,15823.5,651.0,11025.0,9212.5,8759.0,
-29.160278,26.573333,26-06-2013,88.0,443.0,252.0,13898.5,9675.0,12843.5,,10295.5,7443.0,14916.5,582.5,11328.5,9276.0,9083.0,
-29.033333,23.983333,26-06-2013,73.0,429.0,248.0,13783.0,9688.0,11620.5,,9606.0,7501.0,13785.0,737.0,10350.0,9286.0,8562.5,
-27.38972222,26.46388889,27-06-2013,98.0,664.0,360.0,9621.0,9660.0,8747.5,,9412.0,7804.5,9123.5,498.0,9542.5,9004.0,8249.0,
-27.398611,26.614722,27-06-2013,62.0,662.0,360.0,13916.5,9778.0,10853.0,,9249.5,7982.5,12863.5,196.5,9646.5,9004.5,8200.5,
-27.671111,27.236944,27-06-2013,96.5,532.0,296.0,12989.0,9745.5,11902.0,,10071.0,7759.5,13466.5,12.0,10550.5,9168.0,9189.5,
-28.760833,17.730278,28-06-2013,,948.0,494.0,7325.5,9880.0,7438.5,,9096.0,7848.0,7426.0,270.0,8352.0,8597.5,7930.5,
-29.744167,29.905833,28-06-2013,69.0,425.0,245.0,14974.5,9750.0,12282.5,,9602.5,7661.5,15411.5,7.0,10840.5,9403.0,8749.0,
-28.96362,19.15486,29-06-2013,57.0,797.0,423.0,9058.5,9623.0,8637.0,,9791.0,8006.5,9229.5,183.0,9725.5,8817.0,8515.5,
-26.73806,27.59194,01-07-2013,33.0,773.0,416.5,10130.0,9876.0,8075.5,9.0,9648.0,7497.5,8462.0,1769.5,9887.0,8840.0,9209.5,40331.0
-26.45,28.085833,01-07-2013,89.5,750.0,406.0,13499.0,9671.5,14205.0,9.0,10210.0,8334.0,17004.0,218.0,11332.0,8878.0,9529.0,42952.5
-34.065833,20.404167,02-07-2013,82.0,1267.0,642.0,37088.0,9720.0,19962.0,,37690.0,7144.0,25535.0,,37691.0,8157.0,39615.0,
-25.20639,27.558,02-07-2013,54.0,1475.5,731.0,13566.0,9644.0,11097.0,,9683.5,8047.5,12640.5,92.0,10077.5,7947.5,8550.0,
-24.69514,27.40906,02-07-2013,117.5,1511.0,748.0,13572.5,9597.0,10504.0,,9576.0,8319.0,12274.5,4191.5,10075.5,7921.0,8293.0,
-28.747778,31.745833,02-07-2013,53.0,736.0,391.0,14815.5,9718.0,11634.0,,9505.0,8407.5,14131.5,12.0,9691.0,9052.0,8498.5,
-27.937778,31.209444,02-07-2013,-9999.0,634.5,347.0,11610.5,-9999.0,10030.0,,8690.0,8216.0,11514.5,2717.5,8852.5,9160.5,8139.0,
-29.380556,30.2775,02-07-2013,94.0,360.0,213.0,13397.0,9721.0,12089.0,,9445.0,8311.5,14253.5,451.5,10064.5,9476.0,8510.0,
-27.169444,29.233889,02-07-2013,,689.0,377.0,15044.0,9795.5,15102.5,,10597.0,8207.0,19120.5,2284.0,11736.0,8947.0,9455.5,
-26.861111,28.884722,02-07-2013,,660.0,363.0,15429.5,9569.0,14215.0,,10607.5,8478.0,17582.5,1815.0,11933.0,8997.5,9449.0,
-27.398611,26.614722,02-07-2013,62.0,662.0,360.0,13916.5,9778.0,10853.0,,9249.5,7982.5,12863.5,196.5,9646.5,9004.5,8200.5,
-28.69485,28.23487,02-07-2013,,607.0,338.0,12116.0,9840.0,11155.0,8.0,9375.5,6995.0,12830.5,1018.0,9912.0,9030.0,8746.0,39176.0
-34.031944,22.053333,02-07-2013,81.0,991.0,515.0,8999.0,9625.0,8263.0,,7932.0,7615.0,8881.0,1422.0,7817.0,8471.0,7677.0,
-34.075556,20.145556,02-07-2013,59.0,1911.0,920.0,15123.0,9603.0,13445.0,9.0,10296.0,8930.0,16833.0,1371.5,11109.5,7433.0,9269.0,45002.0
-29.161667,23.696389,03-07-2013,90.0,1111.0,573.0,8634.5,9904.0,8035.5,,9978.0,7479.0,8390.5,197.0,9228.0,8408.0,8585.5,
