Latitude,Longitude,Sample Date,emis,cdist,drad,green,urad,atmos_opacity,atran,trad,emsd,swir22,blue,swir16,red,lwir,nir08
-34.02861,22.22222,21-11-2012,9820.0,286.5,930.0,9173.5,1929.0,79.0,7384.0,8613.5,105.5,9908.5,8397.5,12533.5,9013.0,43762.5,17257.0
-34.005833,22.351111,21-11-2012,9806.5,101.5,903.0,9697.0,1865.0,87.5,7468.0,9041.0,80.5,11807.5,8826.0,14930.0,9868.5,45001.0,16635.5
-29.140556,31.391944,22-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-24.39619444,27.08983333,22-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-28.75,30.442778,22-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-27.38972222,26.46388889,22-11-2012,9738.0,1569.5,322.0,9004.0,563.0,8.0,9181.0,8930.0,98.0,7838.0,8349.0,7970.0,8774.0,43777.5,8384.0
-27.671111,27.236944,22-11-2012,9786.5,1925.5,332.0,10162.5,585.0,8.0,9152.0,9990.0,96.5,12406.0,9160.0,15051.5,10356.5,46503.0,15401.5
-30.568333,29.422778,22-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-31.031389,28.883333,22-11-2012,9711.0,1006.0,618.0,10818.0,1187.0,9.0,8455.0,9245.5,40.0,9787.0,9346.0,11449.0,11768.0,45049.5,12844.0
-30.86013889,29.07125,22-11-2012,9841.0,2449.5,607.0,10713.0,1161.0,14.0,8487.0,9264.0,31.5,10589.5,9353.5,12067.0,11860.5,44952.5,14041.5
-30.77586667,29.03221667,22-11-2012,9662.0,3256.5,590.5,10202.5,1126.5,10.0,8521.5,9766.5,44.0,12789.5,9108.5,16019.0,10559.0,46414.5,15862.0
-25.99136,27.84208,26-11-2012,9676.0,88.0,1139.0,9841.0,2423.0,33.0,6684.0,8669.0,39.0,11468.5,9017.0,14523.0,9861.0,44674.5,16117.0
-26.73806,27.59194,26-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.45,28.085833,26-11-2012,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-33.818056,19.694722,26-11-2012,9577.0,,540.0,18230.5,1018.0,64.0,8506.0,6641.5,73.0,18861.0,17506.0,20731.0,18747.5,38211.5,21971.0
-33.897778,20.012778,26-11-2012,9687.0,2003.0,782.0,8855.0,1567.0,9.0,8043.0,9227.0,42.0,8473.0,8195.0,9998.0,8861.0,44973.0,12797.0
-34.065833,20.404167,27-11-2012,9812.0,265.0,787.0,8248.0,1581.0,8.0,7992.0,8930.0,82.0,7989.0,7913.0,8742.0,8319.0,44072.0,11011.0
-28.404444,30.013056,27-11-2012,9861.0,2360.0,913.0,9521.0,1860.5,9.0,7600.5,9599.0,23.0,12347.5,8646.0,14593.0,9658.0,46119.5,13935.0
-27.169444,29.233889,27-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.861111,28.884722,27-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-27.3,28.586944,27-11-2012,-9999.0,591.5,704.5,10601.0,1374.5,8.0,8098.5,9729.5,-9999.0,14843.0,9207.0,17653.0,11908.0,,15219.5
-29.042222,24.6,27-11-2012,9778.0,1921.5,882.0,9506.0,1759.0,8.0,7716.0,9171.5,105.0,8551.0,8820.0,9258.0,9012.5,45208.0,10914.5
-29.028629,24.638389,27-11-2012,9669.0,1819.5,882.0,10451.0,1759.0,8.0,7716.0,10213.5,61.0,12139.0,9457.0,14240.0,10954.5,47948.0,15689.0
-33.501667,21.624167,27-11-2012,9626.0,987.0,829.0,9519.5,1671.0,10.0,7786.0,8836.5,65.0,9432.0,8679.0,11722.0,9151.5,44428.0,15418.0
-34.075556,20.145556,27-11-2012,9603.0,2275.5,769.5,10534.0,1542.0,9.0,8044.0,10083.0,59.0,13492.5,9371.0,16762.0,11175.0,47504.0,15889.0
-25.45963889,28.26430556,27-11-2012,9636.0,394.5,1269.0,9857.5,2744.0,21.0,6290.0,8855.0,176.0,11355.0,8958.0,13865.5,10010.5,45548.5,15783.0
-28.338333,31.373611,27-11-2012,-9999.0,-9999.0,1594.0,,3630.0,-9999.0,5558.5,9190.0,-9999.0,,,,,,
-28.068333,31.55,27-11-2012,9784.5,2091.5,623.5,10195.0,1233.5,204.0,8551.0,10157.0,,12888.5,9038.0,15704.0,10219.5,46725.0,16417.5
-25.57877778,29.12747222,27-11-2012,9384.0,683.5,1169.5,9809.5,2492.0,34.0,6571.0,8818.0,,11751.5,8912.0,14271.0,10137.5,45846.5,14619.5
-29.161667,23.696389,28-11-2012,-9999.0,-9999.0,344.0,,605.0,-9999.0,9150.0,8985.5,-9999.0,,,,,,
-27.01011111,26.69808333,28-11-2012,9723.0,109.5,326.0,9893.0,572.0,9.0,9170.0,7739.0,67.0,10263.5,9294.0,11953.5,9862.0,41215.0,13465.0
-25.81048333,27.90955222,28-11-2012,-195.5,-4979.5,-4381.5,4719.5,-3669.0,-4995.0,-1800.5,-739.5,-4977.0,4437.5,4427.0,5176.0,4750.0,22036.0,5687.5
-26.648056,27.089444,28-11-2012,-9999.0,-9999.0,583.0,,1119.0,-9999.0,8521.0,9673.5,-9999.0,,,,,,
-26.970278,27.211111,28-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.880278,26.965,28-11-2012,9744.5,311.0,355.0,10100.5,633.0,111.5,9095.0,8278.5,118.0,12620.0,9383.5,15278.0,10524.5,42478.5,13673.5
-27.802778,28.768333,28-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.98472222,26.63227778,28-11-2012,9703.0,272.5,332.0,10385.0,585.0,9.0,9157.0,8836.5,77.0,12427.5,9268.5,15196.0,10842.0,43913.0,15078.0
-34.405833,19.600556,28-11-2012,-9999.0,-9999.0,-4616.0,,-4230.5,-9999.0,-978.0,-125.5,-9999.0,,,,,,
-29.641944,30.6875,29-11-2012,-9999.0,1516.5,1660.5,9245.0,3883.0,97.0,5392.0,9525.0,-9999.0,9780.5,8290.0,13322.5,8829.5,,18513.5
-25.73411,27.21422,29-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-24.925278,29.324444,29-11-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-27.398611,26.614722,29-11-2012,9797.0,213.5,327.0,10538.0,573.0,9.0,9168.0,9301.5,62.0,12012.0,9237.5,14938.5,10507.5,44833.5,16571.0
-34.329722,18.990278,29-11-2012,9613.0,69.5,896.0,9276.0,1845.0,9.0,7796.0,9413.0,60.0,11045.5,8618.5,13107.5,9567.5,45596.0,13654.0
-29.7775,29.470833,03-12-2012,9861.5,1272.0,466.5,9470.5,864.5,9.5,8807.0,9339.0,,10489.0,8575.5,13655.0,9236.0,44945.0,16252.0
-29.987778,29.851667,03-12-2012,9835.5,378.0,1208.5,9585.5,2559.5,69.5,6794.0,9655.0,49.0,10278.0,8478.5,13708.5,9071.5,46602.0,19007.5
-29.744167,29.905833,03-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.970278,27.211111,03-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.45,28.085833,03-12-2012,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-33.31388889,19.07472222,03-12-2012,9712.0,200.5,538.0,9649.5,1014.0,9.0,8548.0,9153.0,55.0,11455.0,8836.5,13676.0,10015.0,45032.0,14585.5
-25.127778,27.628889,04-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-25.20639,27.558,04-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-24.39619444,27.08983333,04-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-24.69514,27.40906,04-12-2012,9581.0,6233.0,803.0,10177.0,1604.0,15.0,7992.0,9860.0,117.5,11452.0,9373.5,14059.5,10606.0,46947.0,14223.0
-22.769722,30.886944,04-12-2012,9654.0,1142.0,1125.0,9829.0,2387.0,9.0,7042.0,10157.0,,13815.0,8917.0,15844.0,10397.0,48366.0,13370.0
-27.363611,31.783333,04-12-2012,9845.0,52.5,1234.0,9504.0,2668.0,58.5,6824.0,9153.0,,9667.0,8486.5,13403.5,8961.5,44692.5,19873.0
-30.733889,29.828333,04-12-2012,9715.5,,1335.5,12644.0,2907.5,152.0,6509.0,6232.5,48.5,11805.0,11721.0,14654.5,12337.0,33668.5,19523.0
-26.861111,28.884722,04-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-27.02314,28.59389,04-12-2012,-201.0,-4989.0,726.5,4967.5,1423.5,-4986.0,8034.0,9134.0,-4999.5,4489.5,4544.0,5314.5,4934.5,22628.5,6346.0
-27.671111,27.236944,04-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-28.69485,28.23487,04-12-2012,9840.0,34.5,910.0,9238.0,1837.0,12.0,7478.0,8669.0,,9756.5,8362.0,11940.5,9148.5,44203.0,15407.5
-29.615556,27.065278,04-12-2012,9612.0,120.0,902.0,10670.0,1833.0,8.0,7512.0,9543.5,71.0,11747.5,9627.0,13752.5,11533.0,46789.0,15666.5
-34.092222,21.295278,04-12-2012,9760.5,53.5,803.0,10770.0,1608.0,78.5,7869.0,10231.5,99.0,15544.0,9668.0,19632.5,11785.5,47902.0,17160.5
-33.13083,18.86278,04-12-2012,9760.5,1750.0,525.0,10505.0,985.0,9.0,8591.0,9636.5,85.0,12710.0,9373.0,15080.0,11498.5,46114.0,15951.5
-33.7075,18.97444444,04-12-2012,9632.0,47.5,527.0,9748.5,990.0,9.0,8551.0,9097.0,95.0,10629.5,8922.0,12990.0,10195.0,45106.5,14723.0
-29.161667,23.696389,05-12-2012,-9999.0,-9999.0,344.0,,605.0,-9999.0,9150.0,8985.5,-9999.0,,,,,,
-27.01011111,26.69808333,05-12-2012,9723.0,109.5,326.0,9893.0,572.0,9.0,9170.0,7739.0,67.0,10263.5,9294.0,11953.5,9862.0,41215.0,13465.0
-30.398056,30.601944,05-12-2012,-9999.0,733.0,1719.0,9231.0,4059.0,73.5,5207.0,9190.0,-9999.0,9097.5,8388.5,11458.5,8922.0,,17162.5
-27.00222,28.76528,05-12-2012,-9999.0,435.0,731.0,10035.0,1432.0,13.0,8021.0,9153.0,-9999.0,11181.0,9018.0,14247.0,10043.0,,14549.5
-26.648056,27.089444,05-12-2012,-9999.0,-9999.0,583.0,,1119.0,-9999.0,8521.0,9673.5,-9999.0,,,,,,
-26.880278,26.965,05-12-2012,9744.5,311.0,355.0,10100.5,633.0,111.5,9095.0,8278.5,118.0,12620.0,9383.5,15278.0,10524.5,42478.5,13673.5
-27.273889,28.49,05-12-2012,9832.0,149.5,713.0,9587.0,1392.5,9.0,8077.0,8669.0,24.5,8689.0,8706.0,10065.5,9928.5,43825.0,13237.5
-27.3,28.586944,05-12-2012,-9999.0,591.5,704.5,10601.0,1374.5,8.0,8098.5,9729.5,-9999.0,14843.0,9207.0,17653.0,11908.0,,15219.5
-26.98472222,26.63227778,05-12-2012,9703.0,272.5,332.0,10385.0,585.0,9.0,9157.0,8836.5,77.0,12427.5,9268.5,15196.0,10842.0,43913.0,15078.0
-30.336111,27.359444,05-12-2012,9876.0,1862.5,947.0,10045.0,1914.0,9.0,7339.0,8409.0,20.5,7744.0,9065.0,7953.0,11132.0,43219.0,12000.0
-28.768056,20.720556,05-12-2012,9619.0,385.0,546.0,10055.0,1040.0,8.0,8646.0,9748.0,73.0,10183.0,8957.5,11471.5,10052.5,46258.0,12410.0
-34.039722,22.133333,05-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-32.595833,19.009444,05-12-2012,9705.0,648.0,561.0,9884.0,1068.5,9.0,8503.0,9320.5,56.0,10974.5,8871.0,13610.0,10097.0,45439.0,15930.5
-31.860278,18.6875,06-12-2012,9643.0,192.0,749.0,10594.5,1491.0,13.0,8029.5,9283.0,77.0,12220.0,9629.0,14694.0,10955.0,45549.0,14944.0
-30.830556,26.921389,06-12-2012,9720.0,2589.0,965.0,9615.0,1962.0,8.0,7298.0,8948.5,59.0,9499.5,8786.5,10693.5,9860.5,45103.5,12707.0
-23.658056,31.05,06-12-2012,9662.0,3490.5,951.0,10044.0,1967.0,8.0,7559.5,10250.5,,14864.0,9094.0,16137.5,11085.5,48097.5,13533.0
-26.905,32.324722,06-12-2012,9819.5,,1410.0,11536.0,3116.0,288.0,6068.0,6567.0,,10518.0,10990.5,12934.5,11127.0,35361.5,19261.5
-26.98472222,26.63227778,06-12-2012,9703.0,272.5,332.0,10385.0,585.0,9.0,9157.0,8836.5,77.0,12427.5,9268.5,15196.0,10842.0,43913.0,15078.0
-31.000833,26.353056,06-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-30.679722,26.7125,06-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-33.501667,21.624167,06-12-2012,9626.0,987.0,829.0,9519.5,1671.0,10.0,7786.0,8836.5,65.0,9432.0,8679.0,11722.0,9151.5,44428.0,15418.0
-33.38056,19.30167,06-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-29.803611,30.516111,06-12-2012,9837.0,507.5,1437.0,9938.0,3189.0,104.5,6178.0,9134.5,112.0,11072.5,8811.0,14580.0,9588.0,44975.0,19050.5
-29.658056,25.973333,07-12-2012,9687.0,786.5,203.0,10111.0,328.0,8.0,9475.0,9041.0,69.0,12679.0,9133.0,14689.5,10338.5,44390.5,13926.5
-28.96362,19.15486,08-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
