Latitude,Longitude,Sample Date,drad,green,emsd,cdist,emis,red,nir08,swir22,blue,lwir,trad,atran,atmos_opacity,swir16,urad
-26.03611,30.99778,20-11-2014,648.5,9554.0,82.0,2797.0,9600.0,9354.0,13936.0,10351.5,8834.0,45160.0,9227.0,8294.0,9.0,11752.5,1269.0
-28.75,30.442778,20-11-2014,1386.0,11190.5,88.0,4594.0,9695.0,11872.5,14577.0,13450.5,9471.0,,10630.0,6243.5,,15429.5,2987.0
-26.861111,28.884722,20-11-2014,414.0,9523.5,,12.5,9569.0,9660.5,13511.0,11870.0,8448.0,,9071.0,8871.0,,13927.0,764.0
-27.671111,27.236944,20-11-2014,241.0,10198.0,96.5,8322.5,9722.0,9965.0,16821.0,12427.5,8788.5,,9762.5,9378.0,,14365.0,405.0
-28.376944,24.303056,20-11-2014,858.0,11201.0,93.5,883.5,9724.5,11805.0,14661.0,14134.0,10245.0,48780.0,10455.0,7725.0,8.0,16359.5,1695.5
-29.160278,26.573333,20-11-2014,344.5,10861.5,68.0,1433.0,9677.0,11696.0,14085.5,12987.5,9696.5,45392.0,9357.5,9036.0,8.0,14745.5,616.5
-28.308889,31.9025,20-11-2014,1468.0,10416.5,47.0,7570.0,9615.0,11247.5,16149.0,14513.0,9102.0,,10908.5,5854.0,,17704.0,3252.0
-24.9675,31.516667,21-11-2014,1130.5,9793.5,63.0,1224.0,9654.0,9407.5,18084.0,11894.5,8696.5,,9437.0,6950.0,,15427.0,2354.5
-28.058889,30.373611,22-11-2014,1094.0,9899.5,86.0,2936.5,9672.5,9798.0,15487.0,11105.5,8747.5,,9642.5,7048.0,,13733.0,2258.0
-23.23572222,27.717,24-11-2014,1143.0,10707.5,131.0,1531.0,9681.5,11373.5,13430.5,12563.0,9043.5,,9738.0,6905.0,,14454.5,2398.0
-25.99136,27.84208,24-11-2014,911.0,9444.0,39.0,46.5,9671.0,9257.5,16032.5,10859.0,8597.0,45052.5,8948.5,7466.0,8.0,13509.0,1864.0
-27.671111,27.236944,24-11-2014,723.0,10180.0,96.5,57.5,9810.5,10100.0,16792.5,11656.0,9254.0,45552.5,9413.0,8090.0,9.0,14473.0,1422.0
-31.554722,29.245556,24-11-2014,1195.5,9304.5,93.0,1597.0,9845.0,8784.5,18506.5,10261.5,8113.0,,9964.5,6604.5,,13435.0,2503.0
-33.818056,19.694722,24-11-2014,668.5,9068.5,73.0,780.5,9588.0,9130.0,15519.5,10513.5,8298.5,,9483.5,8238.5,,12813.0,1314.5
-32.502778,19.535833,24-11-2014,406.5,11949.0,54.0,6147.0,9541.0,13792.5,17136.0,17182.0,10083.5,,10624.0,9014.0,,18814.0,742.0
-27.01011111,26.69808333,25-11-2014,786.0,9542.0,67.0,265.5,9723.0,9436.0,14020.5,9656.5,8962.0,45018.5,9115.5,7941.0,8.0,11569.5,1562.0
-31.860278,18.6875,25-11-2014,540.0,9549.0,77.0,3861.5,9644.0,9368.5,14819.0,11143.5,8317.0,,10885.5,8698.0,,13500.0,1033.0
-22.91028,29.61111,25-11-2014,1120.0,10071.5,-9999.0,2288.0,-9999.0,10362.5,14940.5,11420.0,9134.0,,9841.0,7028.0,23.0,13415.5,2314.0
-26.970278,27.211111,25-11-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.880278,26.965,25-11-2014,773.0,10123.5,118.0,791.5,9780.5,10517.0,15089.5,14145.0,9268.5,47472.0,10101.5,7970.0,21.0,17307.5,1531.0
-28.1175,26.719444,25-11-2014,753.0,10227.5,54.0,697.5,9795.0,10274.5,14447.0,11042.5,9198.5,45411.0,9320.5,8016.0,17.0,12813.5,1491.0
-30.568333,29.422778,25-11-2014,954.5,8910.5,45.0,785.0,9777.0,8397.5,17073.0,9539.5,8050.0,,9171.0,7388.5,,11772.5,1961.0
-30.570833,29.150556,25-11-2014,878.0,10069.5,51.5,553.5,9695.0,10064.5,14478.5,10874.5,8772.5,,9352.0,7618.0,,13329.0,1778.0
-31.104278,29.399722,25-11-2014,1175.5,9744.5,26.0,5759.5,9749.0,10050.0,14375.0,9682.0,8473.0,,9919.0,6697.0,,11458.0,2430.0
-33.501667,21.624167,25-11-2014,631.0,9476.5,65.0,1753.5,9671.0,9061.5,15028.5,9569.5,8385.5,,9544.0,8346.0,,11809.0,1235.0
-34.075556,20.145556,25-11-2014,971.5,10588.0,59.0,1357.0,9603.0,11342.0,15119.0,13936.5,9510.0,47862.5,10083.0,7484.5,9.0,17116.0,2014.0
-32.595833,19.009444,25-11-2014,455.0,9181.0,56.0,5565.5,9701.0,9126.0,15884.0,10357.5,8105.5,,10162.5,8907.0,,12658.5,847.5
-25.45963889,28.26430556,25-11-2014,852.0,10311.5,176.0,540.0,9621.0,11108.0,16507.0,13255.5,8971.0,,10437.0,7731.0,,16095.0,1674.5
-25.81048333,27.90955222,26-11-2014,1014.0,9230.5,106.0,624.5,9600.0,9366.0,13165.5,10513.5,8619.5,45089.0,8929.5,7167.0,13.0,12162.5,2110.0
-24.282222,28.090278,26-11-2014,-4506.5,,-9999.0,-9999.0,-9999.0,,,,,,-348.5,-1340.5,-9999.0,,-4000.5
-23.763056,27.908611,26-11-2014,1119.5,10068.5,110.0,,9766.0,10964.0,14647.5,13962.5,8782.5,,9440.0,6972.5,,16661.5,2333.0
-26.905,32.324722,26-11-2014,1404.0,8832.5,,274.5,9868.5,8122.5,20495.0,9212.5,7944.5,,9081.0,6026.0,,12083.0,3054.0
-27.602222,29.942778,26-11-2014,1098.5,9808.5,36.0,355.5,9624.0,9924.5,15196.0,13152.5,8722.5,,10116.0,6989.5,,15727.0,2233.5
-27.00222,28.76528,26-11-2014,751.0,10126.0,-9999.0,620.0,-9999.0,10256.5,15093.5,11994.0,8974.0,,10228.5,8005.0,,14623.0,1475.0
-26.73806,27.59194,26-11-2014,730.0,,-9999.0,-9999.0,-9999.0,,,,,,8483.0,8053.0,-9999.0,,1433.0
-26.45,28.085833,26-11-2014,628.0,10369.0,89.5,1537.5,9689.5,11211.5,15485.0,14875.5,9161.0,,10672.5,8358.5,,17824.0,1195.0
-29.042222,24.6,26-11-2014,636.0,10128.0,105.0,69.0,9778.0,10439.0,14349.0,11440.0,9290.0,43996.5,8781.0,8326.0,8.0,13328.0,1212.0
-29.033333,23.983333,26-11-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-31.031389,28.883333,26-11-2014,1213.0,10419.0,40.0,,9643.0,11927.5,16175.5,11325.0,8546.5,,8917.0,6588.0,,13146.0,2603.0
-30.86013889,29.07125,26-11-2014,1179.0,10653.0,31.5,34.5,9822.0,11373.0,16230.5,10147.5,9216.5,,9142.5,6778.0,,11681.0,2499.0
-30.77586667,29.03221667,26-11-2014,1129.5,10162.5,44.0,342.0,9660.0,10378.5,16370.5,12633.0,9031.5,,9432.0,6925.5,,16218.5,2376.5
-34.250556,20.9925,26-11-2014,771.0,9253.5,22.0,1276.5,9767.0,9360.5,14004.5,11532.5,8369.5,,9490.0,7893.0,,14211.0,1560.0
-33.38056,19.30167,26-11-2014,462.5,10152.5,27.0,302.5,9600.0,10333.5,15674.5,12739.0,8910.0,,9811.0,8819.0,,15514.5,863.0
-27.169444,29.233889,27-11-2014,988.0,10410.5,,373.5,9826.5,10561.5,16520.5,14617.0,9351.5,,10048.0,7227.0,,18404.5,1989.0
-26.861111,28.884722,27-11-2014,701.0,9827.5,,473.5,9569.0,9799.5,16174.5,13095.5,8820.0,,10782.0,8156.5,,15928.0,1365.5
-29.028629,24.638389,27-11-2014,395.0,9898.5,61.0,4238.0,9659.0,9923.5,16942.0,11334.0,8648.0,,10827.0,9031.0,,13226.5,716.0
-32.94583,18.33667,27-11-2014,466.0,9231.5,66.0,1826.5,9631.5,9184.5,17588.0,9886.0,8178.5,,10241.0,8861.0,,12272.0,872.0
-23.838611,31.640833,28-11-2014,1057.0,9745.0,49.0,,9652.0,9821.5,12132.0,10310.0,8340.5,,8510.0,7212.0,,11271.5,2175.0
-29.744167,29.905833,28-11-2014,1138.5,9787.5,69.0,96.5,9748.0,9655.0,14951.0,10039.0,8729.5,,9058.5,6924.0,,12215.5,2402.5
-26.648056,27.089444,28-11-2014,759.0,9542.5,74.0,406.0,9817.0,9265.5,16562.0,11226.5,8757.0,45399.5,9339.0,8001.0,9.0,14672.5,1498.0
-28.116667,26.725278,28-11-2014,750.0,,-9999.0,-9999.0,-9999.0,,,,,,9116.0,8017.0,-9999.0,,1484.0
-27.573056,24.746389,28-11-2014,543.0,9535.0,68.0,1765.5,9694.0,9419.0,16080.5,11645.0,8431.0,,10838.5,8643.0,,13977.5,1023.0
-29.744167,29.905833,01-12-2014,1138.5,9787.5,69.0,96.5,9748.0,9655.0,14951.0,10039.0,8729.5,,9058.5,6924.0,,12215.5,2402.5
-29.380556,30.2775,01-12-2014,1158.5,9165.0,94.0,106.0,9721.0,8672.5,17204.5,10715.5,8209.0,,9285.5,6817.0,,13584.5,2438.5
-26.970278,27.211111,01-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-29.160278,26.573333,01-12-2014,716.5,,-9999.0,-9999.0,-9999.0,,,,,,9729.5,8089.5,-9999.0,,1407.5
-27.01011111,26.69808333,02-12-2014,786.0,9542.0,67.0,265.5,9723.0,9436.0,14020.5,9656.5,8962.0,45018.5,9115.5,7941.0,8.0,11569.5,1562.0
-34.065833,20.404167,02-12-2014,961.0,8211.0,82.0,183.0,9751.0,8283.0,11901.0,8300.0,7987.0,44062.0,8818.0,7510.0,8.0,9651.0,1989.0
-25.127778,27.628889,02-12-2014,1120.0,9743.0,42.0,572.5,9759.5,10484.0,14181.5,14675.5,8892.0,45699.5,9190.0,6915.0,39.5,16603.5,2354.0
-24.69514,27.40906,02-12-2014,1178.0,9915.0,117.5,614.0,9581.0,10052.0,13772.0,10787.5,9028.5,45962.0,9171.5,6763.0,49.0,13168.5,2489.0
-25.49037,30.6986,02-12-2014,689.0,9204.5,,949.0,9587.0,8829.5,16484.5,9961.5,8434.5,44411.0,8911.0,8203.0,107.5,12568.0,1364.0
-26.861111,28.884722,02-12-2014,701.0,9827.5,,473.5,9569.0,9799.5,16174.5,13095.5,8820.0,,10782.0,8156.5,,15928.0,1365.5
-26.648056,27.089444,02-12-2014,759.0,9542.5,74.0,406.0,9817.0,9265.5,16562.0,11226.5,8757.0,45399.5,9339.0,8001.0,9.0,14672.5,1498.0
-26.880278,26.965,02-12-2014,773.0,10123.5,118.0,791.5,9780.5,10517.0,15089.5,14145.0,9268.5,47472.0,10101.5,7970.0,21.0,17307.5,1531.0
-26.98472222,26.63227778,02-12-2014,816.0,10282.5,77.0,268.5,9703.0,10660.0,15101.0,13289.0,9422.5,47493.0,10027.5,7854.0,8.0,15913.0,1628.0
-27.671111,27.236944,02-12-2014,741.0,10242.5,96.5,4303.0,9725.5,9875.5,17799.5,11887.0,8579.0,,9952.5,8085.0,,14272.0,1452.0
-28.69485,28.23487,02-12-2014,665.0,9107.5,,1727.0,9842.0,9198.0,15567.5,10658.0,8284.5,,9943.0,8243.0,,12821.5,1279.0
-29.615556,27.065278,02-12-2014,691.0,9585.5,71.0,4443.0,9649.0,9694.5,16171.0,8754.0,8458.0,,9474.0,8205.0,,10014.0,1335.0
-28.883333,27.89,02-12-2014,640.0,9603.5,,2577.5,9602.0,9720.5,16461.5,11123.5,8463.0,,9952.5,8334.0,,13454.5,1227.0
-34.092222,21.295278,02-12-2014,739.0,10054.5,99.0,809.0,9828.0,10010.5,20070.0,12919.5,8533.5,,9682.5,8000.0,,16292.5,1483.0
-33.31388889,19.07472222,02-12-2014,998.0,9661.5,55.0,239.5,9690.0,9960.5,13876.0,12009.0,8729.0,,9712.0,7393.0,,14511.0,2039.0
-33.7075,18.97444444,02-12-2014,958.0,9469.0,95.0,860.5,9632.0,9694.0,13437.5,10990.0,8702.5,,10412.5,7480.0,,12576.5,1957.0
-25.20639,27.558,03-12-2014,1123.0,10082.0,54.0,80.0,9619.0,10335.0,15119.5,10967.0,8918.5,45015.5,8892.0,6904.5,73.0,13115.0,2361.5
-25.73411,27.21422,03-12-2014,880.0,10218.5,38.0,330.5,9685.0,10854.5,14702.5,13656.0,9191.0,45595.5,9208.5,7574.0,18.0,16531.0,1788.0
-26.45,28.085833,03-12-2014,913.0,9481.5,89.5,9.0,9694.5,8802.0,18998.0,10178.0,8121.0,,9372.0,7596.0,,13439.0,1823.0
-27.273889,28.49,03-12-2014,769.5,8987.5,24.5,1839.5,9835.0,8914.5,12901.0,8570.0,8029.0,,9522.0,7945.5,,9939.0,1514.0
-27.4275,28.525833,03-12-2014,758.5,9110.5,-9999.0,3576.0,-9999.0,9287.0,14966.0,9748.5,8050.5,,9415.5,7977.5,,11715.0,1488.5
-27.3,28.586944,03-12-2014,758.0,10339.5,-9999.0,2515.0,-9999.0,10658.5,16571.0,13436.5,8968.5,,10533.5,7978.5,,16767.5,1487.5
-30.160091,27.40124,03-12-2014,697.0,10203.0,124.0,1808.5,9698.0,10514.5,15632.5,11724.0,9149.0,,9931.5,8189.0,,14231.5,1347.0
-30.336111,27.359444,03-12-2014,709.0,9085.5,20.5,2462.5,9904.0,9770.0,10947.5,7838.0,8514.0,,9199.0,8161.0,,7950.0,1371.0
-34.039722,22.133333,03-12-2014,962.0,9620.0,80.0,481.0,9842.0,9184.5,20396.5,11160.5,7985.0,,9445.0,7498.0,,14787.5,2020.0
-34.02861,22.22222,03-12-2014,958.0,8770.0,105.5,142.5,9823.0,8406.5,16815.0,9744.5,7870.5,,9016.5,7514.0,,11917.5,2008.5
-34.405833,19.600556,03-12-2014,931.0,10167.0,89.0,155.0,9638.0,10561.0,17724.0,13360.0,8912.5,,9915.0,7487.0,,17359.5,1913.0
-33.13083,18.86278,03-12-2014,980.0,10538.0,85.0,1595.0,9749.0,11213.0,16348.0,13327.0,9306.5,,10311.0,7446.0,,15856.5,1998.0
-33.464444,18.740556,03-12-2014,930.0,10367.0,50.0,2296.5,9745.0,11414.0,16677.5,14038.5,9296.0,,10403.0,7579.5,,17339.5,1888.5
-30.830556,26.921389,04-12-2014,744.0,9334.0,59.0,6136.0,9708.0,9384.5,11429.0,9436.0,8468.5,,9963.5,8068.0,,10697.0,1447.0
-25.362222,31.956667,04-12-2014,1248.0,10552.5,-9999.0,1948.5,-9999.0,11598.0,16055.0,15854.0,9483.5,,10757.5,6573.5,,18064.0,2652.5
-27.902778,24.615556,04-12-2014,493.0,10446.5,78.0,2434.5,9736.0,10319.5,18381.0,13048.0,8853.5,,11115.0,8779.0,,16236.5,917.0
-28.376944,24.303056,04-12-2014,418.0,10709.5,93.5,4082.0,9720.0,10789.0,15293.0,13592.0,9147.0,,11154.0,8981.0,,15628.5,760.0
-29.160278,26.573333,04-12-2014,716.5,,-9999.0,-9999.0,-9999.0,,,,,,9729.5,8089.5,-9999.0,,1407.5
-30.679722,26.7125,04-12-2014,772.0,9008.0,99.0,2651.0,9904.0,9732.5,11053.0,7669.5,8147.5,,9133.0,7994.0,,7819.0,1507.0
-34.329722,18.990278,04-12-2014,870.0,9714.0,60.0,112.5,9616.0,9897.0,15093.5,11749.0,8947.5,,9197.5,7687.0,,14343.5,1769.0
-29.803611,30.516111,04-12-2014,800.0,9438.5,112.0,1088.5,9789.5,9647.0,13412.5,10807.5,8412.0,,9773.5,7936.0,,12606.0,1580.0
-33.897778,20.012778,04-12-2014,1022.0,8904.0,42.0,1343.0,9687.0,8642.0,13011.0,8654.0,8208.0,44541.0,8967.0,7353.0,9.0,10001.0,2122.0
-26.98472222,26.63227778,05-12-2014,816.0,10282.5,77.0,268.5,9703.0,10660.0,15101.0,13289.0,9422.5,47493.0,10027.5,7854.0,8.0,15913.0,1628.0
-25.99136,27.84208,08-12-2014,911.0,9444.0,39.0,46.5,9671.0,9257.5,16032.5,10859.0,8597.0,45052.5,8948.5,7466.0,8.0,13509.0,1864.0
-26.45,28.085833,08-12-2014,913.0,9481.5,89.5,9.0,9694.5,8802.0,18998.0,10178.0,8121.0,,9372.0,7596.0,,13439.0,1823.0
-28.141944,26.417778,08-12-2014,768.0,10090.0,48.5,1568.5,9712.0,9979.0,17804.5,12200.0,8942.0,45589.0,9320.5,7982.0,23.0,15366.0,1526.0
-29.042222,24.6,08-12-2014,395.0,8649.0,105.0,4499.5,9796.0,8014.5,11716.0,8376.0,7638.5,,10000.5,9033.0,,8916.5,714.0
-29.028629,24.638389,08-12-2014,395.0,9898.5,61.0,4238.0,9659.0,9923.5,16942.0,11334.0,8648.0,,10827.0,9031.0,,13226.5,716.0
-29.033333,23.983333,08-12-2014,745.0,16918.0,73.0,,9673.0,18027.0,21081.0,19668.5,15727.5,41998.5,7980.5,8008.0,35.0,22392.0,1450.0
-28.460833,21.248889,08-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-30.86013889,29.07125,08-12-2014,1179.0,10653.0,31.5,34.5,9822.0,11373.0,16230.5,10147.5,9216.5,,9142.5,6778.0,,11681.0,2499.0
-30.77586667,29.03221667,08-12-2014,1129.5,10162.5,44.0,342.0,9660.0,10378.5,16370.5,12633.0,9031.5,,9432.0,6925.5,,16218.5,2376.5
-29.140556,31.391944,09-12-2014,1507.0,10005.0,75.5,1093.0,9737.0,10117.5,13944.5,9701.5,8857.0,,9883.0,5764.0,,11251.0,3367.0
-24.183889,30.823889,09-12-2014,795.5,10443.5,48.5,561.5,9649.5,11431.0,15060.0,12273.0,9233.0,46354.5,9599.5,7936.0,9.0,14340.5,1594.5
-24.69514,27.40906,09-12-2014,1178.0,9915.0,117.5,614.0,9581.0,10052.0,13772.0,10787.5,9028.5,45962.0,9171.5,6763.0,49.0,13168.5,2489.0
-25.73411,27.21422,09-12-2014,880.0,10218.5,38.0,330.5,9685.0,10854.5,14702.5,13656.0,9191.0,45595.5,9208.5,7574.0,18.0,16531.0,1788.0
-28.747778,31.745833,09-12-2014,1504.0,9892.5,53.0,1073.5,9718.0,10457.0,15786.0,14049.5,9072.0,,10707.5,5820.5,,16874.0,3334.0
-28.801278,31.955389,09-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.861111,28.884722,09-12-2014,701.0,9827.5,,473.5,9569.0,9799.5,16174.5,13095.5,8820.0,,10782.0,8156.5,,15928.0,1365.5
-28.1175,26.719444,09-12-2014,752.0,10173.0,54.0,697.5,9699.0,10268.5,14435.5,11094.0,9186.5,45615.0,9339.0,8020.0,25.0,12809.5,1489.0
-27.398611,26.614722,09-12-2014,801.0,9812.0,62.0,200.0,9800.5,9895.0,16425.0,11044.5,9030.0,45901.0,9525.0,7902.0,17.0,13606.5,1598.0
-30.568333,29.422778,09-12-2014,954.5,8910.5,45.0,785.0,9777.0,8397.5,17073.0,9539.5,8050.0,,9171.0,7388.5,,11772.5,1961.0
-30.570833,29.150556,09-12-2014,878.0,10069.5,51.5,553.5,9695.0,10064.5,14478.5,10874.5,8772.5,,9352.0,7618.0,,13329.0,1778.0
-31.554722,29.245556,09-12-2014,1195.5,9304.5,93.0,1597.0,9845.0,8784.5,18506.5,10261.5,8113.0,,9964.5,6604.5,,13435.0,2503.0
-25.45963889,28.26430556,09-12-2014,1231.0,9428.0,176.0,1314.0,9621.0,9003.5,19168.5,10607.5,8184.5,,9561.0,6673.0,,13665.0,2581.0
-27.4,26.624722,09-12-2014,801.0,9858.0,58.5,193.5,9747.5,9683.0,16604.0,11159.5,8945.0,45630.5,9376.0,7903.0,16.0,14115.0,1597.0
-27.01011111,26.69808333,10-12-2014,786.0,9542.0,67.0,265.5,9723.0,9436.0,14020.5,9656.5,8962.0,45018.5,9115.5,7941.0,8.0,11569.5,1562.0
-25.81048333,27.90955222,10-12-2014,1014.0,9230.5,106.0,624.5,9600.0,9366.0,13165.5,10513.5,8619.5,45089.0,8929.5,7167.0,13.0,12162.5,2110.0
-29.641944,30.6875,10-12-2014,1460.5,9329.5,-9999.0,192.5,-9999.0,9039.0,17188.5,10318.5,8290.0,,9288.5,5808.0,,13515.0,3290.0
-24.670833,28.560833,10-12-2014,957.0,10601.0,26.5,648.0,9634.0,11464.0,16522.5,15941.5,9501.0,48017.0,10046.0,7426.0,11.0,18552.5,1936.0
-28.404444,30.013056,10-12-2014,1118.0,10645.5,23.0,2999.0,9859.0,11018.5,16258.0,15513.0,9562.5,,10743.5,6990.5,,17880.5,2313.0
-26.648056,27.089444,10-12-2014,759.0,9542.5,74.0,406.0,9817.0,9265.5,16562.0,11226.5,8757.0,45399.5,9339.0,8001.0,9.0,14672.5,1498.0
-26.970278,27.211111,10-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.880278,26.965,10-12-2014,773.0,10123.5,118.0,791.5,9780.5,10517.0,15089.5,14145.0,9268.5,47472.0,10101.5,7970.0,21.0,17307.5,1531.0
-26.98472222,26.63227778,10-12-2014,816.0,10282.5,77.0,268.5,9703.0,10660.0,15101.0,13289.0,9422.5,47493.0,10027.5,7854.0,8.0,15913.0,1628.0
-27.671111,27.236944,10-12-2014,741.0,10242.5,96.5,4303.0,9725.5,9875.5,17799.5,11887.0,8579.0,,9952.5,8085.0,,14272.0,1452.0
-28.058889,30.373611,10-12-2014,1094.0,9895.5,86.0,2147.0,9673.0,9782.5,15512.0,11087.5,8732.5,,9645.0,7048.0,,13735.5,2258.0
-23.658056,31.05,11-12-2014,827.0,10063.5,,1746.5,9662.0,10758.0,14174.0,14273.0,9149.0,47575.5,10046.0,7840.5,8.0,16807.0,1662.5
-23.281,30.54305556,11-12-2014,828.0,10717.5,46.0,3187.0,9567.0,11482.0,14626.0,13131.0,9393.0,46351.5,9525.0,7828.0,9.0,15627.5,1670.0
-27.5275,30.858056,11-12-2014,1140.0,10003.0,63.0,915.0,9700.0,9966.5,16508.0,13088.0,8822.0,,9987.0,6903.5,,15316.0,2368.5
-27.38972222,26.46388889,11-12-2014,816.0,9489.5,98.0,1544.5,9876.0,9220.5,9224.0,8043.0,8864.0,44694.0,9115.5,7862.0,16.0,8356.0,1631.0
-27.398611,26.614722,11-12-2014,801.0,9812.0,62.0,200.0,9800.5,9895.0,16425.0,11044.5,9030.0,45901.0,9525.0,7902.0,17.0,13606.5,1598.0
-27.4,26.624722,11-12-2014,801.0,9858.0,58.5,193.5,9747.5,9683.0,16604.0,11159.5,8945.0,45630.5,9376.0,7903.0,16.0,14115.0,1597.0
-24.679167,30.8025,12-12-2014,480.0,9960.0,,1493.0,9709.0,11062.5,13894.0,14576.5,8843.5,47434.0,10232.0,8773.0,20.0,15969.5,896.0
-29.744167,29.905833,12-12-2014,1138.5,9787.5,69.0,96.5,9748.0,9655.0,14951.0,10039.0,8729.5,,9058.5,6924.0,,12215.5,2402.5
-26.73806,27.59194,15-12-2014,1166.0,9110.5,33.0,1354.5,9904.0,9045.5,10028.0,8251.5,8080.0,,9318.0,6829.5,,8744.0,2405.5
-27.671111,27.236944,15-12-2014,1114.0,10058.0,96.5,959.0,9787.0,10060.5,15166.0,11700.5,8887.0,,10359.5,7034.5,,14242.5,2284.0
-25.127778,27.628889,16-12-2014,1120.0,9743.0,42.0,572.5,9759.5,10484.0,14181.5,14675.5,8892.0,45699.5,9190.0,6915.0,39.5,16603.5,2354.0
-28.44555556,32.325,18-02-2015,699.0,9642.5,,768.0,9830.0,9441.0,18028.0,10395.0,8353.0,,8500.5,8152.0,,13008.5,1411.0
-26.970278,27.211111,16-12-2014,1198.5,8974.0,128.0,64.0,9904.0,8682.0,8957.0,8136.0,8096.5,,9130.0,6775.5,,8389.5,2474.5
-27.01011111,26.69808333,17-12-2014,1221.0,9270.5,67.0,161.5,9684.0,8924.5,15210.0,8982.0,8328.5,,9492.5,6724.0,,10837.0,2528.0
-27.602222,29.942778,17-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-28.75,30.442778,17-12-2014,1386.0,11190.5,88.0,4594.0,9695.0,11872.5,14577.0,13450.5,9471.0,,10630.0,6243.5,,15429.5,2987.0
-29.161667,30.629722,17-12-2014,1172.0,9601.5,71.0,2312.0,9799.0,10015.0,15377.5,13326.0,8546.5,,10287.0,6751.5,,15650.5,2496.5
-26.648056,27.089444,17-12-2014,1185.0,9458.5,74.0,338.0,9828.5,8919.0,18048.5,10887.5,8486.5,,9766.0,6802.0,,14471.5,2444.0
