latitude,longitude,sample date,total alkalinity,electrical conductance,dissolved reactive phosphorus,aet,aet_roll3,aet_roll6,aet_roll12,def,pet,ppt,ppt_roll3,ppt_roll6,ppt_roll12,q,soil,tmax,tmin,vpd,et_deficit,pet_ppt_ratio,runoff_coefficient,temp_range,aet_pet_ration,temp_mean
-30.160091,27.40124,2011-01-06,57.916,167.1,13.0,54.0,202.80002,559.1,867.89996,3.4,57.4,53.8,221.2,630.6999999999999,953.5,2.7,15.90000057,14.62,-0.44,0.550000012,3.3999999999999986,1.066914498141264,0.050185873605947964,15.059999999999999,0.9407665505226481,7.09
-32.595833,19.009444,2011-01-06,8.621,63.1,19.0,52.7,100.8,116.3,206.80002,0.0,52.7,73.2,123.6,139.60000000000002,233.8,3.7,19.10000038,19.279999,6.42,0.659999967,0.0,0.7199453551912568,0.050546448087431695,12.859999,1.0,12.8499995
-25.99136,27.84208,2011-01-10,82.432,283.8,32.0,46.7,62.399998,178.09996,713.9,126.5,173.2,48.0,60.3,144.89999999999998,787.1000000000001,2.4,6.300000191,28.539999,11.05,1.459999919,126.49999999999999,3.608333333333333,0.049999999999999996,17.489999,0.2696304849884527,19.794999500000003
-26.73806,27.59194,2011-01-10,55.3,189.1,105.0,38.5,51.30002,161.90002,719.3999,140.90001,179.40001,39.5,49.5,140.0,760.0,2.0,5.300000191,28.34,10.179999,1.480000019,140.90001,4.541772405063291,0.05063291139240506,18.160001,0.2146042243810354,19.2599995
-26.45,28.085833,2011-01-10,105.711,635.0,80.0,43.9,58.800003,158.30002,702.8001,129.0,172.90001,45.3,58.2,147.5,741.8,2.3,5.599999905,27.91,10.01,1.389999986,129.00001,3.816777262693157,0.05077262693156733,17.9,0.2539039760610771,18.96
-30.86013889,29.07125,2011-01-10,40.861,95.6,10.0,30.1,64.20003,264.69995,906.6,107.9,138.0,28.8,39.6,277.90000000000003,1039.7,1.4,9.900000572,25.609999,10.95,1.029999971,107.9,4.791666666666667,0.048611111111111105,14.659999,0.21811594202898552,18.2799995
-27.356667,27.286389,2011-01-10,64.1,164.0,151.0,30.5,41.70002,148.20001,745.7001,155.3,185.8,31.6,41.6,144.70000000000002,786.6000000000001,1.6,3.700000048,29.06,10.19,1.579999924,155.3,5.879746835443038,0.05063291139240506,18.869999999999997,0.16415500538213132,19.625
-27.01011111,26.69808333,2011-01-11,66.1,203.4,131.0,42.3,74.500015,115.000015,710.2999,149.40001,191.7,44.3,77.6,118.4,749.0999999999998,2.2,2.299999952,30.09,12.559999,1.579999924,149.39999999999998,4.327313769751693,0.04966139954853274,17.530001,0.22065727699530516,21.3249995
-25.73411,27.21422,2011-01-11,8.0,34.04,56.0,54.2,96.700005,156.70001,711.7001,128.3,182.5,56.2,98.20000000000002,140.60000000000002,752.2000000000002,2.8,5.599999905,29.99,12.88,1.429999948,128.3,3.2473309608540926,0.049822064056939494,17.11,0.29698630136986304,21.435
-26.98472222,26.63227778,2011-01-11,128.0,196.7,158.0,42.4,74.79999,117.00001,722.69995,149.6,192.0,44.3,77.4,118.3,761.7999999999998,2.2,2.700000048,30.16,12.74,1.599999905,149.6,4.334085778781039,0.04966139954853274,17.42,0.22083333333333333,21.45
-27.398611,26.614722,2011-01-11,71.6,190.6,127.0,43.2,73.69997,125.39998,736.69995,154.2,197.40001,45.2,76.30000000000001,127.2,778.1000000000001,2.3,2.700000048,30.63,12.32,1.679999948,154.20001000000002,4.36725685840708,0.050884955752212385,18.31,0.2188449737160601,21.475
-27.671111,27.236944,2011-01-11,75.096,275.7,71.0,40.5,64.90002,109.69991,726.3001,151.6,192.1,42.2,66.60000000000001,108.4,771.9000000000002,2.1,2.900000095,30.029999,11.679999,1.569999933,151.6,4.552132701421801,0.04976303317535545,18.35,0.2108276939094222,20.854999
-29.160278,26.573333,2011-01-11,120.27,177.3,10.0,28.4,41.700027,89.000015,722.4,170.7,199.1,29.5,42.0,76.9,770.4000000000001,1.5,2.700000048,29.3,9.62,1.610000014,170.7,6.749152542372881,0.05084745762711865,19.68,0.14264188849824208,19.46
-34.250556,20.9925,2011-01-11,26.8,304.5,12.0,52.8,110.0,280.1,396.0,87.4,140.2,51.900000000000006,78.60000000000001,304.20000000000005,424.5,2.6,12.30000019,24.189999,12.67,0.759999991,87.39999999999999,2.7013487475915214,0.05009633911368015,11.519999,0.37660485021398005,18.4299995
-25.45963889,28.26430556,2011-01-11,132.0,489.0,82.0,52.2,104.599976,144.00002,580.0,130.6,182.8,54.2,107.1,138.60000000000002,614.9,2.7,5.700000286,31.4,14.759999,1.50999999,130.60000000000002,3.3726937269372694,0.04981549815498155,16.640000999999998,0.2855579868708972,23.0799995
-25.81048333,27.90955222,2011-01-12,131.0,584.0,10.0,96.1,193.5,213.70001,656.9001,68.0,164.1,100.5,200.9,212.5,721.0,5.0,5.099999905,28.97,16.56,1.329999924,68.0,1.6328358208955223,0.04975124378109453,12.41,0.5856185252894577,22.765
-27.273889,28.49,2011-01-12,49.114,136.6,32.0,100.1,227.70003,263.29996,783.6,64.200005,164.3,104.7,237.1,265.3,835.2,5.2,4.400000095,27.599998,14.009999,1.24000001,64.20000000000002,1.5692454632282713,0.049665711556829036,13.589998999999999,0.609251369446135,20.8049985
-27.4275,28.525833,2011-01-12,62.326,163.9,45.0,102.8,216.30003,249.20003,763.00006,60.8,163.6,107.7,225.5,252.1,834.6,5.4,3.799999952,27.46,13.75,1.220000029,60.8,1.5190343546889506,0.05013927576601671,13.71,0.628361858190709,20.605
-28.883333,27.89,2011-01-12,117.44,271.7,10.0,101.0,159.50002,182.60002,722.89996,63.2,164.2,105.8,165.8,180.90000000000003,876.3000000000002,5.3,3.299999952,26.349998,12.929999,1.179999948,63.19999999999999,1.551984877126654,0.0500945179584121,13.419998999999999,0.6151035322777102,19.6399985
-27.00222,28.76528,2011-01-13,63.848,190.9,62.0,91.200005,208.70004,242.00002,719.3,70.4,161.6,95.4,217.2,243.6,758.8,4.8,5.0,27.63,14.11,1.220000029,70.39999499999999,1.6939203354297692,0.05031446540880503,13.52,0.5643564665841585,20.869999999999997
-27.02314,28.59389,2011-01-13,62.806,192.7,35.0,93.3,212.90002,243.4,722.99994,69.8,163.1,97.6,221.8,247.0,762.6,4.9,4.800000191,27.8,14.2,1.25,69.8,1.6711065573770492,0.05020491803278689,13.600000000000001,0.572041692213366,21.0
-30.534167,24.961944,2011-01-13,100.962,142.6,80.0,42.600002,61.299984,69.80003,468.20007,162.40001,205.0,44.900000000000006,64.60000000000001,73.5,493.0,2.2,0.0,29.9,13.13,1.709999919,162.39999799999998,4.565701559020044,0.04899777282850779,16.769999999999996,0.20780488780487807,21.515
-28.460833,21.248889,2011-01-13,102.898,353.0,51.0,49.600002,59.800026,65.70003,448.30002,195.1,244.7,52.3,63.10000000000001,69.30000000000001,472.1,2.6,0.0,33.62,16.89,2.629999876,195.09999799999997,4.678776290630975,0.0497131931166348,16.729999999999997,0.2026971883939518,25.255
-29.658056,25.973333,2011-01-14,86.742,107.0,85.0,67.700005,95.00002,106.500015,595.50006,119.200005,186.90001,71.0,98.9,106.9,628.9000000000001,3.6,2.200000048,28.289999,12.61,1.439999938,119.200005,2.6323945070422536,0.05070422535211268,15.679999000000002,0.3622257965636278,20.4499995
-28.760833,17.730278,2011-01-16,95.398,297.2,64.0,1.2,9.6,17.199993,90.49999,256.30002,257.5,1.3,10.1,18.1,95.20000000000002,0.1,0.0,34.98,19.64,3.029999971,256.3,198.07692307692307,0.07692307692307693,15.339999999999996,0.004660194174757281,27.31
-25.513889,31.224444,2011-01-17,63.165,155.5,11.0,102.200005,257.40002,315.00003,730.9,47.2,149.40001,105.8,263.8,299.20000000000005,774.2,5.3,13.19999981,28.0,17.51,1.019999981,47.200005000000004,1.412098393194707,0.0500945179584121,10.489999999999998,0.6840695994598661,22.755000000000003
-26.861111,28.884722,2011-01-17,101.685,315.4,114.0,85.200005,199.5,230.50003,682.0,75.8,161.0,89.0,207.3,232.1,719.4,4.5,5.200000286,27.43,14.009999,1.189999938,75.799995,1.8089887640449438,0.05056179775280899,13.420001,0.5291925776397516,20.7199995
-31.554722,29.245556,2011-01-17,58.2,197.2,12.0,115.3,284.40002,424.40012,972.2,8.400001,123.700005,106.2,346.8,509.6,1169.4000000000003,5.3,36.10000229,24.68,16.57,0.620000005,8.400005000000007,1.1647834745762713,0.04990583804143126,8.11,0.9320937375871569,20.625
-28.058889,30.373611,2011-01-17,58.0,220.0,100.0,95.0,209.4,256.10004,749.9,63.0,158.0,99.6,218.9,265.1,897.7,5.0,4.200000286,28.029999,14.679999,1.149999976,63.0,1.5863453815261046,0.050200803212851405,13.35,0.6012658227848101,21.354999
-25.127778,27.628889,2011-01-18,131.0,415.0,163.0,107.1,198.10002,220.20001,584.2999,62.2,169.3,112.2,206.3,224.2,620.4,5.6,6.099999905,31.17,17.97,1.519999981,62.20000000000002,1.5089126559714796,0.0499108734402852,13.200000000000003,0.6326048434731245,24.57
-25.20639,27.558,2011-01-18,102.0,516.0,90.0,108.0,200.2,220.50002,602.19995,62.0,170.0,112.9,208.0,222.5,639.5999999999999,5.6,6.5,31.109999,17.91,1.519999981,62.0,1.5057573073516386,0.04960141718334809,13.199998999999998,0.6352941176470588,24.5099995
-24.69514,27.40906,2011-01-18,124.0,509.0,158.0,115.6,214.5,235.00002,613.0,57.3,172.90001,121.0,223.3,239.4,651.0,6.0,7.0,31.609999,18.789999,1.610000014,57.300010000000015,1.428925702479339,0.049586776859504134,12.819999999999997,0.6685945246619708,25.199999
-25.681111,31.783333,2011-01-18,53.322,247.7,10.0,63.100002,174.79999,205.79996,540.3,86.1,149.2,65.4,180.2,204.50000000000003,572.7,3.3,10.69999981,29.599998,18.289999,1.019999981,86.09999799999999,2.281345565749235,0.05045871559633027,11.309998999999998,0.42292226541554967,23.9449985
-27.802778,28.768333,2011-01-18,41.891,116.9,23.0,102.8,196.29999,227.70004,723.6001,56.3,159.1,107.8,204.90000000000003,231.2,829.0,5.4,3.299999952,26.91,13.11,1.149999976,56.3,1.4758812615955472,0.05009276437847867,13.8,0.6461345065996229,20.009999999999998
-27.398611,26.614722,2011-01-18,133.319,323.7,139.0,80.9,153.89996,163.09998,709.19995,111.0,191.90001,84.9,161.0,168.4,748.9000000000001,4.2,2.5,29.939999,15.61,1.569999933,111.00001,2.2603063604240283,0.04946996466431095,14.329999,0.4215737143525944,22.7749995
-31.104278,29.399722,2011-01-18,52.984,129.0,10.0,115.700005,283.59998,407.59998,936.7001,18.4,134.1,101.8,306.0,430.00000000000006,1101.9,5.1,21.60000038,25.75,16.289999,0.810000002,18.39999499999999,1.3172888015717092,0.05009823182711198,9.460000999999998,0.8627890007457122,21.0199995
-31.396,29.2651,2011-01-18,35.741,89.2,10.0,119.5,293.80002,424.00003,964.89996,15.0,134.5,98.7,323.0,479.4,1136.4,4.9,23.89999962,25.96,17.63,0.789999962,15.0,1.3627152988855116,0.04964539007092199,8.330000000000002,0.8884758364312267,21.795
-33.38056,19.30167,2011-01-18,32.968,174.3,41.0,14.400001,65.60002,204.5,347.79996,179.90001,194.3,13.4,59.2,173.70000000000002,368.8,0.7,8.199999809,26.59,11.87,1.350000024,179.899999,14.5,0.05223880597014925,14.72,0.07411220277920741,19.23
-33.31388889,19.07472222,2011-01-18,30.257,208.2,23.0,15.1,64.50001,202.4,348.8,190.8,205.90001,13.8,56.6,170.40000000000003,369.80000000000007,0.7,10.19999981,29.13,14.309999,1.579999924,190.80001000000001,14.920290579710144,0.05072463768115942,14.820001,0.07333656758928762,21.7199995
-27.495556,26.074722,2011-01-18,176.0,458.0,91.0,76.3,132.70004,142.49998,704.2999,117.9,194.2,79.9,138.10000000000002,143.0,743.8000000000001,4.0,2.799999952,29.939999,14.9,1.569999933,117.89999999999999,2.4305381727158943,0.05006257822277847,15.039999,0.39289392378990734,22.4199995
-24.39619444,27.08983333,2011-01-19,120.0,508.0,142.0,92.6,184.4,206.5,575.7999,76.6,169.2,96.5,190.5,205.1,613.2,4.8,8.400000572,31.679998,18.75,1.599999905,76.6,1.7533678756476683,0.049740932642487044,12.929998000000001,0.5472813238770685,25.214999
-26.970278,27.211111,2011-01-19,63.9,202.4,101.0,91.8,173.5,189.6999,675.89996,82.1,173.90001,96.2,180.9,193.0,713.4,4.8,3.5,28.859999,15.42,1.399999976,82.10001000000001,1.8076924116424118,0.04989604989604989,13.439998999999998,0.5278895613634524,22.1399995
-26.880278,26.965,2011-01-19,235.0,593.0,176.0,89.6,169.29999,183.5,676.6001,85.9,175.5,93.9,176.70000000000002,187.5,714.0999999999999,4.7,3.299999952,29.15,15.61,1.419999957,85.9,1.8690095846645367,0.050053248136315225,13.54,0.5105413105413105,22.38
-27.273889,28.49,2011-01-19,63.114,149.5,11.0,100.1,227.70003,263.29996,783.6,64.200005,164.3,104.7,237.1,265.3,835.2,5.2,4.400000095,27.599998,14.009999,1.24000001,64.20000000000002,1.5692454632282713,0.049665711556829036,13.589998999999999,0.609251369446135,20.8049985
-27.3,28.586944,2011-01-19,59.091,150.3,16.0,99.1,221.09998,256.49997,764.9,64.3,163.40001,103.8,230.5,259.40000000000003,819.8000000000002,5.2,4.200000286,27.63,13.929999,1.24000001,64.30001000000001,1.5741812138728326,0.05009633911368016,13.700000999999999,0.6064871109861009,20.7799995
-27.044444,27.005,2011-01-19,83.5,225.2,102.0,89.200005,167.5,182.09999,690.9,89.5,178.7,93.5,174.8,185.8,728.8000000000001,4.7,3.299999952,29.25,15.57,1.449999928,89.49999499999998,1.911229946524064,0.05026737967914439,13.68,0.49916063234471186,22.41
-30.568333,29.422778,2011-01-19,40.9,109.3,12.0,101.5,248.59999,344.5,858.10004,36.2,137.7,105.3,254.40000000000003,318.0,971.1,5.3,8.5,24.699999,12.12,0.810000002,36.19999999999999,1.3076923076923077,0.050332383665717,12.579998999999999,0.7371096586782862,18.409999499999998
-30.570833,29.150556,2011-01-19,40.72,90.6,10.0,104.1,237.20001,313.1,820.3,34.8,138.90001,108.5,244.5,302.20000000000005,953.6,5.4,6.5,24.51,11.94,0.839999974,34.800010000000015,1.2801844239631337,0.049769585253456226,12.570000000000002,0.7494599892397416,18.225
-34.031944,22.053333,2011-01-19,17.64,266.5,10.0,20.6,90.8,237.6,387.3999,136.90001,157.5,20.200000000000003,87.4,212.3,415.5,1.0,7.0,25.33,14.79,0.849999964,136.9,7.7970297029702955,0.0495049504950495,10.54,0.1307936507936508,20.06
-33.13083,18.86278,2011-01-19,19.323,117.3,35.0,12.7,48.7,157.60002,297.39996,194.40001,207.1,12.2,46.2,140.1,317.4,0.6,7.5,29.59,14.95,1.610000014,194.4,16.975409836065573,0.04918032786885246,14.64,0.061323032351521,22.27
-33.7075,18.97444444,2011-01-19,7.891,78.6,27.0,21.2,88.30002,276.3,453.2,179.1,200.3,19.6,77.30000000000001,226.6,483.6000000000001,1.0,11.80000019,28.39,14.78,1.419999957,179.10000000000002,10.21938775510204,0.0510204081632653,13.610000000000001,0.10584123814278582,21.585
-25.57877778,29.12747222,2011-01-19,58.232,231.7,10.0,97.8,223.29999,247.09998,625.19995,63.8,161.6,102.3,232.8,251.7,660.2,5.1,4.800000191,29.429998,15.799999,1.319999933,63.8,1.5796676441837731,0.04985337243401759,13.629999000000002,0.6051980198019802,22.6149985
-26.006389,29.253889,2011-01-20,77.092,367.0,14.0,92.3,228.29996,258.8,657.4,59.7,152.0,96.5,237.8,262.6,693.3,4.8,5.5,27.09,14.0199995,1.100000024,59.7,1.5751295336787565,0.049740932642487044,13.070000499999999,0.6072368421052632,20.55499975
-27.02314,28.59389,2011-01-20,94.557,254.9,15.0,93.3,212.90002,243.4,722.99994,69.8,163.1,97.6,221.8,247.0,762.6,4.9,4.800000191,27.8,14.2,1.25,69.8,1.6711065573770492,0.05020491803278689,13.600000000000001,0.572041692213366,21.0
-30.679722,26.7125,2011-01-20,73.862,158.9,10.0,64.9,122.70001,152.49998,642.5,116.0,180.90001,68.10000000000001,128.20000000000002,157.3,678.1000000000001,3.4,2.100000143,28.599998,12.28,1.399999976,116.00001,2.6563878120411157,0.04992657856093979,16.319998,0.3587617269894015,20.439999
-28.460833,21.248889,2011-01-20,85.7,259.1,29.0,49.600002,59.800026,65.70003,448.30002,195.1,244.7,52.3,63.10000000000001,69.30000000000001,472.1,2.6,0.0,33.62,16.89,2.629999876,195.09999799999997,4.678776290630975,0.0497131931166348,16.729999999999997,0.2026971883939518,25.255
-30.77586667,29.03221667,2011-01-20,40.9,110.2,12.0,100.200005,242.0,334.3001,851.9,41.3,141.5,104.3,249.00000000000003,318.50000000000006,942.4,5.2,6.599999905,26.0,14.53,0.959999979,41.299994999999996,1.3566634707574305,0.04985618408437201,11.47,0.7081272438162545,20.265
-24.925278,29.324444,2011-01-21,85.636,381.0,59.0,104.5,216.60004,243.80003,555.5,57.9,162.40001,109.5,226.1,249.5,588.0000000000001,5.5,4.0,30.97,17.51,1.409999967,57.90001000000001,1.4831051141552511,0.0502283105022831,13.459999999999997,0.6434728667812274,24.240000000000002
-28.460833,21.248889,2011-01-21,81.0,243.2,43.0,49.600002,59.800026,65.70003,448.30002,195.1,244.7,52.3,63.10000000000001,69.30000000000001,472.1,2.6,0.0,33.62,16.89,2.629999876,195.09999799999997,4.678776290630975,0.0497131931166348,16.729999999999997,0.2026971883939518,25.255
-24.679167,30.8025,2011-01-24,24.95,99.6,10.0,141.7,328.80002,420.2999,922.9,1.6,143.3,149.0,338.5,384.5,981.4,7.4,16.70000076,25.99,15.07,0.859999955,1.6000000000000227,0.961744966442953,0.049664429530201344,10.919999999999998,0.9888346127006279,20.53
-25.99136,27.84208,2011-01-24,90.9,324.2,32.0,94.200005,194.9,215.69995,673.00006,66.9,161.1,98.5,202.5,215.3,743.3000000000001,4.9,4.900000095,28.039999,15.62,1.24000001,66.89999499999999,1.6355329949238577,0.04974619289340102,12.419999000000002,0.5847300124146493,21.8299995
-25.49037,30.6986,2011-01-24,36.957,124.5,10.0,118.4,285.0,343.09998,747.80005,26.300001,144.7,122.5,291.5,326.40000000000003,792.7,6.1,17.20000076,26.84,15.66,0.889999986,26.299999999999983,1.1812244897959183,0.04979591836734694,11.18,0.8182446440912233,21.25
-26.970278,27.211111,2011-01-24,76.24,287.3,96.0,91.8,173.5,189.6999,675.89996,82.1,173.90001,96.2,180.9,193.0,713.4,4.8,3.5,28.859999,15.42,1.399999976,82.10001000000001,1.8076924116424118,0.04989604989604989,13.439998999999998,0.5278895613634524,22.1399995
-27.671111,27.236944,2011-01-24,47.184,142.9,129.0,89.8,153.70001,166.69992,699.6001,93.1,182.90001,94.2,160.5,170.9,743.7000000000002,4.7,2.700000048,29.48,15.049999,1.50999999,93.10001000000001,1.941613694267516,0.049893842887473464,14.430001,0.4909786500285046,22.264999500000002
-27.356667,27.286389,2011-01-24,87.25,208.7,123.0,90.4,164.80002,179.80002,684.6001,92.0,182.40001,94.8,172.20000000000002,184.6,721.8,4.7,3.0,29.23,15.32,1.469999909,92.00001,1.9240507383966245,0.04957805907172996,13.91,0.4956140079158987,22.275
-27.01011111,26.69808333,2011-01-25,77.006,299.3,125.0,86.6,160.50002,168.70001,687.8999,96.9,183.5,90.9,168.20000000000002,175.5,725.2999999999998,4.5,2.200000048,29.289999,15.61,1.459999919,96.9,2.0187018701870185,0.0495049504950495,13.679999000000002,0.4719346049046321,22.4499995
-26.98472222,26.63227778,2011-01-25,153.0,410.0,158.0,87.4,161.4,170.5,700.69995,94.0,181.40001,91.8,168.90000000000003,176.20000000000002,738.5,4.6,2.5,29.349998,15.679999,1.469999909,94.00001,1.9760349673202615,0.05010893246187364,13.669998999999999,0.4818081322046234,22.5149985
-27.398611,26.614722,2011-01-25,60.7,162.1,138.0,80.9,153.89996,163.09998,709.19995,111.0,191.90001,84.9,161.0,168.4,748.9000000000001,4.2,2.5,29.939999,15.61,1.569999933,111.00001,2.2603063604240283,0.04946996466431095,14.329999,0.4215737143525944,22.7749995
-33.818056,19.694722,2011-01-25,11.901,145.1,10.0,12.900001,72.40001,219.0,365.40005,188.90001,201.8,12.3,69.0,195.6,394.3,0.6,6.200000286,28.73,14.099999,1.5,188.899999,16.40650406504065,0.048780487804878044,14.630001,0.06392468285431119,21.4149995
-25.45963889,28.26430556,2011-01-25,144.132,560.0,82.0,100.0,202.69998,226.00002,587.7,64.5,164.5,104.7,211.1,229.6,622.5000000000001,5.2,5.099999905,29.849998,16.63,1.370000005,64.5,1.5711556829035338,0.049665711556829036,13.219998,0.60790273556231,23.239998999999997
