latitude,longitude,sample date,total alkalinity,electrical conductance,dissolved reactive phosphorus,atmos_opacity,atran,blue,cdist,cloud_qa,drad,emis,emsd,green,lwir,nir08,qa,qa_pixel,qa_radsat,red,swir16,swir22,trad,urad,mndwi,ndmi,evi,gcvi,gndvi,green/nir ratio,green/red ratio,msi,nbr,nbr2,ndgi,ndwi,osavi,red/nir ratio,ui (urban index),bsi,ndbi,nvdi,savi,tcwi
-28.141944,26.417778,01-04-2011,94.718,227.9,132.0,89.0,6665.0,9085.5,2404.0,,1141.0,9719.0,48.5,9840.0,45407.0,14391.0,232.5,5440.0,,9679.0,13799.5,11265.0,8796.5,2396.0,-0.1674950823832984,0.020982245792022,2.72385687,0.4625,0.187817259,0.683760684,1.01663395,0.958897922,0.121842844,0.101119113,0.008248373,-0.187817259,0.227082828,0.672573136,-0.024740289,4.2593972952827175e-05,-0.0209822457920221,0.1957623597839634,0.2936374400199414,-3561.9371999999994
-27.398611,26.614722,01-04-2011,86.8,226.3,114.0,158.5,6223.0,9253.5,210.5,,1277.0,9792.0,62.0,10247.0,44909.5,15515.5,343.0,5440.0,,10126.0,12823.0,10403.5,8630.5,2745.0,-0.111660164716081,0.0950120860313704,1.960887757,0.514150483,0.204502669,0.660436338,1.011949437,0.826463859,0.197229831,0.104169806,0.005939233,-0.204502669,0.243814948,0.652637685,-0.161727807,-0.0381407435349344,-0.0950120860313707,0.2101866115476863,0.3152737695967553,-1838.65115
-33.501667,21.624167,01-04-2011,201.0,769.0,74.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-32.502778,19.535833,01-04-2011,10.387,73.0,10.0,8.0,7154.0,10579.0,8443.5,,1139.0,9522.0,54.0,13104.0,48033.5,17653.0,203.0,5440.0,,14613.0,19330.0,16984.0,10014.5,2404.5,-0.191959055312326,-0.0453451585863774,0.292425787,0.34714591,0.147901291,0.742310089,0.896735783,1.094998017,0.019314606,0.064603183,-0.054443122,-0.147901291,0.109290972,0.82779131,-0.02015766,0.0918536389223964,0.0453451585863775,0.0942168226616252,0.1413230440239877,-6504.435500000001
-25.459639,28.264306,01-04-2011,108.94,396.0,82.0,8.0,8932.0,9139.0,1058.0,,379.0,9636.0,176.0,9926.0,42157.0,13959.0,236.0,5440.0,,11096.0,15156.5,12552.5,7980.5,692.0,-0.2085318449117902,-0.0411292953924884,0.59678159,0.406306669,0.168850743,0.711082456,0.894556597,1.085786947,0.053052449,0.093976686,-0.055655979,-0.168850743,0.13255074,0.794899348,-0.032085307,0.0639203250220362,0.0411292953924885,0.1142686090600678,0.1713994931252619,-4771.615000000002
-27.495556,26.074722,01-04-2011,67.8,218.6,91.0,199.0,5873.0,9490.5,738.5,,1357.0,9696.5,81.0,11044.5,45910.5,17937.5,292.0,5440.0,,11540.5,18143.5,14152.5,8713.0,2958.0,-0.2432163902973816,-0.0057093761259388,0.999359485,0.624111549,0.237837278,0.615721254,0.957020926,1.011484321,0.117949517,0.123575675,-0.021961479,-0.237837278,0.251729416,0.643372822,-0.03342491,0.039501330718588,0.0057093761259388,0.2170092950675079,0.3255084213918618,-5851.706900000002
-26.648056,27.089444,01-05-2011,211.0,532.0,62.0,144.0,6536.0,8535.0,661.5,,1183.0,9836.5,74.0,9597.0,44131.5,19310.5,264.0,5440.0,,8963.5,12954.5,9447.5,8492.0,2526.0,-0.1488814491275518,0.1969936463660307,2.848843612,1.01213921,0.336020064,0.496983506,1.070675517,0.670852645,0.342965436,0.156548522,0.034131624,-0.336020064,0.424504919,0.46417752,-0.263137144,-0.1191134064123303,-0.1969936463660313,0.3659545872533069,0.548922173690074,-821.9018999999998
-26.970278,27.211111,01-05-2011,71.5,248.4,117.0,101.0,6509.5,9671.5,390.5,32.0,1194.5,9856.0,128.0,11040.0,43899.0,10218.0,288.0,5504.0,,11496.0,7946.5,7735.0,8437.0,2549.5,0.1629315566323431,0.1250516116601056,-0.479819786,-0.074456522,-0.038667796,1.080446271,0.960334029,0.777696222,0.138305576,0.01348723,-0.020234292,0.038667796,-0.068272501,1.1250734,-0.263608125,-0.0113647920268483,-0.1250516116601062,-0.0588560375794418,-0.0882820235326625,1713.0545000000006
-27.389722,26.463889,01-05-2011,82.14,255.5,74.0,210.0,6156.0,10130.0,1207.5,32.0,1294.0,9856.0,98.0,11597.0,44683.5,11481.0,271.0,5472.0,,11926.0,8583.0,8196.5,8575.0,2791.0,0.1493557978196226,0.1444377990430615,-0.157510973,-0.010002587,-0.005026432,1.01010365,0.972413215,0.747582963,0.166916529,0.023034059,-0.013986311,0.005026432,-0.022053081,1.03875969,-0.280786443,-0.0261633428300094,-0.1444377990430622,-0.0190114068441064,-0.0285165011214354,1800.3081499999985
-27.044444,27.005,01-05-2011,83.0,220.9,85.0,126.0,6476.0,8882.5,1193.0,,1206.0,9803.5,93.0,9908.0,44809.5,17418.5,258.0,5440.0,,9503.5,13987.0,10115.0,8658.0,2570.0,-0.1707051684452807,0.1092643008390246,2.529804711,0.758023819,0.274843101,0.568820507,1.042563266,0.802996814,0.265258685,0.160650568,0.020838163,-0.274843101,0.341035043,0.545598071,-0.156177591,-0.0564453772230199,-0.109264300839025,0.2939974741846817,0.4409880211718823,-2214.500249999999
-30.830556,26.921389,01-06-2011,62.099,145.0,10.0,-4995.5,-1474.0,4189.0,-4492.5,4.0,-4484.0,-170.0,-4970.0,4491.0,22100.0,5266.5,-4888.5,2720.5,,4479.0,3672.5,3764.5,-665.0,-3943.0,0.1002633674281852,0.1783197225640432,2.719267956,0.172678691,0.079477325,0.852748505,1.002679169,0.697332194,0.166316023,-0.01237058,0.001337793,-0.079477325,0.093734031,0.850469952,-0.299995795,-0.0740614528312603,-0.1783197225640451,0.0808065260889641,0.12120357069567,453.8306500000001
-27.00222,28.76528,01-06-2011,34.855,114.5,150.0,10.0,7294.0,8743.0,1386.0,,944.0,-9999.0,-9999.0,9691.0,,13724.0,-9999.0,5440.0,,9947.0,13005.5,10754.5,8762.5,1923.5,-0.1460357323816441,0.0268804130268054,1.205246027,0.416159323,0.172240017,0.706135238,0.974263597,0.947646459,0.121310538,0.094739057,-0.013035951,-0.172240017,0.185091056,0.724788691,-0.078769804,0.0106892414051233,-0.0268804130268055,0.1595623336572177,0.2393384449654648,-2984.5224000000007
-27.02314,28.59389,01-06-2011,41.408,148.8,152.0,9.0,7326.0,8893.0,193.0,8.0,933.0,9732.0,,9969.5,44360.0,11490.5,290.5,5440.0,,10129.0,10372.5,9135.0,8632.0,1897.0,-0.0198112280011797,0.0511366235191874,0.611305675,0.152565324,0.070876048,0.867629781,0.984253135,0.902702232,0.114203292,0.06343714,-0.007935916,-0.070876048,0.073051103,0.881510813,-0.113296564,0.0028861440626146,-0.0511366235191876,0.0629755544762829,0.0944611470860314,-995.8760500000008
-30.679722,26.7125,01-06-2011,55.297,138.3,44.0,9.0,7002.0,9235.5,2042.0,8.0,1049.0,9876.0,99.0,10548.0,43283.0,13400.0,205.5,5440.0,,11938.0,7764.0,7659.0,8372.0,2154.0,0.1520314547837475,0.266301266301265,0.231875783,0.270383011,0.119091365,0.787164179,0.883565086,0.579402985,0.272615034,0.006808014,-0.061816241,-0.119091365,0.066931458,0.890895522,-0.552375551,-0.0692884558606436,-0.2663012663012663,0.0576998973873233,0.0865481382086548,2943.85295
-30.160091,27.40124,01-06-2011,57.916,167.1,13.0,9.0,7212.0,9063.0,274.5,,974.0,9719.0,124.0,10060.0,44619.5,14158.0,260.0,5440.0,,10522.5,12037.5,10023.5,8725.0,1981.0,-0.0894897612852128,0.0809490179610998,0.975030843,0.407355865,0.169212982,0.710552338,0.956046567,0.850226021,0.170977814,0.091292326,-0.022470545,-0.169212982,0.170869823,0.743219381,-0.195748134,-0.0144383040999541,-0.0809490179611001,0.1473025262859342,0.2209493132369028,-1504.3777500000006
-32.595833,19.009444,01-06-2011,8.621,63.1,19.0,9.0,7112.5,9227.5,6441.0,,1175.5,9714.0,56.0,10334.0,47629.0,15218.5,204.0,5440.0,,10903.5,14735.0,12208.5,10070.0,2505.5,-0.175555466911324,0.0161416862804012,0.94343748,0.472663054,0.191155464,0.679041956,0.947769065,0.968229458,0.109745871,0.093770297,-0.026815774,-0.191155464,0.191615088,0.716463515,-0.08687989,0.0238097615030598,-0.0161416862804012,0.1651864328918153,0.2477749066896353,-3855.0192
-25.99136,27.84208,01-10-2011,82.432,283.8,32.0,15.0,6310.0,10629.0,7.0,,1230.0,9677.0,39.0,11771.5,43996.0,18631.5,679.5,5440.0,,11898.0,16495.0,12815.0,8326.0,2682.0,-0.1671059381246346,0.0608230253512303,1.633868776,0.582763454,0.225635628,0.631806349,0.989367961,0.88532861,0.18496494,0.125554418,-0.005344431,-0.225635628,0.255844972,0.638595926,-0.125417684,-0.0150467881394884,-0.0608230253512305,0.2205571660197514,0.3308303308221422,-3399.4257000000016
-26.73806,27.59194,01-10-2011,55.3,189.1,105.0,38.0,6561.5,8719.0,38.0,36.0,1168.0,9856.0,33.0,9167.0,43734.0,9089.5,485.5,7440.0,,8961.0,7963.0,7740.0,8381.0,2495.5,0.0702860478692348,0.066060694912769,-0.126675868,-0.008454238,-0.004245063,1.008526322,1.022988506,0.87606579,0.080186577,0.014201108,0.011363636,0.004245063,0.00825787,0.985862809,-0.1014623,-0.0254660620456344,-0.0660606949127693,0.0071189163735076,0.010678078776799,-31.1541500000003
-26.45,28.085833,01-10-2011,105.711,635.0,80.0,9.0,9051.0,9502.5,178.5,2.0,329.0,9670.5,89.5,10720.0,41467.5,15210.0,298.0,5440.0,,12540.0,17974.0,14201.0,7739.0,590.0,-0.2528054645570494,-0.0832931533269042,0.347977948,0.418843284,0.173158504,0.704799474,0.854864434,1.181722551,0.034306892,0.117264957,-0.078245916,-0.173158504,0.111610167,0.824457594,0.011946432,0.1050492064498021,0.0832931533269045,0.0962162162162162,0.1443217239329021,-6416.518949999999
-30.860139,29.07125,01-10-2011,40.861,95.6,10.0,21.0,7631.0,9396.0,747.5,,935.0,9832.0,31.5,10724.5,45359.0,14558.0,218.0,5440.0,,11634.0,11450.0,10000.5,9357.5,1912.0,-0.0327177613925904,0.1195016917871419,0.526164255,0.357452562,0.151626619,0.736673994,0.921823964,0.786509136,0.185577295,0.067574182,-0.040678042,-0.151626619,0.129498293,0.799148235,-0.298296683,-0.0184956843403205,-0.1195016917871424,0.1116371411117898,0.1674525150329292,-393.1607000000004
-27.356667,27.286389,01-10-2011,64.1,164.0,151.0,106.5,6521.0,8718.0,930.0,,1187.0,9829.5,95.0,9502.5,44381.0,16828.5,260.0,5440.0,,9290.0,12665.5,9643.0,8547.0,2526.0,-0.1426831468783826,0.1411473520037969,2.62318185,0.770955012,0.278227185,0.564667083,1.022874058,0.75262204,0.271442873,0.135486474,0.011307703,-0.278227185,0.334805078,0.552039695,-0.225015424,-0.0755968169761273,-0.1411473520037973,0.2886268353848804,0.432931965236035,-1434.770050000002
-27.010111,26.698083,01-11-2011,66.1,203.4,131.0,101.0,6332.0,9344.0,592.0,1.0,1245.0,9804.5,67.0,10433.5,44339.0,12433.5,274.0,5440.0,,10728.5,9579.5,8531.5,8492.0,2668.0,0.0426722630290309,0.1296506609730608,0.633781875,0.191690229,0.087462282,0.839144247,0.972503146,0.770458841,0.186119723,0.057865386,-0.013940081,-0.087462282,0.085389273,0.862870471,-0.257815468,-0.0349170141735277,-0.1296506609730613,0.0736119506087557,0.1104155423637344,521.4269500000005
-25.73411,27.21422,01-11-2011,8.0,34.04,56.0,177.5,6429.0,16362.5,,8.0,1190.0,9691.5,38.0,17765.0,43105.5,21914.0,719.5,5896.0,,17879.5,22170.5,17965.5,8104.0,2581.0,-0.1103153835559837,-0.005818371536481,1.558143127,0.233549113,0.104564127,0.810668979,0.993596018,1.011704846,0.09901077,0.104768786,-0.003212277,-0.104564127,0.117607177,0.815893949,0.005259589,0.0226424007200628,0.005818371536481,0.101385904733185,0.1520769462733075,-4655.868399999999
-26.984722,26.632278,01-11-2011,128.0,196.7,158.0,123.0,6366.0,9414.0,274.5,,1237.0,9693.0,77.0,10207.0,46784.0,13683.0,303.5,5440.0,,10262.5,14011.5,11850.5,9156.0,2652.0,-0.1570906538390067,-0.0118615609597573,1.837397937,0.340550603,0.145500209,0.745962143,0.994591961,1.024007893,0.071768461,0.083558889,-0.002711351,-0.145500209,0.165699338,0.750018271,0.018570448,0.0248464250279707,0.0118615609597573,0.1428452109999791,0.2142633425206715,-3907.35415
-27.398611,26.614722,01-11-2011,71.6,190.6,127.0,158.5,6223.0,9253.5,210.5,,1277.0,9792.0,62.0,10247.0,44909.5,15515.5,343.0,5440.0,,10126.0,12823.0,10403.5,8630.5,2745.0,-0.111660164716081,0.0950120860313704,1.960887757,0.514150483,0.204502669,0.660436338,1.011949437,0.826463859,0.197229831,0.104169806,0.005939233,-0.204502669,0.243814948,0.652637685,-0.161727807,-0.0381407435349344,-0.0950120860313707,0.2101866115476863,0.3152737695967553,-1838.65115
-27.671111,27.236944,01-11-2011,75.096,275.7,71.0,48.0,6476.0,9693.5,381.5,,1198.0,9756.5,96.5,10943.0,46121.0,14887.0,284.0,5440.0,,11237.5,13522.0,11403.0,8990.0,2550.0,-0.1054159002656852,0.0480481537540918,0.949228808,0.360413049,0.15269067,0.735070867,0.973793103,0.908309263,0.132521871,0.085015045,-0.013277428,-0.15269067,0.162046894,0.754853228,-0.118602918,0.0036278881232265,-0.048048153754092,0.1396964535206415,0.2095406698564593,-2437.221200000001
-29.160278,26.573333,01-11-2011,120.27,177.3,10.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-34.250556,20.9925,01-11-2011,26.8,304.5,12.0,8.0,6755.0,8456.0,1264.5,8.0,1205.0,9775.0,22.0,9019.0,46597.0,12323.0,220.0,5440.0,,9192.0,13161.0,10800.5,9562.0,2576.0,-0.1867448151487818,-0.0328833778056818,1.929857002,0.366337731,0.154812108,0.73188347,0.981179286,1.068002921,0.065842109,0.098512197,-0.009499753,-0.154812108,0.168809342,0.745922259,0.048821194,0.0364926272836872,0.032883377805682,0.1455263769463165,0.2182844925751202,-4017.3016499999994
-25.459639,28.264306,01-11-2011,132.0,489.0,82.0,8.0,8932.0,9139.0,1058.0,,379.0,9636.0,176.0,9926.0,42157.0,13959.0,236.0,5440.0,,11096.0,15156.5,12552.5,7980.5,692.0,-0.2085318449117902,-0.0411292953924884,0.59678159,0.406306669,0.168850743,0.711082456,0.894556597,1.085786947,0.053052449,0.093976686,-0.055655979,-0.168850743,0.13255074,0.794899348,-0.032085307,0.0639203250220362,0.0411292953924885,0.1142686090600678,0.1713994931252619,-4771.615000000002
-25.810483,27.909552,01-12-2011,131.0,584.0,10.0,83.0,6041.0,8693.0,75.5,,1320.0,9611.0,106.0,9753.0,45209.0,16870.5,421.0,5440.0,,9553.5,13408.0,10257.0,8630.5,2907.5,-0.1578083847847668,0.1143550704295123,2.033629794,0.729775454,0.267339005,0.578109718,1.020882399,0.794760084,0.243793199,0.133150222,0.010333307,-0.267339005,0.321210589,0.566284342,-0.184784671,-0.0536218444100978,-0.1143550704295126,0.2769073569482289,0.4153531760298208,-2096.6672999999982
-27.273889,28.49,01-12-2011,49.114,136.6,32.0,10.0,7416.5,8456.5,187.0,1.0,903.0,9849.0,24.5,9060.0,43282.0,12333.0,294.0,5440.0,,9407.5,9264.5,8181.0,8372.0,1826.5,-0.0111599225081174,0.1420766292394946,1.365715886,0.361258278,0.15299397,0.734614449,0.963061387,0.751195978,0.202398362,0.062107707,-0.01881684,-0.15299397,0.156093697,0.762790886,-0.28715943,-0.0536598963546748,-0.1420766292394953,0.1345645224350866,0.2018421415758244,32.38794999999982
-27.4275,28.525833,01-12-2011,62.326,163.9,45.0,9.0,7491.5,9231.0,1640.0,,879.5,-9999.0,-9999.0,10794.0,,16767.0,-9999.0,5440.0,,11296.0,18026.5,15340.5,8855.0,1770.5,-0.2509498447285778,-0.0361992900972881,0.893282827,0.553362979,0.216719277,0.643764537,0.95555949,1.075117791,0.044428872,0.080498696,-0.022725215,-0.216719277,0.226145594,0.6737043,0.028610472,0.0600952630579983,0.0361992900972882,0.1949542101699747,0.292426105083115,-6877.7400000000025
-28.883333,27.89,01-12-2011,117.44,271.7,10.0,9.0,7663.0,8398.5,224.5,,819.0,9605.0,,9248.0,44203.0,14007.5,259.0,5440.0,,9399.5,12553.5,9979.0,8558.0,1630.0,-0.1516180079352331,0.0547419148375435,1.553240975,0.514651817,0.204661263,0.66021774,0.983882121,0.896198465,0.167948638,0.114257184,-0.008124413,-0.204661263,0.228360895,0.671033375,-0.120183455,-0.0102121328253567,-0.0547419148375437,0.1968641859272867,0.2952899711630887,-2531.897200000001
-27.00222,28.76528,13-01-2011,63.848,190.9,62.0,10.0,7294.0,8743.0,1386.0,,944.0,-9999.0,-9999.0,9691.0,,13724.0,-9999.0,5440.0,,9947.0,13005.5,10754.5,8762.5,1923.5,-0.1460357323816441,0.0268804130268054,1.205246027,0.416159323,0.172240017,0.706135238,0.974263597,0.947646459,0.121310538,0.094739057,-0.013035951,-0.172240017,0.185091056,0.724788691,-0.078769804,0.0106892414051233,-0.0268804130268055,0.1595623336572177,0.2393384449654648,-2984.5224000000007
-27.02314,28.59389,13-01-2011,62.806,192.7,35.0,9.0,7326.0,8893.0,193.0,8.0,933.0,9732.0,,9969.5,44360.0,11490.5,290.5,5440.0,,10129.0,10372.5,9135.0,8632.0,1897.0,-0.0198112280011797,0.0511366235191874,0.611305675,0.152565324,0.070876048,0.867629781,0.984253135,0.902702232,0.114203292,0.06343714,-0.007935916,-0.070876048,0.073051103,0.881510813,-0.113296564,0.0028861440626146,-0.0511366235191876,0.0629755544762829,0.0944611470860314,-995.8760500000008
-30.534167,24.961944,13-01-2011,100.962,142.6,80.0,10.0,6390.0,9795.0,66.0,,1209.0,9762.0,70.0,10835.0,45025.0,15132.5,412.5,5440.0,,10773.5,13586.0,11169.0,8603.0,2542.0,-0.11264894967446,0.05385030555217,1.726473384,0.396631287,0.165495331,0.716008591,1.005708451,0.897802742,0.150694827,0.097636841,0.002846102,-0.165495331,0.195182922,0.71194449,-0.096521208,-0.0115243370462799,-0.0538503055521702,0.1682621786458735,0.2523883967344102,-2450.750499999999
-28.460833,21.248889,13-01-2011,102.898,353.0,51.0,150.0,6753.0,10832.0,129.5,8.0,1245.0,9733.0,66.0,12046.5,42430.5,14599.0,358.5,5440.0,,13063.0,12067.0,11038.5,8278.5,2611.0,-0.000850146183673,0.0949523738093448,0.327142614,0.21188727,0.095794787,0.825159257,0.922184797,0.826563463,0.138878596,0.044513211,-0.040482686,-0.095794787,0.064411456,0.894787314,-0.257817892,-0.0059532050394572,-0.0949523738093452,0.0555274383630973,0.0832896520560325,-344.58420000000206
-29.658056,25.973333,14-01-2011,86.742,107.0,85.0,9.0,7641.0,9396.0,2742.5,,808.0,9687.0,69.0,10765.0,45604.0,14001.0,181.0,5440.0,,11157.5,12520.0,10583.0,8990.0,1613.5,-0.0753704101352799,0.0558425398740618,0.67851007,0.300603809,0.130663006,0.768873652,0.964821869,0.894221841,0.139033518,0.083841925,-0.01790398,-0.130663006,0.131106347,0.796907364,-0.142238911,0.0059586400280406,-0.055842539874062,0.1130234314446409,0.169531777892603,-1758.4556500000008
-28.760833,17.730278,16-01-2011,95.398,297.2,64.0,8.0,7669.0,9557.0,2447.5,32.0,890.0,9880.0,,11426.0,44344.0,11190.0,172.0,5504.0,,12802.0,7687.5,7645.0,8935.0,1835.0,0.1955947367044225,0.1855383392928079,-0.246853083,-0.020654647,-0.01043509,1.021090259,0.892516794,0.686997319,0.188213432,0.00277189,-0.056793792,0.01043509,-0.077938793,1.144057194,-0.433429777,-0.0062444678864598,-0.1855383392928089,-0.067189063021007,-0.1007814942169428,2757.192849999999
-25.513889,31.224444,17-01-2011,63.165,155.5,11.0,246.0,4951.5,8486.0,1415.0,,1779.5,9799.0,54.0,9116.5,44623.0,14776.0,303.0,5440.0,,9137.5,12424.0,9895.0,8744.0,4072.0,-0.1535479677816199,0.0864705882352938,2.366333725,0.620797455,0.236873496,0.616980238,0.997701778,0.840822956,0.197843622,0.113311528,-0.001150433,-0.236873496,0.273511457,0.618401462,-0.161480559,-0.0379376889354914,-0.0864705882352941,0.2357873167875886,0.3536735803295141,-2238.3467999999984
-26.861111,28.884722,17-01-2011,101.685,315.4,114.0,46.0,7957.5,8691.0,476.5,,747.0,9570.5,,9550.0,45396.5,17658.5,213.0,5440.0,,9241.5,13746.5,10574.0,9097.0,1477.5,-0.1801343549460211,0.1245661518866418,2.654870048,0.849057592,0.298013488,0.540816038,1.033382027,0.778463629,0.250934207,0.130445509,0.016416997,-0.298013488,0.36296141,0.523345698,-0.189232706,-0.068132759057512,-0.1245661518866422,0.3128996282527881,0.4693407185740041,-2356.4101500000006
-31.554722,29.245556,17-01-2011,58.2,197.2,12.0,124.0,5861.5,8558.0,1227.5,,1431.0,9825.0,93.0,9449.0,46239.5,19619.0,284.0,5440.0,,8850.0,13890.0,10042.0,9156.0,3247.0,-0.1902823599982853,0.1709689934047564,3.154364382,1.076304371,0.349869272,0.481624955,1.067683616,0.707987155,0.322881899,0.160788902,0.032734029,-0.349869272,0.438792012,0.451093328,-0.228619893,-0.106781624997545,-0.1709689934047569,0.3782711019003126,0.5673966876833102,-1716.6110000000008
