Latitude,Longitude,Sample Date,def
-30.77586667,29.03221667,20-01-2011,41.3
-24.925278,29.324444,21-01-2011,57.9
-28.460833,21.248889,21-01-2011,195.1
-24.679167,30.8025,24-01-2011,1.6
-25.99136,27.84208,24-01-2011,66.9
-25.49037,30.6986,24-01-2011,26.300001
-26.970278,27.211111,24-01-2011,82.1
-27.671111,27.236944,24-01-2011,93.1
-27.356667,27.286389,24-01-2011,92.0
-27.01011111,26.69808333,25-01-2011,96.9
-26.98472222,26.63227778,25-01-2011,94.0
-27.398611,26.614722,25-01-2011,111.0
-33.818056,19.694722,25-01-2011,188.90001
-25.45963889,28.26430556,25-01-2011,64.5
-33.897778,20.012778,25-01-2011,184.8
-25.81048333,27.90955222,26-01-2011,68.0
-34.065833,20.404167,26-01-2011,166.1
-24.058889,31.237222,26-01-2011,94.5
-26.648056,27.089444,26-01-2011,81.3
-26.880278,26.965,26-01-2011,85.9
-27.273889,28.49,26-01-2011,64.200005
-27.044444,27.005,26-01-2011,89.5
-34.092222,21.295278,26-01-2011,156.2
-27.02314,28.59389,27-01-2011,69.8
-26.73806,27.59194,27-01-2011,76.1
-28.760833,17.730278,30-01-2011,256.30002
-26.861111,28.884722,31-01-2011,75.8
-26.73806,27.59194,31-01-2011,76.1
-25.127778,27.628889,01-02-2011,62.2
-24.69514,27.40906,01-02-2011,57.3
-27.363611,31.783333,01-02-2011,82.1
-27.802778,28.768333,01-02-2011,56.3
-29.160278,26.573333,01-02-2011,109.700005
-34.329722,18.990278,01-02-2011,131.0
-25.20639,27.558,02-02-2011,62.0
-23.281,30.54305556,03-02-2011,59.4
-28.801278,31.955389,03-02-2011,62.600002
-27.00222,28.76528,03-02-2011,70.4
-27.02314,28.59389,03-02-2011,69.8
-27.3,28.586944,03-02-2011,64.3
-30.679722,26.7125,03-02-2011,116.0
-28.460833,21.248889,03-02-2011,195.1
-28.460833,21.248889,04-02-2011,195.1
-29.140556,31.391944,07-02-2011,39.9
-25.99136,27.84208,07-02-2011,66.9
-24.058889,31.237222,07-02-2011,94.5
-26.73806,27.59194,07-02-2011,76.1
-30.86013889,29.07125,07-02-2011,42.9
-27.356667,27.286389,07-02-2011,92.0
-28.058889,30.373611,07-02-2011,63.0
-27.01011111,26.69808333,08-02-2011,96.9
-27.169444,29.233889,08-02-2011,71.3
-26.98472222,26.63227778,08-02-2011,94.0
-27.398611,26.614722,08-02-2011,111.0
-27.573056,24.746389,08-02-2011,136.90001
-33.501667,21.624167,08-02-2011,176.7
-32.502778,19.535833,08-02-2011,228.7
-25.45963889,28.26430556,08-02-2011,64.5
-26.970278,27.211111,09-02-2011,82.1
-27.273889,28.49,09-02-2011,64.200005
-28.69485,28.23487,09-02-2011,62.100002
-28.883333,27.89,09-02-2011,63.2
-27.02314,28.59389,10-02-2011,69.8
-30.679722,26.7125,10-02-2011,116.0
-30.534167,24.961944,10-02-2011,162.40001
-34.031944,22.053333,10-02-2011,136.90001
-34.039722,22.133333,10-02-2011,134.40001
-32.595833,19.009444,10-02-2011,210.90001
-28.801278,31.955389,11-02-2011,62.600002
-29.658056,25.973333,11-02-2011,119.200005
-28.068333,31.55,11-02-2011,85.6
-28.760833,17.730278,13-02-2011,256.30002
-29.7775,29.470833,14-02-2011,0.0
-29.987778,29.851667,14-02-2011,13.6
-29.744167,29.905833,14-02-2011,20.5
-26.861111,28.884722,14-02-2011,75.8
-26.45,28.085833,14-02-2011,76.5
-31.396,29.2651,14-02-2011,15.0
-25.20639,27.558,15-02-2011,62.0
-24.69514,27.40906,15-02-2011,57.3
-26.006389,29.253889,15-02-2011,59.7
-27.802778,28.768333,15-02-2011,56.3
-27.398611,26.614722,15-02-2011,111.0
-27.671111,27.236944,15-02-2011,93.1
-29.160278,26.573333,15-02-2011,109.700005
-30.568333,29.422778,15-02-2011,36.2
-30.570833,29.150556,15-02-2011,34.8
-33.38056,19.30167,15-02-2011,179.90001
-33.31388889,19.07472222,15-02-2011,190.8
-27.495556,26.074722,15-02-2011,117.9
-25.436111,31.982222,16-02-2011,88.9
-24.39619444,27.08983333,16-02-2011,76.6
-25.67386,31.57527,16-02-2011,76.700005
-30.733889,29.828333,16-02-2011,12.400001
-30.398056,30.601944,16-02-2011,7.7000003
-27.273889,28.49,16-02-2011,64.200005
-27.3,28.586944,16-02-2011,64.3
-27.044444,27.005,16-02-2011,89.5
-30.86013889,29.07125,16-02-2011,42.9
-30.77586667,29.03221667,16-02-2011,41.3
-33.13083,18.86278,16-02-2011,194.40001
-24.925278,29.324444,17-02-2011,57.9
-27.00222,28.76528,17-02-2011,70.4
-27.02314,28.59389,17-02-2011,69.8
-22.43772222,31.07805556,18-02-2011,65.3
-29.803611,30.516111,18-02-2011,17.7
-25.99136,27.84208,21-02-2011,66.9
-26.861111,28.884722,21-02-2011,75.8
-26.73806,27.59194,21-02-2011,76.1
-26.45,28.085833,21-02-2011,76.5
-27.01011111,26.69808333,22-02-2011,96.9
-27.169444,29.233889,22-02-2011,71.3
-26.98472222,26.63227778,22-02-2011,94.0
-27.398611,26.614722,22-02-2011,111.0
-29.160278,26.573333,22-02-2011,109.700005
-33.818056,19.694722,22-02-2011,188.90001
-25.81048333,27.90955222,23-02-2011,68.0
-29.641944,30.6875,23-02-2011,32.600002
-34.065833,20.404167,23-02-2011,166.1
-33.980556,21.653333,23-02-2011,148.7
-22.769722,30.886944,23-02-2011,44.9
-27.00222,28.76528,23-02-2011,70.4
-27.02314,28.59389,23-02-2011,69.8
-27.38972222,26.46388889,23-02-2011,113.5
-27.398611,26.614722,23-02-2011,111.0
-27.671111,27.236944,23-02-2011,93.1
-27.356667,27.286389,23-02-2011,92.0
-33.897778,20.012778,23-02-2011,184.8
-23.763056,27.908611,24-02-2011,52.2
-23.23572222,27.717,24-02-2011,84.1
-28.44555556,32.325,24-02-2011,57.3
-30.679722,26.7125,24-02-2011,116.0
-30.160091,27.40124,24-02-2011,90.6
-30.336111,27.359444,24-02-2011,92.6
-28.460833,21.248889,24-02-2011,195.1
-22.91028,29.61111,25-02-2011,44.9
-28.760833,17.730278,27-02-2011,256.30002
-24.183889,30.823889,01-03-2011,62.3
-27.398611,26.614722,01-03-2011,111.0
-27.671111,27.236944,01-03-2011,93.1
-29.160278,26.573333,01-03-2011,109.700005
-27.495556,26.074722,01-03-2011,117.9
-23.658056,31.05,02-03-2011,94.200005
-26.648056,27.089444,02-03-2011,81.3
-27.802778,28.768333,02-03-2011,56.3
-24.679167,30.8025,03-03-2011,1.6
-27.273889,28.49,03-03-2011,64.200005
-27.3,28.586944,03-03-2011,64.3
-30.679722,26.7125,03-03-2011,116.0
-27.02314,28.59389,04-03-2011,69.8
-25.99136,27.84208,07-03-2011,66.9
-31.554722,29.245556,07-03-2011,8.400001
-27.01011111,26.69808333,08-03-2011,96.9
-27.802778,28.768333,08-03-2011,56.3
-26.98472222,26.63227778,08-03-2011,94.0
-27.398611,26.614722,08-03-2011,111.0
-27.671111,27.236944,08-03-2011,93.1
-29.160278,26.573333,08-03-2011,109.700005
-31.396,29.2651,08-03-2011,15.0
-25.45963889,28.26430556,08-03-2011,64.5
-25.81048333,27.90955222,09-03-2011,68.0
-22.225556,29.990556,09-03-2011,89.3
-26.03611,30.99778,09-03-2011,17.9
-28.404444,30.013056,09-03-2011,65.6
-29.380556,30.2775,09-03-2011,22.1
-26.648056,27.089444,09-03-2011,81.3
-26.970278,27.211111,09-03-2011,82.1
-27.273889,28.49,09-03-2011,64.200005
-27.3,28.586944,09-03-2011,64.3
-27.044444,27.005,09-03-2011,89.5
-28.69485,28.23487,09-03-2011,62.100002
-28.883333,27.89,09-03-2011,63.2
-30.568333,29.422778,09-03-2011,36.2
-30.570833,29.150556,09-03-2011,34.8
-34.329722,18.990278,09-03-2011,131.0
-30.830556,26.921389,10-03-2011,110.1
-25.49037,30.6986,10-03-2011,26.300001
-29.380556,30.2775,10-03-2011,22.1
-30.86013889,29.07125,10-03-2011,42.9
-30.77586667,29.03221667,10-03-2011,41.3
-29.658056,25.973333,11-03-2011,119.200005
-30.534167,24.961944,11-03-2011,162.40001
-31.031389,28.883333,11-03-2011,40.9
-34.039722,22.133333,11-03-2011,134.40001
-28.760833,17.730278,13-03-2011,256.30002
-29.7775,29.470833,14-03-2011,0.0
-29.987778,29.851667,14-03-2011,13.6
-29.744167,29.905833,14-03-2011,20.5
-26.861111,28.884722,14-03-2011,75.8
-26.73806,27.59194,14-03-2011,76.1
-26.45,28.085833,14-03-2011,76.5
-25.127778,27.628889,15-03-2011,62.2
-25.20639,27.558,15-03-2011,62.0
-24.69514,27.40906,15-03-2011,57.3
-25.73411,27.21422,15-03-2011,55.100002
-26.006389,29.253889,15-03-2011,59.7
-28.747778,31.745833,15-03-2011,59.3
-30.733889,29.828333,15-03-2011,12.400001
-27.398611,26.614722,15-03-2011,111.0
-27.495556,26.074722,15-03-2011,117.9
-24.282222,28.090278,16-03-2011,60.600002
-30.398056,30.601944,16-03-2011,7.7000003
-30.27402,30.69602,16-03-2011,10.0
-26.880278,26.965,16-03-2011,85.9
-27.273889,28.49,16-03-2011,64.200005
-34.031944,22.053333,16-03-2011,136.90001
-23.763056,27.908611,17-03-2011,52.2
-27.00222,28.76528,17-03-2011,70.4
-27.02314,28.59389,17-03-2011,69.8
-24.925278,29.324444,18-03-2011,57.9
-29.803611,30.516111,18-03-2011,17.7
-26.970278,27.211111,21-03-2011,82.1
-27.01011111,26.69808333,22-03-2011,96.9
-25.99136,27.84208,22-03-2011,66.9
-26.861111,28.884722,22-03-2011,75.8
-26.45,28.085833,22-03-2011,76.5
-27.398611,26.614722,22-03-2011,111.0
-33.501667,21.624167,22-03-2011,176.7
-33.31388889,19.07472222,22-03-2011,190.8
-28.338333,31.373611,22-03-2011,58.5
-29.641944,30.6875,23-03-2011,32.600002
-28.735556,29.820556,23-03-2011,58.0
-26.648056,27.089444,23-03-2011,81.3
-27.044444,27.005,23-03-2011,89.5
-29.160278,26.573333,23-03-2011,109.700005
-33.13083,18.86278,23-03-2011,194.40001
-25.45963889,28.26430556,23-03-2011,64.5
-25.81048333,27.90955222,24-03-2011,68.0
-27.602222,29.942778,24-03-2011,71.700005
-27.3,28.586944,24-03-2011,64.3
-33.38056,19.30167,24-03-2011,179.90001
-27.00222,28.76528,25-03-2011,70.4
-27.02314,28.59389,25-03-2011,69.8
-30.160091,27.40124,25-03-2011,90.6
-30.336111,27.359444,25-03-2011,92.6
-28.760833,17.730278,27-03-2011,256.30002
-22.43772222,31.07805556,28-03-2011,65.3
-26.73806,27.59194,28-03-2011,76.1
-25.127778,27.628889,29-03-2011,62.2
-25.20639,27.558,29-03-2011,62.0
-24.69514,27.40906,29-03-2011,57.3
-27.169444,29.233889,29-03-2011,71.3
-26.98472222,26.63227778,29-03-2011,94.0
-28.141944,26.417778,29-03-2011,113.4
-28.116667,26.725278,29-03-2011,108.6
-27.398611,26.614722,29-03-2011,111.0
-29.160278,26.573333,29-03-2011,109.700005
-27.495556,26.074722,29-03-2011,117.9
-34.065833,20.404167,30-03-2011,166.1
-27.363611,31.783333,30-03-2011,82.1
-26.905,32.324722,30-03-2011,109.1
-28.75,30.442778,30-03-2011,67.6
-29.161667,30.629722,30-03-2011,27.800001
-26.880278,26.965,30-03-2011,85.9
-27.398611,26.614722,30-03-2011,111.0
-28.69485,28.23487,30-03-2011,62.100002
-28.883333,27.89,30-03-2011,63.2
-33.818056,19.694722,30-03-2011,188.90001
-34.075556,20.145556,30-03-2011,169.40001
-27.00222,28.76528,31-03-2011,70.4
-27.02314,28.59389,31-03-2011,69.8
-30.679722,26.7125,31-03-2011,116.0
-30.534167,24.961944,31-03-2011,162.40001
-33.897778,20.012778,31-03-2011,184.8
-22.769722,30.886944,01-04-2011,44.9
-27.802778,28.768333,01-04-2011,56.3
-27.5275,30.858056,02-04-2011,47.600002
-25.99136,27.84208,04-04-2011,66.9
-25.513889,31.224444,04-04-2011,47.2
-25.398889,31.610556,04-04-2011,79.4
-24.183889,30.823889,05-04-2011,62.3
-23.281,30.54305556,05-04-2011,59.4
-25.362222,31.956667,05-04-2011,87.0
-29.380556,30.2775,05-04-2011,22.1
-27.398611,26.614722,05-04-2011,111.0
-25.45963889,28.26430556,05-04-2011,64.5
-25.81048333,27.90955222,06-04-2011,68.0
-23.658056,31.05,06-04-2011,94.200005
-24.058889,31.237222,06-04-2011,94.5
-24.034167,31.123611,06-04-2011,83.8
-24.99328,30.81444,06-04-2011,0.0
-25.14944444,31.94055556,06-04-2011,87.0
-27.937778,31.209444,06-04-2011,76.0
-28.404444,30.013056,06-04-2011,65.6
-26.880278,26.965,06-04-2011,85.9
-31.000833,26.353056,06-04-2011,129.8
-24.679167,30.8025,07-04-2011,1.6
-24.99328,30.81444,07-04-2011,0.0
-27.02314,28.59389,07-04-2011,69.8
-28.760833,17.730278,10-04-2011,256.30002
-26.73806,27.59194,10-04-2011,76.1
-25.49037,30.6986,11-04-2011,26.300001
-29.987778,29.851667,11-04-2011,13.6
-29.744167,29.905833,11-04-2011,20.5
-26.861111,28.884722,11-04-2011,75.8
-26.970278,27.211111,11-04-2011,82.1
-26.45,28.085833,11-04-2011,76.5
-31.396,29.2651,11-04-2011,15.0
-31.554722,29.245556,11-04-2011,8.400001
-27.356667,27.286389,11-04-2011,92.0
-25.447222,30.711667,11-04-2011,30.6
-27.01011111,26.69808333,12-04-2011,96.9
-25.127778,27.628889,12-04-2011,62.2
-25.20639,27.558,12-04-2011,62.0
-24.69514,27.40906,12-04-2011,57.3
-25.73411,27.21422,12-04-2011,55.100002
-26.006389,29.253889,12-04-2011,59.7
-26.03611,30.99778,12-04-2011,17.9
-28.801278,31.955389,12-04-2011,62.600002
-30.733889,29.828333,12-04-2011,12.400001
-27.169444,29.233889,12-04-2011,71.3
-27.802778,28.768333,12-04-2011,56.3
-26.98472222,26.63227778,12-04-2011,94.0
-27.398611,26.614722,12-04-2011,111.0
-29.160278,26.573333,12-04-2011,109.700005
-30.568333,29.422778,12-04-2011,36.2
-30.570833,29.150556,12-04-2011,34.8
-33.501667,21.624167,12-04-2011,176.7
-27.495556,26.074722,12-04-2011,117.9
-25.57877778,29.12747222,12-04-2011,63.8
-28.801278,31.955389,13-04-2011,62.600002
-30.398056,30.601944,13-04-2011,7.7000003
-30.27402,30.69602,13-04-2011,10.0
-26.648056,27.089444,13-04-2011,81.3
-27.044444,27.005,13-04-2011,89.5
-31.031389,28.883333,13-04-2011,40.9
-30.86013889,29.07125,13-04-2011,42.9
-24.925278,29.324444,14-04-2011,57.9
-27.00222,28.76528,14-04-2011,70.4
-27.02314,28.59389,14-04-2011,69.8
-30.160091,27.40124,14-04-2011,90.6
-30.336111,27.359444,14-04-2011,92.6
-30.830556,26.921389,15-04-2011,110.1
-27.902778,24.615556,15-04-2011,140.8
-34.031944,22.053333,15-04-2011,136.90001
-29.803611,30.516111,15-04-2011,17.7
-22.43772222,31.07805556,16-04-2011,65.3
-25.99136,27.84208,18-04-2011,66.9
-34.039722,22.133333,18-04-2011,134.40001
-28.735556,29.820556,19-04-2011,58.0
-27.802778,28.768333,19-04-2011,56.3
-33.38056,19.30167,19-04-2011,179.90001
-33.31388889,19.07472222,19-04-2011,190.8
-27.356667,27.286389,19-04-2011,92.0
-28.068333,31.55,19-04-2011,85.6
-27.398611,26.614722,20-04-2011,111.0
-29.160278,26.573333,20-04-2011,109.700005
-30.830556,26.921389,21-04-2011,110.1
-27.363611,31.783333,21-04-2011,82.1
-27.044444,27.005,21-04-2011,89.5
-27.902778,24.615556,21-04-2011,140.8
-28.760833,17.730278,25-04-2011,256.30002
-26.861111,28.884722,25-04-2011,75.8
-26.970278,27.211111,25-04-2011,82.1
-26.45,28.085833,25-04-2011,76.5
-27.01011111,26.69808333,26-04-2011,96.9
-25.127778,27.628889,26-04-2011,62.2
-25.20639,27.558,26-04-2011,62.0
-24.69514,27.40906,26-04-2011,57.3
-27.169444,29.233889,26-04-2011,71.3
-26.98472222,26.63227778,26-04-2011,94.0
-27.398611,26.614722,26-04-2011,111.0
-27.495556,26.074722,26-04-2011,117.9
-34.065833,20.404167,27-04-2011,166.1
-28.75,30.442778,27-04-2011,67.6
-29.161667,30.629722,27-04-2011,27.800001
-26.880278,26.965,27-04-2011,85.9
-33.897778,20.012778,28-04-2011,184.8
-25.99136,27.84208,02-05-2011,66.9
-29.380556,30.2775,03-05-2011,22.1
-26.45,28.085833,03-05-2011,76.5
-27.902778,24.615556,03-05-2011,140.8
-25.45963889,28.26430556,03-05-2011,64.5
-25.57877778,29.12747222,03-05-2011,63.8
-25.81048333,27.90955222,04-05-2011,68.0
-26.006389,29.253889,04-05-2011,59.7
-28.404444,30.013056,04-05-2011,65.6
-27.802778,28.768333,04-05-2011,56.3
-27.356667,27.286389,04-05-2011,92.0
-27.937778,31.209444,05-05-2011,76.0
-27.5275,30.858056,05-05-2011,47.600002
-27.3,28.586944,05-05-2011,64.3
-27.398611,26.614722,05-05-2011,111.0
-27.00222,28.76528,06-05-2011,70.4
-27.02314,28.59389,06-05-2011,69.8
-26.648056,27.089444,06-05-2011,81.3
-26.970278,27.211111,06-05-2011,82.1
-28.760833,17.730278,08-05-2011,256.30002
-29.7775,29.470833,09-05-2011,0.0
-29.744167,29.905833,09-05-2011,20.5
-26.861111,28.884722,09-05-2011,75.8
-26.970278,27.211111,09-05-2011,82.1
-31.104278,29.399722,09-05-2011,18.4
-25.127778,27.628889,10-05-2011,62.2
-25.20639,27.558,10-05-2011,62.0
-24.69514,27.40906,10-05-2011,57.3
-24.058889,31.237222,10-05-2011,94.5
-24.034167,31.123611,10-05-2011,83.8
-28.747778,31.745833,10-05-2011,59.3
-30.733889,29.828333,10-05-2011,12.400001
-26.98472222,26.63227778,10-05-2011,94.0
-27.398611,26.614722,10-05-2011,111.0
-29.160278,26.573333,10-05-2011,109.700005
-31.396,29.2651,10-05-2011,15.0
-33.501667,21.624167,10-05-2011,176.7
-32.502778,19.535833,10-05-2011,228.7
-31.5653,18.3306,10-05-2011,206.0
-27.495556,26.074722,10-05-2011,117.9
-24.183889,30.823889,11-05-2011,62.3
-28.801278,31.955389,11-05-2011,62.600002
-30.398056,30.601944,11-05-2011,7.7000003
-30.27402,30.69602,11-05-2011,10.0
-27.00222,28.76528,11-05-2011,70.4
-27.02314,28.59389,11-05-2011,69.8
-27.273889,28.49,11-05-2011,64.200005
-27.4275,28.525833,11-05-2011,60.8
-27.044444,27.005,11-05-2011,89.5
-22.225556,29.990556,24-11-2014,155.3
-30.568333,29.422778,11-05-2011,36.2
-30.570833,29.150556,11-05-2011,34.8
-32.595833,19.009444,11-05-2011,210.90001
-29.140556,31.391944,12-05-2011,39.9
-29.641944,30.6875,12-05-2011,32.600002
-24.679167,30.8025,12-05-2011,1.6
-30.830556,26.921389,12-05-2011,110.1
-30.13573889,30.67422222,12-05-2011,20.5
-26.73806,27.59194,12-05-2011,76.1
-31.000833,26.353056,12-05-2011,129.8
-22.225556,29.990556,30-07-2015,164.6
-22.225556,29.990556,03-08-2015,164.6
-30.679722,26.7125,12-05-2011,116.0
-31.031389,28.883333,12-05-2011,40.9
-30.86013889,29.07125,12-05-2011,42.9
-30.77586667,29.03221667,12-05-2011,41.3
-24.925278,29.324444,13-05-2011,57.9
-29.658056,25.973333,13-05-2011,119.200005
-30.534167,24.961944,13-05-2011,162.40001
-29.803611,30.516111,13-05-2011,17.7
-25.447222,30.711667,13-05-2011,30.6
-25.99136,27.84208,16-05-2011,66.9
-25.513889,31.224444,16-05-2011,47.2
-26.861111,28.884722,16-05-2011,75.8
-26.970278,27.211111,16-05-2011,82.1
-34.031944,22.053333,16-05-2011,136.90001
-34.039722,22.133333,16-05-2011,134.40001
-33.38056,19.30167,16-05-2011,179.90001
-33.31388889,19.07472222,16-05-2011,190.8
-27.01011111,26.69808333,17-05-2011,96.9
-25.436111,31.982222,17-05-2011,88.9
-25.681111,31.783333,17-05-2011,86.1
-25.67386,31.57527,17-05-2011,76.700005
-26.98472222,26.63227778,17-05-2011,94.0
-27.398611,26.614722,17-05-2011,111.0
-25.45963889,28.26430556,17-05-2011,64.5
-28.338333,31.373611,17-05-2011,58.5
-28.068333,31.55,17-05-2011,85.6
-25.81048333,27.90955222,18-05-2011,68.0
-24.768889,31.39,18-05-2011,76.3
-26.880278,26.965,18-05-2011,85.9
-28.801278,31.955389,19-05-2011,62.600002
-27.169444,29.233889,19-05-2011,71.3
-25.447222,30.711667,19-05-2011,30.6
-22.548889,28.898056,20-05-2011,81.8
-22.43772222,31.07805556,20-05-2011,65.3
-27.902778,24.615556,20-05-2011,140.8
-28.760833,17.730278,22-05-2011,256.30002
-25.49037,30.6986,23-05-2011,26.300001
-28.75,30.442778,23-05-2011,67.6
-26.73806,27.59194,23-05-2011,76.1
-26.45,28.085833,23-05-2011,76.5
-27.356667,27.286389,23-05-2011,92.0
-22.935,28.004167,24-05-2011,86.3
-33.980556,21.653333,24-05-2011,148.7
-25.127778,27.628889,24-05-2011,62.2
-25.20639,27.558,24-05-2011,62.0
-24.69514,27.40906,24-05-2011,57.3
-27.363611,31.783333,24-05-2011,82.1
-27.169444,29.233889,24-05-2011,71.3
-27.802778,28.768333,24-05-2011,56.3
-28.141944,26.417778,24-05-2011,113.4
-28.116667,26.725278,24-05-2011,108.6
-27.398611,26.614722,24-05-2011,111.0
-27.671111,27.236944,24-05-2011,93.1
-28.69485,28.23487,24-05-2011,62.100002
-34.092222,21.295278,24-05-2011,156.2
-27.495556,26.074722,24-05-2011,117.9
-34.065833,20.404167,25-05-2011,166.1
-23.23572222,27.717,25-05-2011,84.1
-28.75,30.442778,25-05-2011,67.6
-29.161667,30.629722,25-05-2011,27.800001
-26.648056,27.089444,25-05-2011,81.3
-27.273889,28.49,25-05-2011,64.200005
-27.4275,28.525833,25-05-2011,60.8
-27.3,28.586944,25-05-2011,64.3
-27.398611,26.614722,25-05-2011,111.0
-27.044444,27.005,25-05-2011,89.5
-30.679722,26.7125,25-05-2011,116.0
-34.250556,20.9925,25-05-2011,160.5
-33.818056,19.694722,25-05-2011,188.90001
-34.075556,20.145556,25-05-2011,169.40001
-30.398056,30.601944,26-05-2011,7.7000003
-30.27402,30.69602,26-05-2011,10.0
-27.00222,28.76528,26-05-2011,70.4
-27.02314,28.59389,26-05-2011,69.8
-27.671111,27.236944,26-05-2011,93.1
-27.356667,27.286389,26-05-2011,92.0
-33.897778,20.012778,26-05-2011,184.8
-27.902778,24.615556,27-05-2011,140.8
-22.91028,29.61111,28-05-2011,44.9
-25.99136,27.84208,30-05-2011,66.9
-26.861111,28.884722,30-05-2011,75.8
-26.970278,27.211111,30-05-2011,82.1
-26.45,28.085833,30-05-2011,76.5
-27.01011111,26.69808333,31-05-2011,96.9
-29.380556,30.2775,31-05-2011,22.1
-27.802778,28.768333,31-05-2011,56.3
-26.98472222,26.63227778,31-05-2011,94.0
-27.398611,26.614722,31-05-2011,111.0
-29.160278,26.573333,31-05-2011,109.700005
-25.45963889,28.26430556,31-05-2011,64.5
-25.81048333,27.90955222,01-06-2011,68.0
-28.404444,30.013056,01-06-2011,65.6
-27.00222,28.76528,01-06-2011,70.4
-27.02314,28.59389,01-06-2011,69.8
-26.648056,27.089444,01-06-2011,81.3
-27.3,28.586944,01-06-2011,64.3
-27.044444,27.005,01-06-2011,89.5
-28.058889,30.373611,01-06-2011,63.0
-27.937778,31.209444,02-06-2011,76.0
-27.5275,30.858056,02-06-2011,47.600002
-30.568333,29.422778,04-06-2011,36.2
-28.760833,17.730278,05-06-2011,256.30002
-29.7775,29.470833,06-06-2011,0.0
-29.987778,29.851667,06-06-2011,13.6
-29.744167,29.905833,06-06-2011,20.5
-26.73806,27.59194,06-06-2011,76.1
-31.104278,29.399722,06-06-2011,18.4
-31.396,29.2651,06-06-2011,15.0
-31.554722,29.245556,06-06-2011,8.400001
-25.57877778,29.12747222,06-06-2011,63.8
-25.127778,27.628889,07-06-2011,62.2
-25.20639,27.558,07-06-2011,62.0
-24.69514,27.40906,07-06-2011,57.3
-23.658056,31.05,07-06-2011,94.200005
-26.006389,29.253889,07-06-2011,59.7
-28.747778,31.745833,07-06-2011,59.3
