Latitude,Longitude,Sample Date,soil
-25.57877778,29.12747222,27/11/2012,2.100000143
-29.161667,23.696389,28/11/2012,0.100000002
-27.01011111,26.69808333,28/11/2012,1.100000024
-25.81048333,27.90955222,28/11/2012,2.100000143
-26.648056,27.089444,28/11/2012,1.5
-26.970278,27.211111,28/11/2012,1.5
-26.880278,26.965,28/11/2012,1.399999976
-27.802778,28.768333,28/11/2012,11.10000038
-26.98472222,26.63227778,28/11/2012,1.100000024
-34.405833,19.600556,28/11/2012,8.699999809
-29.641944,30.6875,29/11/2012,50.20000076
-25.73411,27.21422,29/11/2012,2.100000143
-24.925278,29.324444,29/11/2012,1.700000048
-27.398611,26.614722,29/11/2012,1.100000024
-34.329722,18.990278,29/11/2012,18.20000076
-29.7775,29.470833,3/12/2012,27.80000114
-29.987778,29.851667,3/12/2012,54.20000076
-29.744167,29.905833,3/12/2012,45.70000076
-26.970278,27.211111,3/12/2012,1.5
-26.45,28.085833,3/12/2012,2
-33.31388889,19.07472222,3/12/2012,10.60000038
-25.127778,27.628889,4/12/2012,2.799999952
-25.20639,27.558,4/12/2012,2.900000095
-24.39619444,27.08983333,4/12/2012,3.799999952
-24.69514,27.40906,4/12/2012,3.299999952
-22.769722,30.886944,4/12/2012,33.60000229
-27.363611,31.783333,4/12/2012,32.60000229
-30.733889,29.828333,4/12/2012,24.10000038
-26.861111,28.884722,4/12/2012,2.200000048
-27.02314,28.59389,4/12/2012,2.100000143
-27.671111,27.236944,4/12/2012,1.200000048
-28.69485,28.23487,4/12/2012,10.10000038
-29.615556,27.065278,4/12/2012,1.100000024
-34.092222,21.295278,4/12/2012,4.099999905
-33.13083,18.86278,4/12/2012,8.699999809
-33.7075,18.97444444,4/12/2012,11.69999981
-29.161667,23.696389,5/12/2012,0.100000002
-27.01011111,26.69808333,5/12/2012,1.100000024
-30.398056,30.601944,5/12/2012,27.70000076
-27.00222,28.76528,5/12/2012,2.100000143
-26.648056,27.089444,5/12/2012,1.5
-26.880278,26.965,5/12/2012,1.399999976
-27.273889,28.49,5/12/2012,1.800000072
-27.3,28.586944,5/12/2012,1.800000072
-26.98472222,26.63227778,5/12/2012,1.100000024
-30.336111,27.359444,5/12/2012,1.5
-28.768056,20.720556,5/12/2012,0
-34.039722,22.133333,5/12/2012,5.099999905
-32.595833,19.009444,5/12/2012,4.599999905
-31.860278,18.6875,6/12/2012,0.699999988
-30.830556,26.921389,6/12/2012,1.100000024
-23.658056,31.05,6/12/2012,1
-26.905,32.324722,6/12/2012,36.70000076
-26.98472222,26.63227778,6/12/2012,1.100000024
-31.000833,26.353056,6/12/2012,0.800000012
-30.679722,26.7125,6/12/2012,1
-33.501667,21.624167,6/12/2012,0.100000002
-33.38056,19.30167,6/12/2012,7.599999905
-29.803611,30.516111,6/12/2012,48.29999924
-29.658056,25.973333,7/12/2012,0.900000036
-28.96362,19.15486,8/12/2012,0
-25.99136,27.84208,10/12/2012,2
-29.380556,30.2775,10/12/2012,61.70000076
-26.73806,27.59194,10/12/2012,1.700000048
-26.45,28.085833,10/12/2012,2
-27.671111,27.236944,10/12/2012,1.200000048
-30.86013889,29.07125,10/12/2012,4.200000286
-31.104278,29.399722,10/12/2012,13.5
-31.396,29.2651,10/12/2012,9.800000191
-31.554722,29.245556,10/12/2012,11.80000019
-34.005833,22.351111,10/12/2012,7
-27.01011111,26.69808333,11/12/2012,1.100000024
-26.861111,28.884722,11/12/2012,2.200000048
-27.00222,28.76528,11/12/2012,2.100000143
-26.970278,27.211111,11/12/2012,1.5
-26.880278,26.965,11/12/2012,1.399999976
-26.98472222,26.63227778,11/12/2012,1.100000024
-30.77586667,29.03221667,11/12/2012,8.300000191
-25.45963889,28.26430556,11/12/2012,2.299999952
-25.81048333,27.90955222,12/12/2012,2.100000143
-27.5275,30.858056,12/12/2012,72.80000305
-28.141944,26.417778,12/12/2012,1.100000024
-28.1175,26.719444,12/12/2012,1
-30.568333,29.422778,12/12/2012,15.30000019
-31.031389,28.883333,12/12/2012,4.099999905
-30.570833,29.150556,12/12/2012,15.5
-34.250556,20.9925,12/12/2012,7.599999905
-24.670833,28.560833,13/12/2012,2.900000095
-27.937778,31.209444,13/12/2012,38.90000153
-27.398611,26.614722,13/12/2012,1.100000024
-27.671111,27.236944,13/12/2012,1.200000048
-22.43772222,31.07805556,14/12/2012,0.5
-28.96362,19.15486,15/12/2012,0
-28.735556,29.820556,17/12/2012,15.90000057
-28.7115,24.07288889,18/12/2012,0.200000003
-25.127778,27.628889,18/12/2012,2.799999952
-25.20639,27.558,18/12/2012,2.900000095
-24.69514,27.40906,18/12/2012,3.299999952
-26.45,28.085833,18/12/2012,2
-29.1825,23.575556,18/12/2012,0.100000002
-33.501667,21.624167,18/12/2012,0.100000002
-29.161667,23.696389,19/12/2012,0.100000002
-27.01011111,26.69808333,19/12/2012,1.100000024
-24.39619444,27.08983333,19/12/2012,3.799999952
-28.404444,30.013056,19/12/2012,15.5
-26.861111,28.884722,19/12/2012,2.200000048
-27.00222,28.76528,19/12/2012,2.100000143
-26.648056,27.089444,19/12/2012,1.5
-26.970278,27.211111,19/12/2012,1.5
-26.880278,26.965,19/12/2012,1.399999976
-26.98472222,26.63227778,19/12/2012,1.100000024
-28.768056,20.720556,19/12/2012,0
-28.75,30.442778,20/12/2012,13.80000019
-29.161667,30.629722,20/12/2012,70.59999847
-28.96362,19.15486,22/12/2012,0
-28.96362,19.15486,29/12/2012,0
-25.14944444,31.94055556,1/01/2013,45.70000076
-27.00222,28.76528,1/01/2013,2.100000143
-25.127778,27.628889,2/01/2013,2.700000048
-25.99136,27.84208,2/01/2013,1.899999976
-25.20639,27.558,2/01/2013,2.799999952
-30.160091,27.40124,2/01/2013,1.300000072
-28.96362,19.15486,2/01/2013,0
-25.81048333,27.90955222,3/01/2013,2
-26.73806,27.59194,3/01/2013,1.600000024
-27.398611,26.614722,3/01/2013,1.100000024
-27.671111,27.236944,3/01/2013,1.100000024
-25.45963889,28.26430556,3/01/2013,2.100000143
-27.01011111,26.69808333,4/01/2013,1
-26.648056,27.089444,4/01/2013,1.399999976
-26.970278,27.211111,4/01/2013,1.300000072
-26.880278,26.965,4/01/2013,1.300000072
-26.98472222,26.63227778,4/01/2013,1
-28.96362,19.15486,5/01/2013,0
-25.99136,27.84208,7/01/2013,1.600000024
-28.747778,31.745833,7/01/2013,9.800000191
-29.7775,29.470833,7/01/2013,6.599999905
-29.744167,29.905833,7/01/2013,10
-26.45,28.085833,7/01/2013,1.600000024
-28.768056,20.720556,7/01/2013,0
-27.01011111,26.69808333,8/01/2013,0.900000036
-23.658056,31.05,8/01/2013,0.900000036
-27.169444,29.233889,8/01/2013,1.399999976
-26.861111,28.884722,8/01/2013,1.700000048
-26.648056,27.089444,8/01/2013,1.200000048
-26.970278,27.211111,8/01/2013,1.200000048
-26.880278,26.965,8/01/2013,1.100000024
-26.98472222,26.63227778,8/01/2013,0.900000036
-29.160278,26.573333,8/01/2013,0.800000012
-28.883333,27.89,8/01/2013,2.799999952
-25.45963889,28.26430556,8/01/2013,1.800000072
-25.81048333,27.90955222,9/01/2013,1.600000024
-22.769722,30.886944,9/01/2013,8.400000572
-29.744167,29.905833,9/01/2013,7.900000095
-30.398056,30.601944,9/01/2013,9.199999809
-30.27402,30.69602,9/01/2013,8.900000572
-27.00222,28.76528,9/01/2013,1.600000024
-27.02314,28.59389,9/01/2013,1.5
-27.273889,28.49,9/01/2013,1.300000072
-27.4275,28.525833,9/01/2013,2.600000143
-27.3,28.586944,9/01/2013,1.300000072
-30.830556,26.921389,10/01/2013,0.800000012
-30.733889,29.828333,10/01/2013,6.900000095
-29.042222,24.6,10/01/2013,0.100000002
-29.028629,24.638389,10/01/2013,0.100000002
-30.679722,26.7125,10/01/2013,0.699999988
-30.160091,27.40124,10/01/2013,1
-30.336111,27.359444,10/01/2013,1
-24.39619444,27.08983333,11/01/2013,2.700000048
-29.658056,25.973333,11/01/2013,0.600000024
-31.000833,26.353056,11/01/2013,0.600000024
-30.534167,24.961944,11/01/2013,0
-34.250556,20.9925,11/01/2013,3.400000095
-29.803611,30.516111,11/01/2013,6.5
-29.140556,31.391944,13/01/2013,9.900000572
-31.396,29.2651,14/01/2013,49.60000229
-31.554722,29.245556,14/01/2013,50.5
-33.818056,19.694722,14/01/2013,6.400000095
-27.01011111,26.69808333,15/01/2013,0.800000012
-34.065833,20.404167,15/01/2013,3.400000095
-25.20639,27.558,15/01/2013,2
-28.747778,31.745833,15/01/2013,5.400000095
-26.648056,27.089444,15/01/2013,1
-26.970278,27.211111,15/01/2013,1
-26.880278,26.965,15/01/2013,1
-26.98472222,26.63227778,15/01/2013,0.800000012
-30.568333,29.422778,15/01/2013,62.60000229
-30.570833,29.150556,15/01/2013,49.90000153
-31.104278,29.399722,15/01/2013,57.20000076
-34.075556,20.145556,15/01/2013,6.5
-29.161667,23.696389,16/01/2013,0.100000002
-29.140556,31.391944,16/01/2013,9.900000572
-24.39619444,27.08983333,16/01/2013,2.600000143
-26.45,28.085833,16/01/2013,1.399999976
-27.802778,28.768333,16/01/2013,22.60000038
-28.768056,20.720556,16/01/2013,0
-31.031389,28.883333,16/01/2013,56.10000229
-30.86013889,29.07125,16/01/2013,51.70000076
-30.77586667,29.03221667,16/01/2013,48.79999924
-33.501667,21.624167,16/01/2013,0.100000002
-34.405833,19.600556,16/01/2013,10.80000019
-28.801278,31.955389,17/01/2013,7.099999905
-28.75,30.442778,17/01/2013,11
-29.161667,30.629722,17/01/2013,60.5
-26.861111,28.884722,17/01/2013,1.5
-27.00222,28.76528,17/01/2013,1.399999976
-27.4275,28.525833,17/01/2013,11.5
-34.329722,18.990278,17/01/2013,22.10000038
-25.99136,27.84208,21/01/2013,7
-26.73806,27.59194,21/01/2013,1.200000048
-26.45,28.085833,21/01/2013,1.399999976
-27.01011111,26.69808333,22/01/2013,0.800000012
-28.747778,31.745833,22/01/2013,5.400000095
-26.861111,28.884722,22/01/2013,1.5
-26.648056,27.089444,22/01/2013,1
-26.970278,27.211111,22/01/2013,1
-26.880278,26.965,22/01/2013,1
-26.98472222,26.63227778,22/01/2013,0.800000012
-27.935,26.126667,22/01/2013,0.699999988
-28.1175,26.719444,22/01/2013,0.699999988
-30.160091,27.40124,22/01/2013,0.900000036
-34.031944,22.053333,22/01/2013,2.100000143
-34.039722,22.133333,22/01/2013,2.299999952
-25.45963889,28.26430556,22/01/2013,1.600000024
-28.338333,31.373611,22/01/2013,4.5
-28.068333,31.55,22/01/2013,4.700000286
-29.161667,23.696389,23/01/2013,0.100000002
-25.81048333,27.90955222,23/01/2013,1.399999976
-29.744167,29.905833,23/01/2013,79.20000458
-27.00222,28.76528,23/01/2013,1.399999976
-27.38972222,26.46388889,23/01/2013,0.800000012
-28.141944,26.417778,23/01/2013,0.699999988
-27.398611,26.614722,23/01/2013,0.800000012
-30.336111,27.359444,23/01/2013,1
-24.058889,31.237222,24/01/2013,1
-28.44555556,32.325,21/03/2013,9.600000381
-28.1175,26.719444,24/01/2013,0.699999988
-27.671111,27.236944,24/01/2013,0.800000012
-29.641944,30.6875,28/01/2013,80.20000458
-29.758889,30.935278,28/01/2013,55.5
-30.398056,30.601944,28/01/2013,81.09999847
-30.27402,30.69602,28/01/2013,80.30000305
-26.45,28.085833,28/01/2013,1.399999976
-34.02861,22.22222,28/01/2013,2.400000095
-33.31388889,19.07472222,28/01/2013,13
-27.01011111,26.69808333,29/01/2013,0.800000012
-25.127778,27.628889,29/01/2013,2
-25.20639,27.558,29/01/2013,2
-24.39619444,27.08983333,29/01/2013,2.600000143
-24.69514,27.40906,29/01/2013,2.299999952
-27.363611,31.783333,29/01/2013,7.800000191
-28.735556,29.820556,29/01/2013,26.39999962
-26.861111,28.884722,29/01/2013,1.5
-26.98472222,26.63227778,29/01/2013,0.800000012
-27.398611,26.614722,29/01/2013,0.800000012
-33.7075,18.97444444,29/01/2013,14.30000019
-34.005833,22.351111,29/01/2013,2.700000048
-29.641944,30.6875,30/01/2013,80.20000458
-29.380556,30.2775,30/01/2013,77.40000153
-26.648056,27.089444,30/01/2013,1
-29.042222,24.6,30/01/2013,0.100000002
-29.028629,24.638389,30/01/2013,0.100000002
-32.595833,19.009444,30/01/2013,7
-33.13083,18.86278,30/01/2013,11.69999981
-26.905,32.324722,31/01/2013,8.300000191
-27.935,26.126667,31/01/2013,0.699999988
-28.1175,26.719444,31/01/2013,0.699999988
-27.902778,24.615556,31/01/2013,0.200000003
-30.160091,27.40124,31/01/2013,0.900000036
-33.38056,19.30167,31/01/2013,9.600000381
-32.502778,19.535833,1/02/2013,0.5
-25.99136,27.84208,4/02/2013,7
-26.73806,27.59194,4/02/2013,1.200000048
-26.45,28.085833,4/02/2013,1.399999976
-23.658056,31.05,5/02/2013,0.900000036
-23.281,30.54305556,5/02/2013,6.5
-25.14944444,31.94055556,5/02/2013,8.800000191
-27.169444,29.233889,5/02/2013,2.700000048
-26.861111,28.884722,5/02/2013,1.5
-27.398611,26.614722,5/02/2013,0.800000012
-27.671111,27.236944,5/02/2013,0.800000012
-29.160278,26.573333,5/02/2013,0.699999988
-34.031944,22.053333,5/02/2013,2.100000143
-25.45963889,28.26430556,5/02/2013,1.600000024
-27.01011111,26.69808333,6/02/2013,0.800000012
-25.81048333,27.90955222,6/02/2013,1.399999976
-22.769722,30.886944,6/02/2013,6.599999905
-29.744167,29.905833,6/02/2013,79.20000458
-27.02314,28.59389,6/02/2013,1.399999976
-26.648056,27.089444,6/02/2013,1
-26.970278,27.211111,6/02/2013,1
-27.273889,28.49,6/02/2013,4.200000286
-27.4275,28.525833,6/02/2013,11.5
-27.3,28.586944,6/02/2013,5.400000095
-26.98472222,26.63227778,6/02/2013,0.800000012
-28.69485,28.23487,6/02/2013,17.20000076
-29.615556,27.065278,6/02/2013,0.699999988
-28.883333,27.89,6/02/2013,15.40000057
-28.75,30.442778,7/02/2013,11
-29.161667,30.629722,7/02/2013,60.5
-27.00222,28.76528,7/02/2013,1.399999976
-30.679722,26.7125,7/02/2013,0.699999988
-30.160091,27.40124,7/02/2013,0.900000036
-30.336111,27.359444,7/02/2013,1
-27.935,26.126667,8/02/2013,0.699999988
-28.1175,26.719444,8/02/2013,0.699999988
-29.160278,26.573333,8/02/2013,0.699999988
-29.658056,25.973333,8/02/2013,0.600000024
-31.000833,26.353056,8/02/2013,0.5
-28.96362,19.15486,9/02/2013,0
-23.281,30.54305556,10/02/2013,6.5
-24.058889,31.237222,11/02/2013,1
-26.970278,27.211111,11/02/2013,1
-26.45,28.085833,11/02/2013,1.399999976
-31.031389,28.883333,11/02/2013,56.10000229
-30.86013889,29.07125,11/02/2013,51.70000076
-30.77586667,29.03221667,11/02/2013,48.79999924
-33.818056,19.694722,11/02/2013,6.400000095
-27.01011111,26.69808333,12/02/2013,0.800000012
-34.065833,20.404167,12/02/2013,3.400000095
-24.670833,28.560833,12/02/2013,17.30000114
-25.127778,27.628889,12/02/2013,2
-25.20639,27.558,12/02/2013,2
-24.69514,27.40906,12/02/2013,2.299999952
-28.747778,31.745833,12/02/2013,5.400000095
-29.380556,30.2775,12/02/2013,77.40000153
-26.861111,28.884722,12/02/2013,1.5
-26.648056,27.089444,12/02/2013,1
-26.880278,26.965,12/02/2013,1
-26.98472222,26.63227778,12/02/2013,0.800000012
-29.042222,24.6,12/02/2013,0.100000002
-34.075556,20.145556,12/02/2013,6.5
-28.058889,30.373611,12/02/2013,22.39999962
-29.161667,23.696389,13/02/2013,0.100000002
-24.282222,28.090278,13/02/2013,2
-24.39619444,27.08983333,13/02/2013,2.600000143
-24.925278,29.324444,13/02/2013,1.200000048
-28.747778,31.745833,13/02/2013,5.400000095
-27.937778,31.209444,13/02/2013,5.599999905
-28.404444,30.013056,13/02/2013,16
-28.768056,20.720556,13/02/2013,0
-31.396,29.2651,13/02/2013,49.60000229
-31.554722,29.245556,13/02/2013,50.5
-33.897778,20.012778,13/02/2013,5.5
-28.801278,31.955389,14/02/2013,7.099999905
-27.5275,30.858056,14/02/2013,31.20000076
-27.671111,27.236944,14/02/2013,0.800000012
-27.573056,24.746389,14/02/2013,0.300000012
-30.568333,29.422778,14/02/2013,62.60000229
-30.570833,29.150556,14/02/2013,49.90000153
-31.104278,29.399722,14/02/2013,57.20000076
-34.329722,18.990278,14/02/2013,22.10000038
-29.744167,29.905833,16/02/2013,79.20000458
-25.99136,27.84208,18/02/2013,7
-29.7775,29.470833,18/02/2013,42.90000153
-26.880278,26.965,18/02/2013,1
-27.01011111,26.69808333,19/02/2013,0.800000012
-30.733889,29.828333,19/02/2013,69.40000153
-26.648056,27.089444,19/02/2013,1
-26.970278,27.211111,19/02/2013,1
-26.98472222,26.63227778,19/02/2013,0.800000012
-25.45963889,28.26430556,19/02/2013,1.600000024
-28.068333,31.55,19/02/2013,4.700000286
-29.161667,23.696389,20/02/2013,0.100000002
-25.81048333,27.90955222,20/02/2013,1.399999976
-29.744167,29.905833,20/02/2013,79.20000458
-30.27402,30.69602,20/02/2013,80.30000305
-27.38972222,26.46388889,20/02/2013,0.800000012
-28.141944,26.417778,20/02/2013,0.699999988
-28.1175,26.719444,20/02/2013,0.699999988
-34.250556,20.9925,20/02/2013,3.299999952
-28.44555556,32.325,18/04/2013,9.600000381
-30.13573889,30.67422222,21/02/2013,80.09999847
-27.398611,26.614722,21/02/2013,0.800000012
-27.671111,27.236944,21/02/2013,0.800000012
-28.96362,19.15486,23/02/2013,0
-28.735556,29.820556,25/02/2013,26.39999962
-26.45,28.085833,25/02/2013,1.399999976
-33.501667,21.624167,25/02/2013,0.100000002
-33.38056,19.30167,25/02/2013,9.600000381
-33.31388889,19.07472222,25/02/2013,13
-27.01011111,26.69808333,26/02/2013,0.800000012
-22.935,28.004167,26/02/2013,0.200000003
-23.763056,27.908611,26/02/2013,1.800000072
-22.548889,28.898056,26/02/2013,0.100000002
-22.91028,29.61111,26/02/2013,1.899999976
-25.127778,27.628889,26/02/2013,2
-25.20639,27.558,26/02/2013,2
-24.39619444,27.08983333,26/02/2013,2.600000143
-24.69514,27.40906,26/02/2013,2.299999952
-25.73411,27.21422,26/02/2013,12.30000019
-27.363611,31.783333,26/02/2013,7.800000191
-26.861111,28.884722,26/02/2013,1.5
-26.648056,27.089444,26/02/2013,1
-26.970278,27.211111,26/02/2013,1
-26.880278,26.965,26/02/2013,1
-26.98472222,26.63227778,26/02/2013,0.800000012
-33.7075,18.97444444,26/02/2013,14.30000019
-29.161667,23.696389,27/02/2013,0.100000002
-29.641944,30.6875,27/02/2013,80.20000458
-24.282222,28.090278,27/02/2013,2
-24.670833,28.560833,27/02/2013,17.30000114
-27.602222,29.942778,27/02/2013,15.80000019
-27.00222,28.76528,27/02/2013,1.399999976
-32.595833,19.009444,27/02/2013,7
