Latitude,Longitude,Sample Date,tmin
-27.671111,27.236944,15-02-2011,15.049999
-29.160278,26.573333,15-02-2011,13.07
-30.568333,29.422778,15-02-2011,12.12
-30.570833,29.150556,15-02-2011,11.94
-33.38056,19.30167,15-02-2011,11.87
-33.31388889,19.07472222,15-02-2011,14.309999
-27.495556,26.074722,15-02-2011,14.9
-25.436111,31.982222,16-02-2011,18.58
-24.39619444,27.08983333,16-02-2011,18.75
-25.67386,31.57527,16-02-2011,19.39
-30.733889,29.828333,16-02-2011,15.65
-30.398056,30.601944,16-02-2011,19.43
-27.273889,28.49,16-02-2011,14.009999
-27.3,28.586944,16-02-2011,13.929999
-27.044444,27.005,16-02-2011,15.57
-30.86013889,29.07125,16-02-2011,14.799999
-30.77586667,29.03221667,16-02-2011,14.53
-33.13083,18.86278,16-02-2011,14.95
-24.925278,29.324444,17-02-2011,17.51
-27.00222,28.76528,17-02-2011,14.11
-27.02314,28.59389,17-02-2011,14.2
-22.43772222,31.07805556,18-02-2011,20.96
-29.803611,30.516111,18-02-2011,16.369999
-25.99136,27.84208,21-02-2011,15.62
-26.861111,28.884722,21-02-2011,14.009999
-26.73806,27.59194,21-02-2011,15.17
-26.45,28.085833,21-02-2011,14.849999
-27.01011111,26.69808333,22-02-2011,15.61
-27.169444,29.233889,22-02-2011,13.59
-26.98472222,26.63227778,22-02-2011,15.679999
-27.398611,26.614722,22-02-2011,15.61
-29.160278,26.573333,22-02-2011,13.07
-33.818056,19.694722,22-02-2011,14.099999
-25.81048333,27.90955222,23-02-2011,16.56
-29.641944,30.6875,23-02-2011,18.08
-34.065833,20.404167,23-02-2011,15.91
-33.980556,21.653333,23-02-2011,14.37
-22.769722,30.886944,23-02-2011,19.9
-27.00222,28.76528,23-02-2011,14.11
-27.02314,28.59389,23-02-2011,14.2
-27.38972222,26.46388889,23-02-2011,15.54
-27.398611,26.614722,23-02-2011,15.61
-27.671111,27.236944,23-02-2011,15.049999
-27.356667,27.286389,23-02-2011,15.32
-33.897778,20.012778,23-02-2011,14.559999
-23.763056,27.908611,24-02-2011,17.46
-23.23572222,27.717,24-02-2011,18.71
-28.44555556,32.325,24-02-2011,19.92
-30.679722,26.7125,24-02-2011,12.28
-30.160091,27.40124,24-02-2011,12.719999
-30.336111,27.359444,24-02-2011,12.259999
-28.460833,21.248889,24-02-2011,16.89
-22.91028,29.61111,25-02-2011,18.59
-28.760833,17.730278,27-02-2011,19.64
-24.183889,30.823889,01-03-2011,19.23
-27.398611,26.614722,01-03-2011,15.61
-27.671111,27.236944,01-03-2011,15.049999
-29.160278,26.573333,01-03-2011,13.07
-27.495556,26.074722,01-03-2011,14.9
-23.658056,31.05,02-03-2011,20.039999
-26.648056,27.089444,02-03-2011,15.219999
-27.802778,28.768333,02-03-2011,13.11
-24.679167,30.8025,03-03-2011,15.07
-27.273889,28.49,03-03-2011,14.009999
-27.3,28.586944,03-03-2011,13.929999
-30.679722,26.7125,03-03-2011,12.28
-27.02314,28.59389,04-03-2011,14.2
-25.99136,27.84208,07-03-2011,15.62
-31.554722,29.245556,07-03-2011,16.57
-27.01011111,26.69808333,08-03-2011,15.61
-27.802778,28.768333,08-03-2011,13.11
-26.98472222,26.63227778,08-03-2011,15.679999
-27.398611,26.614722,08-03-2011,15.61
-27.671111,27.236944,08-03-2011,15.049999
-29.160278,26.573333,08-03-2011,13.07
-31.396,29.2651,08-03-2011,17.63
-25.45963889,28.26430556,08-03-2011,16.63
-25.81048333,27.90955222,09-03-2011,16.56
-22.225556,29.990556,09-03-2011,21.289999
-26.03611,30.99778,09-03-2011,17.32
-28.404444,30.013056,09-03-2011,15.54
-29.380556,30.2775,09-03-2011,13.86
-26.648056,27.089444,09-03-2011,15.219999
-26.970278,27.211111,09-03-2011,15.42
-27.273889,28.49,09-03-2011,14.009999
-27.3,28.586944,09-03-2011,13.929999
-27.044444,27.005,09-03-2011,15.57
-28.69485,28.23487,09-03-2011,12.639999
-28.883333,27.89,09-03-2011,12.929999
-30.568333,29.422778,09-03-2011,12.12
-30.570833,29.150556,09-03-2011,11.94
-34.329722,18.990278,09-03-2011,13.58
-30.830556,26.921389,10-03-2011,11.849999
-25.49037,30.6986,10-03-2011,15.66
-29.380556,30.2775,10-03-2011,13.86
-30.86013889,29.07125,10-03-2011,14.799999
-30.77586667,29.03221667,10-03-2011,14.53
-29.658056,25.973333,11-03-2011,12.61
-30.534167,24.961944,11-03-2011,13.13
-31.031389,28.883333,11-03-2011,14.299999
-34.039722,22.133333,11-03-2011,15.12
-28.760833,17.730278,13-03-2011,19.64
-29.7775,29.470833,14-03-2011,11.82
-29.987778,29.851667,14-03-2011,13.759999
-29.744167,29.905833,14-03-2011,14.46
-26.861111,28.884722,14-03-2011,14.009999
-26.73806,27.59194,14-03-2011,15.17
-26.45,28.085833,14-03-2011,14.849999
-25.127778,27.628889,15-03-2011,17.97
-25.20639,27.558,15-03-2011,17.91
-24.69514,27.40906,15-03-2011,18.789999
-25.73411,27.21422,15-03-2011,15.25
-26.006389,29.253889,15-03-2011,14.0199995
-28.747778,31.745833,15-03-2011,19.8
-30.733889,29.828333,15-03-2011,15.65
-27.398611,26.614722,15-03-2011,15.61
-27.495556,26.074722,15-03-2011,14.9
-24.282222,28.090278,16-03-2011,16.48
-30.398056,30.601944,16-03-2011,19.43
-30.27402,30.69602,16-03-2011,19.369999
-26.880278,26.965,16-03-2011,15.61
-27.273889,28.49,16-03-2011,14.009999
-34.031944,22.053333,16-03-2011,14.79
-23.763056,27.908611,17-03-2011,17.46
-27.00222,28.76528,17-03-2011,14.11
-27.02314,28.59389,17-03-2011,14.2
-24.925278,29.324444,18-03-2011,17.51
-29.803611,30.516111,18-03-2011,16.369999
-26.970278,27.211111,21-03-2011,15.42
-27.01011111,26.69808333,22-03-2011,15.61
-25.99136,27.84208,22-03-2011,15.62
-26.861111,28.884722,22-03-2011,14.009999
-26.45,28.085833,22-03-2011,14.849999
-27.398611,26.614722,22-03-2011,15.61
-33.501667,21.624167,22-03-2011,11.98
-33.31388889,19.07472222,22-03-2011,14.309999
-28.338333,31.373611,22-03-2011,17.35
-29.641944,30.6875,23-03-2011,18.08
-28.735556,29.820556,23-03-2011,15.839999
-26.648056,27.089444,23-03-2011,15.219999
-27.044444,27.005,23-03-2011,15.57
-29.160278,26.573333,23-03-2011,13.07
-33.13083,18.86278,23-03-2011,14.95
-25.45963889,28.26430556,23-03-2011,16.63
-25.81048333,27.90955222,24-03-2011,16.56
-27.602222,29.942778,24-03-2011,15.29
-27.3,28.586944,24-03-2011,13.929999
-33.38056,19.30167,24-03-2011,11.87
-27.00222,28.76528,25-03-2011,14.11
-27.02314,28.59389,25-03-2011,14.2
-30.160091,27.40124,25-03-2011,12.719999
-30.336111,27.359444,25-03-2011,12.259999
-28.760833,17.730278,27-03-2011,19.64
-22.43772222,31.07805556,28-03-2011,20.96
-26.73806,27.59194,28-03-2011,15.17
-25.127778,27.628889,29-03-2011,17.97
-25.20639,27.558,29-03-2011,17.91
-24.69514,27.40906,29-03-2011,18.789999
-27.169444,29.233889,29-03-2011,13.59
-26.98472222,26.63227778,29-03-2011,15.679999
-28.141944,26.417778,29-03-2011,14.54
-28.116667,26.725278,29-03-2011,15.009999
-27.398611,26.614722,29-03-2011,15.61
-29.160278,26.573333,29-03-2011,13.07
-27.495556,26.074722,29-03-2011,14.9
-34.065833,20.404167,30-03-2011,15.91
-27.363611,31.783333,30-03-2011,18.93
-26.905,32.324722,30-03-2011,19.46
-28.75,30.442778,30-03-2011,17.529999
-29.161667,30.629722,30-03-2011,14.74
-26.880278,26.965,30-03-2011,15.61
-27.398611,26.614722,30-03-2011,15.61
-28.69485,28.23487,30-03-2011,12.639999
-28.883333,27.89,30-03-2011,12.929999
-33.818056,19.694722,30-03-2011,14.099999
-34.075556,20.145556,30-03-2011,14.969999
-27.00222,28.76528,31-03-2011,14.11
-27.02314,28.59389,31-03-2011,14.2
-30.679722,26.7125,31-03-2011,12.28
-30.534167,24.961944,31-03-2011,13.13
-33.897778,20.012778,31-03-2011,14.559999
-22.769722,30.886944,01-04-2011,19.9
-27.802778,28.768333,01-04-2011,13.11
-27.5275,30.858056,02-04-2011,15.63
-25.99136,27.84208,04-04-2011,15.62
-25.513889,31.224444,04-04-2011,17.51
-25.398889,31.610556,04-04-2011,18.67
-24.183889,30.823889,05-04-2011,19.23
-23.281,30.54305556,05-04-2011,19.76
-25.362222,31.956667,05-04-2011,18.279999
-29.380556,30.2775,05-04-2011,13.86
-27.398611,26.614722,05-04-2011,15.61
-25.45963889,28.26430556,05-04-2011,16.63
-25.81048333,27.90955222,06-04-2011,16.56
-23.658056,31.05,06-04-2011,20.039999
-24.058889,31.237222,06-04-2011,19.869999
-24.034167,31.123611,06-04-2011,19.42
-24.99328,30.81444,06-04-2011,13.13
-25.14944444,31.94055556,06-04-2011,18.49
-27.937778,31.209444,06-04-2011,17.25
-28.404444,30.013056,06-04-2011,15.54
-26.880278,26.965,06-04-2011,15.61
-31.000833,26.353056,06-04-2011,11.16
-24.679167,30.8025,07-04-2011,15.07
-24.99328,30.81444,07-04-2011,13.13
-27.02314,28.59389,07-04-2011,14.2
-28.760833,17.730278,10-04-2011,19.64
-26.73806,27.59194,10-04-2011,15.17
-25.49037,30.6986,11-04-2011,15.66
-29.987778,29.851667,11-04-2011,13.759999
-29.744167,29.905833,11-04-2011,14.46
-26.861111,28.884722,11-04-2011,14.009999
-26.970278,27.211111,11-04-2011,15.42
-26.45,28.085833,11-04-2011,14.849999
-31.396,29.2651,11-04-2011,17.63
-31.554722,29.245556,11-04-2011,16.57
-27.356667,27.286389,11-04-2011,15.32
-25.447222,30.711667,11-04-2011,16.32
-27.01011111,26.69808333,12-04-2011,15.61
-25.127778,27.628889,12-04-2011,17.97
-25.20639,27.558,12-04-2011,17.91
-24.69514,27.40906,12-04-2011,18.789999
-25.73411,27.21422,12-04-2011,15.25
-26.006389,29.253889,12-04-2011,14.0199995
-26.03611,30.99778,12-04-2011,17.32
-28.801278,31.955389,12-04-2011,19.64
-30.733889,29.828333,12-04-2011,15.65
-27.169444,29.233889,12-04-2011,13.59
-27.802778,28.768333,12-04-2011,13.11
-26.98472222,26.63227778,12-04-2011,15.679999
-27.398611,26.614722,12-04-2011,15.61
-29.160278,26.573333,12-04-2011,13.07
-30.568333,29.422778,12-04-2011,12.12
-30.570833,29.150556,12-04-2011,11.94
-33.501667,21.624167,12-04-2011,11.98
-27.495556,26.074722,12-04-2011,14.9
-25.57877778,29.12747222,12-04-2011,15.799999
-28.801278,31.955389,13-04-2011,19.64
-30.398056,30.601944,13-04-2011,19.43
-30.27402,30.69602,13-04-2011,19.369999
-26.648056,27.089444,13-04-2011,15.219999
-27.044444,27.005,13-04-2011,15.57
-31.031389,28.883333,13-04-2011,14.299999
-30.86013889,29.07125,13-04-2011,14.799999
-24.925278,29.324444,14-04-2011,17.51
-27.00222,28.76528,14-04-2011,14.11
-27.02314,28.59389,14-04-2011,14.2
-30.160091,27.40124,14-04-2011,12.719999
-30.336111,27.359444,14-04-2011,12.259999
-30.830556,26.921389,15-04-2011,11.849999
-27.902778,24.615556,15-04-2011,15.94
-34.031944,22.053333,15-04-2011,14.79
-29.803611,30.516111,15-04-2011,16.369999
-22.43772222,31.07805556,16-04-2011,20.96
-25.99136,27.84208,18-04-2011,15.62
-34.039722,22.133333,18-04-2011,15.12
-28.735556,29.820556,19-04-2011,15.839999
-27.802778,28.768333,19-04-2011,13.11
-33.38056,19.30167,19-04-2011,11.87
-33.31388889,19.07472222,19-04-2011,14.309999
-27.356667,27.286389,19-04-2011,15.32
-28.068333,31.55,19-04-2011,19.76
-27.398611,26.614722,20-04-2011,15.61
-29.160278,26.573333,20-04-2011,13.07
-30.830556,26.921389,21-04-2011,11.849999
-27.363611,31.783333,21-04-2011,18.93
-27.044444,27.005,21-04-2011,15.57
-27.902778,24.615556,21-04-2011,15.94
-28.760833,17.730278,25-04-2011,19.64
-26.861111,28.884722,25-04-2011,14.009999
-26.970278,27.211111,25-04-2011,15.42
-26.45,28.085833,25-04-2011,14.849999
-27.01011111,26.69808333,26-04-2011,15.61
-25.127778,27.628889,26-04-2011,17.97
-25.20639,27.558,26-04-2011,17.91
-24.69514,27.40906,26-04-2011,18.789999
-27.169444,29.233889,26-04-2011,13.59
-26.98472222,26.63227778,26-04-2011,15.679999
-27.398611,26.614722,26-04-2011,15.61
-27.495556,26.074722,26-04-2011,14.9
-34.065833,20.404167,27-04-2011,15.91
-28.75,30.442778,27-04-2011,17.529999
-29.161667,30.629722,27-04-2011,14.74
-26.880278,26.965,27-04-2011,15.61
-33.897778,20.012778,28-04-2011,14.559999
-25.99136,27.84208,02-05-2011,15.62
-29.380556,30.2775,03-05-2011,13.86
-26.45,28.085833,03-05-2011,14.849999
-27.902778,24.615556,03-05-2011,15.94
-25.45963889,28.26430556,03-05-2011,16.63
-25.57877778,29.12747222,03-05-2011,15.799999
-25.81048333,27.90955222,04-05-2011,16.56
-26.006389,29.253889,04-05-2011,14.0199995
-28.404444,30.013056,04-05-2011,15.54
-27.802778,28.768333,04-05-2011,13.11
-27.356667,27.286389,04-05-2011,15.32
-27.937778,31.209444,05-05-2011,17.25
-27.5275,30.858056,05-05-2011,15.63
-27.3,28.586944,05-05-2011,13.929999
-27.398611,26.614722,05-05-2011,15.61
-27.00222,28.76528,06-05-2011,14.11
-27.02314,28.59389,06-05-2011,14.2
-26.648056,27.089444,06-05-2011,15.219999
-26.970278,27.211111,06-05-2011,15.42
-28.760833,17.730278,08-05-2011,19.64
-29.7775,29.470833,09-05-2011,11.82
-29.744167,29.905833,09-05-2011,14.46
-26.861111,28.884722,09-05-2011,14.009999
-26.970278,27.211111,09-05-2011,15.42
-31.104278,29.399722,09-05-2011,16.289999
-25.127778,27.628889,10-05-2011,17.97
-25.20639,27.558,10-05-2011,17.91
-24.69514,27.40906,10-05-2011,18.789999
-24.058889,31.237222,10-05-2011,19.869999
-24.034167,31.123611,10-05-2011,19.42
-28.747778,31.745833,10-05-2011,19.8
-30.733889,29.828333,10-05-2011,15.65
-26.98472222,26.63227778,10-05-2011,15.679999
-27.398611,26.614722,10-05-2011,15.61
-29.160278,26.573333,10-05-2011,13.07
-31.396,29.2651,10-05-2011,17.63
-33.501667,21.624167,10-05-2011,11.98
-32.502778,19.535833,10-05-2011,13.57
-31.5653,18.3306,10-05-2011,13.7
-27.495556,26.074722,10-05-2011,14.9
-24.183889,30.823889,11-05-2011,19.23
-28.801278,31.955389,11-05-2011,19.64
-30.398056,30.601944,11-05-2011,19.43
-30.27402,30.69602,11-05-2011,19.369999
-27.00222,28.76528,11-05-2011,14.11
-27.02314,28.59389,11-05-2011,14.2
-27.273889,28.49,11-05-2011,14.009999
-27.4275,28.525833,11-05-2011,13.75
-27.044444,27.005,11-05-2011,15.57
-22.225556,29.990556,24-11-2014,22.15
-30.568333,29.422778,11-05-2011,12.12
-30.570833,29.150556,11-05-2011,11.94
-32.595833,19.009444,11-05-2011,13.759999
-29.140556,31.391944,12-05-2011,19.279999
-29.641944,30.6875,12-05-2011,18.08
-24.679167,30.8025,12-05-2011,15.07
-30.830556,26.921389,12-05-2011,11.849999
-30.13573889,30.67422222,12-05-2011,19.369999
-26.73806,27.59194,12-05-2011,15.17
-31.000833,26.353056,12-05-2011,11.16
-22.225556,29.990556,30-07-2015,22.09
-22.225556,29.990556,03-08-2015,22.09
-30.679722,26.7125,12-05-2011,12.28
-31.031389,28.883333,12-05-2011,14.299999
-30.86013889,29.07125,12-05-2011,14.799999
-30.77586667,29.03221667,12-05-2011,14.53
-24.925278,29.324444,13-05-2011,17.51
-29.658056,25.973333,13-05-2011,12.61
-30.534167,24.961944,13-05-2011,13.13
-29.803611,30.516111,13-05-2011,16.369999
-25.447222,30.711667,13-05-2011,16.32
-25.99136,27.84208,16-05-2011,15.62
-25.513889,31.224444,16-05-2011,17.51
-26.861111,28.884722,16-05-2011,14.009999
-26.970278,27.211111,16-05-2011,15.42
-34.031944,22.053333,16-05-2011,14.79
-34.039722,22.133333,16-05-2011,15.12
-33.38056,19.30167,16-05-2011,11.87
-33.31388889,19.07472222,16-05-2011,14.309999
-27.01011111,26.69808333,17-05-2011,15.61
-25.436111,31.982222,17-05-2011,18.58
-25.681111,31.783333,17-05-2011,18.289999
-25.67386,31.57527,17-05-2011,19.39
-26.98472222,26.63227778,17-05-2011,15.679999
-27.398611,26.614722,17-05-2011,15.61
-25.45963889,28.26430556,17-05-2011,16.63
-28.338333,31.373611,17-05-2011,17.35
-28.068333,31.55,17-05-2011,19.76
-25.81048333,27.90955222,18-05-2011,16.56
-24.768889,31.39,18-05-2011,18.859999
-26.880278,26.965,18-05-2011,15.61
-28.801278,31.955389,19-05-2011,19.64
-27.169444,29.233889,19-05-2011,13.59
-25.447222,30.711667,19-05-2011,16.32
-22.548889,28.898056,20-05-2011,18.859999
-22.43772222,31.07805556,20-05-2011,20.96
-27.902778,24.615556,20-05-2011,15.94
-28.760833,17.730278,22-05-2011,19.64
-25.49037,30.6986,23-05-2011,15.66
-28.75,30.442778,23-05-2011,17.529999
-26.73806,27.59194,23-05-2011,15.17
-26.45,28.085833,23-05-2011,14.849999
-27.356667,27.286389,23-05-2011,15.32
-22.935,28.004167,24-05-2011,19.21
-33.980556,21.653333,24-05-2011,14.37
-25.127778,27.628889,24-05-2011,17.97
-25.20639,27.558,24-05-2011,17.91
-24.69514,27.40906,24-05-2011,18.789999
-27.363611,31.783333,24-05-2011,18.93
-27.169444,29.233889,24-05-2011,13.59
-27.802778,28.768333,24-05-2011,13.11
-28.141944,26.417778,24-05-2011,14.54
-28.116667,26.725278,24-05-2011,15.009999
-27.398611,26.614722,24-05-2011,15.61
-27.671111,27.236944,24-05-2011,15.049999
-28.69485,28.23487,24-05-2011,12.639999
-34.092222,21.295278,24-05-2011,14.95
-27.495556,26.074722,24-05-2011,14.9
-34.065833,20.404167,25-05-2011,15.91
-23.23572222,27.717,25-05-2011,18.71
-28.75,30.442778,25-05-2011,17.529999
-29.161667,30.629722,25-05-2011,14.74
-26.648056,27.089444,25-05-2011,15.219999
-27.273889,28.49,25-05-2011,14.009999
-27.4275,28.525833,25-05-2011,13.75
-27.3,28.586944,25-05-2011,13.929999
-27.398611,26.614722,25-05-2011,15.61
-27.044444,27.005,25-05-2011,15.57
-30.679722,26.7125,25-05-2011,12.28
-34.250556,20.9925,25-05-2011,15.65
-33.818056,19.694722,25-05-2011,14.099999
-34.075556,20.145556,25-05-2011,14.969999
-30.398056,30.601944,26-05-2011,19.43
-30.27402,30.69602,26-05-2011,19.369999
-27.00222,28.76528,26-05-2011,14.11
-27.02314,28.59389,26-05-2011,14.2
-27.671111,27.236944,26-05-2011,15.049999
-27.356667,27.286389,26-05-2011,15.32
-33.897778,20.012778,26-05-2011,14.559999
-27.902778,24.615556,27-05-2011,15.94
-22.91028,29.61111,28-05-2011,18.59
-25.99136,27.84208,30-05-2011,15.62
-26.861111,28.884722,30-05-2011,14.009999
-26.970278,27.211111,30-05-2011,15.42
-26.45,28.085833,30-05-2011,14.849999
-27.01011111,26.69808333,31-05-2011,15.61
-29.380556,30.2775,31-05-2011,13.86
-27.802778,28.768333,31-05-2011,13.11
-26.98472222,26.63227778,31-05-2011,15.679999
-27.398611,26.614722,31-05-2011,15.61
-29.160278,26.573333,31-05-2011,13.07
-25.45963889,28.26430556,31-05-2011,16.63
-25.81048333,27.90955222,01-06-2011,16.56
-28.404444,30.013056,01-06-2011,15.54
-27.00222,28.76528,01-06-2011,14.11
-27.02314,28.59389,01-06-2011,14.2
-26.648056,27.089444,01-06-2011,15.219999
-27.3,28.586944,01-06-2011,13.929999
-27.044444,27.005,01-06-2011,15.57
-28.058889,30.373611,01-06-2011,14.679999
-27.937778,31.209444,02-06-2011,17.25
-27.5275,30.858056,02-06-2011,15.63
-30.568333,29.422778,04-06-2011,12.12
-28.760833,17.730278,05-06-2011,19.64
-29.7775,29.470833,06-06-2011,11.82
-29.987778,29.851667,06-06-2011,13.759999
-29.744167,29.905833,06-06-2011,14.46
-26.73806,27.59194,06-06-2011,15.17
-31.104278,29.399722,06-06-2011,16.289999
-31.396,29.2651,06-06-2011,17.63
-31.554722,29.245556,06-06-2011,16.57
-25.57877778,29.12747222,06-06-2011,15.799999
-25.127778,27.628889,07-06-2011,17.97
-25.20639,27.558,07-06-2011,17.91
-24.69514,27.40906,07-06-2011,18.789999
