Latitude,Longitude,Sample Date,soil_roll3,soil_roll6,soil_roll12
-27.02314,28.59389,27-01-2011,16.299992,41.899998,164.2
-26.73806,27.59194,27-01-2011,14.000002,37.000008,142.7
-28.760833,17.730278,30-01-2011,0.0,0.0,0.0
-26.861111,28.884722,31-01-2011,17.699995,45.90001,180.79999
-26.73806,27.59194,31-01-2011,14.000002,37.000008,142.7
-25.127778,27.628889,01-02-2011,20.199999,49.100002,106.9
-24.69514,27.40906,01-02-2011,23.0,55.4,115.5
-27.363611,31.783333,01-02-2011,35.3,86.49999,199.90001
-27.802778,28.768333,01-02-2011,11.4000025,30.7,139.19998
-29.160278,26.573333,01-02-2011,8.300003,22.29999,92.19999
-34.329722,18.990278,01-02-2011,72.4,319.8,471.10007
-25.20639,27.558,02-02-2011,21.600002,53.699997,127.20002
-23.281,30.54305556,03-02-2011,20.0,46.000004,100.49999
-28.801278,31.955389,03-02-2011,41.899986,190.2,425.0
-27.00222,28.76528,03-02-2011,17.000006,44.799995,186.7
-27.02314,28.59389,03-02-2011,16.299992,41.899998,164.2
-27.3,28.586944,03-02-2011,14.500001,38.799988,178.5
-30.679722,26.7125,03-02-2011,6.999999,17.6,31.200003
-28.460833,21.248889,03-02-2011,0.0,0.0,0.0
-28.460833,21.248889,04-02-2011,0.0,0.0,0.0
-29.140556,31.391944,07-02-2011,15.599998,35.799995,105.70001
-25.99136,27.84208,07-02-2011,16.7,44.399994,165.3
-24.058889,31.237222,07-02-2011,4.200001,8.499998,17.800007
-26.73806,27.59194,07-02-2011,14.000002,37.000008,142.7
-30.86013889,29.07125,07-02-2011,25.100014,92.29998,240.80002
-27.356667,27.286389,07-02-2011,10.000002,24.999996,97.200005
-28.058889,30.373611,07-02-2011,13.800007,32.900005,147.70003
-27.01011111,26.69808333,08-02-2011,7.1,16.500002,44.8
-27.169444,29.233889,08-02-2011,13.400009,33.60001,150.50002
-26.98472222,26.63227778,08-02-2011,8.299999,20.400003,63.600002
-27.398611,26.614722,08-02-2011,8.300001,20.400002,47.7
-27.573056,24.746389,08-02-2011,1.1999999,2.4000006,5.400001
-33.501667,21.624167,08-02-2011,0.3,0.6,1.2000002
-32.502778,19.535833,08-02-2011,4.0,8.9,13.8
-25.45963889,28.26430556,08-02-2011,17.2,43.2,110.700005
-26.970278,27.211111,09-02-2011,11.800003,30.5,108.899994
-27.273889,28.49,09-02-2011,15.199999,41.099983,190.3
-28.69485,28.23487,09-02-2011,10.700002,29.6,133.59999
-28.883333,27.89,09-02-2011,11.5,31.899998,149.60002
-27.02314,28.59389,10-02-2011,16.299992,41.899998,164.2
-30.679722,26.7125,10-02-2011,6.999999,17.6,31.200003
-30.534167,24.961944,10-02-2011,0.0,0.0,0.0
-34.031944,22.053333,10-02-2011,26.100002,113.000015,163.4
-34.039722,22.133333,10-02-2011,27.300001,119.29999,176.69998
-32.595833,19.009444,10-02-2011,20.700003,54.5,85.90001
-28.801278,31.955389,11-02-2011,41.899986,190.2,425.0
-29.658056,25.973333,11-02-2011,7.4,19.599995,40.899998
-28.068333,31.55,11-02-2011,7.200001,15.400001,35.900005
-28.760833,17.730278,13-02-2011,0.0,0.0,0.0
-29.7775,29.470833,14-02-2011,22.999992,67.000015,323.09998
-29.987778,29.851667,14-02-2011,38.399994,124.400055,479.00012
-29.744167,29.905833,14-02-2011,29.800003,81.39998,377.7
-26.861111,28.884722,14-02-2011,17.699995,45.90001,180.79999
-26.45,28.085833,14-02-2011,15.1,38.000004,114.10001
-31.396,29.2651,14-02-2011,83.3,163.80002,337.10004
-25.20639,27.558,15-02-2011,21.600002,53.699997,127.20002
-24.69514,27.40906,15-02-2011,23.0,55.4,115.5
-26.006389,29.253889,15-02-2011,18.499994,47.099995,172.79999
-27.802778,28.768333,15-02-2011,11.4000025,30.7,139.19998
-27.398611,26.614722,15-02-2011,8.300001,20.400002,47.7
-27.671111,27.236944,15-02-2011,8.900002,22.499998,91.2
-29.160278,26.573333,15-02-2011,8.300003,22.29999,92.19999
-30.568333,29.422778,15-02-2011,30.599998,114.200005,318.00003
-30.570833,29.150556,15-02-2011,23.200003,77.399994,222.5
-33.38056,19.30167,15-02-2011,30.69999,119.80001,188.80002
-33.31388889,19.07472222,15-02-2011,37.79999,137.5,216.99998
-27.495556,26.074722,15-02-2011,9.700005,25.800001,55.800003
-25.436111,31.982222,16-02-2011,41.399998,102.40001,249.50002
-24.39619444,27.08983333,16-02-2011,27.900002,69.19998,161.3
-25.67386,31.57527,16-02-2011,37.9,93.39999,226.29997
-30.733889,29.828333,16-02-2011,90.90001,203.49995,453.0
-30.398056,30.601944,16-02-2011,123.000015,261.69998,608.2
-27.273889,28.49,16-02-2011,15.199999,41.099983,190.3
-27.3,28.586944,16-02-2011,14.500001,38.799988,178.5
-27.044444,27.005,16-02-2011,11.000001,28.099998,96.9
-30.86013889,29.07125,16-02-2011,25.100014,92.29998,240.80002
-30.77586667,29.03221667,16-02-2011,23.799995,88.99999,238.10002
-33.13083,18.86278,16-02-2011,26.200008,77.80001,124.4
-24.925278,29.324444,17-02-2011,13.399998,34.0,101.700005
-27.00222,28.76528,17-02-2011,17.000006,44.799995,186.7
-27.02314,28.59389,17-02-2011,16.299992,41.899998,164.2
-22.43772222,31.07805556,18-02-2011,1.5,3.0000005,6.2000003
-29.803611,30.516111,18-02-2011,40.4,144.6,556.8
-25.99136,27.84208,21-02-2011,16.7,44.399994,165.3
-26.861111,28.884722,21-02-2011,17.699995,45.90001,180.79999
-26.73806,27.59194,21-02-2011,14.000002,37.000008,142.7
-26.45,28.085833,21-02-2011,15.1,38.000004,114.10001
-27.01011111,26.69808333,22-02-2011,7.1,16.500002,44.8
-27.169444,29.233889,22-02-2011,13.400009,33.60001,150.50002
-26.98472222,26.63227778,22-02-2011,8.299999,20.400003,63.600002
-27.398611,26.614722,22-02-2011,8.300001,20.400002,47.7
-29.160278,26.573333,22-02-2011,8.300003,22.29999,92.19999
-33.818056,19.694722,22-02-2011,23.000004,96.8,152.7
-25.81048333,27.90955222,23-02-2011,17.500004,46.499996,148.90001
-29.641944,30.6875,23-02-2011,36.79999,112.900055,519.89996
-34.065833,20.404167,23-02-2011,22.400002,81.799995,122.399994
-33.980556,21.653333,23-02-2011,16.700008,71.20001,108.50001
-22.769722,30.886944,23-02-2011,17.499998,38.899998,104.9
-27.00222,28.76528,23-02-2011,17.000006,44.799995,186.7
-27.02314,28.59389,23-02-2011,16.299992,41.899998,164.2
-27.38972222,26.46388889,23-02-2011,8.8,22.300003,40.500004
-27.398611,26.614722,23-02-2011,8.300001,20.400002,47.7
-27.671111,27.236944,23-02-2011,8.900002,22.499998,91.2
-27.356667,27.286389,23-02-2011,10.000002,24.999996,97.200005
-33.897778,20.012778,23-02-2011,17.700005,64.2,98.000015
-23.763056,27.908611,24-02-2011,18.199997,44.1,94.600006
-23.23572222,27.717,24-02-2011,1.5,3.0,6.0
-28.44555556,32.325,24-02-2011,65.89998,261.3,630.60004
-30.679722,26.7125,24-02-2011,6.999999,17.6,31.200003
-30.160091,27.40124,24-02-2011,12.300003,34.499996,129.2
-30.336111,27.359444,24-02-2011,13.3,38.899994,154.50002
-28.460833,21.248889,24-02-2011,0.0,0.0,0.0
-22.91028,29.61111,25-02-2011,3.7000003,7.7,16.699999
-28.760833,17.730278,27-02-2011,0.0,0.0,0.0
-24.183889,30.823889,01-03-2011,22.900002,54.500008,114.90002
-27.398611,26.614722,01-03-2011,8.300001,20.400002,47.7
-27.671111,27.236944,01-03-2011,8.900002,22.499998,91.2
-29.160278,26.573333,01-03-2011,8.300003,22.29999,92.19999
-27.495556,26.074722,01-03-2011,9.700005,25.800001,55.800003
-23.658056,31.05,02-03-2011,3.6000004,7.399999,15.500001
-26.648056,27.089444,02-03-2011,11.499999,29.000002,76.8
-27.802778,28.768333,02-03-2011,11.4000025,30.7,139.19998
-24.679167,30.8025,03-03-2011,53.400024,151.19998,679.7
-27.273889,28.49,03-03-2011,15.199999,41.099983,190.3
-27.3,28.586944,03-03-2011,14.500001,38.799988,178.5
-30.679722,26.7125,03-03-2011,6.999999,17.6,31.200003
-27.02314,28.59389,04-03-2011,16.299992,41.899998,164.2
-25.99136,27.84208,07-03-2011,16.7,44.399994,165.3
-31.554722,29.245556,07-03-2011,96.600006,178.59999,348.0
-27.01011111,26.69808333,08-03-2011,7.1,16.500002,44.8
-27.802778,28.768333,08-03-2011,11.4000025,30.7,139.19998
-26.98472222,26.63227778,08-03-2011,8.299999,20.400003,63.600002
-27.398611,26.614722,08-03-2011,8.300001,20.400002,47.7
-27.671111,27.236944,08-03-2011,8.900002,22.499998,91.2
-29.160278,26.573333,08-03-2011,8.300003,22.29999,92.19999
-31.396,29.2651,08-03-2011,83.3,163.80002,337.10004
-25.45963889,28.26430556,08-03-2011,17.2,43.2,110.700005
-25.81048333,27.90955222,09-03-2011,17.500004,46.499996,148.90001
-22.225556,29.990556,09-03-2011,0.6,1.2,2.4000003
-26.03611,30.99778,09-03-2011,53.400013,147.49998,544.19995
-28.404444,30.013056,09-03-2011,11.099994,26.000004,124.40001
-29.380556,30.2775,09-03-2011,31.299995,89.8,436.49997
-26.648056,27.089444,09-03-2011,11.499999,29.000002,76.8
-26.970278,27.211111,09-03-2011,11.800003,30.5,108.899994
-27.273889,28.49,09-03-2011,15.199999,41.099983,190.3
-27.3,28.586944,09-03-2011,14.500001,38.799988,178.5
-27.044444,27.005,09-03-2011,11.000001,28.099998,96.9
-28.69485,28.23487,09-03-2011,10.700002,29.6,133.59999
-28.883333,27.89,09-03-2011,11.5,31.899998,149.60002
-30.568333,29.422778,09-03-2011,30.599998,114.200005,318.00003
-30.570833,29.150556,09-03-2011,23.200003,77.399994,222.5
-34.329722,18.990278,09-03-2011,72.4,319.8,471.10007
-30.830556,26.921389,10-03-2011,9.099999,23.7,43.2
-25.49037,30.6986,10-03-2011,58.20002,151.1,432.90002
-29.380556,30.2775,10-03-2011,31.299995,89.8,436.49997
-30.86013889,29.07125,10-03-2011,25.100014,92.29998,240.80002
-30.77586667,29.03221667,10-03-2011,23.799995,88.99999,238.10002
-29.658056,25.973333,11-03-2011,7.4,19.599995,40.899998
-30.534167,24.961944,11-03-2011,0.0,0.0,0.0
-31.031389,28.883333,11-03-2011,24.7,76.2,214.6
-34.039722,22.133333,11-03-2011,27.300001,119.29999,176.69998
-28.760833,17.730278,13-03-2011,0.0,0.0,0.0
-29.7775,29.470833,14-03-2011,22.999992,67.000015,323.09998
-29.987778,29.851667,14-03-2011,38.399994,124.400055,479.00012
-29.744167,29.905833,14-03-2011,29.800003,81.39998,377.7
-26.861111,28.884722,14-03-2011,17.699995,45.90001,180.79999
-26.73806,27.59194,14-03-2011,14.000002,37.000008,142.7
-26.45,28.085833,14-03-2011,15.1,38.000004,114.10001
-25.127778,27.628889,15-03-2011,20.199999,49.100002,106.9
-25.20639,27.558,15-03-2011,21.600002,53.699997,127.20002
-24.69514,27.40906,15-03-2011,23.0,55.4,115.5
-25.73411,27.21422,15-03-2011,16.800001,44.399998,141.5
-26.006389,29.253889,15-03-2011,18.499994,47.099995,172.79999
-28.747778,31.745833,15-03-2011,21.799992,56.999992,180.99998
-30.733889,29.828333,15-03-2011,90.90001,203.49995,453.0
-27.398611,26.614722,15-03-2011,8.300001,20.400002,47.7
-27.495556,26.074722,15-03-2011,9.700005,25.800001,55.800003
-24.282222,28.090278,16-03-2011,22.3,56.0,144.7
-30.398056,30.601944,16-03-2011,123.000015,261.69998,608.2
-30.27402,30.69602,16-03-2011,91.7,227.70003,586.6
-26.880278,26.965,16-03-2011,11.099998,28.0,91.5
-27.273889,28.49,16-03-2011,15.199999,41.099983,190.3
-34.031944,22.053333,16-03-2011,26.100002,113.000015,163.4
-23.763056,27.908611,17-03-2011,18.199997,44.1,94.600006
-27.00222,28.76528,17-03-2011,17.000006,44.799995,186.7
-27.02314,28.59389,17-03-2011,16.299992,41.899998,164.2
-24.925278,29.324444,18-03-2011,13.399998,34.0,101.700005
-29.803611,30.516111,18-03-2011,40.4,144.6,556.8
-26.970278,27.211111,21-03-2011,11.800003,30.5,108.899994
-27.01011111,26.69808333,22-03-2011,7.1,16.500002,44.8
-25.99136,27.84208,22-03-2011,16.7,44.399994,165.3
-26.861111,28.884722,22-03-2011,17.699995,45.90001,180.79999
-26.45,28.085833,22-03-2011,15.1,38.000004,114.10001
-27.398611,26.614722,22-03-2011,8.300001,20.400002,47.7
-33.501667,21.624167,22-03-2011,0.3,0.6,1.2000002
-33.31388889,19.07472222,22-03-2011,37.79999,137.5,216.99998
-28.338333,31.373611,22-03-2011,9.299999,20.300003,51.4
-29.641944,30.6875,23-03-2011,36.79999,112.900055,519.89996
-28.735556,29.820556,23-03-2011,10.500006,24.700005,116.799995
-26.648056,27.089444,23-03-2011,11.499999,29.000002,76.8
-27.044444,27.005,23-03-2011,11.000001,28.099998,96.9
-29.160278,26.573333,23-03-2011,8.300003,22.29999,92.19999
-33.13083,18.86278,23-03-2011,26.200008,77.80001,124.4
-25.45963889,28.26430556,23-03-2011,17.2,43.2,110.700005
-25.81048333,27.90955222,24-03-2011,17.500004,46.499996,148.90001
-27.602222,29.942778,24-03-2011,13.5000105,31.600004,150.0
-27.3,28.586944,24-03-2011,14.500001,38.799988,178.5
-33.38056,19.30167,24-03-2011,30.69999,119.80001,188.80002
-27.00222,28.76528,25-03-2011,17.000006,44.799995,186.7
-27.02314,28.59389,25-03-2011,16.299992,41.899998,164.2
-30.160091,27.40124,25-03-2011,12.300003,34.499996,129.2
-30.336111,27.359444,25-03-2011,13.3,38.899994,154.50002
-28.760833,17.730278,27-03-2011,0.0,0.0,0.0
-22.43772222,31.07805556,28-03-2011,1.5,3.0000005,6.2000003
-26.73806,27.59194,28-03-2011,14.000002,37.000008,142.7
-25.127778,27.628889,29-03-2011,20.199999,49.100002,106.9
-25.20639,27.558,29-03-2011,21.600002,53.699997,127.20002
-24.69514,27.40906,29-03-2011,23.0,55.4,115.5
-27.169444,29.233889,29-03-2011,13.400009,33.60001,150.50002
-26.98472222,26.63227778,29-03-2011,8.299999,20.400003,63.600002
-28.141944,26.417778,29-03-2011,8.700001,23.200003,91.30001
-28.116667,26.725278,29-03-2011,8.700003,23.200005,93.899994
-27.398611,26.614722,29-03-2011,8.300001,20.400002,47.7
-29.160278,26.573333,29-03-2011,8.300003,22.29999,92.19999
-27.495556,26.074722,29-03-2011,9.700005,25.800001,55.800003
-34.065833,20.404167,30-03-2011,22.400002,81.799995,122.399994
-27.363611,31.783333,30-03-2011,35.3,86.49999,199.90001
-26.905,32.324722,30-03-2011,31.0,72.8,144.1
-28.75,30.442778,30-03-2011,11.099995,26.300003,121.60001
-29.161667,30.629722,30-03-2011,28.899994,83.79998,438.6001
-26.880278,26.965,30-03-2011,11.099998,28.0,91.5
-27.398611,26.614722,30-03-2011,8.300001,20.400002,47.7
-28.69485,28.23487,30-03-2011,10.700002,29.6,133.59999
-28.883333,27.89,30-03-2011,11.5,31.899998,149.60002
-33.818056,19.694722,30-03-2011,23.000004,96.8,152.7
-34.075556,20.145556,30-03-2011,22.799995,84.59999,127.0
-27.00222,28.76528,31-03-2011,17.000006,44.799995,186.7
-27.02314,28.59389,31-03-2011,16.299992,41.899998,164.2
-30.679722,26.7125,31-03-2011,6.999999,17.6,31.200003
-30.534167,24.961944,31-03-2011,0.0,0.0,0.0
-33.897778,20.012778,31-03-2011,17.700005,64.2,98.000015
-22.769722,30.886944,01-04-2011,17.499998,38.899998,104.9
-27.802778,28.768333,01-04-2011,11.4000025,30.7,139.19998
-27.5275,30.858056,02-04-2011,24.500002,63.30002,222.70004
-25.99136,27.84208,04-04-2011,16.7,44.399994,165.3
-25.513889,31.224444,04-04-2011,44.999992,119.899994,382.7
-25.398889,31.610556,04-04-2011,37.7,92.200005,215.90001
-24.183889,30.823889,05-04-2011,22.900002,54.500008,114.90002
-23.281,30.54305556,05-04-2011,20.0,46.000004,100.49999
-25.362222,31.956667,05-04-2011,38.4,93.2,215.8
-29.380556,30.2775,05-04-2011,31.299995,89.8,436.49997
-27.398611,26.614722,05-04-2011,8.300001,20.400002,47.7
-25.45963889,28.26430556,05-04-2011,17.2,43.2,110.700005
-25.81048333,27.90955222,06-04-2011,17.500004,46.499996,148.90001
-23.658056,31.05,06-04-2011,3.6000004,7.399999,15.500001
-24.058889,31.237222,06-04-2011,4.200001,8.499998,17.800007
-24.034167,31.123611,06-04-2011,3.7000008,7.599999,15.900006
-24.99328,30.81444,06-04-2011,88.20003,260.0,948.29987
-25.14944444,31.94055556,06-04-2011,31.299997,73.399994,152.0
-27.937778,31.209444,06-04-2011,9.0,19.3,45.299995
-28.404444,30.013056,06-04-2011,11.099994,26.000004,124.40001
-26.880278,26.965,06-04-2011,11.099998,28.0,91.5
-31.000833,26.353056,06-04-2011,6.6999984,17.9,40.200005
-24.679167,30.8025,07-04-2011,53.400024,151.19998,679.7
-24.99328,30.81444,07-04-2011,88.20003,260.0,948.29987
-27.02314,28.59389,07-04-2011,16.299992,41.899998,164.2
-28.760833,17.730278,10-04-2011,0.0,0.0,0.0
-26.73806,27.59194,10-04-2011,14.000002,37.000008,142.7
-25.49037,30.6986,11-04-2011,58.20002,151.1,432.90002
-29.987778,29.851667,11-04-2011,38.399994,124.400055,479.00012
-29.744167,29.905833,11-04-2011,29.800003,81.39998,377.7
-26.861111,28.884722,11-04-2011,17.699995,45.90001,180.79999
-26.970278,27.211111,11-04-2011,11.800003,30.5,108.899994
-26.45,28.085833,11-04-2011,15.1,38.000004,114.10001
-31.396,29.2651,11-04-2011,83.3,163.80002,337.10004
-31.554722,29.245556,11-04-2011,96.600006,178.59999,348.0
-27.356667,27.286389,11-04-2011,10.000002,24.999996,97.200005
-25.447222,30.711667,11-04-2011,53.2,135.7,362.69998
-27.01011111,26.69808333,12-04-2011,7.1,16.500002,44.8
-25.127778,27.628889,12-04-2011,20.199999,49.100002,106.9
-25.20639,27.558,12-04-2011,21.600002,53.699997,127.20002
-24.69514,27.40906,12-04-2011,23.0,55.4,115.5
-25.73411,27.21422,12-04-2011,16.800001,44.399998,141.5
-26.006389,29.253889,12-04-2011,18.499994,47.099995,172.79999
-26.03611,30.99778,12-04-2011,53.400013,147.49998,544.19995
-28.801278,31.955389,12-04-2011,41.899986,190.2,425.0
-30.733889,29.828333,12-04-2011,90.90001,203.49995,453.0
-27.169444,29.233889,12-04-2011,13.400009,33.60001,150.50002
-27.802778,28.768333,12-04-2011,11.4000025,30.7,139.19998
-26.98472222,26.63227778,12-04-2011,8.299999,20.400003,63.600002
-27.398611,26.614722,12-04-2011,8.300001,20.400002,47.7
-29.160278,26.573333,12-04-2011,8.300003,22.29999,92.19999
-30.568333,29.422778,12-04-2011,30.599998,114.200005,318.00003
-30.570833,29.150556,12-04-2011,23.200003,77.399994,222.5
-33.501667,21.624167,12-04-2011,0.3,0.6,1.2000002
-27.495556,26.074722,12-04-2011,9.700005,25.800001,55.800003
-25.57877778,29.12747222,12-04-2011,16.300005,41.4,130.6
-28.801278,31.955389,13-04-2011,41.899986,190.2,425.0
-30.398056,30.601944,13-04-2011,123.000015,261.69998,608.2
-30.27402,30.69602,13-04-2011,91.7,227.70003,586.6
-26.648056,27.089444,13-04-2011,11.499999,29.000002,76.8
-27.044444,27.005,13-04-2011,11.000001,28.099998,96.9
-31.031389,28.883333,13-04-2011,24.7,76.2,214.6
-30.86013889,29.07125,13-04-2011,25.100014,92.29998,240.80002
-24.925278,29.324444,14-04-2011,13.399998,34.0,101.700005
-27.00222,28.76528,14-04-2011,17.000006,44.799995,186.7
-27.02314,28.59389,14-04-2011,16.299992,41.899998,164.2
-30.160091,27.40124,14-04-2011,12.300003,34.499996,129.2
-30.336111,27.359444,14-04-2011,13.3,38.899994,154.50002
-30.830556,26.921389,15-04-2011,9.099999,23.7,43.2
-27.902778,24.615556,15-04-2011,0.9,1.8000004,4.0000014
-34.031944,22.053333,15-04-2011,26.100002,113.000015,163.4
-29.803611,30.516111,15-04-2011,40.4,144.6,556.8
-22.43772222,31.07805556,16-04-2011,1.5,3.0000005,6.2000003
-25.99136,27.84208,18-04-2011,16.7,44.399994,165.3
-34.039722,22.133333,18-04-2011,27.300001,119.29999,176.69998
-28.735556,29.820556,19-04-2011,10.500006,24.700005,116.799995
-27.802778,28.768333,19-04-2011,11.4000025,30.7,139.19998
-33.38056,19.30167,19-04-2011,30.69999,119.80001,188.80002
-33.31388889,19.07472222,19-04-2011,37.79999,137.5,216.99998
-27.356667,27.286389,19-04-2011,10.000002,24.999996,97.200005
-28.068333,31.55,19-04-2011,7.200001,15.400001,35.900005
-27.398611,26.614722,20-04-2011,8.300001,20.400002,47.7
-29.160278,26.573333,20-04-2011,8.300003,22.29999,92.19999
-30.830556,26.921389,21-04-2011,9.099999,23.7,43.2
-27.363611,31.783333,21-04-2011,35.3,86.49999,199.90001
-27.044444,27.005,21-04-2011,11.000001,28.099998,96.9
-27.902778,24.615556,21-04-2011,0.9,1.8000004,4.0000014
-28.760833,17.730278,25-04-2011,0.0,0.0,0.0
-26.861111,28.884722,25-04-2011,17.699995,45.90001,180.79999
