Latitude,Longitude,Sample Date,tmax
-28.460833,21.248889,21-01-2011,33.62
-24.679167,30.8025,24-01-2011,25.99
-25.99136,27.84208,24-01-2011,28.039999
-25.49037,30.6986,24-01-2011,26.84
-26.970278,27.211111,24-01-2011,28.859999
-27.671111,27.236944,24-01-2011,29.48
-27.356667,27.286389,24-01-2011,29.23
-27.01011111,26.69808333,25-01-2011,29.289999
-26.98472222,26.63227778,25-01-2011,29.349998
-27.398611,26.614722,25-01-2011,29.939999
-33.818056,19.694722,25-01-2011,28.73
-25.45963889,28.26430556,25-01-2011,29.849998
-33.897778,20.012778,25-01-2011,29.26
-25.81048333,27.90955222,26-01-2011,28.97
-34.065833,20.404167,26-01-2011,29.189999
-24.058889,31.237222,26-01-2011,31.59
-26.648056,27.089444,26-01-2011,28.599998
-26.880278,26.965,26-01-2011,29.15
-27.273889,28.49,26-01-2011,27.599998
-27.044444,27.005,26-01-2011,29.25
-34.092222,21.295278,26-01-2011,27.42
-27.02314,28.59389,27-01-2011,27.8
-26.73806,27.59194,27-01-2011,28.13
-28.760833,17.730278,30-01-2011,34.98
-26.861111,28.884722,31-01-2011,27.43
-26.73806,27.59194,31-01-2011,28.13
-25.127778,27.628889,01-02-2011,31.17
-24.69514,27.40906,01-02-2011,31.609999
-27.363611,31.783333,01-02-2011,30.019999
-27.802778,28.768333,01-02-2011,26.91
-29.160278,26.573333,01-02-2011,28.949999
-34.329722,18.990278,01-02-2011,23.05
-25.20639,27.558,02-02-2011,31.109999
-23.281,30.54305556,03-02-2011,30.859999
-28.801278,31.955389,03-02-2011,28.939999
-27.00222,28.76528,03-02-2011,27.63
-27.02314,28.59389,03-02-2011,27.8
-27.3,28.586944,03-02-2011,27.63
-30.679722,26.7125,03-02-2011,28.599998
-28.460833,21.248889,03-02-2011,33.62
-28.460833,21.248889,04-02-2011,33.62
-29.140556,31.391944,07-02-2011,28.07
-25.99136,27.84208,07-02-2011,28.039999
-24.058889,31.237222,07-02-2011,31.59
-26.73806,27.59194,07-02-2011,28.13
-30.86013889,29.07125,07-02-2011,26.07
-27.356667,27.286389,07-02-2011,29.23
-28.058889,30.373611,07-02-2011,28.029999
-27.01011111,26.69808333,08-02-2011,29.289999
-27.169444,29.233889,08-02-2011,26.93
-26.98472222,26.63227778,08-02-2011,29.349998
-27.398611,26.614722,08-02-2011,29.939999
-27.573056,24.746389,08-02-2011,31.66
-33.501667,21.624167,08-02-2011,27.64
-32.502778,19.535833,08-02-2011,30.92
-25.45963889,28.26430556,08-02-2011,29.849998
-26.970278,27.211111,09-02-2011,28.859999
-27.273889,28.49,09-02-2011,27.599998
-28.69485,28.23487,09-02-2011,25.769999
-28.883333,27.89,09-02-2011,26.349998
-27.02314,28.59389,10-02-2011,27.8
-30.679722,26.7125,10-02-2011,28.599998
-30.534167,24.961944,10-02-2011,29.9
-34.031944,22.053333,10-02-2011,25.33
-34.039722,22.133333,10-02-2011,25.16
-32.595833,19.009444,10-02-2011,30.83
-28.801278,31.955389,11-02-2011,28.939999
-29.658056,25.973333,11-02-2011,28.289999
-28.068333,31.55,11-02-2011,30.42
-28.760833,17.730278,13-02-2011,34.98
-29.7775,29.470833,14-02-2011,24.17
-29.987778,29.851667,14-02-2011,25.42
-29.744167,29.905833,14-02-2011,26.31
-26.861111,28.884722,14-02-2011,27.43
-26.45,28.085833,14-02-2011,27.789999
-31.396,29.2651,14-02-2011,25.96
-25.20639,27.558,15-02-2011,31.109999
-24.69514,27.40906,15-02-2011,31.609999
-26.006389,29.253889,15-02-2011,27.09
-27.802778,28.768333,15-02-2011,26.91
-27.398611,26.614722,15-02-2011,29.939999
-27.671111,27.236944,15-02-2011,29.48
-29.160278,26.573333,15-02-2011,28.949999
-30.568333,29.422778,15-02-2011,24.699999
-30.570833,29.150556,15-02-2011,24.51
-33.38056,19.30167,15-02-2011,26.59
-33.31388889,19.07472222,15-02-2011,29.13
-27.495556,26.074722,15-02-2011,29.939999
-25.436111,31.982222,16-02-2011,30.689999
-24.39619444,27.08983333,16-02-2011,31.679998
-25.67386,31.57527,16-02-2011,30.3
-30.733889,29.828333,16-02-2011,25.43
-30.398056,30.601944,16-02-2011,26.41
-27.273889,28.49,16-02-2011,27.599998
-27.3,28.586944,16-02-2011,27.63
-27.044444,27.005,16-02-2011,29.25
-30.86013889,29.07125,16-02-2011,26.07
-30.77586667,29.03221667,16-02-2011,26.0
-33.13083,18.86278,16-02-2011,29.59
-24.925278,29.324444,17-02-2011,30.97
-27.00222,28.76528,17-02-2011,27.63
-27.02314,28.59389,17-02-2011,27.8
-22.43772222,31.07805556,18-02-2011,33.94
-29.803611,30.516111,18-02-2011,26.14
-25.99136,27.84208,21-02-2011,28.039999
-26.861111,28.884722,21-02-2011,27.43
-26.73806,27.59194,21-02-2011,28.13
-26.45,28.085833,21-02-2011,27.789999
-27.01011111,26.69808333,22-02-2011,29.289999
-27.169444,29.233889,22-02-2011,26.93
-26.98472222,26.63227778,22-02-2011,29.349998
-27.398611,26.614722,22-02-2011,29.939999
-29.160278,26.573333,22-02-2011,28.949999
-33.818056,19.694722,22-02-2011,28.73
-25.81048333,27.90955222,23-02-2011,28.97
-29.641944,30.6875,23-02-2011,27.15
-34.065833,20.404167,23-02-2011,29.189999
-33.980556,21.653333,23-02-2011,26.83
-22.769722,30.886944,23-02-2011,32.01
-27.00222,28.76528,23-02-2011,27.63
-27.02314,28.59389,23-02-2011,27.8
-27.38972222,26.46388889,23-02-2011,30.07
-27.398611,26.614722,23-02-2011,29.939999
-27.671111,27.236944,23-02-2011,29.48
-27.356667,27.286389,23-02-2011,29.23
-33.897778,20.012778,23-02-2011,29.26
-23.763056,27.908611,24-02-2011,30.519999
-23.23572222,27.717,24-02-2011,31.82
-28.44555556,32.325,24-02-2011,28.019999
-30.679722,26.7125,24-02-2011,28.599998
-30.160091,27.40124,24-02-2011,27.289999
-30.336111,27.359444,24-02-2011,27.3
-28.460833,21.248889,24-02-2011,33.62
-22.91028,29.61111,25-02-2011,30.48
-28.760833,17.730278,27-02-2011,34.98
-24.183889,30.823889,01-03-2011,30.939999
-27.398611,26.614722,01-03-2011,29.939999
-27.671111,27.236944,01-03-2011,29.48
-29.160278,26.573333,01-03-2011,28.949999
-27.495556,26.074722,01-03-2011,29.939999
-23.658056,31.05,02-03-2011,31.859999
-26.648056,27.089444,02-03-2011,28.599998
-27.802778,28.768333,02-03-2011,26.91
-24.679167,30.8025,03-03-2011,25.99
-27.273889,28.49,03-03-2011,27.599998
-27.3,28.586944,03-03-2011,27.63
-30.679722,26.7125,03-03-2011,28.599998
-27.02314,28.59389,04-03-2011,27.8
-25.99136,27.84208,07-03-2011,28.039999
-31.554722,29.245556,07-03-2011,24.68
-27.01011111,26.69808333,08-03-2011,29.289999
-27.802778,28.768333,08-03-2011,26.91
-26.98472222,26.63227778,08-03-2011,29.349998
-27.398611,26.614722,08-03-2011,29.939999
-27.671111,27.236944,08-03-2011,29.48
-29.160278,26.573333,08-03-2011,28.949999
-31.396,29.2651,08-03-2011,25.96
-25.45963889,28.26430556,08-03-2011,29.849998
-25.81048333,27.90955222,09-03-2011,28.97
-22.225556,29.990556,09-03-2011,32.969997
-26.03611,30.99778,09-03-2011,28.119999
-28.404444,30.013056,09-03-2011,29.06
-29.380556,30.2775,09-03-2011,25.3
-26.648056,27.089444,09-03-2011,28.599998
-26.970278,27.211111,09-03-2011,28.859999
-27.273889,28.49,09-03-2011,27.599998
-27.3,28.586944,09-03-2011,27.63
-27.044444,27.005,09-03-2011,29.25
-28.69485,28.23487,09-03-2011,25.769999
-28.883333,27.89,09-03-2011,26.349998
-30.568333,29.422778,09-03-2011,24.699999
-30.570833,29.150556,09-03-2011,24.51
-34.329722,18.990278,09-03-2011,23.05
-30.830556,26.921389,10-03-2011,27.859999
-25.49037,30.6986,10-03-2011,26.84
-29.380556,30.2775,10-03-2011,25.3
-30.86013889,29.07125,10-03-2011,26.07
-30.77586667,29.03221667,10-03-2011,26.0
-29.658056,25.973333,11-03-2011,28.289999
-30.534167,24.961944,11-03-2011,29.9
-31.031389,28.883333,11-03-2011,25.63
-34.039722,22.133333,11-03-2011,25.16
-28.760833,17.730278,13-03-2011,34.98
-29.7775,29.470833,14-03-2011,24.17
-29.987778,29.851667,14-03-2011,25.42
-29.744167,29.905833,14-03-2011,26.31
-26.861111,28.884722,14-03-2011,27.43
-26.73806,27.59194,14-03-2011,28.13
-26.45,28.085833,14-03-2011,27.789999
-25.127778,27.628889,15-03-2011,31.17
-25.20639,27.558,15-03-2011,31.109999
-24.69514,27.40906,15-03-2011,31.609999
-25.73411,27.21422,15-03-2011,28.75
-26.006389,29.253889,15-03-2011,27.09
-28.747778,31.745833,15-03-2011,29.599998
-30.733889,29.828333,15-03-2011,25.43
-27.398611,26.614722,15-03-2011,29.939999
-27.495556,26.074722,15-03-2011,29.939999
-24.282222,28.090278,16-03-2011,29.25
-30.398056,30.601944,16-03-2011,26.41
-30.27402,30.69602,16-03-2011,26.349998
-26.880278,26.965,16-03-2011,29.15
-27.273889,28.49,16-03-2011,27.599998
-34.031944,22.053333,16-03-2011,25.33
-23.763056,27.908611,17-03-2011,30.519999
-27.00222,28.76528,17-03-2011,27.63
-27.02314,28.59389,17-03-2011,27.8
-24.925278,29.324444,18-03-2011,30.97
-29.803611,30.516111,18-03-2011,26.14
-26.970278,27.211111,21-03-2011,28.859999
-27.01011111,26.69808333,22-03-2011,29.289999
-25.99136,27.84208,22-03-2011,28.039999
-26.861111,28.884722,22-03-2011,27.43
-26.45,28.085833,22-03-2011,27.789999
-27.398611,26.614722,22-03-2011,29.939999
-33.501667,21.624167,22-03-2011,27.64
-33.31388889,19.07472222,22-03-2011,29.13
-28.338333,31.373611,22-03-2011,28.3
-29.641944,30.6875,23-03-2011,27.15
-28.735556,29.820556,23-03-2011,29.14
-26.648056,27.089444,23-03-2011,28.599998
-27.044444,27.005,23-03-2011,29.25
-29.160278,26.573333,23-03-2011,28.949999
-33.13083,18.86278,23-03-2011,29.59
-25.45963889,28.26430556,23-03-2011,29.849998
-25.81048333,27.90955222,24-03-2011,28.97
-27.602222,29.942778,24-03-2011,29.22
-27.3,28.586944,24-03-2011,27.63
-33.38056,19.30167,24-03-2011,26.59
-27.00222,28.76528,25-03-2011,27.63
-27.02314,28.59389,25-03-2011,27.8
-30.160091,27.40124,25-03-2011,27.289999
-30.336111,27.359444,25-03-2011,27.3
-28.760833,17.730278,27-03-2011,34.98
-22.43772222,31.07805556,28-03-2011,33.94
-26.73806,27.59194,28-03-2011,28.13
-25.127778,27.628889,29-03-2011,31.17
-25.20639,27.558,29-03-2011,31.109999
-24.69514,27.40906,29-03-2011,31.609999
-27.169444,29.233889,29-03-2011,26.93
-26.98472222,26.63227778,29-03-2011,29.349998
-28.141944,26.417778,29-03-2011,29.789999
-28.116667,26.725278,29-03-2011,29.539999
-27.398611,26.614722,29-03-2011,29.939999
-29.160278,26.573333,29-03-2011,28.949999
-27.495556,26.074722,29-03-2011,29.939999
-34.065833,20.404167,30-03-2011,29.189999
-27.363611,31.783333,30-03-2011,30.019999
-26.905,32.324722,30-03-2011,31.529999
-28.75,30.442778,30-03-2011,30.07
-29.161667,30.629722,30-03-2011,25.699999
-26.880278,26.965,30-03-2011,29.15
-27.398611,26.614722,30-03-2011,29.939999
-28.69485,28.23487,30-03-2011,25.769999
-28.883333,27.89,30-03-2011,26.349998
-33.818056,19.694722,30-03-2011,28.73
-34.075556,20.145556,30-03-2011,28.57
-27.00222,28.76528,31-03-2011,27.63
-27.02314,28.59389,31-03-2011,27.8
-30.679722,26.7125,31-03-2011,28.599998
-30.534167,24.961944,31-03-2011,29.9
-33.897778,20.012778,31-03-2011,29.26
-22.769722,30.886944,01-04-2011,32.01
-27.802778,28.768333,01-04-2011,26.91
-27.5275,30.858056,02-04-2011,27.09
-25.99136,27.84208,04-04-2011,28.039999
-25.513889,31.224444,04-04-2011,28.0
-25.398889,31.610556,04-04-2011,29.41
-24.183889,30.823889,05-04-2011,30.939999
-23.281,30.54305556,05-04-2011,30.859999
-25.362222,31.956667,05-04-2011,30.09
-29.380556,30.2775,05-04-2011,25.3
-27.398611,26.614722,05-04-2011,29.939999
-25.45963889,28.26430556,05-04-2011,29.849998
-25.81048333,27.90955222,06-04-2011,28.97
-23.658056,31.05,06-04-2011,31.859999
-24.058889,31.237222,06-04-2011,31.59
-24.034167,31.123611,06-04-2011,31.039999
-24.99328,30.81444,06-04-2011,23.949999
-25.14944444,31.94055556,06-04-2011,30.01
-27.937778,31.209444,06-04-2011,28.3
-28.404444,30.013056,06-04-2011,29.06
-26.880278,26.965,06-04-2011,29.15
-31.000833,26.353056,06-04-2011,27.609999
-24.679167,30.8025,07-04-2011,25.99
-24.99328,30.81444,07-04-2011,23.949999
-27.02314,28.59389,07-04-2011,27.8
-28.760833,17.730278,10-04-2011,34.98
-26.73806,27.59194,10-04-2011,28.13
-25.49037,30.6986,11-04-2011,26.84
-29.987778,29.851667,11-04-2011,25.42
-29.744167,29.905833,11-04-2011,26.31
-26.861111,28.884722,11-04-2011,27.43
-26.970278,27.211111,11-04-2011,28.859999
-26.45,28.085833,11-04-2011,27.789999
-31.396,29.2651,11-04-2011,25.96
-31.554722,29.245556,11-04-2011,24.68
-27.356667,27.286389,11-04-2011,29.23
-25.447222,30.711667,11-04-2011,27.359999
-27.01011111,26.69808333,12-04-2011,29.289999
-25.127778,27.628889,12-04-2011,31.17
-25.20639,27.558,12-04-2011,31.109999
-24.69514,27.40906,12-04-2011,31.609999
-25.73411,27.21422,12-04-2011,28.75
-26.006389,29.253889,12-04-2011,27.09
-26.03611,30.99778,12-04-2011,28.119999
-28.801278,31.955389,12-04-2011,28.939999
-30.733889,29.828333,12-04-2011,25.43
-27.169444,29.233889,12-04-2011,26.93
-27.802778,28.768333,12-04-2011,26.91
-26.98472222,26.63227778,12-04-2011,29.349998
-27.398611,26.614722,12-04-2011,29.939999
-29.160278,26.573333,12-04-2011,28.949999
-30.568333,29.422778,12-04-2011,24.699999
-30.570833,29.150556,12-04-2011,24.51
-33.501667,21.624167,12-04-2011,27.64
-27.495556,26.074722,12-04-2011,29.939999
-25.57877778,29.12747222,12-04-2011,29.429998
-28.801278,31.955389,13-04-2011,28.939999
-30.398056,30.601944,13-04-2011,26.41
-30.27402,30.69602,13-04-2011,26.349998
-26.648056,27.089444,13-04-2011,28.599998
-27.044444,27.005,13-04-2011,29.25
-31.031389,28.883333,13-04-2011,25.63
-30.86013889,29.07125,13-04-2011,26.07
-24.925278,29.324444,14-04-2011,30.97
-27.00222,28.76528,14-04-2011,27.63
-27.02314,28.59389,14-04-2011,27.8
-30.160091,27.40124,14-04-2011,27.289999
-30.336111,27.359444,14-04-2011,27.3
-30.830556,26.921389,15-04-2011,27.859999
-27.902778,24.615556,15-04-2011,32.02
-34.031944,22.053333,15-04-2011,25.33
-29.803611,30.516111,15-04-2011,26.14
-22.43772222,31.07805556,16-04-2011,33.94
-25.99136,27.84208,18-04-2011,28.039999
-34.039722,22.133333,18-04-2011,25.16
-28.735556,29.820556,19-04-2011,29.14
-27.802778,28.768333,19-04-2011,26.91
-33.38056,19.30167,19-04-2011,26.59
-33.31388889,19.07472222,19-04-2011,29.13
-27.356667,27.286389,19-04-2011,29.23
-28.068333,31.55,19-04-2011,30.42
-27.398611,26.614722,20-04-2011,29.939999
-29.160278,26.573333,20-04-2011,28.949999
-30.830556,26.921389,21-04-2011,27.859999
-27.363611,31.783333,21-04-2011,30.019999
-27.044444,27.005,21-04-2011,29.25
-27.902778,24.615556,21-04-2011,32.02
-28.760833,17.730278,25-04-2011,34.98
-26.861111,28.884722,25-04-2011,27.43
-26.970278,27.211111,25-04-2011,28.859999
-26.45,28.085833,25-04-2011,27.789999
-27.01011111,26.69808333,26-04-2011,29.289999
-25.127778,27.628889,26-04-2011,31.17
-25.20639,27.558,26-04-2011,31.109999
-24.69514,27.40906,26-04-2011,31.609999
-27.169444,29.233889,26-04-2011,26.93
-26.98472222,26.63227778,26-04-2011,29.349998
-27.398611,26.614722,26-04-2011,29.939999
-27.495556,26.074722,26-04-2011,29.939999
-34.065833,20.404167,27-04-2011,29.189999
-28.75,30.442778,27-04-2011,30.07
-29.161667,30.629722,27-04-2011,25.699999
-26.880278,26.965,27-04-2011,29.15
-33.897778,20.012778,28-04-2011,29.26
-25.99136,27.84208,02-05-2011,28.039999
-29.380556,30.2775,03-05-2011,25.3
-26.45,28.085833,03-05-2011,27.789999
-27.902778,24.615556,03-05-2011,32.02
-25.45963889,28.26430556,03-05-2011,29.849998
-25.57877778,29.12747222,03-05-2011,29.429998
-25.81048333,27.90955222,04-05-2011,28.97
-26.006389,29.253889,04-05-2011,27.09
-28.404444,30.013056,04-05-2011,29.06
-27.802778,28.768333,04-05-2011,26.91
-27.356667,27.286389,04-05-2011,29.23
-27.937778,31.209444,05-05-2011,28.3
-27.5275,30.858056,05-05-2011,27.09
-27.3,28.586944,05-05-2011,27.63
-27.398611,26.614722,05-05-2011,29.939999
-27.00222,28.76528,06-05-2011,27.63
-27.02314,28.59389,06-05-2011,27.8
-26.648056,27.089444,06-05-2011,28.599998
-26.970278,27.211111,06-05-2011,28.859999
-28.760833,17.730278,08-05-2011,34.98
-29.7775,29.470833,09-05-2011,24.17
-29.744167,29.905833,09-05-2011,26.31
-26.861111,28.884722,09-05-2011,27.43
-26.970278,27.211111,09-05-2011,28.859999
-31.104278,29.399722,09-05-2011,25.75
-25.127778,27.628889,10-05-2011,31.17
-25.20639,27.558,10-05-2011,31.109999
-24.69514,27.40906,10-05-2011,31.609999
-24.058889,31.237222,10-05-2011,31.59
-24.034167,31.123611,10-05-2011,31.039999
-28.747778,31.745833,10-05-2011,29.599998
-30.733889,29.828333,10-05-2011,25.43
-26.98472222,26.63227778,10-05-2011,29.349998
-27.398611,26.614722,10-05-2011,29.939999
-29.160278,26.573333,10-05-2011,28.949999
-31.396,29.2651,10-05-2011,25.96
-33.501667,21.624167,10-05-2011,27.64
-32.502778,19.535833,10-05-2011,30.92
-31.5653,18.3306,10-05-2011,28.32
-27.495556,26.074722,10-05-2011,29.939999
-24.183889,30.823889,11-05-2011,30.939999
-28.801278,31.955389,11-05-2011,28.939999
-30.398056,30.601944,11-05-2011,26.41
-30.27402,30.69602,11-05-2011,26.349998
-27.00222,28.76528,11-05-2011,27.63
-27.02314,28.59389,11-05-2011,27.8
-27.273889,28.49,11-05-2011,27.599998
-27.4275,28.525833,11-05-2011,27.46
-27.044444,27.005,11-05-2011,29.25
-22.225556,29.990556,24-11-2014,34.27
-30.568333,29.422778,11-05-2011,24.699999
-30.570833,29.150556,11-05-2011,24.51
-32.595833,19.009444,11-05-2011,30.83
-29.140556,31.391944,12-05-2011,28.07
-29.641944,30.6875,12-05-2011,27.15
-24.679167,30.8025,12-05-2011,25.99
-30.830556,26.921389,12-05-2011,27.859999
-30.13573889,30.67422222,12-05-2011,26.74
-26.73806,27.59194,12-05-2011,28.13
-31.000833,26.353056,12-05-2011,27.609999
-22.225556,29.990556,30-07-2015,35.86
-22.225556,29.990556,03-08-2015,35.86
-30.679722,26.7125,12-05-2011,28.599998
-31.031389,28.883333,12-05-2011,25.63
-30.86013889,29.07125,12-05-2011,26.07
-30.77586667,29.03221667,12-05-2011,26.0
-24.925278,29.324444,13-05-2011,30.97
-29.658056,25.973333,13-05-2011,28.289999
-30.534167,24.961944,13-05-2011,29.9
-29.803611,30.516111,13-05-2011,26.14
-25.447222,30.711667,13-05-2011,27.359999
-25.99136,27.84208,16-05-2011,28.039999
-25.513889,31.224444,16-05-2011,28.0
-26.861111,28.884722,16-05-2011,27.43
-26.970278,27.211111,16-05-2011,28.859999
-34.031944,22.053333,16-05-2011,25.33
-34.039722,22.133333,16-05-2011,25.16
-33.38056,19.30167,16-05-2011,26.59
-33.31388889,19.07472222,16-05-2011,29.13
-27.01011111,26.69808333,17-05-2011,29.289999
-25.436111,31.982222,17-05-2011,30.689999
-25.681111,31.783333,17-05-2011,29.599998
-25.67386,31.57527,17-05-2011,30.3
-26.98472222,26.63227778,17-05-2011,29.349998
-27.398611,26.614722,17-05-2011,29.939999
-25.45963889,28.26430556,17-05-2011,29.849998
-28.338333,31.373611,17-05-2011,28.3
-28.068333,31.55,17-05-2011,30.42
-25.81048333,27.90955222,18-05-2011,28.97
-24.768889,31.39,18-05-2011,29.89
-26.880278,26.965,18-05-2011,29.15
-28.801278,31.955389,19-05-2011,28.939999
-27.169444,29.233889,19-05-2011,26.93
-25.447222,30.711667,19-05-2011,27.359999
-22.548889,28.898056,20-05-2011,32.23
-22.43772222,31.07805556,20-05-2011,33.94
-27.902778,24.615556,20-05-2011,32.02
-28.760833,17.730278,22-05-2011,34.98
-25.49037,30.6986,23-05-2011,26.84
-28.75,30.442778,23-05-2011,30.07
-26.73806,27.59194,23-05-2011,28.13
-26.45,28.085833,23-05-2011,27.789999
-27.356667,27.286389,23-05-2011,29.23
-22.935,28.004167,24-05-2011,32.6
-33.980556,21.653333,24-05-2011,26.83
-25.127778,27.628889,24-05-2011,31.17
-25.20639,27.558,24-05-2011,31.109999
-24.69514,27.40906,24-05-2011,31.609999
-27.363611,31.783333,24-05-2011,30.019999
-27.169444,29.233889,24-05-2011,26.93
-27.802778,28.768333,24-05-2011,26.91
-28.141944,26.417778,24-05-2011,29.789999
-28.116667,26.725278,24-05-2011,29.539999
-27.398611,26.614722,24-05-2011,29.939999
-27.671111,27.236944,24-05-2011,29.48
-28.69485,28.23487,24-05-2011,25.769999
-34.092222,21.295278,24-05-2011,27.42
-27.495556,26.074722,24-05-2011,29.939999
-34.065833,20.404167,25-05-2011,29.189999
-23.23572222,27.717,25-05-2011,31.82
-28.75,30.442778,25-05-2011,30.07
-29.161667,30.629722,25-05-2011,25.699999
-26.648056,27.089444,25-05-2011,28.599998
-27.273889,28.49,25-05-2011,27.599998
-27.4275,28.525833,25-05-2011,27.46
-27.3,28.586944,25-05-2011,27.63
-27.398611,26.614722,25-05-2011,29.939999
-27.044444,27.005,25-05-2011,29.25
-30.679722,26.7125,25-05-2011,28.599998
-34.250556,20.9925,25-05-2011,27.33
-33.818056,19.694722,25-05-2011,28.73
-34.075556,20.145556,25-05-2011,28.57
-30.398056,30.601944,26-05-2011,26.41
-30.27402,30.69602,26-05-2011,26.349998
-27.00222,28.76528,26-05-2011,27.63
-27.02314,28.59389,26-05-2011,27.8
-27.671111,27.236944,26-05-2011,29.48
-27.356667,27.286389,26-05-2011,29.23
-33.897778,20.012778,26-05-2011,29.26
-27.902778,24.615556,27-05-2011,32.02
-22.91028,29.61111,28-05-2011,30.48
-25.99136,27.84208,30-05-2011,28.039999
-26.861111,28.884722,30-05-2011,27.43
-26.970278,27.211111,30-05-2011,28.859999
-26.45,28.085833,30-05-2011,27.789999
-27.01011111,26.69808333,31-05-2011,29.289999
-29.380556,30.2775,31-05-2011,25.3
-27.802778,28.768333,31-05-2011,26.91
-26.98472222,26.63227778,31-05-2011,29.349998
-27.398611,26.614722,31-05-2011,29.939999
-29.160278,26.573333,31-05-2011,28.949999
-25.45963889,28.26430556,31-05-2011,29.849998
-25.81048333,27.90955222,01-06-2011,28.97
-28.404444,30.013056,01-06-2011,29.06
-27.00222,28.76528,01-06-2011,27.63
-27.02314,28.59389,01-06-2011,27.8
-26.648056,27.089444,01-06-2011,28.599998
-27.3,28.586944,01-06-2011,27.63
-27.044444,27.005,01-06-2011,29.25
-28.058889,30.373611,01-06-2011,28.029999
-27.937778,31.209444,02-06-2011,28.3
-27.5275,30.858056,02-06-2011,27.09
-30.568333,29.422778,04-06-2011,24.699999
-28.760833,17.730278,05-06-2011,34.98
-29.7775,29.470833,06-06-2011,24.17
-29.987778,29.851667,06-06-2011,25.42
-29.744167,29.905833,06-06-2011,26.31
-26.73806,27.59194,06-06-2011,28.13
-31.104278,29.399722,06-06-2011,25.75
-31.396,29.2651,06-06-2011,25.96
-31.554722,29.245556,06-06-2011,24.68
-25.57877778,29.12747222,06-06-2011,29.429998
