Latitude,Longitude,Sample Date,q_roll3,q_roll6,q_roll12
-25.73411,27.21422,11-01-2011,4.899999999999999,7.099999999999998,37.7
-26.98472222,26.63227778,11-01-2011,3.799999999999998,5.900000000000002,38.10000000000001
-27.398611,26.614722,11-01-2011,3.7999999999999963,6.299999999999999,38.900000000000006
-27.671111,27.236944,11-01-2011,3.3000000000000016,5.400000000000002,45.0
-29.160278,26.573333,11-01-2011,2.0999999999999996,3.9000000000000057,47.2
-34.250556,20.9925,11-01-2011,3.900000000000001,15.1,21.099999999999998
-25.45963889,28.26430556,11-01-2011,5.3000000000000025,6.900000000000001,30.800000000000008
-25.81048333,27.90955222,12-01-2011,9.999999999999995,10.500000000000009,60.19999999999999
-27.273889,28.49,12-01-2011,11.799999999999997,13.100000000000016,50.00000000000002
-27.4275,28.525833,12-01-2011,11.300000000000008,12.600000000000009,70.70000000000002
-28.883333,27.89,12-01-2011,8.300000000000008,8.999999999999979,152.8
-27.00222,28.76528,13-01-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,13-01-2011,11.1,12.299999999999997,38.0
-30.534167,24.961944,13-01-2011,3.200000000000001,3.6000000000000005,24.6
-28.460833,21.248889,13-01-2011,3.2000000000000006,3.5000000000000044,23.599999999999998
-29.658056,25.973333,14-01-2011,4.999999999999995,5.4,31.500000000000004
-28.760833,17.730278,16-01-2011,0.5999999999999999,0.999999999999999,4.800000000000001
-25.513889,31.224444,17-01-2011,13.100000000000001,14.900000000000006,38.6
-26.861111,28.884722,17-01-2011,10.4,11.600000000000007,36.1
-31.554722,29.245556,17-01-2011,39.099999999999994,99.60000000000002,211.6
-28.058889,30.373611,17-01-2011,10.899999999999993,13.200000000000022,147.7
-25.127778,27.628889,18-01-2011,10.3,11.200000000000003,31.1
-25.20639,27.558,18-01-2011,10.3,11.0,31.900000000000002
-24.69514,27.40906,18-01-2011,11.100000000000001,11.899999999999997,32.5
-25.681111,31.783333,18-01-2011,9.100000000000001,10.299999999999999,28.7
-27.802778,28.768333,18-01-2011,10.299999999999992,11.600000000000007,104.5
-27.398611,26.614722,18-01-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-31.104278,29.399722,18-01-2011,15.39999999999998,58.10000000000001,200.9
-31.396,29.2651,18-01-2011,17.899999999999995,81.1,197.29999999999998
-33.38056,19.30167,18-01-2011,3.000000000000001,8.7,18.599999999999998
-33.31388889,19.07472222,18-01-2011,2.8000000000000016,8.500000000000004,18.599999999999994
-27.495556,26.074722,18-01-2011,6.900000000000003,7.1,37.099999999999994
-24.39619444,27.08983333,19-01-2011,9.5,10.200000000000006,30.60000000000001
-26.970278,27.211111,19-01-2011,9.1,9.7,35.60000000000001
-26.880278,26.965,19-01-2011,8.799999999999997,9.3,35.699999999999996
-27.273889,28.49,19-01-2011,11.799999999999997,13.100000000000016,50.00000000000002
-27.3,28.586944,19-01-2011,11.6,12.999999999999998,53.4
-27.044444,27.005,19-01-2011,8.799999999999997,9.299999999999995,36.49999999999999
-30.568333,29.422778,19-01-2011,12.699999999999978,15.899999999999949,167.19999999999996
-30.570833,29.150556,19-01-2011,12.200000000000005,15.100000000000033,176.39999999999998
-34.031944,22.053333,19-01-2011,4.399999999999999,12.3,22.4
-33.13083,18.86278,19-01-2011,2.299999999999999,7.0,15.799999999999999
-33.7075,18.97444444,19-01-2011,3.9000000000000004,11.299999999999999,29.799999999999997
-25.57877778,29.12747222,19-01-2011,11.7,12.600000000000001,33.1
-26.006389,29.253889,20-01-2011,11.800000000000002,13.100000000000003,34.60000000000001
-27.02314,28.59389,20-01-2011,11.1,12.299999999999997,38.0
-30.679722,26.7125,20-01-2011,6.400000000000002,7.799999999999997,33.8
-28.460833,21.248889,20-01-2011,3.2000000000000006,3.5000000000000044,23.599999999999998
-30.77586667,29.03221667,20-01-2011,12.400000000000004,15.899999999999983,132.70000000000002
-24.925278,29.324444,21-01-2011,11.3,12.399999999999999,29.2
-28.460833,21.248889,21-01-2011,3.2000000000000006,3.5000000000000044,23.599999999999998
-24.679167,30.8025,24-01-2011,16.8,19.200000000000024,110.6
-25.99136,27.84208,24-01-2011,10.100000000000003,10.699999999999996,68.49999999999997
-25.49037,30.6986,24-01-2011,14.499999999999996,16.200000000000003,39.59999999999999
-26.970278,27.211111,24-01-2011,9.1,9.7,35.60000000000001
-27.671111,27.236944,24-01-2011,8.000000000000002,8.500000000000002,43.6
-27.356667,27.286389,24-01-2011,8.6,9.2,36.099999999999994
-27.01011111,26.69808333,25-01-2011,8.300000000000006,8.7,36.199999999999996
-26.98472222,26.63227778,25-01-2011,8.399999999999999,8.800000000000002,36.900000000000006
-27.398611,26.614722,25-01-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-33.818056,19.694722,25-01-2011,3.499999999999999,9.800000000000002,27.000000000000004
-25.45963889,28.26430556,25-01-2011,10.500000000000004,11.400000000000002,31.10000000000001
-33.897778,20.012778,25-01-2011,3.100000000000001,8.3,16.599999999999998
-25.81048333,27.90955222,26-01-2011,9.999999999999995,10.500000000000009,60.19999999999999
-34.065833,20.404167,26-01-2011,3.3,8.5,16.6
-24.058889,31.237222,26-01-2011,8.200000000000001,9.5,23.899999999999995
-26.648056,27.089444,26-01-2011,9.0,9.600000000000005,35.10000000000001
-26.880278,26.965,26-01-2011,8.799999999999997,9.3,35.699999999999996
-27.273889,28.49,26-01-2011,11.799999999999997,13.100000000000016,50.00000000000002
-27.044444,27.005,26-01-2011,8.799999999999997,9.299999999999995,36.49999999999999
-34.092222,21.295278,26-01-2011,4.600000000000004,23.099999999999994,45.5
-27.02314,28.59389,27-01-2011,11.1,12.299999999999997,38.0
-26.73806,27.59194,27-01-2011,9.5,10.1,35.2
-28.760833,17.730278,30-01-2011,0.5999999999999999,0.999999999999999,4.800000000000001
-26.861111,28.884722,31-01-2011,10.4,11.600000000000007,36.1
-26.73806,27.59194,31-01-2011,9.5,10.1,35.2
-25.127778,27.628889,01-02-2011,10.3,11.200000000000003,31.1
-24.69514,27.40906,01-02-2011,11.100000000000001,11.899999999999997,32.5
-27.363611,31.783333,01-02-2011,9.8,11.799999999999999,31.1
-27.802778,28.768333,01-02-2011,10.299999999999992,11.600000000000007,104.5
-29.160278,26.573333,01-02-2011,6.3,6.800000000000006,45.0
-34.329722,18.990278,01-02-2011,5.6,21.1,34.699999999999996
-25.20639,27.558,02-02-2011,10.3,11.0,31.900000000000002
-23.281,30.54305556,03-02-2011,11.700000000000001,13.899999999999993,32.599999999999994
-28.801278,31.955389,03-02-2011,12.299999999999994,33.599999999999994,92.30000000000003
-27.00222,28.76528,03-02-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,03-02-2011,11.1,12.299999999999997,38.0
-27.3,28.586944,03-02-2011,11.6,12.999999999999998,53.4
-30.679722,26.7125,03-02-2011,6.400000000000002,7.799999999999997,33.8
-28.460833,21.248889,03-02-2011,3.2000000000000006,3.5000000000000044,23.599999999999998
-28.460833,21.248889,04-02-2011,3.2000000000000006,3.5000000000000044,23.599999999999998
-29.140556,31.391944,07-02-2011,13.500000000000004,22.500000000000007,49.70000000000001
-25.99136,27.84208,07-02-2011,10.100000000000003,10.699999999999996,68.49999999999997
-24.058889,31.237222,07-02-2011,8.200000000000001,9.5,23.899999999999995
-26.73806,27.59194,07-02-2011,9.5,10.1,35.2
-30.86013889,29.07125,07-02-2011,12.800000000000011,16.400000000000002,122.40000000000005
-27.356667,27.286389,07-02-2011,8.6,9.2,36.099999999999994
-28.058889,30.373611,07-02-2011,10.899999999999993,13.200000000000022,147.7
-27.01011111,26.69808333,08-02-2011,8.300000000000006,8.7,36.199999999999996
-27.169444,29.233889,08-02-2011,10.3,11.9,45.4
-26.98472222,26.63227778,08-02-2011,8.399999999999999,8.800000000000002,36.900000000000006
-27.398611,26.614722,08-02-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-27.573056,24.746389,08-02-2011,6.100000000000003,6.200000000000001,34.99999999999999
-33.501667,21.624167,08-02-2011,3.2,6.600000000000001,13.6
-32.502778,19.535833,08-02-2011,1.0999999999999996,3.700000000000001,9.8
-25.45963889,28.26430556,08-02-2011,10.500000000000004,11.400000000000002,31.10000000000001
-26.970278,27.211111,09-02-2011,9.1,9.7,35.60000000000001
-27.273889,28.49,09-02-2011,11.799999999999997,13.100000000000016,50.00000000000002
-28.69485,28.23487,09-02-2011,8.60000000000003,9.50000000000002,186.10000000000005
-28.883333,27.89,09-02-2011,8.300000000000008,8.999999999999979,152.8
-27.02314,28.59389,10-02-2011,11.1,12.299999999999997,38.0
-30.679722,26.7125,10-02-2011,6.400000000000002,7.799999999999997,33.8
-30.534167,24.961944,10-02-2011,3.200000000000001,3.6000000000000005,24.6
-34.031944,22.053333,10-02-2011,4.399999999999999,12.3,22.4
-34.039722,22.133333,10-02-2011,4.699999999999998,16.6,29.7
-32.595833,19.009444,10-02-2011,1.6999999999999995,5.1999999999999975,12.299999999999999
-28.801278,31.955389,11-02-2011,12.299999999999994,33.599999999999994,92.30000000000003
-29.658056,25.973333,11-02-2011,4.999999999999995,5.4,31.500000000000004
-28.068333,31.55,11-02-2011,11.4,14.999999999999993,35.0
-28.760833,17.730278,13-02-2011,0.5999999999999999,0.999999999999999,4.800000000000001
-29.7775,29.470833,14-02-2011,13.900000000000016,15.600000000000005,362.6
-29.987778,29.851667,14-02-2011,13.499999999999991,15.900000000000011,221.60000000000002
-29.744167,29.905833,14-02-2011,12.500000000000018,14.399999999999984,227.80000000000004
-26.861111,28.884722,14-02-2011,10.4,11.600000000000007,36.1
-26.45,28.085833,14-02-2011,9.799999999999997,10.500000000000002,34.30000000000001
-31.396,29.2651,14-02-2011,17.899999999999995,81.1,197.29999999999998
-25.20639,27.558,15-02-2011,10.3,11.0,31.900000000000002
-24.69514,27.40906,15-02-2011,11.100000000000001,11.899999999999997,32.5
-26.006389,29.253889,15-02-2011,11.800000000000002,13.100000000000003,34.60000000000001
-27.802778,28.768333,15-02-2011,10.299999999999992,11.600000000000007,104.5
-27.398611,26.614722,15-02-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-27.671111,27.236944,15-02-2011,8.000000000000002,8.500000000000002,43.6
-29.160278,26.573333,15-02-2011,6.3,6.800000000000006,45.0
-30.568333,29.422778,15-02-2011,12.699999999999978,15.899999999999949,167.19999999999996
-30.570833,29.150556,15-02-2011,12.200000000000005,15.100000000000033,176.39999999999998
-33.38056,19.30167,15-02-2011,3.000000000000001,8.7,18.599999999999998
-33.31388889,19.07472222,15-02-2011,2.8000000000000016,8.500000000000004,18.599999999999994
-27.495556,26.074722,15-02-2011,6.900000000000003,7.1,37.099999999999994
-25.436111,31.982222,16-02-2011,8.2,9.599999999999998,29.4
-24.39619444,27.08983333,16-02-2011,9.5,10.200000000000006,30.60000000000001
-25.67386,31.57527,16-02-2011,10.499999999999998,12.099999999999998,31.9
-30.733889,29.828333,16-02-2011,15.600000000000001,28.000000000000018,184.7
-30.398056,30.601944,16-02-2011,17.000000000000014,73.00000000000006,267.1
-27.273889,28.49,16-02-2011,11.799999999999997,13.100000000000016,50.00000000000002
-27.3,28.586944,16-02-2011,11.6,12.999999999999998,53.4
-27.044444,27.005,16-02-2011,8.799999999999997,9.299999999999995,36.49999999999999
-30.86013889,29.07125,16-02-2011,12.800000000000011,16.400000000000002,122.40000000000005
-30.77586667,29.03221667,16-02-2011,12.400000000000004,15.899999999999983,132.70000000000002
-33.13083,18.86278,16-02-2011,2.299999999999999,7.0,15.799999999999999
-24.925278,29.324444,17-02-2011,11.3,12.399999999999999,29.2
-27.00222,28.76528,17-02-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,17-02-2011,11.1,12.299999999999997,38.0
-22.43772222,31.07805556,18-02-2011,9.8,10.600000000000001,22.500000000000007
-29.803611,30.516111,18-02-2011,11.399999999999991,14.49999999999995,232.90000000000003
-25.99136,27.84208,21-02-2011,10.100000000000003,10.699999999999996,68.49999999999997
-26.861111,28.884722,21-02-2011,10.4,11.600000000000007,36.1
-26.73806,27.59194,21-02-2011,9.5,10.1,35.2
-26.45,28.085833,21-02-2011,9.799999999999997,10.500000000000002,34.30000000000001
-27.01011111,26.69808333,22-02-2011,8.300000000000006,8.7,36.199999999999996
-27.169444,29.233889,22-02-2011,10.3,11.9,45.4
-26.98472222,26.63227778,22-02-2011,8.399999999999999,8.800000000000002,36.900000000000006
-27.398611,26.614722,22-02-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-29.160278,26.573333,22-02-2011,6.3,6.800000000000006,45.0
-33.818056,19.694722,22-02-2011,3.499999999999999,9.800000000000002,27.000000000000004
-25.81048333,27.90955222,23-02-2011,9.999999999999995,10.500000000000009,60.19999999999999
-29.641944,30.6875,23-02-2011,9.400000000000018,13.19999999999997,274.9
-34.065833,20.404167,23-02-2011,3.3,8.5,16.6
-33.980556,21.653333,23-02-2011,4.0,16.4,31.299999999999997
-22.769722,30.886944,23-02-2011,11.8,13.5,29.699999999999996
-27.00222,28.76528,23-02-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,23-02-2011,11.1,12.299999999999997,38.0
-27.38972222,26.46388889,23-02-2011,7.799999999999997,8.100000000000005,37.40000000000002
-27.398611,26.614722,23-02-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-27.671111,27.236944,23-02-2011,8.000000000000002,8.500000000000002,43.6
-27.356667,27.286389,23-02-2011,8.6,9.2,36.099999999999994
-33.897778,20.012778,23-02-2011,3.100000000000001,8.3,16.599999999999998
-23.763056,27.908611,24-02-2011,10.399999999999999,11.600000000000001,28.900000000000002
-23.23572222,27.717,24-02-2011,8.200000000000003,8.8,22.10000000000001
-28.44555556,32.325,24-02-2011,12.799999999999988,80.20000000000002,183.4
-30.679722,26.7125,24-02-2011,6.400000000000002,7.799999999999997,33.8
-30.160091,27.40124,24-02-2011,7.799999999999998,8.899999999999991,66.99999999999997
-30.336111,27.359444,24-02-2011,7.900000000000002,9.2,52.79999999999999
-28.460833,21.248889,24-02-2011,3.2000000000000006,3.5000000000000044,23.599999999999998
-22.91028,29.61111,25-02-2011,11.1,11.699999999999998,25.1
-28.760833,17.730278,27-02-2011,0.5999999999999999,0.999999999999999,4.800000000000001
-24.183889,30.823889,01-03-2011,10.0,11.199999999999996,27.399999999999995
-27.398611,26.614722,01-03-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-27.671111,27.236944,01-03-2011,8.000000000000002,8.500000000000002,43.6
-29.160278,26.573333,01-03-2011,6.3,6.800000000000006,45.0
-27.495556,26.074722,01-03-2011,6.900000000000003,7.1,37.099999999999994
-23.658056,31.05,02-03-2011,8.2,9.400000000000002,22.7
-26.648056,27.089444,02-03-2011,9.0,9.600000000000005,35.10000000000001
-27.802778,28.768333,02-03-2011,10.299999999999992,11.600000000000007,104.5
-24.679167,30.8025,03-03-2011,16.8,19.200000000000024,110.6
-27.273889,28.49,03-03-2011,11.799999999999997,13.100000000000016,50.00000000000002
-27.3,28.586944,03-03-2011,11.6,12.999999999999998,53.4
-30.679722,26.7125,03-03-2011,6.400000000000002,7.799999999999997,33.8
-27.02314,28.59389,04-03-2011,11.1,12.299999999999997,38.0
-25.99136,27.84208,07-03-2011,10.100000000000003,10.699999999999996,68.49999999999997
-31.554722,29.245556,07-03-2011,39.099999999999994,99.60000000000002,211.6
-27.01011111,26.69808333,08-03-2011,8.300000000000006,8.7,36.199999999999996
-27.802778,28.768333,08-03-2011,10.299999999999992,11.600000000000007,104.5
-26.98472222,26.63227778,08-03-2011,8.399999999999999,8.800000000000002,36.900000000000006
-27.398611,26.614722,08-03-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-27.671111,27.236944,08-03-2011,8.000000000000002,8.500000000000002,43.6
-29.160278,26.573333,08-03-2011,6.3,6.800000000000006,45.0
-31.396,29.2651,08-03-2011,17.899999999999995,81.1,197.29999999999998
-25.45963889,28.26430556,08-03-2011,10.500000000000004,11.400000000000002,31.10000000000001
-25.81048333,27.90955222,09-03-2011,9.999999999999995,10.500000000000009,60.19999999999999
-22.225556,29.990556,09-03-2011,8.3,8.599999999999998,18.700000000000003
-26.03611,30.99778,09-03-2011,17.099999999999998,19.60000000000001,47.900000000000006
-28.404444,30.013056,09-03-2011,9.8,11.700000000000017,186.9
-29.380556,30.2775,09-03-2011,11.400000000000023,13.200000000000056,250.60000000000002
-26.648056,27.089444,09-03-2011,9.0,9.600000000000005,35.10000000000001
-26.970278,27.211111,09-03-2011,9.1,9.7,35.60000000000001
-27.273889,28.49,09-03-2011,11.799999999999997,13.100000000000016,50.00000000000002
-27.3,28.586944,09-03-2011,11.6,12.999999999999998,53.4
-27.044444,27.005,09-03-2011,8.799999999999997,9.299999999999995,36.49999999999999
-28.69485,28.23487,09-03-2011,8.60000000000003,9.50000000000002,186.10000000000005
-28.883333,27.89,09-03-2011,8.300000000000008,8.999999999999979,152.8
-30.568333,29.422778,09-03-2011,12.699999999999978,15.899999999999949,167.19999999999996
-30.570833,29.150556,09-03-2011,12.200000000000005,15.100000000000033,176.39999999999998
-34.329722,18.990278,09-03-2011,5.6,21.1,34.699999999999996
-30.830556,26.921389,10-03-2011,6.699999999999997,8.499999999999996,34.6
-25.49037,30.6986,10-03-2011,14.499999999999996,16.200000000000003,39.59999999999999
-29.380556,30.2775,10-03-2011,11.400000000000023,13.200000000000056,250.60000000000002
-30.86013889,29.07125,10-03-2011,12.800000000000011,16.400000000000002,122.40000000000005
-30.77586667,29.03221667,10-03-2011,12.400000000000004,15.899999999999983,132.70000000000002
-29.658056,25.973333,11-03-2011,4.999999999999995,5.4,31.500000000000004
-30.534167,24.961944,11-03-2011,3.200000000000001,3.6000000000000005,24.6
-31.031389,28.883333,11-03-2011,12.999999999999998,16.800000000000004,117.20000000000003
-34.039722,22.133333,11-03-2011,4.699999999999998,16.6,29.7
-28.760833,17.730278,13-03-2011,0.5999999999999999,0.999999999999999,4.800000000000001
-29.7775,29.470833,14-03-2011,13.900000000000016,15.600000000000005,362.6
-29.987778,29.851667,14-03-2011,13.499999999999991,15.900000000000011,221.60000000000002
-29.744167,29.905833,14-03-2011,12.500000000000018,14.399999999999984,227.80000000000004
-26.861111,28.884722,14-03-2011,10.4,11.600000000000007,36.1
-26.73806,27.59194,14-03-2011,9.5,10.1,35.2
-26.45,28.085833,14-03-2011,9.799999999999997,10.500000000000002,34.30000000000001
-25.127778,27.628889,15-03-2011,10.3,11.200000000000003,31.1
-25.20639,27.558,15-03-2011,10.3,11.0,31.900000000000002
-24.69514,27.40906,15-03-2011,11.100000000000001,11.899999999999997,32.5
-25.73411,27.21422,15-03-2011,10.599999999999998,11.399999999999999,37.7
-26.006389,29.253889,15-03-2011,11.800000000000002,13.100000000000003,34.60000000000001
-28.747778,31.745833,15-03-2011,12.899999999999999,20.800000000000004,51.000000000000014
-30.733889,29.828333,15-03-2011,15.600000000000001,28.000000000000018,184.7
-27.398611,26.614722,15-03-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-27.495556,26.074722,15-03-2011,6.900000000000003,7.1,37.099999999999994
-24.282222,28.090278,16-03-2011,10.500000000000002,12.100000000000003,32.300000000000004
-30.398056,30.601944,16-03-2011,17.000000000000014,73.00000000000006,267.1
-30.27402,30.69602,16-03-2011,15.899999999999995,60.80000000000007,290.59999999999997
-26.880278,26.965,16-03-2011,8.799999999999997,9.3,35.699999999999996
-27.273889,28.49,16-03-2011,11.799999999999997,13.100000000000016,50.00000000000002
-34.031944,22.053333,16-03-2011,4.399999999999999,12.3,22.4
-23.763056,27.908611,17-03-2011,10.399999999999999,11.600000000000001,28.900000000000002
-27.00222,28.76528,17-03-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,17-03-2011,11.1,12.299999999999997,38.0
-24.925278,29.324444,18-03-2011,11.3,12.399999999999999,29.2
-29.803611,30.516111,18-03-2011,11.399999999999991,14.49999999999995,232.90000000000003
-26.970278,27.211111,21-03-2011,9.1,9.7,35.60000000000001
-27.01011111,26.69808333,22-03-2011,8.300000000000006,8.7,36.199999999999996
-25.99136,27.84208,22-03-2011,10.100000000000003,10.699999999999996,68.49999999999997
-26.861111,28.884722,22-03-2011,10.4,11.600000000000007,36.1
-26.45,28.085833,22-03-2011,9.799999999999997,10.500000000000002,34.30000000000001
-27.398611,26.614722,22-03-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-33.501667,21.624167,22-03-2011,3.2,6.600000000000001,13.6
-33.31388889,19.07472222,22-03-2011,2.8000000000000016,8.500000000000004,18.599999999999994
-28.338333,31.373611,22-03-2011,12.7,16.3,37.400000000000006
-29.641944,30.6875,23-03-2011,9.400000000000018,13.19999999999997,274.9
-28.735556,29.820556,23-03-2011,9.30000000000003,10.800000000000033,199.1
-26.648056,27.089444,23-03-2011,9.0,9.600000000000005,35.10000000000001
-27.044444,27.005,23-03-2011,8.799999999999997,9.299999999999995,36.49999999999999
-29.160278,26.573333,23-03-2011,6.3,6.800000000000006,45.0
-33.13083,18.86278,23-03-2011,2.299999999999999,7.0,15.799999999999999
-25.45963889,28.26430556,23-03-2011,10.500000000000004,11.400000000000002,31.10000000000001
-25.81048333,27.90955222,24-03-2011,9.999999999999995,10.500000000000009,60.19999999999999
-27.602222,29.942778,24-03-2011,11.199999999999992,13.400000000000006,87.29999999999998
-27.3,28.586944,24-03-2011,11.6,12.999999999999998,53.4
-33.38056,19.30167,24-03-2011,3.000000000000001,8.7,18.599999999999998
-27.00222,28.76528,25-03-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,25-03-2011,11.1,12.299999999999997,38.0
-30.160091,27.40124,25-03-2011,7.799999999999998,8.899999999999991,66.99999999999997
-30.336111,27.359444,25-03-2011,7.900000000000002,9.2,52.79999999999999
-28.760833,17.730278,27-03-2011,0.5999999999999999,0.999999999999999,4.800000000000001
-22.43772222,31.07805556,28-03-2011,9.8,10.600000000000001,22.500000000000007
-26.73806,27.59194,28-03-2011,9.5,10.1,35.2
-25.127778,27.628889,29-03-2011,10.3,11.200000000000003,31.1
-25.20639,27.558,29-03-2011,10.3,11.0,31.900000000000002
-24.69514,27.40906,29-03-2011,11.100000000000001,11.899999999999997,32.5
-27.169444,29.233889,29-03-2011,10.3,11.9,45.4
-26.98472222,26.63227778,29-03-2011,8.399999999999999,8.800000000000002,36.900000000000006
-28.141944,26.417778,29-03-2011,6.700000000000002,6.999999999999999,35.60000000000001
-28.116667,26.725278,29-03-2011,6.900000000000004,7.299999999999998,42.40000000000001
-27.398611,26.614722,29-03-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-29.160278,26.573333,29-03-2011,6.3,6.800000000000006,45.0
-27.495556,26.074722,29-03-2011,6.900000000000003,7.1,37.099999999999994
-34.065833,20.404167,30-03-2011,3.3,8.5,16.6
-27.363611,31.783333,30-03-2011,9.8,11.799999999999999,31.1
-26.905,32.324722,30-03-2011,7.500000000000001,9.2,27.700000000000006
-28.75,30.442778,30-03-2011,9.200000000000001,10.699999999999996,137.99999999999997
-29.161667,30.629722,30-03-2011,11.500000000000037,14.900000000000013,304.59999999999997
-26.880278,26.965,30-03-2011,8.799999999999997,9.3,35.699999999999996
-27.398611,26.614722,30-03-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-28.69485,28.23487,30-03-2011,8.60000000000003,9.50000000000002,186.10000000000005
-28.883333,27.89,30-03-2011,8.300000000000008,8.999999999999979,152.8
-33.818056,19.694722,30-03-2011,3.499999999999999,9.800000000000002,27.000000000000004
-34.075556,20.145556,30-03-2011,3.5000000000000004,8.9,17.3
-27.00222,28.76528,31-03-2011,10.9,12.099999999999994,37.8
-27.02314,28.59389,31-03-2011,11.1,12.299999999999997,38.0
-30.679722,26.7125,31-03-2011,6.400000000000002,7.799999999999997,33.8
-30.534167,24.961944,31-03-2011,3.200000000000001,3.6000000000000005,24.6
-33.897778,20.012778,31-03-2011,3.100000000000001,8.3,16.599999999999998
-22.769722,30.886944,01-04-2011,11.8,13.5,29.699999999999996
-27.802778,28.768333,01-04-2011,10.299999999999992,11.600000000000007,104.5
-27.5275,30.858056,02-04-2011,13.800000000000002,15.8,39.099999999999994
-25.99136,27.84208,04-04-2011,10.100000000000003,10.699999999999996,68.49999999999997
-25.513889,31.224444,04-04-2011,13.100000000000001,14.900000000000006,38.6
-25.398889,31.610556,04-04-2011,9.4,10.8,29.399999999999995
-24.183889,30.823889,05-04-2011,10.0,11.199999999999996,27.399999999999995
-23.281,30.54305556,05-04-2011,11.700000000000001,13.899999999999993,32.599999999999994
-25.362222,31.956667,05-04-2011,8.2,9.600000000000005,28.400000000000002
-29.380556,30.2775,05-04-2011,11.400000000000023,13.200000000000056,250.60000000000002
-27.398611,26.614722,05-04-2011,7.9999999999999964,8.299999999999999,37.400000000000006
-25.45963889,28.26430556,05-04-2011,10.500000000000004,11.400000000000002,31.10000000000001
-25.81048333,27.90955222,06-04-2011,9.999999999999995,10.500000000000009,60.19999999999999
-23.658056,31.05,06-04-2011,8.2,9.400000000000002,22.7
-24.058889,31.237222,06-04-2011,8.200000000000001,9.5,23.899999999999995
-24.034167,31.123611,06-04-2011,9.1,10.699999999999998,25.799999999999997
-24.99328,30.81444,06-04-2011,17.0,19.39999999999999,102.69999999999999
-25.14944444,31.94055556,06-04-2011,7.999999999999998,9.400000000000002,26.900000000000002
-27.937778,31.209444,06-04-2011,11.500000000000002,13.399999999999999,31.199999999999996
