LATITUDE,LONGITUDE,SAMPLE DATE,VPD
-26.970278,27.211111,30-10-2012,1.399999976
-26.880278,26.965,30-10-2012,1.419999957
-26.98472222,26.63227778,30-10-2012,1.569999933
-29.160278,26.573333,30-10-2012,1.860000014
-25.45963889,28.26430556,30-10-2012,1.360000014
-28.338333,31.373611,30-10-2012,1.029999971
-25.57877778,29.12747222,30-10-2012,1.25999999
-29.161667,23.696389,31-10-2012,2.690000057
-25.81048333,27.90955222,31-10-2012,1.329999924
-29.641944,30.6875,31-10-2012,0.8899999857
-22.769722,30.886944,31-10-2012,1.429999948
-28.44555556,32.325,21-02-2013,0.6999999881
-26.73806,27.59194,31-10-2012,1.289999962
-23.658056,31.05,01-11-2012,1.469999909
-29.161667,23.696389,02-11-2012,2.690000057
-28.7115,24.07288889,02-11-2012,2.609999895
-29.1825,23.575556,02-11-2012,2.700000048
-29.7775,29.470833,05-11-2012,0.8100000024
-29.987778,29.851667,05-11-2012,0.8499999642
-29.744167,29.905833,05-11-2012,0.969999969
-26.970278,27.211111,05-11-2012,1.399999976
-26.45,28.085833,05-11-2012,1.189999938
-33.818056,19.694722,05-11-2012,1.459999919
-33.897778,20.012778,05-11-2012,1.480000019
-34.065833,20.404167,06-11-2012,1.459999919
-24.670833,28.560833,06-11-2012,1.319999933
-25.127778,27.628889,06-11-2012,1.579999924
-25.20639,27.558,06-11-2012,1.539999962
-24.39619444,27.08983333,06-11-2012,1.719999909
-24.69514,27.40906,06-11-2012,1.639999986
-26.03611,30.99778,06-11-2012,1.100000024
-27.363611,31.783333,06-11-2012,1.189999938
-30.733889,29.828333,06-11-2012,0.8399999738
-27.38972222,26.46388889,06-11-2012,1.699999928
-27.398611,26.614722,06-11-2012,1.669999957
-27.671111,27.236944,06-11-2012,1.519999981
-29.160278,26.573333,06-11-2012,1.860000014
-28.69485,28.23487,06-11-2012,1.139999986
-28.883333,27.89,06-11-2012,1.289999962
-34.092222,21.295278,06-11-2012,1.139999986
-34.075556,20.145556,06-11-2012,1.399999976
-29.161667,23.696389,07-11-2012,2.690000057
-22.935,28.004167,07-11-2012,1.769999981
-26.905,32.324722,07-11-2012,1.399999976
-30.398056,30.601944,07-11-2012,0.8199999928
-30.27402,30.69602,07-11-2012,0.7999999523
-27.3,28.586944,07-11-2012,1.149999976
-29.615556,27.065278,07-11-2012,1.659999967
-34.405833,19.600556,07-11-2012,0.8299999833
-27.01011111,26.69808333,08-11-2012,1.539999962
-30.830556,26.921389,08-11-2012,1.639999986
-22.91028,29.61111,08-11-2012,1.389999986
-26.861111,28.884722,08-11-2012,1.039999962
-27.00222,28.76528,08-11-2012,1.090000033
-27.02314,28.59389,08-11-2012,1.149999976
-26.648056,27.089444,08-11-2012,1.329999924
-26.880278,26.965,08-11-2012,1.419999957
-26.98472222,26.63227778,08-11-2012,1.569999933
-29.028629,24.638389,08-11-2012,2.470000029
-30.679722,26.7125,08-11-2012,1.829999924
-30.160091,27.40124,08-11-2012,1.569999933
-30.336111,27.359444,08-11-2012,1.549999952
-34.329722,18.990278,08-11-2012,0.6999999881
-29.658056,25.973333,09-11-2012,1.939999938
-31.000833,26.353056,09-11-2012,1.639999986
-29.803611,30.516111,09-11-2012,0.8199999928
-25.99136,27.84208,12-11-2012,1.230000019
-26.861111,28.884722,12-11-2012,1.039999962
-26.45,28.085833,12-11-2012,1.189999938
-27.671111,27.236944,12-11-2012,1.519999981
-33.38056,19.30167,12-11-2012,1.419999957
-32.502778,19.535833,12-11-2012,2.159999847
-27.01011111,26.69808333,13-11-2012,1.539999962
-31.860278,18.6875,13-11-2012,1.849999905
-25.73411,27.21422,13-11-2012,1.319999933
-22.43772222,31.07805556,13-11-2012,1.75
-29.380556,30.2775,13-11-2012,0.7599999905
-27.169444,29.233889,13-11-2012,0.969999969
-27.00222,28.76528,13-11-2012,1.090000033
-26.970278,27.211111,13-11-2012,1.399999976
-26.880278,26.965,13-11-2012,1.419999957
-26.98472222,26.63227778,13-11-2012,1.569999933
-27.935,26.126667,13-11-2012,1.730000019
-32.595833,19.009444,13-11-2012,1.969999909
-25.45963889,28.26430556,13-11-2012,1.360000014
-29.161667,23.696389,14-11-2012,2.690000057
-25.81048333,27.90955222,14-11-2012,1.329999924
-27.3,28.586944,14-11-2012,1.149999976
-33.31388889,19.07472222,14-11-2012,1.639999986
-33.13083,18.86278,14-11-2012,1.730000019
-27.5275,30.858056,15-11-2012,0.8899999857
-33.7075,18.97444444,15-11-2012,1.459999919
-34.250556,20.9925,16-11-2012,1.069999933
-24.679167,30.8025,19-11-2012,0.8299999833
-26.45,28.085833,19-11-2012,1.189999938
-28.116667,26.725278,19-11-2012,1.730000019
-29.160278,26.573333,19-11-2012,1.860000014
-27.01011111,26.69808333,20-11-2012,1.539999962
-24.183889,30.823889,20-11-2012,1.439999938
-25.127778,27.628889,20-11-2012,1.579999924
-25.20639,27.558,20-11-2012,1.539999962
-26.861111,28.884722,20-11-2012,1.039999962
-27.00222,28.76528,20-11-2012,1.090000033
-26.648056,27.089444,20-11-2012,1.329999924
-26.970278,27.211111,20-11-2012,1.399999976
-26.880278,26.965,20-11-2012,1.419999957
-26.98472222,26.63227778,20-11-2012,1.569999933
-31.396,29.2651,20-11-2012,0.9099999666
-31.554722,29.245556,20-11-2012,0.7299999595
-34.031944,22.053333,20-11-2012,0.7999999523
-34.039722,22.133333,20-11-2012,0.7699999809
-29.161667,23.696389,21-11-2012,2.690000057
-28.7115,24.07288889,21-11-2012,2.609999895
-28.747778,31.745833,21-11-2012,1
-28.141944,26.417778,21-11-2012,1.75999999
-30.27402,30.69602,10-10-2012,0.7999999523
-29.160278,26.573333,21-11-2012,1.860000014
-30.570833,29.150556,21-11-2012,0.8999999762
-31.104278,29.399722,21-11-2012,0.8999999762
-34.02861,22.22222,21-11-2012,0.6999999881
-34.005833,22.351111,21-11-2012,0.6599999666
-29.140556,31.391944,22-11-2012,0.8499999642
-24.39619444,27.08983333,22-11-2012,1.719999909
-28.75,30.442778,22-11-2012,1.289999962
-27.38972222,26.46388889,22-11-2012,1.699999928
-27.671111,27.236944,22-11-2012,1.519999981
-30.568333,29.422778,22-11-2012,0.8700000048
-31.031389,28.883333,22-11-2012,0.9899999499
-30.86013889,29.07125,22-11-2012,1.029999971
-30.77586667,29.03221667,22-11-2012,1.039999962
-25.99136,27.84208,26-11-2012,1.230000019
-26.73806,27.59194,26-11-2012,1.289999962
-26.45,28.085833,26-11-2012,1.189999938
-33.818056,19.694722,26-11-2012,1.459999919
-33.897778,20.012778,26-11-2012,1.480000019
-34.065833,20.404167,27-11-2012,1.459999919
-28.404444,30.013056,27-11-2012,1.199999928
-27.169444,29.233889,27-11-2012,0.969999969
-26.861111,28.884722,27-11-2012,1.039999962
-27.3,28.586944,27-11-2012,1.149999976
-29.042222,24.6,27-11-2012,2.49000001
-29.028629,24.638389,27-11-2012,2.470000029
-33.501667,21.624167,27-11-2012,1.370000005
-34.075556,20.145556,27-11-2012,1.399999976
-25.45963889,28.26430556,27-11-2012,1.360000014
-28.338333,31.373611,27-11-2012,1.029999971
-28.068333,31.55,27-11-2012,1.279999971
-25.57877778,29.12747222,27-11-2012,1.25999999
-29.161667,23.696389,28-11-2012,2.690000057
-27.01011111,26.69808333,28-11-2012,1.539999962
-25.81048333,27.90955222,28-11-2012,1.329999924
-26.648056,27.089444,28-11-2012,1.329999924
-26.970278,27.211111,28-11-2012,1.399999976
-26.880278,26.965,28-11-2012,1.419999957
-27.802778,28.768333,28-11-2012,1.059999943
-26.98472222,26.63227778,28-11-2012,1.569999933
-34.405833,19.600556,28-11-2012,0.8299999833
-29.641944,30.6875,29-11-2012,0.8899999857
-25.73411,27.21422,29-11-2012,1.319999933
-24.925278,29.324444,29-11-2012,1.439999938
-27.398611,26.614722,29-11-2012,1.669999957
-34.329722,18.990278,29-11-2012,0.6999999881
-29.7775,29.470833,03-12-2012,0.8100000024
-29.987778,29.851667,03-12-2012,0.8499999642
-29.744167,29.905833,03-12-2012,0.969999969
-26.970278,27.211111,03-12-2012,1.399999976
-26.45,28.085833,03-12-2012,1.189999938
-33.31388889,19.07472222,03-12-2012,1.639999986
-25.127778,27.628889,04-12-2012,1.579999924
-25.20639,27.558,04-12-2012,1.539999962
-24.39619444,27.08983333,04-12-2012,1.719999909
-24.69514,27.40906,04-12-2012,1.639999986
-22.769722,30.886944,04-12-2012,1.429999948
-27.363611,31.783333,04-12-2012,1.189999938
-30.733889,29.828333,04-12-2012,0.8399999738
-26.861111,28.884722,04-12-2012,1.039999962
-27.02314,28.59389,04-12-2012,1.149999976
-27.671111,27.236944,04-12-2012,1.519999981
-28.69485,28.23487,04-12-2012,1.139999986
-29.615556,27.065278,04-12-2012,1.659999967
-34.092222,21.295278,04-12-2012,1.139999986
-33.13083,18.86278,04-12-2012,1.730000019
-33.7075,18.97444444,04-12-2012,1.459999919
-29.161667,23.696389,05-12-2012,2.690000057
-27.01011111,26.69808333,05-12-2012,1.539999962
-30.398056,30.601944,05-12-2012,0.8199999928
-27.00222,28.76528,05-12-2012,1.090000033
-26.648056,27.089444,05-12-2012,1.329999924
-26.880278,26.965,05-12-2012,1.419999957
-27.273889,28.49,05-12-2012,1.169999957
-27.3,28.586944,05-12-2012,1.149999976
-26.98472222,26.63227778,05-12-2012,1.569999933
-30.336111,27.359444,05-12-2012,1.549999952
-28.768056,20.720556,05-12-2012,3.129999876
-34.039722,22.133333,05-12-2012,0.7699999809
-32.595833,19.009444,05-12-2012,1.969999909
-31.860278,18.6875,06-12-2012,1.849999905
-30.830556,26.921389,06-12-2012,1.639999986
-23.658056,31.05,06-12-2012,1.469999909
-26.905,32.324722,06-12-2012,1.399999976
-26.98472222,26.63227778,06-12-2012,1.569999933
-31.000833,26.353056,06-12-2012,1.639999986
-30.679722,26.7125,06-12-2012,1.829999924
-33.501667,21.624167,06-12-2012,1.370000005
-33.38056,19.30167,06-12-2012,1.419999957
-29.803611,30.516111,06-12-2012,0.8199999928
-29.658056,25.973333,07-12-2012,1.939999938
-28.96362,19.15486,08-12-2012,3.179999828
-25.99136,27.84208,10-12-2012,1.230000019
-29.380556,30.2775,10-12-2012,0.7599999905
-26.73806,27.59194,10-12-2012,1.289999962
-26.45,28.085833,10-12-2012,1.189999938
-27.671111,27.236944,10-12-2012,1.519999981
-30.86013889,29.07125,10-12-2012,1.029999971
-31.104278,29.399722,10-12-2012,0.8999999762
-31.396,29.2651,10-12-2012,0.9099999666
-31.554722,29.245556,10-12-2012,0.7299999595
-34.005833,22.351111,10-12-2012,0.6599999666
-27.01011111,26.69808333,11-12-2012,1.539999962
-26.861111,28.884722,11-12-2012,1.039999962
-27.00222,28.76528,11-12-2012,1.090000033
-26.970278,27.211111,11-12-2012,1.399999976
-26.880278,26.965,11-12-2012,1.419999957
-26.98472222,26.63227778,11-12-2012,1.569999933
-30.77586667,29.03221667,11-12-2012,1.039999962
-25.45963889,28.26430556,11-12-2012,1.360000014
-25.81048333,27.90955222,12-12-2012,1.329999924
-27.5275,30.858056,12-12-2012,0.8899999857
-28.141944,26.417778,12-12-2012,1.75999999
-28.1175,26.719444,12-12-2012,1.730000019
-30.568333,29.422778,12-12-2012,0.8700000048
-31.031389,28.883333,12-12-2012,0.9899999499
-30.570833,29.150556,12-12-2012,0.8999999762
-34.250556,20.9925,12-12-2012,1.069999933
-24.670833,28.560833,13-12-2012,1.319999933
-27.937778,31.209444,13-12-2012,1.039999962
-27.398611,26.614722,13-12-2012,1.669999957
-27.671111,27.236944,13-12-2012,1.519999981
-22.43772222,31.07805556,14-12-2012,1.75
-28.96362,19.15486,15-12-2012,3.179999828
-28.735556,29.820556,17-12-2012,1.220000029
-28.7115,24.07288889,18-12-2012,2.609999895
-25.127778,27.628889,18-12-2012,1.579999924
-25.20639,27.558,18-12-2012,1.539999962
-24.69514,27.40906,18-12-2012,1.639999986
-26.45,28.085833,18-12-2012,1.189999938
-29.1825,23.575556,18-12-2012,2.700000048
-33.501667,21.624167,18-12-2012,1.370000005
-29.161667,23.696389,19-12-2012,2.690000057
-27.01011111,26.69808333,19-12-2012,1.539999962
-24.39619444,27.08983333,19-12-2012,1.719999909
-28.404444,30.013056,19-12-2012,1.199999928
-26.861111,28.884722,19-12-2012,1.039999962
-27.00222,28.76528,19-12-2012,1.090000033
-26.648056,27.089444,19-12-2012,1.329999924
-26.970278,27.211111,19-12-2012,1.399999976
-26.880278,26.965,19-12-2012,1.419999957
-26.98472222,26.63227778,19-12-2012,1.569999933
-28.768056,20.720556,19-12-2012,3.129999876
-28.75,30.442778,20-12-2012,1.289999962
-29.161667,30.629722,20-12-2012,0.7599999905
-28.96362,19.15486,22-12-2012,3.179999828
-28.96362,19.15486,29-12-2012,3.179999828
-25.14944444,31.94055556,01-01-2013,1.149999976
-27.00222,28.76528,01-01-2013,1.090000033
-25.127778,27.628889,02-01-2013,1.699999928
-25.99136,27.84208,02-01-2013,1.319999933
-25.20639,27.558,02-01-2013,1.649999976
-30.160091,27.40124,02-01-2013,1.5
-28.96362,19.15486,02-01-2013,2.980000019
-25.81048333,27.90955222,03-01-2013,1.299999952
-26.73806,27.59194,03-01-2013,1.159999967
-27.398611,26.614722,03-01-2013,1.469999909
-27.671111,27.236944,03-01-2013,1.309999943
-25.45963889,28.26430556,03-01-2013,1.379999995
-27.01011111,26.69808333,04-01-2013,1.049999952
-26.648056,27.089444,04-01-2013,0.9899999499
-26.970278,27.211111,04-01-2013,1.029999971
-26.880278,26.965,04-01-2013,1.019999981
-26.98472222,26.63227778,04-01-2013,1.069999933
-28.96362,19.15486,05-01-2013,1.50999999
-25.99136,27.84208,07-01-2013,0.9099999666
-28.747778,31.745833,07-01-2013,0.8700000048
-29.7775,29.470833,07-01-2013,0.6999999881
-29.744167,29.905833,07-01-2013,0.9499999881
-26.45,28.085833,07-01-2013,0.8700000048
-28.768056,20.720556,07-01-2013,1.120000005
-27.01011111,26.69808333,08-01-2013,1.120000005
-23.658056,31.05,08-01-2013,1.289999962
-27.169444,29.233889,08-01-2013,0.8799999952
-26.861111,28.884722,08-01-2013,0.9399999976
-26.648056,27.089444,08-01-2013,1.120000005
-26.970278,27.211111,08-01-2013,1.139999986
-26.880278,26.965,08-01-2013,1.110000014
-26.98472222,26.63227778,08-01-2013,1.139999986
-29.160278,26.573333,08-01-2013,0.9499999881
-28.883333,27.89,08-01-2013,0.8299999833
-25.45963889,28.26430556,08-01-2013,1.379999995
-25.81048333,27.90955222,09-01-2013,1.639999986
-22.769722,30.886944,09-01-2013,1.679999948
-29.744167,29.905833,09-01-2013,1.079999924
-30.398056,30.601944,09-01-2013,0.7400000095
-30.27402,30.69602,09-01-2013,0.7400000095
-27.00222,28.76528,09-01-2013,1.24000001
-27.02314,28.59389,09-01-2013,1.289999962
-27.273889,28.49,09-01-2013,1.24000001
-27.4275,28.525833,09-01-2013,1.189999938
-27.3,28.586944,09-01-2013,1.220000029
-30.830556,26.921389,10-01-2013,1.309999943
-30.733889,29.828333,10-01-2013,0.8700000048
-29.042222,24.6,10-01-2013,1.879999995
-29.028629,24.638389,10-01-2013,1.870000005
-30.679722,26.7125,10-01-2013,1.379999995
-30.160091,27.40124,10-01-2013,1.370000005
-30.336111,27.359444,10-01-2013,1.350000024
-24.39619444,27.08983333,11-01-2013,2.029999971
-29.658056,25.973333,11-01-2013,1.719999909
-31.000833,26.353056,11-01-2013,1.439999938
-30.534167,24.961944,11-01-2013,1.860000014
-34.250556,20.9925,11-01-2013,0.8499999642
-29.803611,30.516111,11-01-2013,0.7899999619
-29.140556,31.391944,13-01-2013,0.6999999881
-31.396,29.2651,14-01-2013,0.7400000095
-31.554722,29.245556,14-01-2013,0.5699999928
-33.818056,19.694722,14-01-2013,1.439999938
-27.01011111,26.69808333,15-01-2013,1.309999943
-34.065833,20.404167,15-01-2013,1.409999967
-25.20639,27.558,15-01-2013,1.409999967
-28.747778,31.745833,15-01-2013,0.9099999666
-26.648056,27.089444,15-01-2013,1.169999957
-26.970278,27.211111,15-01-2013,1.220000029
-26.880278,26.965,15-01-2013,1.25999999
-26.98472222,26.63227778,15-01-2013,1.319999933
-30.568333,29.422778,15-01-2013,0.7400000095
-30.570833,29.150556,15-01-2013,0.7799999714
-31.104278,29.399722,15-01-2013,0.75
-34.075556,20.145556,15-01-2013,1.370000005
-29.161667,23.696389,16-01-2013,2.299999952
-29.140556,31.391944,16-01-2013,0.6999999881
-24.39619444,27.08983333,16-01-2013,1.610000014
-26.45,28.085833,16-01-2013,1.00999999
-27.802778,28.768333,16-01-2013,0.9199999571
-28.768056,20.720556,16-01-2013,2.889999866
-31.031389,28.883333,16-01-2013,0.8399999738
-30.86013889,29.07125,16-01-2013,0.8799999952
-30.77586667,29.03221667,16-01-2013,0.8899999857
-33.501667,21.624167,16-01-2013,1.24000001
-34.405833,19.600556,16-01-2013,0.8100000024
-28.801278,31.955389,17-01-2013,0.7599999905
-28.75,30.442778,17-01-2013,1.149999976
-29.161667,30.629722,17-01-2013,0.6599999666
-26.861111,28.884722,17-01-2013,0.9199999571
-27.00222,28.76528,17-01-2013,0.9499999881
-27.4275,28.525833,17-01-2013,0.9799999595
-34.329722,18.990278,17-01-2013,0.719999969
-25.99136,27.84208,21-01-2013,1.039999962
-26.73806,27.59194,21-01-2013,1.110000014
-26.45,28.085833,21-01-2013,1.00999999
-27.01011111,26.69808333,22-01-2013,1.309999943
-28.747778,31.745833,22-01-2013,0.9099999666
-26.861111,28.884722,22-01-2013,0.9199999571
-26.648056,27.089444,22-01-2013,1.169999957
-26.970278,27.211111,22-01-2013,1.220000029
-26.880278,26.965,22-01-2013,1.25999999
-26.98472222,26.63227778,22-01-2013,1.319999933
-27.935,26.126667,22-01-2013,1.519999981
-28.1175,26.719444,22-01-2013,1.480000019
-30.160091,27.40124,22-01-2013,1.339999914
-34.031944,22.053333,22-01-2013,0.7599999905
-34.039722,22.133333,22-01-2013,0.719999969
-25.45963889,28.26430556,22-01-2013,1.199999928
-28.338333,31.373611,22-01-2013,0.8700000048
-28.068333,31.55,22-01-2013,1.169999957
-29.161667,23.696389,23-01-2013,2.299999952
-25.81048333,27.90955222,23-01-2013,1.139999986
-29.744167,29.905833,23-01-2013,0.8299999833
-27.00222,28.76528,23-01-2013,0.9499999881
-27.38972222,26.46388889,23-01-2013,1.449999928
-28.141944,26.417778,23-01-2013,1.529999971
-27.398611,26.614722,23-01-2013,1.429999948
-30.336111,27.359444,23-01-2013,1.329999924
-24.058889,31.237222,24-01-2013,1.299999952
-28.44555556,32.325,21-03-2013,0.6999999881
-28.1175,26.719444,24-01-2013,1.480000019
-27.671111,27.236944,24-01-2013,1.339999914
-29.641944,30.6875,28-01-2013,0.7599999905
-29.758889,30.935278,28-01-2013,0.6299999952
-30.398056,30.601944,28-01-2013,0.6499999762
-30.27402,30.69602,28-01-2013,0.6399999857
-26.45,28.085833,28-01-2013,1.00999999
-34.02861,22.22222,28-01-2013,0.6599999666
-33.31388889,19.07472222,28-01-2013,1.620000005
-27.01011111,26.69808333,29-01-2013,1.309999943
-25.127778,27.628889,29-01-2013,1.409999967
-25.20639,27.558,29-01-2013,1.409999967
-24.39619444,27.08983333,29-01-2013,1.610000014
-24.69514,27.40906,29-01-2013,1.559999943
-27.363611,31.783333,29-01-2013,1.049999952
-28.735556,29.820556,29-01-2013,1.110000014
-26.861111,28.884722,29-01-2013,0.9199999571
-26.98472222,26.63227778,29-01-2013,1.319999933
-27.398611,26.614722,29-01-2013,1.429999948
-33.7075,18.97444444,29-01-2013,1.459999919
-34.005833,22.351111,29-01-2013,0.6200000048
-29.641944,30.6875,30-01-2013,0.7599999905
-29.380556,30.2775,30-01-2013,0.6599999666
-26.648056,27.089444,30-01-2013,1.169999957
-29.042222,24.6,30-01-2013,2.089999914
-29.028629,24.638389,30-01-2013,2.079999924
-32.595833,19.009444,30-01-2013,1.889999986
-33.13083,18.86278,30-01-2013,1.709999919
-26.905,32.324722,31-01-2013,1.149999976
-27.935,26.126667,31-01-2013,1.519999981
-28.1175,26.719444,31-01-2013,1.480000019
-27.902778,24.615556,31-01-2013,2.039999962
-30.160091,27.40124,31-01-2013,1.339999914
-33.38056,19.30167,31-01-2013,1.350000024
-32.502778,19.535833,01-02-2013,2.019999981
-25.99136,27.84208,04-02-2013,1.039999962
-26.73806,27.59194,04-02-2013,1.110000014
-26.45,28.085833,04-02-2013,1.00999999
-23.658056,31.05,05-02-2013,1.329999924
-23.281,30.54305556,05-02-2013,1.269999981
-25.14944444,31.94055556,05-02-2013,1
-27.169444,29.233889,05-02-2013,0.8499999642
-26.861111,28.884722,05-02-2013,0.9199999571
-27.398611,26.614722,05-02-2013,1.429999948
-27.671111,27.236944,05-02-2013,1.339999914
-29.160278,26.573333,05-02-2013,1.539999962
-34.031944,22.053333,05-02-2013,0.7599999905
-25.45963889,28.26430556,05-02-2013,1.199999928
-27.01011111,26.69808333,06-02-2013,1.309999943
-25.81048333,27.90955222,06-02-2013,1.139999986
-22.769722,30.886944,06-02-2013,1.370000005
-29.744167,29.905833,06-02-2013,0.8299999833
-27.02314,28.59389,06-02-2013,0.9799999595
-26.648056,27.089444,06-02-2013,1.169999957
-26.970278,27.211111,06-02-2013,1.220000029
-27.273889,28.49,06-02-2013,0.9899999499
-27.4275,28.525833,06-02-2013,0.9799999595
-27.3,28.586944,06-02-2013,0.9799999595
-26.98472222,26.63227778,06-02-2013,1.319999933
-28.69485,28.23487,06-02-2013,0.9899999499
-29.615556,27.065278,06-02-2013,1.389999986
-28.883333,27.89,06-02-2013,1.090000033
-28.75,30.442778,07-02-2013,1.149999976
-29.161667,30.629722,07-02-2013,0.6599999666
-27.00222,28.76528,07-02-2013,0.9499999881
-30.679722,26.7125,07-02-2013,1.49000001
-30.160091,27.40124,07-02-2013,1.339999914
-30.336111,27.359444,07-02-2013,1.329999924
-27.935,26.126667,08-02-2013,1.519999981
-28.1175,26.719444,08-02-2013,1.480000019
-29.160278,26.573333,08-02-2013,1.539999962
-29.658056,25.973333,08-02-2013,1.599999905
-31.000833,26.353056,08-02-2013,1.399999976
-28.96362,19.15486,09-02-2013,2.99000001
-23.281,30.54305556,10-02-2013,1.269999981
-24.058889,31.237222,11-02-2013,1.299999952
-26.970278,27.211111,11-02-2013,1.220000029
-26.45,28.085833,11-02-2013,1.00999999
-31.031389,28.883333,11-02-2013,0.8399999738
-30.86013889,29.07125,11-02-2013,0.8799999952
-30.77586667,29.03221667,11-02-2013,0.8899999857
-33.818056,19.694722,11-02-2013,1.439999938
-27.01011111,26.69808333,12-02-2013,1.309999943
-34.065833,20.404167,12-02-2013,1.409999967
-24.670833,28.560833,12-02-2013,1.169999957
-25.127778,27.628889,12-02-2013,1.409999967
-25.20639,27.558,12-02-2013,1.409999967
-24.69514,27.40906,12-02-2013,1.559999943
-28.747778,31.745833,12-02-2013,0.9099999666
-29.380556,30.2775,12-02-2013,0.6599999666
-26.861111,28.884722,12-02-2013,0.9199999571
-26.648056,27.089444,12-02-2013,1.169999957
-26.880278,26.965,12-02-2013,1.25999999
-26.98472222,26.63227778,12-02-2013,1.319999933
-29.042222,24.6,12-02-2013,2.089999914
-34.075556,20.145556,12-02-2013,1.370000005
-28.058889,30.373611,12-02-2013,0.9300000072
-29.161667,23.696389,13-02-2013,2.299999952
-24.282222,28.090278,13-02-2013,1.220000029
-24.39619444,27.08983333,13-02-2013,1.610000014
-24.925278,29.324444,13-02-2013,1.299999952
-28.747778,31.745833,13-02-2013,0.9099999666
-27.937778,31.209444,13-02-2013,0.9399999976
-28.404444,30.013056,13-02-2013,1.090000033
-28.768056,20.720556,13-02-2013,2.889999866
-31.396,29.2651,13-02-2013,0.7400000095
-31.554722,29.245556,13-02-2013,0.5699999928
-33.897778,20.012778,13-02-2013,1.469999909
-28.801278,31.955389,14-02-2013,0.7599999905
-27.5275,30.858056,14-02-2013,0.8100000024
-27.671111,27.236944,14-02-2013,1.339999914
-27.573056,24.746389,14-02-2013,1.929999948
-30.568333,29.422778,14-02-2013,0.7400000095
-30.570833,29.150556,14-02-2013,0.7799999714
-31.104278,29.399722,14-02-2013,0.75
-34.329722,18.990278,14-02-2013,0.719999969
-29.744167,29.905833,16-02-2013,0.8299999833
-25.99136,27.84208,18-02-2013,1.039999962
-29.7775,29.470833,18-02-2013,0.7099999785
-26.880278,26.965,18-02-2013,1.25999999
-27.01011111,26.69808333,19-02-2013,1.309999943
-30.733889,29.828333,19-02-2013,0.6999999881
-26.648056,27.089444,19-02-2013,1.169999957
-26.970278,27.211111,19-02-2013,1.220000029
-26.98472222,26.63227778,19-02-2013,1.319999933
-25.45963889,28.26430556,19-02-2013,1.199999928
-28.068333,31.55,19-02-2013,1.169999957
-29.161667,23.696389,20-02-2013,2.299999952
-25.81048333,27.90955222,20-02-2013,1.139999986
-29.744167,29.905833,20-02-2013,0.8299999833
-30.27402,30.69602,20-02-2013,0.6399999857
-27.38972222,26.46388889,20-02-2013,1.449999928
-28.141944,26.417778,20-02-2013,1.529999971
-28.1175,26.719444,20-02-2013,1.480000019
-34.250556,20.9925,20-02-2013,1.019999981
-28.44555556,32.325,18-04-2013,0.6999999881
-30.13573889,30.67422222,21-02-2013,0.6899999976
-27.398611,26.614722,21-02-2013,1.429999948
-27.671111,27.236944,21-02-2013,1.339999914
-28.96362,19.15486,23-02-2013,2.99000001
-28.735556,29.820556,25-02-2013,1.110000014
-26.45,28.085833,25-02-2013,1.00999999
-33.501667,21.624167,25-02-2013,1.24000001
-33.38056,19.30167,25-02-2013,1.350000024
-33.31388889,19.07472222,25-02-2013,1.620000005
