Latitude,Longitude,Sample Date,aet_roll3,aet_roll6,aet_roll12
-28.068333,31.55,11-02-2011,216.20001,284.80005,665.7
-28.760833,17.730278,13-02-2011,9.6,17.199993,90.49999
-29.7775,29.470833,14-02-2011,265.8,331.10004,880.5001
-29.987778,29.851667,14-02-2011,262.60004,345.10007,881.30005
-29.744167,29.905833,14-02-2011,243.89996,299.80002,838.7002
-26.861111,28.884722,14-02-2011,199.5,230.50003,682.0
-26.45,28.085833,14-02-2011,187.2,205.70001,650.2001
-31.396,29.2651,14-02-2011,293.80002,424.00003,964.89996
-25.20639,27.558,15-02-2011,200.2,220.50002,602.19995
-24.69514,27.40906,15-02-2011,214.5,235.00002,613.0
-26.006389,29.253889,15-02-2011,228.29996,258.8,657.4
-27.802778,28.768333,15-02-2011,196.29999,227.70004,723.6001
-27.398611,26.614722,15-02-2011,153.89996,163.09998,709.19995
-27.671111,27.236944,15-02-2011,153.70001,166.69992,699.6001
-29.160278,26.573333,15-02-2011,121.10003,134.90002,682.0
-30.568333,29.422778,15-02-2011,248.59999,344.5,858.10004
-30.570833,29.150556,15-02-2011,237.20001,313.1,820.3
-33.38056,19.30167,15-02-2011,65.60002,204.5,347.79996
-33.31388889,19.07472222,15-02-2011,64.50001,202.4,348.8
-27.495556,26.074722,15-02-2011,132.70004,142.49998,704.2999
-25.436111,31.982222,16-02-2011,161.40001,198.29999,549.3999
-24.39619444,27.08983333,16-02-2011,184.4,206.5,575.7999
-25.67386,31.57527,16-02-2011,203.20001,242.60004,597.6001
-30.733889,29.828333,16-02-2011,280.69998,411.5,940.8999
-30.398056,30.601944,16-02-2011,296.9,459.69992,1033.7
-27.273889,28.49,16-02-2011,227.70003,263.29996,783.6
-27.3,28.586944,16-02-2011,221.09998,256.49997,764.9
-27.044444,27.005,16-02-2011,167.5,182.09999,690.9
-30.86013889,29.07125,16-02-2011,248.40002,342.79996,858.5
-30.77586667,29.03221667,16-02-2011,242.0,334.3001,851.9
-33.13083,18.86278,16-02-2011,48.7,157.60002,297.39996
-24.925278,29.324444,17-02-2011,216.60004,243.80003,555.5
-27.00222,28.76528,17-02-2011,208.70004,242.00002,719.3
-27.02314,28.59389,17-02-2011,212.90002,243.4,722.99994
-22.43772222,31.07805556,18-02-2011,186.5,201.59998,428.30005
-29.803611,30.516111,18-02-2011,225.10002,340.50006,885.00006
-25.99136,27.84208,21-02-2011,194.9,215.69995,673.00006
-26.861111,28.884722,21-02-2011,199.5,230.50003,682.0
-26.73806,27.59194,21-02-2011,182.40002,200.30002,667.0999
-26.45,28.085833,21-02-2011,187.2,205.70001,650.2001
-27.01011111,26.69808333,22-02-2011,160.50002,168.70001,687.8999
-27.169444,29.233889,22-02-2011,198.10002,231.8,670.49994
-26.98472222,26.63227778,22-02-2011,161.4,170.5,700.69995
-27.398611,26.614722,22-02-2011,153.89996,163.09998,709.19995
-29.160278,26.573333,22-02-2011,121.10003,134.90002,682.0
-33.818056,19.694722,22-02-2011,72.40001,219.0,365.40005
-25.81048333,27.90955222,23-02-2011,193.5,213.70001,656.9001
-29.641944,30.6875,23-02-2011,184.49998,297.3,850.1
-34.065833,20.404167,23-02-2011,67.0,186.19998,312.40002
-33.980556,21.653333,23-02-2011,78.89998,198.40002,332.00003
-22.769722,30.886944,23-02-2011,224.9,257.2,574.1001
-27.00222,28.76528,23-02-2011,208.70004,242.00002,719.3
-27.02314,28.59389,23-02-2011,212.90002,243.4,722.99994
-27.38972222,26.46388889,23-02-2011,148.6,158.09996,709.99994
-27.398611,26.614722,23-02-2011,153.89996,163.09998,709.19995
-27.671111,27.236944,23-02-2011,153.70001,166.69992,699.6001
-27.356667,27.286389,23-02-2011,164.80002,179.80002,684.6001
-33.897778,20.012778,23-02-2011,64.30001,181.40001,313.0
-23.763056,27.908611,24-02-2011,198.19998,225.70001,544.19995
-23.23572222,27.717,24-02-2011,154.4,166.69998,417.90002
-28.44555556,32.325,24-02-2011,273.6,513.4,1085.4
-30.679722,26.7125,24-02-2011,122.70001,152.49998,642.5
-30.160091,27.40124,24-02-2011,149.70003,180.29996,739.39996
-30.336111,27.359444,24-02-2011,153.90002,196.5001,756.30005
-28.460833,21.248889,24-02-2011,59.800026,65.70003,448.30002
-22.91028,29.61111,25-02-2011,212.20001,225.2,480.7
-28.760833,17.730278,27-02-2011,9.6,17.199993,90.49999
-24.183889,30.823889,01-03-2011,192.5,220.2,517.69995
-27.398611,26.614722,01-03-2011,153.89996,163.09998,709.19995
-27.671111,27.236944,01-03-2011,153.70001,166.69992,699.6001
-29.160278,26.573333,01-03-2011,121.10003,134.90002,682.0
-27.495556,26.074722,01-03-2011,132.70004,142.49998,704.2999
-23.658056,31.05,02-03-2011,154.9,176.60002,428.69998
-26.648056,27.089444,02-03-2011,172.10004,187.79999,663.9001
-27.802778,28.768333,02-03-2011,196.29999,227.70004,723.6001
-24.679167,30.8025,03-03-2011,328.80002,420.2999,922.9
-27.273889,28.49,03-03-2011,227.70003,263.29996,783.6
-27.3,28.586944,03-03-2011,221.09998,256.49997,764.9
-30.679722,26.7125,03-03-2011,122.70001,152.49998,642.5
-27.02314,28.59389,04-03-2011,212.90002,243.4,722.99994
-25.99136,27.84208,07-03-2011,194.9,215.69995,673.00006
-31.554722,29.245556,07-03-2011,284.40002,424.40012,972.2
-27.01011111,26.69808333,08-03-2011,160.50002,168.70001,687.8999
-27.802778,28.768333,08-03-2011,196.29999,227.70004,723.6001
-26.98472222,26.63227778,08-03-2011,161.4,170.5,700.69995
-27.398611,26.614722,08-03-2011,153.89996,163.09998,709.19995
-27.671111,27.236944,08-03-2011,153.70001,166.69992,699.6001
-29.160278,26.573333,08-03-2011,121.10003,134.90002,682.0
-31.396,29.2651,08-03-2011,293.80002,424.00003,964.89996
-25.45963889,28.26430556,08-03-2011,202.69998,226.00002,587.7
-25.81048333,27.90955222,09-03-2011,193.5,213.70001,656.9001
-22.225556,29.990556,09-03-2011,158.6,164.79999,358.5
-26.03611,30.99778,09-03-2011,332.8,417.39996,905.30005
-28.404444,30.013056,09-03-2011,186.79999,223.79999,701.30005
-29.380556,30.2775,09-03-2011,221.70004,288.79993,811.60004
-26.648056,27.089444,09-03-2011,172.10004,187.79999,663.9001
-26.970278,27.211111,09-03-2011,173.5,189.6999,675.89996
-27.273889,28.49,09-03-2011,227.70003,263.29996,783.6
-27.3,28.586944,09-03-2011,221.09998,256.49997,764.9
-27.044444,27.005,09-03-2011,167.5,182.09999,690.9
-28.69485,28.23487,09-03-2011,164.40002,189.80002,732.0
-28.883333,27.89,09-03-2011,159.50002,182.60002,722.89996
-30.568333,29.422778,09-03-2011,248.59999,344.5,858.10004
-30.570833,29.150556,09-03-2011,237.20001,313.1,820.3
-34.329722,18.990278,09-03-2011,149.40001,337.10007,520.8
-30.830556,26.921389,10-03-2011,130.40002,168.40005,658.7
-25.49037,30.6986,10-03-2011,285.0,343.09998,747.80005
-29.380556,30.2775,10-03-2011,221.70004,288.79993,811.60004
-30.86013889,29.07125,10-03-2011,248.40002,342.79996,858.5
-30.77586667,29.03221667,10-03-2011,242.0,334.3001,851.9
-29.658056,25.973333,11-03-2011,95.00002,106.500015,595.50006
-30.534167,24.961944,11-03-2011,61.299984,69.80003,468.20007
-31.031389,28.883333,11-03-2011,252.0,336.7,852.10004
-34.039722,22.133333,11-03-2011,95.6,244.7,397.4
-28.760833,17.730278,13-03-2011,9.6,17.199993,90.49999
-29.7775,29.470833,14-03-2011,265.8,331.10004,880.5001
-29.987778,29.851667,14-03-2011,262.60004,345.10007,881.30005
-29.744167,29.905833,14-03-2011,243.89996,299.80002,838.7002
-26.861111,28.884722,14-03-2011,199.5,230.50003,682.0
-26.73806,27.59194,14-03-2011,182.40002,200.30002,667.0999
-26.45,28.085833,14-03-2011,187.2,205.70001,650.2001
-25.127778,27.628889,15-03-2011,198.10002,220.20001,584.2999
-25.20639,27.558,15-03-2011,200.2,220.50002,602.19995
-24.69514,27.40906,15-03-2011,214.5,235.00002,613.0
-25.73411,27.21422,15-03-2011,203.5,226.50002,712.00006
-26.006389,29.253889,15-03-2011,228.29996,258.8,657.4
-28.747778,31.745833,15-03-2011,247.40001,407.99997,967.1999
-30.733889,29.828333,15-03-2011,280.69998,411.5,940.8999
-27.398611,26.614722,15-03-2011,153.89996,163.09998,709.19995
-27.495556,26.074722,15-03-2011,132.70004,142.49998,704.2999
-24.282222,28.090278,16-03-2011,201.79999,240.70001,607.9
-30.398056,30.601944,16-03-2011,296.9,459.69992,1033.7
-30.27402,30.69602,16-03-2011,289.4,446.69995,1016.4998
-26.880278,26.965,16-03-2011,169.29999,183.5,676.6001
-27.273889,28.49,16-03-2011,227.70003,263.29996,783.6
-34.031944,22.053333,16-03-2011,90.8,237.6,387.3999
-23.763056,27.908611,17-03-2011,198.19998,225.70001,544.19995
-27.00222,28.76528,17-03-2011,208.70004,242.00002,719.3
-27.02314,28.59389,17-03-2011,212.90002,243.4,722.99994
-24.925278,29.324444,18-03-2011,216.60004,243.80003,555.5
-29.803611,30.516111,18-03-2011,225.10002,340.50006,885.00006
-26.970278,27.211111,21-03-2011,173.5,189.6999,675.89996
-27.01011111,26.69808333,22-03-2011,160.50002,168.70001,687.8999
-25.99136,27.84208,22-03-2011,194.9,215.69995,673.00006
-26.861111,28.884722,22-03-2011,199.5,230.50003,682.0
-26.45,28.085833,22-03-2011,187.2,205.70001,650.2001
-27.398611,26.614722,22-03-2011,153.89996,163.09998,709.19995
-33.501667,21.624167,22-03-2011,59.700005,125.900024,260.30002
-33.31388889,19.07472222,22-03-2011,64.50001,202.4,348.8
-28.338333,31.373611,22-03-2011,243.19998,313.3,714.0001
-29.641944,30.6875,23-03-2011,184.49998,297.3,850.1
-28.735556,29.820556,23-03-2011,177.90002,206.60004,686.19995
-26.648056,27.089444,23-03-2011,172.10004,187.79999,663.9001
-27.044444,27.005,23-03-2011,167.5,182.09999,690.9
-29.160278,26.573333,23-03-2011,121.10003,134.90002,682.0
-33.13083,18.86278,23-03-2011,48.7,157.60002,297.39996
-25.45963889,28.26430556,23-03-2011,202.69998,226.00002,587.7
-25.81048333,27.90955222,24-03-2011,193.5,213.70001,656.9001
-27.602222,29.942778,24-03-2011,214.3,259.0,707.2999
-27.3,28.586944,24-03-2011,221.09998,256.49997,764.9
-33.38056,19.30167,24-03-2011,65.60002,204.5,347.79996
-27.00222,28.76528,25-03-2011,208.70004,242.00002,719.3
-27.02314,28.59389,25-03-2011,212.90002,243.4,722.99994
-30.160091,27.40124,25-03-2011,149.70003,180.29996,739.39996
-30.336111,27.359444,25-03-2011,153.90002,196.5001,756.30005
-28.760833,17.730278,27-03-2011,9.6,17.199993,90.49999
-22.43772222,31.07805556,28-03-2011,186.5,201.59998,428.30005
-26.73806,27.59194,28-03-2011,182.40002,200.30002,667.0999
-25.127778,27.628889,29-03-2011,198.10002,220.20001,584.2999
-25.20639,27.558,29-03-2011,200.2,220.50002,602.19995
-24.69514,27.40906,29-03-2011,214.5,235.00002,613.0
-27.169444,29.233889,29-03-2011,198.10002,231.8,670.49994
-26.98472222,26.63227778,29-03-2011,161.4,170.5,700.69995
-28.141944,26.417778,29-03-2011,129.20004,141.10005,678.6001
-28.116667,26.725278,29-03-2011,132.19997,144.29991,681.19995
-27.398611,26.614722,29-03-2011,153.89996,163.09998,709.19995
-29.160278,26.573333,29-03-2011,121.10003,134.90002,682.0
-27.495556,26.074722,29-03-2011,132.70004,142.49998,704.2999
-34.065833,20.404167,30-03-2011,67.0,186.19998,312.40002
-27.363611,31.783333,30-03-2011,189.7,236.0,586.50006
-26.905,32.324722,30-03-2011,146.60002,183.5,519.50006
-28.75,30.442778,30-03-2011,175.60002,206.39998,661.9
-29.161667,30.629722,30-03-2011,224.0,321.4,851.6001
-26.880278,26.965,30-03-2011,169.29999,183.5,676.6001
-27.398611,26.614722,30-03-2011,153.89996,163.09998,709.19995
-28.69485,28.23487,30-03-2011,164.40002,189.80002,732.0
-28.883333,27.89,30-03-2011,159.50002,182.60002,722.89996
-33.818056,19.694722,30-03-2011,72.40001,219.0,365.40005
-34.075556,20.145556,30-03-2011,70.6,192.29999,323.5999
-27.00222,28.76528,31-03-2011,208.70004,242.00002,719.3
-27.02314,28.59389,31-03-2011,212.90002,243.4,722.99994
-30.679722,26.7125,31-03-2011,122.70001,152.49998,642.5
-30.534167,24.961944,31-03-2011,61.299984,69.80003,468.20007
-33.897778,20.012778,31-03-2011,64.30001,181.40001,313.0
-22.769722,30.886944,01-04-2011,224.9,257.2,574.1001
-27.802778,28.768333,01-04-2011,196.29999,227.70004,723.6001
-27.5275,30.858056,02-04-2011,266.1,314.09998,740.0
-25.99136,27.84208,04-04-2011,194.9,215.69995,673.00006
-25.513889,31.224444,04-04-2011,257.40002,315.00003,730.9
-25.398889,31.610556,04-04-2011,181.0,216.9,551.8999
-24.183889,30.823889,05-04-2011,192.5,220.2,517.69995
-23.281,30.54305556,05-04-2011,224.0,269.5,621.80005
-25.362222,31.956667,05-04-2011,159.40002,194.60002,531.30005
-29.380556,30.2775,05-04-2011,221.70004,288.79993,811.60004
-27.398611,26.614722,05-04-2011,153.89996,163.09998,709.19995
-25.45963889,28.26430556,05-04-2011,202.69998,226.00002,587.7
-25.81048333,27.90955222,06-04-2011,193.5,213.70001,656.9001
-23.658056,31.05,06-04-2011,154.9,176.60002,428.69998
-24.058889,31.237222,06-04-2011,156.00002,179.60002,451.7
-24.034167,31.123611,06-04-2011,172.59999,200.9,488.9001
-24.99328,30.81444,06-04-2011,330.69998,445.40002,925.4
-25.14944444,31.94055556,06-04-2011,154.20001,184.90002,505.3
-27.937778,31.209444,06-04-2011,219.60002,255.90001,596.00006
-28.404444,30.013056,06-04-2011,186.79999,223.79999,701.30005
-26.880278,26.965,06-04-2011,169.29999,183.5,676.6001
-31.000833,26.353056,06-04-2011,92.29999,128.59999,580.5001
-24.679167,30.8025,07-04-2011,328.80002,420.2999,922.9
-24.99328,30.81444,07-04-2011,330.69998,445.40002,925.4
-27.02314,28.59389,07-04-2011,212.90002,243.4,722.99994
-28.760833,17.730278,10-04-2011,9.6,17.199993,90.49999
-26.73806,27.59194,10-04-2011,182.40002,200.30002,667.0999
-25.49037,30.6986,11-04-2011,285.0,343.09998,747.80005
-29.987778,29.851667,11-04-2011,262.60004,345.10007,881.30005
-29.744167,29.905833,11-04-2011,243.89996,299.80002,838.7002
-26.861111,28.884722,11-04-2011,199.5,230.50003,682.0
-26.970278,27.211111,11-04-2011,173.5,189.6999,675.89996
-26.45,28.085833,11-04-2011,187.2,205.70001,650.2001
-31.396,29.2651,11-04-2011,293.80002,424.00003,964.89996
-31.554722,29.245556,11-04-2011,284.40002,424.40012,972.2
-27.356667,27.286389,11-04-2011,164.80002,179.80002,684.6001
-25.447222,30.711667,11-04-2011,278.30002,331.09998,727.89996
-27.01011111,26.69808333,12-04-2011,160.50002,168.70001,687.8999
-25.127778,27.628889,12-04-2011,198.10002,220.20001,584.2999
-25.20639,27.558,12-04-2011,200.2,220.50002,602.19995
-24.69514,27.40906,12-04-2011,214.5,235.00002,613.0
-25.73411,27.21422,12-04-2011,203.5,226.50002,712.00006
-26.006389,29.253889,12-04-2011,228.29996,258.8,657.4
-26.03611,30.99778,12-04-2011,332.8,417.39996,905.30005
-28.801278,31.955389,12-04-2011,247.59998,481.2999,1023.80005
-30.733889,29.828333,12-04-2011,280.69998,411.5,940.8999
-27.169444,29.233889,12-04-2011,198.10002,231.8,670.49994
-27.802778,28.768333,12-04-2011,196.29999,227.70004,723.6001
-26.98472222,26.63227778,12-04-2011,161.4,170.5,700.69995
-27.398611,26.614722,12-04-2011,153.89996,163.09998,709.19995
-29.160278,26.573333,12-04-2011,121.10003,134.90002,682.0
-30.568333,29.422778,12-04-2011,248.59999,344.5,858.10004
-30.570833,29.150556,12-04-2011,237.20001,313.1,820.3
-33.501667,21.624167,12-04-2011,59.700005,125.900024,260.30002
-27.495556,26.074722,12-04-2011,132.70004,142.49998,704.2999
-25.57877778,29.12747222,12-04-2011,223.29999,247.09998,625.19995
-28.801278,31.955389,13-04-2011,247.59998,481.2999,1023.80005
-30.398056,30.601944,13-04-2011,296.9,459.69992,1033.7
-30.27402,30.69602,13-04-2011,289.4,446.69995,1016.4998
-26.648056,27.089444,13-04-2011,172.10004,187.79999,663.9001
-27.044444,27.005,13-04-2011,167.5,182.09999,690.9
-31.031389,28.883333,13-04-2011,252.0,336.7,852.10004
-30.86013889,29.07125,13-04-2011,248.40002,342.79996,858.5
-24.925278,29.324444,14-04-2011,216.60004,243.80003,555.5
-27.00222,28.76528,14-04-2011,208.70004,242.00002,719.3
-27.02314,28.59389,14-04-2011,212.90002,243.4,722.99994
-30.160091,27.40124,14-04-2011,149.70003,180.29996,739.39996
-30.336111,27.359444,14-04-2011,153.90002,196.5001,756.30005
-30.830556,26.921389,15-04-2011,130.40002,168.40005,658.7
-27.902778,24.615556,15-04-2011,103.899956,106.199974,646.2
-34.031944,22.053333,15-04-2011,90.8,237.6,387.3999
-29.803611,30.516111,15-04-2011,225.10002,340.50006,885.00006
-22.43772222,31.07805556,16-04-2011,186.5,201.59998,428.30005
-25.99136,27.84208,18-04-2011,194.9,215.69995,673.00006
-34.039722,22.133333,18-04-2011,95.6,244.7,397.4
-28.735556,29.820556,19-04-2011,177.90002,206.60004,686.19995
-27.802778,28.768333,19-04-2011,196.29999,227.70004,723.6001
-33.38056,19.30167,19-04-2011,65.60002,204.5,347.79996
-33.31388889,19.07472222,19-04-2011,64.50001,202.4,348.8
-27.356667,27.286389,19-04-2011,164.80002,179.80002,684.6001
-28.068333,31.55,19-04-2011,216.20001,284.80005,665.7
-27.398611,26.614722,20-04-2011,153.89996,163.09998,709.19995
-29.160278,26.573333,20-04-2011,121.10003,134.90002,682.0
-30.830556,26.921389,21-04-2011,130.40002,168.40005,658.7
-27.363611,31.783333,21-04-2011,189.7,236.0,586.50006
-27.044444,27.005,21-04-2011,167.5,182.09999,690.9
-27.902778,24.615556,21-04-2011,103.899956,106.199974,646.2
-28.760833,17.730278,25-04-2011,9.6,17.199993,90.49999
