Latitude,Longitude,Sample Date,ppt_roll3,ppt_roll6,ppt_roll12
-25.45963889,28.26430556,08-02-2011,211.10000000000002,229.60000000000002,622.5000000000001
-26.970278,27.211111,09-02-2011,180.9,193.0,713.4
-27.273889,28.49,09-02-2011,237.10000000000002,265.3,835.2
-28.69485,28.23487,09-02-2011,171.4,189.60000000000002,919.1999999999999
-28.883333,27.89,09-02-2011,165.8,180.90000000000003,876.3000000000002
-27.02314,28.59389,10-02-2011,221.8,247.0,762.6
-30.679722,26.7125,10-02-2011,128.20000000000002,157.3,678.1000000000001
-30.534167,24.961944,10-02-2011,64.60000000000001,73.5,493.0
-34.031944,22.053333,10-02-2011,87.4,212.3,415.5
-34.039722,22.133333,10-02-2011,91.80000000000001,221.49999999999997,431.8
-32.595833,19.009444,10-02-2011,32.8,102.60000000000001,242.20000000000002
-28.801278,31.955389,11-02-2011,245.5,475.20000000000005,1122.0
-29.658056,25.973333,11-02-2011,98.9,106.9,628.9000000000001
-28.068333,31.55,11-02-2011,227.3,299.20000000000005,698.8
-28.760833,17.730278,13-02-2011,10.100000000000001,18.1,95.20000000000002
-29.7775,29.470833,14-02-2011,278.9,313.20000000000005,1209.0
-29.987778,29.851667,14-02-2011,268.0,316.8,1029.3000000000002
-29.744167,29.905833,14-02-2011,251.70000000000002,290.1,996.1000000000001
-26.861111,28.884722,14-02-2011,207.3,232.1,719.4
-26.45,28.085833,14-02-2011,195.0,209.10000000000002,685.8000000000001
-31.396,29.2651,14-02-2011,323.0,479.40000000000003,1136.4
-25.20639,27.558,15-02-2011,208.0,222.5,639.5999999999999
-24.69514,27.40906,15-02-2011,223.3,239.4,651.0
-26.006389,29.253889,15-02-2011,237.8,262.6,693.3
-27.802778,28.768333,15-02-2011,204.90000000000003,231.20000000000002,829.0
-27.398611,26.614722,15-02-2011,161.0,168.4,748.9000000000001
-27.671111,27.236944,15-02-2011,160.5,170.9,743.7000000000002
-29.160278,26.573333,15-02-2011,126.10000000000001,135.70000000000002,727.7
-30.568333,29.422778,15-02-2011,254.40000000000003,318.0,971.0999999999999
-30.570833,29.150556,15-02-2011,244.5,302.20000000000005,953.6000000000001
-33.38056,19.30167,15-02-2011,59.2,173.70000000000002,368.8
-33.31388889,19.07472222,15-02-2011,56.599999999999994,170.40000000000003,369.80000000000007
-27.495556,26.074722,15-02-2011,138.10000000000002,143.0,743.8000000000001
-25.436111,31.982222,16-02-2011,164.70000000000002,191.0,585.5
-24.39619444,27.08983333,16-02-2011,190.5,205.10000000000002,613.2
-25.67386,31.57527,16-02-2011,209.20000000000002,239.4,633.4000000000001
-30.733889,29.828333,16-02-2011,311.70000000000005,403.1,1089.3
-30.398056,30.601944,16-02-2011,340.20000000000005,500.70000000000005,1268.9
-27.273889,28.49,16-02-2011,237.10000000000002,265.3,835.2
-27.3,28.586944,16-02-2011,230.5,259.40000000000003,819.8000000000002
-27.044444,27.005,16-02-2011,174.8,185.8,728.8000000000001
-30.86013889,29.07125,16-02-2011,255.60000000000002,328.40000000000003,937.0000000000001
-30.77586667,29.03221667,16-02-2011,249.00000000000003,318.50000000000006,942.4000000000001
-33.13083,18.86278,16-02-2011,46.2,140.1,317.4
-24.925278,29.324444,17-02-2011,226.10000000000002,249.5,588.0000000000001
-27.00222,28.76528,17-02-2011,217.20000000000002,243.6,758.8
-27.02314,28.59389,17-02-2011,221.8,247.0,762.6
-22.43772222,31.07805556,18-02-2011,196.20000000000002,212.0,450.8
-29.803611,30.516111,18-02-2011,227.60000000000002,289.9,1045.6000000000001
-25.99136,27.84208,21-02-2011,202.5,215.3,743.3000000000001
-26.861111,28.884722,21-02-2011,207.3,232.1,719.4
-26.73806,27.59194,21-02-2011,189.8,201.3,704.1000000000001
-26.45,28.085833,21-02-2011,195.0,209.10000000000002,685.8000000000001
-27.01011111,26.69808333,22-02-2011,168.20000000000002,175.5,725.2999999999998
-27.169444,29.233889,22-02-2011,206.7,237.7,716.8000000000001
-26.98472222,26.63227778,22-02-2011,168.90000000000003,176.20000000000002,738.5
-27.398611,26.614722,22-02-2011,161.0,168.4,748.9000000000001
-29.160278,26.573333,22-02-2011,126.10000000000001,135.70000000000002,727.7
-33.818056,19.694722,22-02-2011,69.0,195.60000000000002,394.3
-25.81048333,27.90955222,23-02-2011,200.9,212.5,721.0
-29.641944,30.6875,23-02-2011,186.60000000000002,263.1,1051.2
-34.065833,20.404167,23-02-2011,65.0,169.1,333.3
-33.980556,21.653333,23-02-2011,78.5,187.8,366.6
-22.769722,30.886944,23-02-2011,235.5,267.6,592.0
-27.00222,28.76528,23-02-2011,217.20000000000002,243.6,758.8
-27.02314,28.59389,23-02-2011,221.8,247.0,762.6
-27.38972222,26.46388889,23-02-2011,155.2,162.10000000000002,750.0000000000001
-27.398611,26.614722,23-02-2011,161.0,168.4,748.9000000000001
-27.671111,27.236944,23-02-2011,160.5,170.9,743.7000000000002
-27.356667,27.286389,23-02-2011,172.20000000000002,184.60000000000002,721.8
-33.897778,20.012778,23-02-2011,63.400000000000006,167.4,333.00000000000006
-23.763056,27.908611,24-02-2011,206.60000000000002,230.9,577.6000000000001
-23.23572222,27.717,24-02-2011,162.5,175.4,439.6
-28.44555556,32.325,24-02-2011,256.5,546.8000000000001,1280.0000000000002
-30.679722,26.7125,24-02-2011,128.20000000000002,157.3,678.1000000000001
-30.160091,27.40124,24-02-2011,155.4,176.8,807.4999999999999
-30.336111,27.359444,24-02-2011,159.5,186.0,810.8
-28.460833,21.248889,24-02-2011,63.10000000000001,69.30000000000001,472.1
-22.91028,29.61111,25-02-2011,223.3,236.8,505.5000000000001
-28.760833,17.730278,27-02-2011,10.100000000000001,18.1,95.20000000000002
-24.183889,30.823889,01-03-2011,200.20000000000002,224.3,549.5
-27.398611,26.614722,01-03-2011,161.0,168.4,748.9000000000001
-27.671111,27.236944,01-03-2011,160.5,170.9,743.7000000000002
-29.160278,26.573333,01-03-2011,126.10000000000001,135.70000000000002,727.7
-27.495556,26.074722,01-03-2011,138.10000000000002,143.0,743.8000000000001
-23.658056,31.05,02-03-2011,163.0,185.70000000000002,451.0
-26.648056,27.089444,02-03-2011,179.70000000000002,192.20000000000002,701.8000000000001
-27.802778,28.768333,02-03-2011,204.90000000000003,231.20000000000002,829.0
-24.679167,30.8025,03-03-2011,338.5,384.5,981.4000000000001
-27.273889,28.49,03-03-2011,237.10000000000002,265.3,835.2
-27.3,28.586944,03-03-2011,230.5,259.40000000000003,819.8000000000002
-30.679722,26.7125,03-03-2011,128.20000000000002,157.3,678.1000000000001
-27.02314,28.59389,04-03-2011,221.8,247.0,762.6
-25.99136,27.84208,07-03-2011,202.5,215.3,743.3000000000001
-31.554722,29.245556,07-03-2011,346.8,509.59999999999997,1169.4000000000003
-27.01011111,26.69808333,08-03-2011,168.20000000000002,175.5,725.2999999999998
-27.802778,28.768333,08-03-2011,204.90000000000003,231.20000000000002,829.0
-26.98472222,26.63227778,08-03-2011,168.90000000000003,176.20000000000002,738.5
-27.398611,26.614722,08-03-2011,161.0,168.4,748.9000000000001
-27.671111,27.236944,08-03-2011,160.5,170.9,743.7000000000002
-29.160278,26.573333,08-03-2011,126.10000000000001,135.70000000000002,727.7
-31.396,29.2651,08-03-2011,323.0,479.40000000000003,1136.4
-25.45963889,28.26430556,08-03-2011,211.10000000000002,229.60000000000002,622.5000000000001
-25.81048333,27.90955222,09-03-2011,200.9,212.5,721.0
-22.225556,29.990556,09-03-2011,166.8,173.3,377.2
-26.03611,30.99778,09-03-2011,341.1,390.1,955.6000000000001
-28.404444,30.013056,09-03-2011,195.60000000000002,232.40000000000003,887.7000000000002
-29.380556,30.2775,09-03-2011,227.5,263.9,993.8000000000001
-26.648056,27.089444,09-03-2011,179.70000000000002,192.20000000000002,701.8000000000001
-26.970278,27.211111,09-03-2011,180.9,193.0,713.4
-27.273889,28.49,09-03-2011,237.10000000000002,265.3,835.2
-27.3,28.586944,09-03-2011,230.5,259.40000000000003,819.8000000000002
-27.044444,27.005,09-03-2011,174.8,185.8,728.8000000000001
-28.69485,28.23487,09-03-2011,171.4,189.60000000000002,919.1999999999999
-28.883333,27.89,09-03-2011,165.8,180.90000000000003,876.3000000000002
-30.568333,29.422778,09-03-2011,254.40000000000003,318.0,971.0999999999999
-30.570833,29.150556,09-03-2011,244.5,302.20000000000005,953.6000000000001
-34.329722,18.990278,09-03-2011,112.7,284.3,556.8
-30.830556,26.921389,10-03-2011,135.9,171.5,695.5
-25.49037,30.6986,10-03-2011,291.5,326.40000000000003,792.7
-29.380556,30.2775,10-03-2011,227.5,263.9,993.8000000000001
-30.86013889,29.07125,10-03-2011,255.60000000000002,328.40000000000003,937.0000000000001
-30.77586667,29.03221667,10-03-2011,249.00000000000003,318.50000000000006,942.4000000000001
-29.658056,25.973333,11-03-2011,98.9,106.9,628.9000000000001
-30.534167,24.961944,11-03-2011,64.60000000000001,73.5,493.0
-31.031389,28.883333,11-03-2011,260.3,336.1,923.7000000000002
-34.039722,22.133333,11-03-2011,91.80000000000001,221.49999999999997,431.8
-28.760833,17.730278,13-03-2011,10.100000000000001,18.1,95.20000000000002
-29.7775,29.470833,14-03-2011,278.9,313.20000000000005,1209.0
-29.987778,29.851667,14-03-2011,268.0,316.8,1029.3000000000002
-29.744167,29.905833,14-03-2011,251.70000000000002,290.1,996.1000000000001
-26.861111,28.884722,14-03-2011,207.3,232.1,719.4
-26.73806,27.59194,14-03-2011,189.8,201.3,704.1000000000001
-26.45,28.085833,14-03-2011,195.0,209.10000000000002,685.8000000000001
-25.127778,27.628889,15-03-2011,206.3,224.2,620.4
-25.20639,27.558,15-03-2011,208.0,222.5,639.5999999999999
-24.69514,27.40906,15-03-2011,223.3,239.4,651.0
-25.73411,27.21422,15-03-2011,211.60000000000002,227.0,752.0000000000001
-26.006389,29.253889,15-03-2011,237.8,262.6,693.3
-28.747778,31.745833,15-03-2011,257.2,415.8,1020.0000000000001
-30.733889,29.828333,15-03-2011,311.70000000000005,403.1,1089.3
-27.398611,26.614722,15-03-2011,161.0,168.4,748.9000000000001
-27.495556,26.074722,15-03-2011,138.10000000000002,143.0,743.8000000000001
-24.282222,28.090278,16-03-2011,209.4,242.4,645.5
-30.398056,30.601944,16-03-2011,340.20000000000005,500.70000000000005,1268.9
-30.27402,30.69602,16-03-2011,317.3,461.3,1260.9
-26.880278,26.965,16-03-2011,176.70000000000002,187.5,714.0999999999999
-27.273889,28.49,16-03-2011,237.10000000000002,265.3,835.2
-34.031944,22.053333,16-03-2011,87.4,212.3,415.5
-23.763056,27.908611,17-03-2011,206.60000000000002,230.9,577.6000000000001
-27.00222,28.76528,17-03-2011,217.20000000000002,243.6,758.8
-27.02314,28.59389,17-03-2011,221.8,247.0,762.6
-24.925278,29.324444,18-03-2011,226.10000000000002,249.5,588.0000000000001
-29.803611,30.516111,18-03-2011,227.60000000000002,289.9,1045.6000000000001
-26.970278,27.211111,21-03-2011,180.9,193.0,713.4
-27.01011111,26.69808333,22-03-2011,168.20000000000002,175.5,725.2999999999998
-25.99136,27.84208,22-03-2011,202.5,215.3,743.3000000000001
-26.861111,28.884722,22-03-2011,207.3,232.1,719.4
-26.45,28.085833,22-03-2011,195.0,209.10000000000002,685.8000000000001
-27.398611,26.614722,22-03-2011,161.0,168.4,748.9000000000001
-33.501667,21.624167,22-03-2011,62.8,132.5,273.90000000000003
-33.31388889,19.07472222,22-03-2011,56.599999999999994,170.40000000000003,369.80000000000007
-28.338333,31.373611,22-03-2011,255.5,328.5,750.1
-29.641944,30.6875,23-03-2011,186.60000000000002,263.1,1051.2
-28.735556,29.820556,23-03-2011,186.3,214.5,879.9
-26.648056,27.089444,23-03-2011,179.70000000000002,192.20000000000002,701.8000000000001
-27.044444,27.005,23-03-2011,174.8,185.8,728.8000000000001
-29.160278,26.573333,23-03-2011,126.10000000000001,135.70000000000002,727.7
-33.13083,18.86278,23-03-2011,46.2,140.1,317.4
-25.45963889,28.26430556,23-03-2011,211.10000000000002,229.60000000000002,622.5000000000001
-25.81048333,27.90955222,24-03-2011,200.9,212.5,721.0
-27.602222,29.942778,24-03-2011,224.3,268.9,794.4000000000002
-27.3,28.586944,24-03-2011,230.5,259.40000000000003,819.8000000000002
-33.38056,19.30167,24-03-2011,59.2,173.70000000000002,368.8
-27.00222,28.76528,25-03-2011,217.20000000000002,243.6,758.8
-27.02314,28.59389,25-03-2011,221.8,247.0,762.6
-30.160091,27.40124,25-03-2011,155.4,176.8,807.4999999999999
-30.336111,27.359444,25-03-2011,159.5,186.0,810.8
-28.760833,17.730278,27-03-2011,10.100000000000001,18.1,95.20000000000002
-22.43772222,31.07805556,28-03-2011,196.20000000000002,212.0,450.8
-26.73806,27.59194,28-03-2011,189.8,201.3,704.1000000000001
-25.127778,27.628889,29-03-2011,206.3,224.2,620.4
-25.20639,27.558,29-03-2011,208.0,222.5,639.5999999999999
-24.69514,27.40906,29-03-2011,223.3,239.4,651.0
-27.169444,29.233889,29-03-2011,206.7,237.7,716.8000000000001
-26.98472222,26.63227778,29-03-2011,168.90000000000003,176.20000000000002,738.5
-28.141944,26.417778,29-03-2011,134.5,142.20000000000002,715.0999999999999
-28.116667,26.725278,29-03-2011,137.9,145.7,724.5000000000001
-27.398611,26.614722,29-03-2011,161.0,168.4,748.9000000000001
-29.160278,26.573333,29-03-2011,126.10000000000001,135.70000000000002,727.7
-27.495556,26.074722,29-03-2011,138.10000000000002,143.0,743.8000000000001
-34.065833,20.404167,30-03-2011,65.0,169.1,333.3
-27.363611,31.783333,30-03-2011,195.5,234.10000000000002,622.2
-26.905,32.324722,30-03-2011,151.3,184.3,554.8000000000001
-28.75,30.442778,30-03-2011,183.8,213.90000000000003,800.1000000000001
-29.161667,30.629722,30-03-2011,230.3,297.40000000000003,1093.9
-26.880278,26.965,30-03-2011,176.70000000000002,187.5,714.0999999999999
-27.398611,26.614722,30-03-2011,161.0,168.4,748.9000000000001
-28.69485,28.23487,30-03-2011,171.4,189.60000000000002,919.1999999999999
-28.883333,27.89,30-03-2011,165.8,180.90000000000003,876.3000000000002
-33.818056,19.694722,30-03-2011,69.0,195.60000000000002,394.3
-34.075556,20.145556,30-03-2011,68.0,176.10000000000002,344.5
-27.00222,28.76528,31-03-2011,217.20000000000002,243.6,758.8
-27.02314,28.59389,31-03-2011,221.8,247.0,762.6
-30.679722,26.7125,31-03-2011,128.20000000000002,157.3,678.1000000000001
-30.534167,24.961944,31-03-2011,64.60000000000001,73.5,493.0
-33.897778,20.012778,31-03-2011,63.400000000000006,167.4,333.00000000000006
-22.769722,30.886944,01-04-2011,235.5,267.6,592.0
-27.802778,28.768333,01-04-2011,204.90000000000003,231.20000000000002,829.0
-27.5275,30.858056,02-04-2011,276.5,316.3,780.5000000000001
-25.99136,27.84208,04-04-2011,202.5,215.3,743.3000000000001
-25.513889,31.224444,04-04-2011,263.8,299.20000000000005,774.2
-25.398889,31.610556,04-04-2011,186.0,213.3,585.8999999999999
-24.183889,30.823889,05-04-2011,200.20000000000002,224.3,549.5
-23.281,30.54305556,05-04-2011,234.0,278.70000000000005,654.3000000000001
-25.362222,31.956667,05-04-2011,163.2,190.2,566.1
-29.380556,30.2775,05-04-2011,227.5,263.9,993.8000000000001
-27.398611,26.614722,05-04-2011,161.0,168.4,748.9000000000001
-25.45963889,28.26430556,05-04-2011,211.10000000000002,229.60000000000002,622.5000000000001
-25.81048333,27.90955222,06-04-2011,200.9,212.5,721.0
-23.658056,31.05,06-04-2011,163.0,185.70000000000002,451.0
-24.058889,31.237222,06-04-2011,164.20000000000002,189.0,475.40000000000003
-24.034167,31.123611,06-04-2011,181.7,211.39999999999998,514.4000000000001
-24.99328,30.81444,06-04-2011,340.9,387.1,983.6
-25.14944444,31.94055556,06-04-2011,159.3,185.7,536.9
-27.937778,31.209444,06-04-2011,230.70000000000002,268.40000000000003,624.6000000000001
-28.404444,30.013056,06-04-2011,195.60000000000002,232.40000000000003,887.7000000000002
-26.880278,26.965,06-04-2011,176.70000000000002,187.5,714.0999999999999
-31.000833,26.353056,06-04-2011,96.0,130.3,612.4000000000001
-24.679167,30.8025,07-04-2011,338.5,384.5,981.4000000000001
-24.99328,30.81444,07-04-2011,340.9,387.1,983.6
-27.02314,28.59389,07-04-2011,221.8,247.0,762.6
-28.760833,17.730278,10-04-2011,10.100000000000001,18.1,95.20000000000002
-26.73806,27.59194,10-04-2011,189.8,201.3,704.1000000000001
-25.49037,30.6986,11-04-2011,291.5,326.40000000000003,792.7
-29.987778,29.851667,11-04-2011,268.0,316.8,1029.3000000000002
-29.744167,29.905833,11-04-2011,251.70000000000002,290.1,996.1000000000001
-26.861111,28.884722,11-04-2011,207.3,232.1,719.4
-26.970278,27.211111,11-04-2011,180.9,193.0,713.4
-26.45,28.085833,11-04-2011,195.0,209.10000000000002,685.8000000000001
-31.396,29.2651,11-04-2011,323.0,479.40000000000003,1136.4
-31.554722,29.245556,11-04-2011,346.8,509.59999999999997,1169.4000000000003
-27.356667,27.286389,11-04-2011,172.20000000000002,184.60000000000002,721.8
-25.447222,30.711667,11-04-2011,285.6,320.40000000000003,771.3
-27.01011111,26.69808333,12-04-2011,168.20000000000002,175.5,725.2999999999998
-25.127778,27.628889,12-04-2011,206.3,224.2,620.4
-25.20639,27.558,12-04-2011,208.0,222.5,639.5999999999999
-24.69514,27.40906,12-04-2011,223.3,239.4,651.0
-25.73411,27.21422,12-04-2011,211.60000000000002,227.0,752.0000000000001
-26.006389,29.253889,12-04-2011,237.8,262.6,693.3
-26.03611,30.99778,12-04-2011,341.1,390.1,955.6000000000001
-28.801278,31.955389,12-04-2011,245.5,475.20000000000005,1122.0
-30.733889,29.828333,12-04-2011,311.70000000000005,403.1,1089.3
-27.169444,29.233889,12-04-2011,206.7,237.7,716.8000000000001
-27.802778,28.768333,12-04-2011,204.90000000000003,231.20000000000002,829.0
-26.98472222,26.63227778,12-04-2011,168.90000000000003,176.20000000000002,738.5
-27.398611,26.614722,12-04-2011,161.0,168.4,748.9000000000001
-29.160278,26.573333,12-04-2011,126.10000000000001,135.70000000000002,727.7
