unnamed: 0,latitude,longitude,sample date,total alkalinity,electrical conductance,dissolved reactive phosphorus,qa,red,blue,drad,emis,emsd,lwir,trad,urad,atran,cdist,green,nir08,lwir.1,swir16,swir22,cloud_qa,qa_pixel,qa_radsat,atmos_opacity,nvdi,savi,bsi,ndbi,tcwi,evi,osavi,gndvi,gcvi,msi,bui,tc brightness,tc greenness,nbr,ndsi,green/red ratio,ndgi,ui (urban index),nbr2,red/nir ratio,green/nir ratio
10,-28.141944,26.417778,2011-01-04,94.718,227.9,132.0,232.5,9679.0,9085.5,1141.0,9719.0,48.5,45407.0,8796.5,2396.0,6665.0,2404.0,9840.0,14391.0,45407.0,13799.5,11265.0,,5440.0,,89.0,0.1957623597839634,0.2936374400199414,4.2593972952827175e-05,-0.0209822457920221,-3561.9371999999994,2.7238568703393264,0.22708282786653683,0.18781725888324874,0.4624999999999999,0.9588979223125564,-0.2167446055759855,27250.96755,-669.6711999999993,0.12184284377923293,-0.16749508238329913,1.0166339497882013,0.0082483733797838,-0.024740289069557386,0.1011191126892617,0.6725731359877701,0.6837606837606838
11,-27.398611,26.614722,2011-01-04,86.8,226.3,114.0,343.0,10126.0,9253.5,1277.0,9792.0,62.0,44909.5,8630.5,2745.0,6223.0,210.5,10247.0,15515.5,44909.5,12823.0,10403.5,,5440.0,,158.5,0.2101866115476863,0.3152737695967553,-0.0381407435349344,-0.0950120860313707,-1838.65115,1.9608877569583407,0.243814948018186,0.2045026686074721,0.5141504830682151,0.8264638587219232,-0.305198697579057,27599.0828,-173.3428499999975,0.19722983139781627,-0.11166016471608149,1.0119494370926327,0.005939233298974132,-0.16172780713149737,0.10416980604051407,0.6526376848957494,0.6604363378556927
12,-33.501667,21.624167,2011-01-04,201.0,769.0,74.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,,,,,,,,,,,,,,,,,
13,-32.502778,19.535833,2011-01-04,10.387,73.0,10.0,203.0,14613.0,10579.0,1139.0,9522.0,54.0,48033.5,10014.5,2404.5,7154.0,8443.5,13104.0,17653.0,48033.5,19330.0,16984.0,,5440.0,,8.0,0.0942168226616252,0.1413230440239877,0.0918536389223964,0.0453451585863775,-6504.435500000001,0.2924257873371939,0.10929097233758214,0.1479012907630783,0.34714590964590974,1.0949980173341642,-0.048871664075247706,36654.445900000006,-2730.1224999999986,0.019314605768397955,-0.19195905531232657,0.8967357832067337,-0.0544431215499513,-0.02015766032151345,0.06460318334526628,0.8277913102588795,0.7423100889367247
14,-25.45963889,28.26430556,2011-01-04,108.94,396.0,82.0,236.0,11096.0,9139.0,379.0,9636.0,176.0,42157.0,7980.5,692.0,8932.0,1058.0,9926.0,13959.0,42157.0,15156.5,12552.5,,5440.0,,8.0,0.1142686090600678,0.1713994931252619,0.0639203250220362,0.0411292953924885,-4771.615000000002,0.5967815900279317,0.13255074004715994,0.1688507431442328,0.4063066693532138,1.0857869474890751,-0.07313931366757931,28650.297599999998,-1899.4834499999995,0.053052448937253645,-0.20853184491179108,0.8945565969718817,-0.055655979450099896,-0.03208530719559133,0.09397668627521744,0.7948993480908374,0.7110824557633069
15,-27.495556,26.074722,2011-01-04,67.8,218.6,91.0,292.0,11540.5,9490.5,1357.0,9696.5,81.0,45910.5,8713.0,2958.0,5873.0,738.5,11044.5,17937.5,45910.5,18143.5,14152.5,,5440.0,,199.0,0.2170092950675079,0.3255084213918618,0.039501330718588,0.0057093761259388,-5851.706900000002,0.9993594850885004,0.251729415947264,0.23783727831067558,0.6241115487346642,1.0114843205574913,-0.2112999189415691,33323.24105,334.69780000000173,0.11794951698348395,-0.24321639029738248,0.9570209263030198,-0.021961478857648882,-0.03342491028138772,0.12357567500619272,0.6433728222996515,0.6157212543554007
16,-26.648056,27.089444,2011-01-05,211.0,532.0,62.0,264.0,8963.5,8535.0,1183.0,9836.5,74.0,44131.5,8492.0,2526.0,6536.0,661.5,9597.0,19310.5,44131.5,12954.5,9447.5,,5440.0,,144.0,0.3659545872533069,0.548922173690074,-0.1191134064123303,-0.1969936463660313,-821.9018999999998,2.8488436123348015,0.4245049189790253,0.33602006399723255,1.0121392101698445,0.6708526449341032,-0.5629482336193382,28662.807199999996,3750.8007500000026,0.34296543570484733,-0.1488814491275525,1.070675517376025,0.03413162360927777,-0.263137143541462,0.15654852245335238,0.4641775200020714,0.496983506382538
17,-26.970278,27.211111,2011-01-05,71.5,248.4,117.0,288.0,11496.0,9671.5,1194.5,9856.0,128.0,43899.0,8437.0,2549.5,6509.5,390.5,11040.0,10218.0,43899.0,7946.5,7735.0,32.0,5504.0,,101.0,-0.0588560375794418,-0.0882820235326625,-0.0113647920268483,-0.1250516116601062,1713.0545000000006,-0.47981978599587005,-0.06827250052500303,-0.038667795653401074,-0.07445652173913042,0.7776962223527109,-0.0661955740806644,22652.17035,-5005.1243,0.13830557566980448,0.16293155663234404,0.9603340292275574,-0.02023429179978701,-0.2636081254733762,0.013487230175684725,1.1250733998825602,1.080446271285966
18,-27.38972222,26.46388889,2011-01-05,82.14,255.5,74.0,271.0,11926.0,10130.0,1294.0,9856.0,98.0,44683.5,8575.0,2791.0,6156.0,1207.5,11597.0,11481.0,44683.5,8583.0,8196.5,32.0,5472.0,,210.0,-0.0190114068441064,-0.0285165011214354,-0.0261633428300094,-0.1444377990430622,1800.3081499999985,-0.15751097267450093,-0.02205308119395945,-0.005026432099835341,-0.010002586875916153,0.7475829631565195,-0.1254263921989558,24266.6377,-4618.420100000001,0.16691652903061874,0.14935579781962338,0.9724132148247526,-0.013986311269821026,-0.28078644272431175,0.02303405941774189,1.0387596899224807,1.0101036495078826
19,-27.044444,27.005,2011-01-05,83.0,220.9,85.0,258.0,9503.5,8882.5,1206.0,9803.5,93.0,44809.5,8658.0,2570.0,6476.0,1193.0,9908.0,17418.5,44809.5,13987.0,10115.0,,5440.0,,126.0,0.2939974741846817,0.4409880211718823,-0.0564453772230199,-0.109264300839025,-2214.500249999999,2.5298047112219137,0.34103504325061584,0.2748431010191572,0.7580238191360518,0.8029968137325257,-0.4032617750237067,28700.42675,1869.7960500000006,0.2652586848747889,-0.17070516844528144,1.042563266165097,0.020838162944646216,-0.156177590789073,0.1606505684175587,0.5455980710164481,0.5688205069322846
20,-30.830556,26.921389,2011-01-06,62.099,145.0,10.0,-4888.5,4479.0,4189.0,-4484.0,-170.0,-4970.0,22100.0,-665.0,-3943.0,-1474.0,-4492.5,4491.0,5266.5,22100.0,3672.5,3764.5,4.0,2720.5,,-4995.5,0.0808065260889641,0.12120357069567,-0.0740614528312603,-0.1783197225640451,453.8306500000001,2.7192679558011053,0.09373403135344346,0.07947732513451192,0.17267869071476283,0.6973321940567739,-0.2591262486530092,10159.009150000002,-1264.2844499999994,0.16631602258886058,0.10026336742818644,1.0026791694574682,0.0013377926421404682,-0.2999957952551833,-0.01237057953475864,0.8504699515807462,0.8527485046995158
21,-27.00222,28.76528,2011-01-06,34.855,114.5,150.0,-9999.0,9947.0,8743.0,944.0,-9999.0,-9999.0,,8762.5,1923.5,7294.0,1386.0,9691.0,13724.0,,13005.5,10754.5,,5440.0,,10.0,0.1595623336572177,0.2393384449654648,0.0106892414051233,-0.0268804130268055,-2984.5224000000007,1.2052460271874401,0.18509105595163058,0.1722400170830664,0.4161593230832732,0.9476464587583795,-0.1864427466840232,26360.186399999995,-1137.93115,0.1213105378189023,-0.14603573238164475,0.9742635970644415,-0.013035950707811387,-0.07876980375322917,0.09473905723905723,0.7247886913436316,0.7061352375400758
22,-27.02314,28.59389,2011-01-06,41.408,148.8,152.0,290.5,10129.0,8893.0,933.0,9732.0,,44360.0,8632.0,1897.0,7326.0,193.0,9969.5,11490.5,44360.0,10372.5,9135.0,8.0,5440.0,,9.0,0.0629755544762829,0.0944611470860314,0.0028861440626146,-0.0511366235191876,-995.8760500000008,0.6113056752873564,0.07305110256127986,0.07087604846225536,0.15256532423892866,0.9027022322788391,-0.1141121779954705,23678.08105,-2900.8503499999997,0.11420329204140506,-0.019811228001179824,0.9842531345641228,-0.007935915615593203,-0.1132965640499638,0.06343713956170703,0.881510813280536,0.8676297811235368
23,-30.679722,26.7125,2011-01-06,55.297,138.3,44.0,205.5,11938.0,9235.5,1049.0,9876.0,99.0,43283.0,8372.0,2154.0,7002.0,2042.0,10548.0,13400.0,43283.0,7764.0,7659.0,8.0,5440.0,,9.0,0.0576998973873233,0.0865481382086548,-0.0692884558606436,-0.2663012663012663,2943.85295,0.2318757830962237,0.06693145832215125,0.1190913646233506,0.2703830109973455,0.5794029850746268,-0.3240011636885896,24266.897950000002,-2682.6497499999978,0.27261503395222947,0.15203145478374835,0.8835650862791087,-0.06181624121675709,-0.5523755511407694,0.006808014005057382,0.8908955223880597,0.7871641791044776
24,-30.160091,27.40124,2011-01-06,57.916,167.1,13.0,260.0,10522.5,9063.0,974.0,9719.0,124.0,44619.5,8725.0,1981.0,7212.0,274.5,10060.0,14158.0,44619.5,12037.5,10023.5,,5440.0,,9.0,0.1473025262859342,0.2209493132369028,-0.0144383040999541,-0.0809490179611001,-1504.3777500000006,0.9750308426755351,0.17086982276811072,0.16921298207944505,0.4073558648111333,0.850226020624382,-0.2282515442470343,26446.711349999998,-1269.5565499999996,0.17097781361784836,-0.08948976128521326,0.9560465668804942,-0.022470545366209158,-0.19574813444520045,0.09129232582385205,0.7432193812685407,0.7105523379008335
25,-32.595833,19.009444,2011-01-06,8.621,63.1,19.0,204.0,10903.5,9227.5,1175.5,9714.0,56.0,47629.0,10070.0,2505.5,7112.5,6441.0,10334.0,15218.5,47629.0,14735.0,12208.5,,5440.0,,9.0,0.1651864328918153,0.2477749066896353,0.0238097615030598,-0.0161416862804012,-3855.0192,0.9434374795023723,0.19161508849191644,0.1911554642402896,0.4726630539965164,0.9682294575680914,-0.1813281191722165,29126.33805,-978.5688499999992,0.10974587085718453,-0.17555546691132473,0.9477690649791352,-0.02681577398469688,-0.08687989021592246,0.09377029710319743,0.7164635148010645,0.6790419555146696
26,-25.99136,27.84208,2011-01-10,82.432,283.8,32.0,679.5,11898.0,10629.0,1230.0,9677.0,39.0,43996.0,8326.0,2682.0,6310.0,7.0,11771.5,18631.5,43996.0,16495.0,12815.0,,5440.0,,15.0,0.2205571660197514,0.3308303308221422,-0.0150467881394884,-0.0608230253512305,-3399.4257000000016,1.6338687760846353,0.2558449717422336,0.2256356280630201,0.5827634541052542,0.8853286101494781,-0.2813801913709819,33340.59225,231.78230000000167,0.18496494045442258,-0.16710593812463517,0.9893679610018491,-0.005344430596337059,-0.12541768386572827,0.12555441828727396,0.6385959262539248,0.6318063494619327
27,-26.73806,27.59194,2011-01-10,55.3,189.1,105.0,485.5,8961.0,8719.0,1168.0,9856.0,33.0,43734.0,8381.0,2495.5,6561.5,38.0,9167.0,9089.5,43734.0,7963.0,7740.0,36.0,7440.0,,38.0,0.0071189163735076,0.010678078776799,-0.0254660620456344,-0.0660606949127693,-31.1541500000003,-0.12667586750788642,0.008257869795342664,-0.004245063402075973,-0.008454238027708061,0.8760657901974807,-0.0731796112862769,20019.49565,-3715.5951999999997,0.08018657714132921,0.07028604786923526,1.0229885057471264,0.011363636363636364,-0.10146229969015974,0.014201108068521939,0.985862808735354,1.0085263215798448
28,-26.45,28.085833,2011-01-10,105.711,635.0,80.0,298.0,12540.0,9502.5,329.0,9670.5,89.5,41467.5,7739.0,590.0,9051.0,178.5,10720.0,15210.0,41467.5,17974.0,14201.0,2.0,5440.0,,9.0,0.0962162162162162,0.1443217239329021,0.1050492064498021,0.0832931533269045,-6416.518949999999,0.34797794836372165,0.11161016729272911,0.17315850366371,0.41884328358208944,1.1817225509533202,-0.012923062889311707,32105.37945,-2136.5198499999988,0.034306891979191456,-0.2528054645570503,0.8548644338118022,-0.07824591573516768,0.011946431550335257,0.11726495726495727,0.8244575936883629,0.7047994740302432
29,-30.86013889,29.07125,2011-01-10,40.861,95.6,10.0,218.0,11634.0,9396.0,935.0,9832.0,31.5,45359.0,9357.5,1912.0,7631.0,747.5,10724.5,14558.0,45359.0,11450.0,10000.5,,5440.0,,21.0,0.1116371411117898,0.1674525150329292,-0.0184956843403205,-0.1195016917871424,-393.1607000000004,0.5261642553804073,0.12949829261885998,0.15162661920300602,0.35745256189099717,0.7865091358703119,-0.2311388328989322,27179.9841,-1878.9932999999996,0.18557729503023393,-0.03271776139259059,0.9218239642427368,-0.040678041907999195,-0.29829668258276276,0.0675741824199902,0.7991482346476164,0.7366739936804506
30,-27.356667,27.286389,2011-01-10,64.1,164.0,151.0,260.0,9290.0,8718.0,1187.0,9829.5,95.0,44381.0,8547.0,2526.0,6521.0,930.0,9502.5,16828.5,44381.0,12665.5,9643.0,,5440.0,,106.5,0.2886268353848804,0.432931965236035,-0.0755968169761273,-0.1411473520037973,-1434.770050000002,2.623181849815575,0.33480507805530607,0.2782271846872508,0.7709550118389898,0.7526220399916808,-0.4297741873886777,27346.556450000004,1684.9050500000003,0.27144287252327975,-0.14268314687838327,1.0228740581270184,0.011307702540907277,-0.22501542383362838,0.13548647376560505,0.5520396945657664,0.5646670826276852
31,-27.01011111,26.69808333,2011-01-11,66.1,203.4,131.0,274.0,10728.5,9344.0,1245.0,9804.5,67.0,44339.0,8492.0,2668.0,6332.0,592.0,10433.5,12433.5,44339.0,9579.5,8531.5,1.0,5440.0,,101.0,0.0736119506087557,0.1104155423637344,-0.0349170141735277,-0.1296506609730613,521.4269500000005,0.6337818749535351,0.08538927284847354,0.08746228189093454,0.1916902285905977,0.7704588410343025,-0.203262611581817,24239.8692,-2744.781549999998,0.18611972334843788,0.04267226302903113,0.9725031458265367,-0.013940081277762027,-0.2578154676828106,0.05786538567721274,0.8628704709052157,0.8391442473961475
32,-25.73411,27.21422,2011-01-11,8.0,34.04,56.0,719.5,17879.5,16362.5,1190.0,9691.5,38.0,43105.5,8104.0,2581.0,6429.0,,17765.0,21914.0,43105.5,22170.5,17965.5,8.0,5896.0,,177.5,0.101385904733185,0.1520769462733075,0.0226424007200628,0.005818371536481,-4655.868399999999,1.5581431274861932,0.11760717662059733,0.10456412712013911,0.2335491134252745,1.0117048462170302,-0.095567533196704,45263.3018,-4190.416399999997,0.09901076994445768,-0.11031538355598403,0.9935960177857323,-0.003212276788845404,0.005259588688181216,0.10476878612716763,0.8158939490736515,0.8106689787350552
33,-26.98472222,26.63227778,2011-01-11,128.0,196.7,158.0,303.5,10262.5,9414.0,1237.0,9693.0,77.0,46784.0,9156.0,2652.0,6366.0,274.5,10207.0,13683.0,46784.0,14011.5,11850.5,,5440.0,,123.0,0.1428452109999791,0.2142633425206715,0.0248464250279707,0.0118615609597573,-3907.35415,1.8373979372582725,0.165699337583512,0.14550020929259105,0.340550602527677,1.0240078930059198,-0.1309836500402218,27549.77935,-1766.1280500000007,0.07176846104137702,-0.15709065383900736,0.9945919610231425,-0.0027113510344659126,0.01857044811515851,0.08355888949037198,0.7500182708470364,0.7459621428049404
34,-27.398611,26.614722,2011-01-11,71.6,190.6,127.0,343.0,10126.0,9253.5,1277.0,9792.0,62.0,44909.5,8630.5,2745.0,6223.0,210.5,10247.0,15515.5,44909.5,12823.0,10403.5,,5440.0,,158.5,0.2101866115476863,0.3152737695967553,-0.0381407435349344,-0.0950120860313707,-1838.65115,1.9608877569583407,0.243814948018186,0.2045026686074721,0.5141504830682151,0.8264638587219232,-0.305198697579057,27599.0828,-173.3428499999975,0.19722983139781627,-0.11166016471608149,1.0119494370926327,0.005939233298974132,-0.16172780713149737,0.10416980604051407,0.6526376848957494,0.6604363378556927
35,-27.671111,27.236944,2011-01-11,75.096,275.7,71.0,284.0,11237.5,9693.5,1198.0,9756.5,96.5,46121.0,8990.0,2550.0,6476.0,381.5,10943.0,14887.0,46121.0,13522.0,11403.0,,5440.0,,48.0,0.1396964535206415,0.2095406698564593,0.0036278881232265,-0.048048153754092,-2437.221200000001,0.949228808489609,0.1620468936246443,0.1526906697638405,0.3604130494379969,0.9083092631154699,-0.1877446072747335,28642.6386,-1642.9299499999997,0.13252187143400532,-0.10541590026568567,0.9737931034482759,-0.013277428371767994,-0.11860291818764623,0.08501504513540623,0.7548532276482838,0.73507086719957
36,-29.160278,26.573333,2011-01-11,120.27,177.3,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,,,,,,,,,,,,,,,,,
37,-34.250556,20.9925,2011-01-11,26.8,304.5,12.0,220.0,9192.0,8456.0,1205.0,9775.0,22.0,46597.0,9562.0,2576.0,6755.0,1264.5,9019.0,12323.0,46597.0,13161.0,10800.5,8.0,5440.0,,8.0,0.1455263769463165,0.2182844925751202,0.0364926272836872,0.032883377805682,-4017.3016499999994,1.9298570019723864,0.168809341878006,0.1548121075812951,0.3663377314558156,1.0680029213665503,-0.11264299914063451,25031.878699999997,-1496.393699999999,0.06584210867731961,-0.1867448151487827,0.9811792863359443,-0.009499752896600955,0.04882119390230821,0.09851219664879077,0.7459222591901322,0.7318834699342692
38,-25.45963889,28.26430556,2011-01-11,132.0,489.0,82.0,236.0,11096.0,9139.0,379.0,9636.0,176.0,42157.0,7980.5,692.0,8932.0,1058.0,9926.0,13959.0,42157.0,15156.5,12552.5,,5440.0,,8.0,0.1142686090600678,0.1713994931252619,0.0639203250220362,0.0411292953924885,-4771.615000000002,0.5967815900279317,0.13255074004715994,0.1688507431442328,0.4063066693532138,1.0857869474890751,-0.07313931366757931,28650.297599999998,-1899.4834499999995,0.053052448937253645,-0.20853184491179108,0.8945565969718817,-0.055655979450099896,-0.03208530719559133,0.09397668627521744,0.7948993480908374,0.7110824557633069
39,-25.81048333,27.90955222,2011-01-12,131.0,584.0,10.0,421.0,9553.5,8693.0,1320.0,9611.0,106.0,45209.0,8630.5,2907.5,6041.0,75.5,9753.0,16870.5,45209.0,13408.0,10257.0,,5440.0,,83.0,0.2769073569482289,0.4153531760298208,-0.0536218444100978,-0.1143550704295126,-2096.6672999999982,2.0336297943301833,0.32121058909725037,0.267339005014367,0.7297754537065517,0.7947600841705936,-0.3912624273777415,28049.1344,1473.2319000000005,0.24379319878352226,-0.1578083847847675,1.0208823991207412,0.01033330743531971,-0.1847846712892649,0.1331502218466089,0.566284342491331,0.5781097181470615
40,-27.273889,28.49,2011-01-12,49.114,136.6,32.0,294.0,9407.5,8456.5,903.0,9849.0,24.5,43282.0,8372.0,1826.5,7416.5,187.0,9060.0,12333.0,43282.0,9264.5,8181.0,1.0,5440.0,,10.0,0.1345645224350866,0.2018421415758244,-0.0536598963546748,-0.1420766292394953,32.38794999999982,1.3657158862798189,0.15609369724746167,0.1529939699901837,0.36125827814569544,0.751195978269683,-0.2766411516745819,22681.255499999996,-1472.7198000000012,0.20239836209417958,-0.011159922508117547,0.9630613871910709,-0.01881684039528902,-0.28715943011883793,0.06210770685850219,0.7627908862401687,0.7346144490391632
41,-27.4275,28.525833,2011-01-12,62.326,163.9,45.0,-9999.0,11296.0,9231.0,879.5,-9999.0,-9999.0,,8855.0,1770.5,7491.5,1640.0,10794.0,16767.0,,18026.5,15340.5,,5440.0,,9.0,0.1949542101699747,0.292426105083115,0.0600952630579983,0.0361992900972882,-6877.7400000000025,0.8932828266335762,0.22614559443768983,0.21671927723957765,0.5533629794330184,1.0751177908987892,-0.1587549200726865,32566.722,-446.52324999999905,0.044428871758934826,-0.2509498447285786,0.9555594900849859,-0.02272521502942508,0.028610472017929434,0.08049869631672012,0.6737043001133178,0.6437645374843443
42,-28.883333,27.89,2011-01-12,117.44,271.7,10.0,259.0,9399.5,8398.5,819.0,9605.0,,44203.0,8558.0,1630.0,7663.0,224.5,9248.0,14007.5,44203.0,12553.5,9979.0,,5440.0,,9.0,0.1968641859272867,0.2952899711630887,-0.0102121328253567,-0.0547419148375437,-2531.897200000001,1.5532409748205076,0.22836089470059587,0.2046612629270495,0.5146518166089966,0.8961984651079778,-0.25160610076483036,25657.22785,-333.2533000000012,0.16794863777541533,-0.1516180079352338,0.9838821213894356,-0.008124413460249363,-0.12018345530724706,0.11425718406745812,0.6710333749776906,0.6602177404961628
43,-27.00222,28.76528,2011-01-13,63.848,190.9,62.0,-9999.0,9947.0,8743.0,944.0,-9999.0,-9999.0,,8762.5,1923.5,7294.0,1386.0,9691.0,13724.0,,13005.5,10754.5,,5440.0,,10.0,0.1595623336572177,0.2393384449654648,0.0106892414051233,-0.0268804130268055,-2984.5224000000007,1.2052460271874401,0.18509105595163058,0.1722400170830664,0.4161593230832732,0.9476464587583795,-0.1864427466840232,26360.186399999995,-1137.93115,0.1213105378189023,-0.14603573238164475,0.9742635970644415,-0.013035950707811387,-0.07876980375322917,0.09473905723905723,0.7247886913436316,0.7061352375400758
