Latitude,Longitude,Sample Date,emis,atran,swir16,atmos_opacity,green,drad,red,swir22,emsd,cdist,nir08,blue,trad,lwir,urad,NVDI,SAVI,BSI,NDBI,TCWI
-32.595833,19.009444,06-01-2011,9714.0,7112.5,14735.0,9.0,10334.0,1175.5,10903.5,12208.5,56.0,6441.0,15218.5,9227.5,10070.0,47629.0,2505.5,0.16518643289181534,0.24777490668963537,0.02380976150305983,-0.016141686280401288,-3855.0191999999997
-25.99136,27.84208,10-01-2011,9677.0,6310.0,16495.0,15.0,11771.5,1230.0,11898.0,12815.0,39.0,7.0,18631.5,10629.0,8326.0,43996.0,2682.0,0.2205571660197514,0.3308303308221422,-0.015046788139488496,-0.060823025351230554,-3399.4257000000016
-26.73806,27.59194,10-01-2011,9856.0,6561.5,7963.0,38.0,9167.0,1168.0,8961.0,7740.0,33.0,38.0,9089.5,8719.0,8381.0,43734.0,2495.5,0.007118916373507659,0.01067807877679907,-0.025466062045634494,-0.06606069491276939,-31.1541500000003
-26.45,28.085833,10-01-2011,9670.5,9051.0,17974.0,9.0,10720.0,329.0,12540.0,14201.0,89.5,178.5,15210.0,9502.5,7739.0,41467.5,590.0,0.09621621621621622,0.1443217239329021,0.10504920644980217,0.08329315332690453,-6416.518949999999
-30.86013889,29.07125,10-01-2011,9832.0,7631.0,11450.0,21.0,10724.5,935.0,11634.0,10000.5,31.5,747.5,14558.0,9396.0,9357.5,45359.0,1912.0,0.11163714111178986,0.16745251503292927,-0.018495684340320593,-0.11950169178714241,-393.16070000000036
-27.356667,27.286389,10-01-2011,9829.5,6521.0,12665.5,106.5,9502.5,1187.0,9290.0,9643.0,95.0,930.0,16828.5,8718.0,8547.0,44381.0,2526.0,0.28862683538488043,0.43293196523603505,-0.07559681697612732,-0.14114735200379738,-1434.770050000002
-27.01011111,26.69808333,11-01-2011,9804.5,6332.0,9579.5,101.0,10433.5,1245.0,10728.5,8531.5,67.0,592.0,12433.5,9344.0,8492.0,44339.0,2668.0,0.07361195060875572,0.11041554236373448,-0.0349170141735277,-0.12965066097306138,521.4269500000005
-25.73411,27.21422,11-01-2011,9691.5,6429.0,22170.5,177.5,17765.0,1190.0,17879.5,17965.5,38.0,,21914.0,16362.5,8104.0,43105.5,2581.0,0.10138590473318507,0.15207694627330753,0.022642400720062815,0.005818371536481076,-4655.868399999999
-26.98472222,26.63227778,11-01-2011,9693.0,6366.0,14011.5,123.0,10207.0,1237.0,10262.5,11850.5,77.0,274.5,13683.0,9414.0,9156.0,46784.0,2652.0,0.14284521099997913,0.21426334252067153,0.0248464250279707,0.011861560959757352,-3907.35415
-27.398611,26.614722,11-01-2011,9792.0,6223.0,12823.0,158.5,10247.0,1277.0,10126.0,10403.5,62.0,210.5,15515.5,9253.5,8630.5,44909.5,2745.0,0.21018661154768636,0.31527376959675535,-0.03814074353493441,-0.09501208603137075,-1838.6511499999997
-27.671111,27.236944,11-01-2011,9756.5,6476.0,13522.0,48.0,10943.0,1198.0,11237.5,11403.0,96.5,381.5,14887.0,9693.5,8990.0,46121.0,2550.0,0.13969645352064156,0.20954066985645936,0.003627888123226591,-0.048048153754092014,-2437.221200000001
-29.160278,26.573333,11-01-2011,,,,,,,,,,,,,,,,,,,,
-34.250556,20.9925,11-01-2011,9775.0,6755.0,13161.0,8.0,9019.0,1205.0,9192.0,10800.5,22.0,1264.5,12323.0,8456.0,9562.0,46597.0,2576.0,0.1455263769463165,0.21828449257512028,0.03649262728368729,0.032883377805682,-4017.3016499999985
-25.45963889,28.26430556,11-01-2011,9636.0,8932.0,15156.5,8.0,9926.0,379.0,11096.0,12552.5,176.0,1058.0,13959.0,9139.0,7980.5,42157.0,692.0,0.11426860906006785,0.17139949312526193,0.06392032502203625,0.04112929539248854,-4771.615000000002
-25.81048333,27.90955222,12-01-2011,9611.0,6041.0,13408.0,83.0,9753.0,1320.0,9553.5,10257.0,106.0,75.5,16870.5,8693.0,8630.5,45209.0,2907.5,0.2769073569482289,0.4153531760298208,-0.05362184441009789,-0.11435507042951269,-2096.6672999999982
-27.273889,28.49,12-01-2011,9849.0,7416.5,9264.5,10.0,9060.0,903.0,9407.5,8181.0,24.5,187.0,12333.0,8456.5,8372.0,43282.0,1826.5,0.1345645224350866,0.20184214157582447,-0.05365989635467481,-0.14207662923949532,32.38794999999982
-27.4275,28.525833,12-01-2011,,7491.5,18026.5,9.0,10794.0,879.5,11296.0,15340.5,,1640.0,16767.0,9231.0,8855.0,,1770.5,0.1949542101699747,0.29242610508311506,0.060095263057998394,0.036199290097288284,-6877.7400000000025
-28.883333,27.89,12-01-2011,9605.0,7663.0,12553.5,9.0,9248.0,819.0,9399.5,9979.0,,224.5,14007.5,8398.5,8558.0,44203.0,1630.0,0.19686418592728672,0.29528997116308875,-0.010212132825356749,-0.054741914837543766,-2531.8972000000012
-27.00222,28.76528,13-01-2011,,7294.0,13005.5,10.0,9691.0,944.0,9947.0,10754.5,,1386.0,13724.0,8743.0,8762.5,,1923.5,0.1595623336572177,0.2393384449654648,0.01068924140512335,-0.026880413026805588,-2984.5224000000007
-27.02314,28.59389,13-01-2011,9732.0,7326.0,10372.5,9.0,9969.5,933.0,10129.0,9135.0,,193.0,11490.5,8893.0,8632.0,44360.0,1897.0,0.06297555447628299,0.09446114708603146,0.0028861440626146507,-0.05113662351918767,-995.8760500000008
-30.534167,24.961944,13-01-2011,9762.0,6390.0,13586.0,10.0,10835.0,1209.0,10773.5,11169.0,70.0,66.0,15132.5,9795.0,8603.0,45025.0,2542.0,0.16826217864587353,0.25238839673441027,-0.011524337046279953,-0.053850305552170206,-2450.750499999999
-28.460833,21.248889,13-01-2011,9733.0,6753.0,12067.0,150.0,12046.5,1245.0,13063.0,11038.5,66.0,129.5,14599.0,10832.0,8278.5,42430.5,2611.0,0.05552743836309739,0.08328965205603253,-0.0059532050394572895,-0.09495237380934524,-344.58420000000206
-29.658056,25.973333,14-01-2011,9687.0,7641.0,12520.0,9.0,10765.0,808.0,11157.5,10583.0,69.0,2742.5,14001.0,9396.0,8990.0,45604.0,1613.5,0.11302343144464097,0.16953177789260304,0.005958640028040659,-0.05584253987406206,-1758.4556500000008
-28.760833,17.730278,16-01-2011,9880.0,7669.0,7687.5,8.0,11426.0,890.0,12802.0,7645.0,,2447.5,11190.0,9557.0,8935.0,44344.0,1835.0,-0.06718906302100701,-0.1007814942169428,-0.006244467886459811,-0.1855383392928089,2757.192849999999
-25.513889,31.224444,17-01-2011,9799.0,4951.5,12424.0,246.0,9116.5,1779.5,9137.5,9895.0,54.0,1415.0,14776.0,8486.0,8744.0,44623.0,4072.0,0.2357873167875886,0.3536735803295141,-0.037937688935491425,-0.08647058823529412,-2238.3467999999984
-26.861111,28.884722,17-01-2011,9570.5,7957.5,13746.5,46.0,9550.0,747.0,9241.5,10574.0,,476.5,17658.5,8691.0,9097.0,45396.5,1477.5,0.3128996282527881,0.46934071857400417,-0.06813275905751204,-0.12456615188664226,-2356.4101500000006
-31.554722,29.245556,17-01-2011,9825.0,5861.5,13890.0,124.0,9449.0,1431.0,8850.0,10042.0,93.0,1227.5,19619.0,8558.0,9156.0,46239.5,3247.0,0.3782711019003126,0.5673966876833102,-0.10678162499754502,-0.17096899340475694,-1716.6110000000008
-28.058889,30.373611,17-01-2011,9657.0,7403.0,12189.5,9.0,9326.0,939.0,9431.0,9706.0,96.0,267.5,14514.0,8452.5,8911.0,44904.0,1921.0,0.21227813739820423,0.31841055730721846,-0.03018817144010586,-0.0870485142397064,-1941.9229000000005
-25.127778,27.628889,18-01-2011,-117.0,-1702.5,6664.0,-4690.0,5189.5,-4376.0,5122.0,5222.0,-4978.5,-4990.5,7814.0,4984.0,-497.5,22583.0,-3682.5,0.20810142238713666,0.31214006879758827,-0.04116498535632932,-0.0794308606161072,-1002.7254499999995
-25.20639,27.558,18-01-2011,9619.0,6600.5,10315.5,690.5,10466.5,1244.5,9985.0,8536.0,54.0,1.5,14137.5,10039.0,8744.0,44583.0,2629.0,0.17214219090061147,0.2582079343365253,-0.08714616543381973,-0.15629984051036683,443.5513499999993
-24.69514,27.40906,18-01-2011,9529.0,6481.0,11919.5,622.5,10647.0,1284.0,10524.0,9642.5,80.0,3.0,15543.0,9921.0,8948.5,45279.0,2725.0,0.1925422948555645,0.2888079025606598,-0.06304858320722224,-0.1319435593991807,-528.8783999999996
-25.681111,31.783333,18-01-2011,9728.5,4401.0,10191.0,197.0,10809.0,1944.0,11154.0,9261.0,,176.0,13298.5,9686.5,8818.0,45287.0,4546.0,0.08770064410591964,0.1315482762851184,-0.03699526280171442,-0.1322931522595202,313.8784000000005
-27.802778,28.768333,18-01-2011,,7316.5,9325.0,22.0,9803.5,943.0,9811.5,8486.0,,985.5,12128.5,8857.5,8836.5,,1929.5,0.10560619872379216,0.15840568811102754,-0.046096329989407436,-0.13067797795231548,120.52429999999868
-27.398611,26.614722,18-01-2011,9792.0,6223.0,12823.0,158.5,10247.0,1277.0,10126.0,10403.5,62.0,210.5,15515.5,9253.5,8630.5,44909.5,2745.0,0.21018661154768636,0.31527376959675535,-0.03814074353493441,-0.09501208603137075,-1838.6511499999997
-31.104278,29.399722,18-01-2011,,,,,,,,,,,,,,,,,,,,
-31.396,29.2651,18-01-2011,9856.0,5644.0,8894.0,115.0,11835.5,1519.0,13003.0,8335.0,102.5,814.5,12488.0,9782.5,8935.0,45330.0,3465.0,-0.02020320897571692,-0.030304219053409957,-0.008456444218033623,-0.16808530539706296,2207.0401000000015
-33.38056,19.30167,18-01-2011,9595.0,7648.0,16377.5,9.0,10665.5,942.0,11320.5,13975.0,27.0,812.0,15820.0,9572.0,10070.0,47735.5,1957.0,0.16578544978906062,0.2486735934563944,0.04343567526841213,0.017315008929264693,-5370.04275
-33.31388889,19.07472222,18-01-2011,9732.0,7299.5,12786.0,9.0,9546.5,1098.5,9965.0,10889.0,55.0,1541.5,13162.5,8765.0,9654.5,46348.5,2322.5,0.1382553237487839,0.20737850224835697,0.018431684143379926,-0.014509509220186139,-3100.2020999999995
-27.495556,26.074722,18-01-2011,9696.5,5873.0,18143.5,199.0,11044.5,1357.0,11540.5,14152.5,81.0,738.5,17937.5,9490.5,8713.0,45910.5,2958.0,0.21700929506750796,0.32550842139186187,0.03950133071858804,0.0057093761259388595,-5851.706900000002
-24.39619444,27.08983333,19-01-2011,,,,,,,,,,,,,,,,,,,,
-26.970278,27.211111,19-01-2011,9856.0,6509.5,7946.5,101.0,11040.0,1194.5,11496.0,7735.0,128.0,390.5,10218.0,9671.5,8437.0,43899.0,2549.5,-0.058856037579441835,-0.08828202353266251,-0.011364792026848368,-0.12505161166010625,1713.0545000000006
-26.880278,26.965,19-01-2011,9767.5,6475.0,14182.0,212.5,9582.5,1207.0,9354.5,11071.5,118.0,825.0,14265.0,8695.0,8880.0,45590.5,2579.0,0.20790025191049769,0.31184377646062655,0.0123987827040745,-0.0029177066122965515,-4005.216650000001
-27.273889,28.49,19-01-2011,9849.0,7416.5,9264.5,10.0,9060.0,903.0,9407.5,8181.0,24.5,187.0,12333.0,8456.5,8372.0,43282.0,1826.5,0.1345645224350866,0.20184214157582447,-0.05365989635467481,-0.14207662923949532,32.38794999999982
-27.3,28.586944,19-01-2011,,7459.5,14753.0,10.0,9636.0,889.0,9929.5,11537.5,,816.5,14954.0,8561.0,8818.0,,1793.5,0.20192095163461732,0.3028753415849542,0.0242232480937808,-0.0067660820681994145,-4210.223799999999
-27.044444,27.005,19-01-2011,9803.5,6476.0,13987.0,126.0,9908.0,1206.0,9503.5,10115.0,93.0,1193.0,17418.5,8882.5,8658.0,44809.5,2570.0,0.2939974741846817,0.4409880211718823,-0.056445377223019996,-0.10926430083902501,-2214.500249999999
-30.568333,29.422778,19-01-2011,9753.0,7959.5,12987.5,59.0,9196.5,791.5,8964.5,10366.5,45.0,147.5,16880.0,8429.5,9245.5,45182.5,1575.5,0.306274062179574,0.4594022054556007,-0.07104091067782445,-0.13032560475433164,-2187.062850000001
-30.570833,29.150556,19-01-2011,,,,,,,,,,,,,,,,,,,,
-34.031944,22.053333,19-01-2011,9717.0,8524.0,8310.0,9.0,7859.0,567.0,7826.0,7822.0,81.0,188.0,9058.0,7784.0,7516.0,40384.0,1111.0,0.07296849087893864,0.10944949509905534,-0.021408211534962703,-0.043067710732381394,-1098.1973000000003
-33.13083,18.86278,19-01-2011,9745.5,7245.0,14527.0,8.0,11456.5,1125.0,12122.5,12799.0,85.0,2895.0,15187.0,9873.5,10319.0,48196.0,2386.0,0.11221369852981564,0.16831746612962284,0.03072906594469155,-0.02221175203607727,-3267.649050000001
-33.7075,18.97444444,19-01-2011,9641.0,7341.0,13652.0,9.0,9913.0,1057.0,10330.5,11469.5,95.0,113.5,14270.0,8918.0,10042.0,47751.0,2247.0,0.16013902156460236,0.24020365025811957,0.016843154089950286,-0.022133085022562855,-3388.436600000001
-25.57877778,29.12747222,19-01-2011,9384.0,8712.5,16388.0,9.0,10076.0,443.0,11586.5,13014.0,,3142.0,13560.0,9017.0,7888.0,42298.0,828.0,0.07848010657546776,0.11771781922296895,0.1067723015142973,0.09443034593295045,-5822.218750000001
-26.006389,29.253889,20-01-2011,,,,,,,,,,,,,,,,,,,,
-27.02314,28.59389,20-01-2011,9732.0,7326.0,10372.5,9.0,9969.5,933.0,10129.0,9135.0,,193.0,11490.5,8893.0,8632.0,44360.0,1897.0,0.06297555447628299,0.09446114708603146,0.0028861440626146507,-0.05113662351918767,-995.8760500000008
-30.679722,26.7125,20-01-2011,9876.0,7002.0,7764.0,9.0,10548.0,1049.0,11938.0,7659.0,99.0,2042.0,13400.0,9235.5,8372.0,43283.0,2154.0,0.05769989738732339,0.08654813820865481,-0.06928845586064364,-0.2663012663012663,2943.85295
-28.460833,21.248889,20-01-2011,9733.0,6753.0,12067.0,150.0,12046.5,1245.0,13063.0,11038.5,66.0,129.5,14599.0,10832.0,8278.5,42430.5,2611.0,0.05552743836309739,0.08328965205603253,-0.0059532050394572895,-0.09495237380934524,-344.58420000000206
-30.77586667,29.03221667,20-01-2011,,,,,,,,,,,,,,,,,,,,
-24.925278,29.324444,21-01-2011,9758.0,7565.0,13904.5,11.5,9112.0,865.0,9276.5,11277.0,140.0,557.5,13185.0,8655.0,8334.0,43207.0,1754.0,0.17400885960421164,0.2610074792983706,0.029786099820083962,0.0265601063142546,-4393.844400000001
-28.460833,21.248889,21-01-2011,9733.0,6753.0,12067.0,150.0,12046.5,1245.0,13063.0,11038.5,66.0,129.5,14599.0,10832.0,8278.5,42430.5,2611.0,0.05552743836309739,0.08328965205603253,-0.0059532050394572895,-0.09495237380934524,-344.58420000000206
-24.679167,30.8025,24-01-2011,9691.0,9025.0,14908.5,25.0,9505.5,375.0,10583.0,13718.0,,3601.0,12245.0,8832.5,8799.5,43869.0,685.0,0.07280532679165937,0.10920559826532623,0.0947840838325925,0.09809048557276226,-6008.119350000001
-25.99136,27.84208,24-01-2011,9677.0,6310.0,16495.0,15.0,11771.5,1230.0,11898.0,12815.0,39.0,7.0,18631.5,10629.0,8326.0,43996.0,2682.0,0.2205571660197514,0.3308303308221422,-0.015046788139488496,-0.060823025351230554,-3399.4257000000016
-25.49037,30.6986,24-01-2011,9587.0,7298.0,8915.5,173.0,8325.0,1002.0,8241.5,8274.0,,,10676.0,8148.5,8446.0,43355.0,2094.0,0.12869036606316903,0.19303044719314938,-0.04634325973069494,-0.08986039864226833,-900.5194500000007
-26.970278,27.211111,24-01-2011,9856.0,6509.5,7946.5,101.0,11040.0,1194.5,11496.0,7735.0,128.0,390.5,10218.0,9671.5,8437.0,43899.0,2549.5,-0.058856037579441835,-0.08828202353266251,-0.011364792026848368,-0.12505161166010625,1713.0545000000006
-27.671111,27.236944,24-01-2011,9756.5,6476.0,13522.0,48.0,10943.0,1198.0,11237.5,11403.0,96.5,381.5,14887.0,9693.5,8990.0,46121.0,2550.0,0.13969645352064156,0.20954066985645936,0.003627888123226591,-0.048048153754092014,-2437.221200000001
-27.356667,27.286389,24-01-2011,9829.5,6521.0,12665.5,106.5,9502.5,1187.0,9290.0,9643.0,95.0,930.0,16828.5,8718.0,8547.0,44381.0,2526.0,0.28862683538488043,0.43293196523603505,-0.07559681697612732,-0.14114735200379738,-1434.770050000002
-27.01011111,26.69808333,25-01-2011,9804.5,6332.0,9579.5,101.0,10433.5,1245.0,10728.5,8531.5,67.0,592.0,12433.5,9344.0,8492.0,44339.0,2668.0,0.07361195060875572,0.11041554236373448,-0.0349170141735277,-0.12965066097306138,521.4269500000005
-26.98472222,26.63227778,25-01-2011,9693.0,6366.0,14011.5,123.0,10207.0,1237.0,10262.5,11850.5,77.0,274.5,13683.0,9414.0,9156.0,46784.0,2652.0,0.14284521099997913,0.21426334252067153,0.0248464250279707,0.011861560959757352,-3907.35415
-27.398611,26.614722,25-01-2011,9792.0,6223.0,12823.0,158.5,10247.0,1277.0,10126.0,10403.5,62.0,210.5,15515.5,9253.5,8630.5,44909.5,2745.0,0.21018661154768636,0.31527376959675535,-0.03814074353493441,-0.09501208603137075,-1838.6511499999997
-33.818056,19.694722,25-01-2011,,,,,,,,,,,,,,,,,,,,
-25.45963889,28.26430556,25-01-2011,9636.0,8932.0,15156.5,8.0,9926.0,379.0,11096.0,12552.5,176.0,1058.0,13959.0,9139.0,7980.5,42157.0,692.0,0.11426860906006785,0.17139949312526193,0.06392032502203625,0.04112929539248854,-4771.615000000002
-33.897778,20.012778,25-01-2011,9687.0,7116.0,11520.0,11.0,9154.0,1092.0,9119.0,9420.0,42.0,62.0,13871.0,8707.0,8892.0,44339.0,2345.0,0.20669856459330144,0.3100411039342337,-0.04486660341995048,-0.09259186325863494,-1652.0326999999988
-25.81048333,27.90955222,26-01-2011,9611.0,6041.0,13408.0,83.0,9753.0,1320.0,9553.5,10257.0,106.0,75.5,16870.5,8693.0,8630.5,45209.0,2907.5,0.2769073569482289,0.4153531760298208,-0.05362184441009789,-0.11435507042951269,-2096.6672999999982
-34.065833,20.404167,26-01-2011,9645.0,6822.0,10165.0,9.0,8387.0,1197.0,8402.0,8604.0,82.0,600.0,13535.0,8061.0,9153.0,45420.0,2551.0,0.23398823904818344,0.35097435897435897,-0.07541767298259593,-0.1421940928270042,-914.4708
-24.058889,31.237222,26-01-2011,9620.0,5666.0,13111.5,13.0,9468.5,1501.0,9677.5,10821.0,49.0,34.0,14757.5,8702.0,8576.5,44531.5,3334.0,0.20789850624104766,0.31184137832252257,-0.014497767495162005,-0.05906204025978686,-2876.7377000000015
-26.648056,27.089444,26-01-2011,9836.5,6536.0,12954.5,144.0,9597.0,1183.0,8963.5,9447.5,74.0,661.5,19310.5,8535.0,8492.0,44131.5,2526.0,0.36595458725330693,0.548922173690074,-0.11911340641233033,-0.1969936463660313,-821.9018999999998
-26.880278,26.965,26-01-2011,9767.5,6475.0,14182.0,212.5,9582.5,1207.0,9354.5,11071.5,118.0,825.0,14265.0,8695.0,8880.0,45590.5,2579.0,0.20790025191049769,0.31184377646062655,0.0123987827040745,-0.0029177066122965515,-4005.216650000001
-27.273889,28.49,26-01-2011,9849.0,7416.5,9264.5,10.0,9060.0,903.0,9407.5,8181.0,24.5,187.0,12333.0,8456.5,8372.0,43282.0,1826.5,0.1345645224350866,0.20184214157582447,-0.05365989635467481,-0.14207662923949532,32.38794999999982
-27.044444,27.005,26-01-2011,9803.5,6476.0,13987.0,126.0,9908.0,1206.0,9503.5,10115.0,93.0,1193.0,17418.5,8882.5,8658.0,44809.5,2570.0,0.2939974741846817,0.4409880211718823,-0.056445377223019996,-0.10926430083902501,-2214.500249999999
-34.092222,21.295278,26-01-2011,9802.5,8543.0,13943.0,9.0,9525.0,563.0,9683.0,11317.0,99.0,317.5,14913.0,8666.0,7888.0,41314.5,1102.0,0.21263620100829403,0.31894781777895226,0.0009956572396991844,-0.033615192680898257,-3634.1503000000002
-27.02314,28.59389,27-01-2011,9732.0,7326.0,10372.5,9.0,9969.5,933.0,10129.0,9135.0,,193.0,11490.5,8893.0,8632.0,44360.0,1897.0,0.06297555447628299,0.09446114708603146,0.0028861440626146507,-0.05113662351918767,-995.8760500000008
-26.73806,27.59194,27-01-2011,9856.0,6561.5,7963.0,38.0,9167.0,1168.0,8961.0,7740.0,33.0,38.0,9089.5,8719.0,8381.0,43734.0,2495.5,0.007118916373507659,0.01067807877679907,-0.025466062045634494,-0.06606069491276939,-31.1541500000003
-28.760833,17.730278,30-01-2011,9880.0,7669.0,7687.5,8.0,11426.0,890.0,12802.0,7645.0,,2447.5,11190.0,9557.0,8935.0,44344.0,1835.0,-0.06718906302100701,-0.1007814942169428,-0.006244467886459811,-0.1855383392928089,2757.192849999999
-26.861111,28.884722,31-01-2011,9570.5,7957.5,13746.5,46.0,9550.0,747.0,9241.5,10574.0,,476.5,17658.5,8691.0,9097.0,45396.5,1477.5,0.3128996282527881,0.46934071857400417,-0.06813275905751204,-0.12456615188664226,-2356.4101500000006
