latitude,longitude,sample date,mg_diss_water_dl,cl_diss_water_dl,ca_diss_water_dl,no3_no2_n_diss_water_dl,cl_diss_water,ec_phys_water,ph_diss_water_dl,no3_no2_n_diss_water,nh4_n_diss_water_dl,na_diss_water_dl,tal_diss_water,ph_diss_water,na_diss_water,po4_p_diss_water,mg_diss_water,nh4_n_diss_water,so4_diss_water,f_diss_water_dl,ca_diss_water,ec_phys_water_dl,f_diss_water,po4_p_diss_water_dl,tal_diss_water_dl,so4_diss_water_dl
-27.4275,28.525833,12-01-2011,,3.0,,0.1,208.5,127.5,1.0,9.45,,0.1,,8.0,119.55,0.35,,,162.5,,,1.0,,0.1,,10.0
-28.883333,27.89,12-01-2011,,,,,,,,,,,,7.62,,,,,,,,,,,,
-27.00222,28.76528,13-01-2011,0.1,3.0,,0.1125,121.71428571428571,104.21000000000001,0.7057,2.8124999999999996,0.1,0.1,,7.544,155.26000000000002,0.8875,13.7,2.2800000000000002,243.88888888888889,0.10000000000000002,,0.55,0.5666666666666667,0.09999999999999999,,7.6
-27.02314,28.59389,13-01-2011,1.2666666666666666,1.8150000000000002,0.8714285714285713,0.06210526315789473,84.21527272727272,73.56294117647059,1.2963529411764707,1.2289473684210528,0.06875,0.5097333333333334,63.724875000000004,7.8187647058823515,59.90493333333333,0.5988333333333333,10.917,0.73125,211.81683333333334,0.0642857142857143,28.35214285714286,0.85,0.3659285714285714,0.07783333333333334,7.5,5.5
-30.534167,24.961944,13-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
-28.460833,21.248889,13-01-2011,1.5,0.33299999999999996,1.0,0.038,16.3058,33.325,2.0,0.5336000000000001,0.05,0.7064,89.79919999999998,7.9948999999999995,15.7256,0.038900000000000004,10.213777777777779,0.034600000000000006,31.551499999999997,0.05,24.3423,0.82,0.26649999999999996,0.010599999999999998,5.9,2.325
-29.658056,25.973333,14-01-2011,,,,,,,,,,,,7.811,,,,,,,,,,,,
-28.760833,17.730278,16-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
-25.513889,31.224444,17-01-2011,1.5,0.545,1.0,0.15000000000000002,8.6885,14.050468749999999,0.5592727272727274,5.883166666666667,0.08333333333333333,2.2666666666666666,34.98933333333333,7.629909090909091,5.657666666666667,0.8204545454545453,3.9440000000000004,2.177777777777778,3.9902,0.05000000000000001,5.7,0.34545454545454546,0.10983333333333334,0.07545454545454545,5.0,3.4
-26.861111,28.884722,17-01-2011,1.4000000000000001,0.8915384615384615,0.5153846153846154,0.07291666666666667,61.25694117647058,57.573,0.9271333333333334,1.3112083333333333,0.06666666666666667,0.43767999999999996,61.990823529411756,7.712133333333333,44.63304000000001,0.6382857142857142,8.22592857142857,0.7766666666666666,154.8843157894737,0.07173913043478261,22.404999999999998,0.5153846153846154,0.4513478260869565,0.081,4.217647058823529,2.8800000000000003
-31.554722,29.245556,17-01-2011,1.5,0.09,1.0,0.016666666666666666,21.034,15.376666666666667,1.1666666666666667,2.5391666666666666,0.07500000000000001,0.442,49.7,7.271357142857143,16.691,0.4074999999999999,7.31,0.5225000000000001,1.5,,6.949,1.0,,0.085,5.0,3.0
-28.058889,30.373611,17-01-2011,1.4066666666666667,0.41733333333333333,0.94,0.04733333333333334,15.523666666666667,59.74380952380952,1.6363636363636365,0.12040000000000002,0.06090909090909092,0.5660000000000001,221.18460000000002,7.87059090909091,87.76088888888889,0.025315789473684208,41.68366666666666,0.1929090909090909,141.76966666666667,0.05000000000000001,36.48800000000001,1.0,0.5281333333333333,0.03368421052631579,5.333333333333333,2.8666666666666667
-25.127778,27.628889,18-01-2011,1.5,0.4961111111111111,1.0,0.03777777777777778,44.009166666666665,46.61375,2.0,0.8586666666666667,0.05,0.9970588235294118,117.47137500000001,7.931833333333334,35.28894117647059,0.1275,18.794249999999998,0.3485,41.667722222222224,0.05,27.231944444444444,0.71875,0.26937500000000003,0.015333333333333334,6.5,1.6722222222222223
-25.20639,27.558,18-01-2011,1.5,0.5435000000000001,1.0,0.03450000000000001,41.11615,42.14052631578948,2.0,0.9290499999999999,0.05000000000000001,1.0884210526315792,109.03011111111111,7.9014,32.290684210526315,0.1065,16.880736842105264,0.31200000000000006,38.2517,0.05000000000000001,26.331300000000006,0.7157894736842105,0.24442105263157896,0.0129,6.5,1.8399999999999999
-24.69514,27.40906,18-01-2011,1.5,0.42083333333333334,1.0,0.041666666666666664,53.73291666666666,57.46,2.0,0.9173333333333336,0.05,0.7028333333333334,131.9749,7.933416666666667,41.8505,0.14916666666666667,22.7003,0.3359,51.405833333333334,0.05,31.851416666666665,0.73,0.29640000000000005,0.0175,6.5,1.5708333333333335
-25.681111,31.783333,18-01-2011,1.5,0.31750000000000006,1.0,0.125,7.72025,12.403898305084747,1.0095,7.133083333333334,0.075,2.2666666666666666,34.989333333333335,7.544,5.657666666666667,0.7041666666666667,3.9440000000000004,1.0375000000000003,5.317,0.049999999999999996,5.7,0.5499999999999999,0.10983333333333335,0.055,5.0,3.0
-27.802778,28.768333,18-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
-27.398611,26.614722,18-01-2011,,,,,,140.0,2.0,,0.18,,,8.0,,14.0,,52.0,,,,1.4,,0.17,,
-31.104278,29.399722,18-01-2011,1.5,0.09,1.0,0.023333333333333334,21.034,21.08666666666667,1.3333333333333333,4.921666666666666,0.07,0.442,49.7,7.1635454545454555,16.691,0.765,7.31,0.7416666666666667,1.5,,6.949,1.0,,0.07,5.0,3.0
-31.396,29.2651,18-01-2011,1.5,0.09,1.0,0.018,21.034,16.452,1.2,3.033,0.07400000000000001,0.442,49.7,7.238384615384616,16.691,0.4789999999999999,7.31,0.5730000000000001,1.5,,6.949,1.0,,0.082,5.0,3.0
-33.38056,19.30167,18-01-2011,1.5,0.36000000000000004,1.0,0.142,167.76933333333332,99.98,1.1428571428571428,9.3502,0.19285714285714284,0.3055,113.76666666666667,6.876901639344262,132.16875,1.9674,32.791333333333334,3.1107142857142853,116.04133333333334,0.05000000000000001,39.87166666666667,0.6,0.15933333333333333,0.0264,6.0,2.25
-33.313889,19.074722,18-01-2011,1.5,0.36000000000000004,1.0,0.16833333333333333,167.76933333333332,101.0857142857143,1.0,7.816833333333334,0.21666666666666667,0.3055,113.76666666666667,6.894460317460317,132.16875,3.0561666666666665,32.791333333333334,7.88611111111111,116.04133333333334,0.05000000000000001,39.87166666666667,0.42857142857142855,0.15933333333333333,0.030333333333333334,6.0,2.25
-27.495556,26.074722,18-01-2011,0.4600000000000001,2.7,0.5799999999999998,,39.4,65.375,2.0,,0.18,18.0,,7.65,35.6,4.196875,10.4,12.421249999999999,37.8,,21.8,1.4,,0.17,,4.1
-24.396194,27.089833,19-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
-26.970278,27.211111,19-01-2011,1.0333333333333334,1.06,0.7000000000000001,0.08,78.42933333333333,87.08333333333333,1.3333333333333333,4.8866,0.07500000000000001,0.9105000000000001,213.00133333333335,8.004,61.9085,0.135,42.44533333333333,0.19999999999999998,149.83333333333334,0.06666666666666667,65.746,1.0,0.297,0.07,6.666666666666667,5.333333333333333
-26.880278,26.965,19-01-2011,1.3,0.5057142857142857,0.8714285714285713,0.06666666666666668,58.830777777777776,84.51400000000001,1.7,4.43,0.0725,1.31575,216.93657142857143,8.237,41.635124999999995,1.496,36.326142857142855,6.525,118.50344444444444,0.05714285714285714,71.81542857142857,1.05,0.27971428571428575,0.053000000000000005,5.714285714285714,4.0
-27.273889,28.49,19-01-2011,0.1,3.0,,0.10000000000000002,169.33333333333334,109.0,1.0,6.316666666666666,0.1,0.10000000000000002,,7.766666666666667,106.06666666666666,1.5999999999999999,13.7,2.4,113.33333333333333,0.1,,1.0,0.3,0.10000000000000002,,10.0
-27.3,28.586944,19-01-2011,0.1,3.0,,0.10000000000000002,169.33333333333334,88.675,0.75475,6.316666666666666,0.1,0.10000000000000002,,7.6775,106.06666666666666,1.5999999999999999,13.7,2.4,89.25,0.1,,0.55,0.3,0.10000000000000002,,7.0
-27.044444,27.005,19-01-2011,1.0333333333333334,1.06,0.7000000000000001,0.08,90.1152,86.7,1.4,4.8866,0.06666666666666667,0.9105000000000001,213.00133333333335,8.1848,61.9085,0.152,42.44533333333333,0.03333333333333333,113.6,0.06666666666666667,65.746,1.0,0.297,0.06400000000000002,6.666666666666667,5.333333333333333
-30.568333,29.422778,19-01-2011,,,,0.01,,34.0,1.0,14.7,0.08,,,5.6,,2.24,,1.82,,,,1.0,,0.1,,
-30.570833,29.150556,19-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
-34.031944,22.053333,19-01-2011,1.5,0.49499999999999994,1.0,0.03,931.5801666666666,238.285,2.0,0.17166666666666663,0.049999999999999996,0.39000000000000007,157.64633333333333,6.0428125,389.0695,0.033,92.85416666666667,0.024999999999999998,218.89016666666666,0.049999999999999996,68.07216666666666,1.0,0.2638333333333333,0.010999999999999998,6.5,1.875
-33.13083,18.86278,19-01-2011,1.5,0.36000000000000004,1.0,0.1683333333333333,167.76933333333332,125.55714285714286,1.0,7.816833333333334,0.21666666666666667,0.2444,113.76666666666667,6.9042,183.73499999999999,1.6436666666666666,32.791333333333334,6.925000000000001,116.04133333333334,0.05000000000000001,39.87166666666666,0.42857142857142855,0.15933333333333333,0.030333333333333334,6.0,2.25
-33.7075,18.974444,19-01-2011,1.5,0.36000000000000004,1.0,0.18875,167.76933333333332,113.35999999999999,0.8349166666666666,9.462625,0.22083333333333333,0.4073333333333333,113.76666666666667,6.874234375,126.89166666666667,4.564,32.791333333333334,13.089583333333332,116.04133333333334,0.05000000000000001,39.87166666666667,0.31,0.15933333333333333,0.04150000000000001,6.0,2.25
-25.578778,29.127472,19-01-2011,0.8,0.3913513513513513,0.3057142857142857,0.12347826086956523,25.704923076923077,58.17124999999999,0.411125,1.6413913043478265,0.06666666666666667,0.4235263157894737,55.887794117647054,7.013178571428571,44.482447368421056,0.6776538461538462,16.022937499999998,0.8630833333333333,184.01227906976746,0.0891891891891892,33.88997142857143,0.25,0.3975945945945947,0.07261538461538462,1.6058823529411768,1.3097560975609757
-26.006389,29.253889,20-01-2011,1.0333333333333332,0.3886486486486487,0.36052631578947364,0.09058823529411762,27.703125,52.87876923076924,0.5941093749999999,1.0986764705882353,0.06250000000000001,0.37955102040816324,57.18419512195122,7.153546875000001,38.24689795918368,0.6786153846153845,12.613000000000003,0.643,174.9771333333333,0.08124999999999998,32.774947368421046,0.31774193548387103,0.379,0.07269230769230771,2.624390243902439,1.3202380952380952
-27.02314,28.59389,20-01-2011,1.2666666666666666,1.8150000000000002,0.8714285714285713,0.069,84.21527272727272,74.22611111111111,1.225388888888889,1.2574999999999998,0.06875,0.5097333333333334,63.724875000000004,7.801611111111113,59.904933333333325,0.6604615384615383,10.917,0.7312500000000001,211.81683333333334,0.0642857142857143,28.35214285714286,0.7923076923076924,0.3659285714285714,0.07953846153846154,7.5,5.5
-30.679722,26.7125,20-01-2011,,,,,,,,,,,,,,,,,,,,,,,,
-28.460833,21.248889,20-01-2011,1.5,0.2924999999999999,1.0,0.04,15.351999999999999,33.27181818181818,2.0,0.4488333333333334,0.05000000000000001,0.6623333333333334,87.25041666666668,7.885749999999999,15.199250000000001,0.034333333333333334,9.758454545454546,0.03300000000000001,29.043583333333334,0.05000000000000001,23.76833333333333,0.8363636363636363,0.3071666666666667,0.010499999999999997,5.75,2.4375
-30.775867,29.032217,20-01-2011,1.5,0.09,1.0,0.030000000000000002,21.034,25.630000000000003,1.5,7.3625,0.065,0.442,49.7,7.2599,16.691,1.1225,7.31,0.9225,1.5,,6.949,1.0,,0.055,5.0,3.0
-24.925278,29.324444,21-01-2011,0.2555555555555556,0.16363636363636364,0.20000000000000004,0.01,31.963636363636365,64.32857142857142,0.20678571428571432,0.589,0.05,0.12709090909090912,74.925,5.545928571428571,57.809090909090905,1.251,20.022222222222226,0.025,243.0153846153846,0.09444444444444446,47.455555555555556,0.1642857142857143,0.2287777777777778,0.08533333333333333,1.8699999999999997,0.7423076923076923
-28.460833,21.248889,21-01-2011,1.5,0.2924999999999999,1.0,0.04,15.351999999999999,33.27181818181818,2.0,0.4488333333333334,0.05000000000000001,0.6623333333333334,87.25041666666668,7.885749999999999,15.199250000000001,0.034333333333333334,9.758454545454546,0.03300000000000001,29.04358333333333,0.05000000000000001,23.768333333333334,0.8363636363636363,0.3071666666666667,0.010499999999999997,5.75,2.4375
-24.679167,30.8025,24-01-2011,1.5,0.438,1.0,0.1302,18.5679,33.436875,0.6793333333333335,2.8354,0.09,1.1355,52.667,7.6736875,18.63675,0.838125,5.8665,1.69,4.54725,0.05,11.445,0.16000000000000003,0.169,0.07625000000000001,5.0,2.7625
-25.99136,27.84208,24-01-2011,1.45,0.77,0.971875,0.06022222222222223,47.215333333333334,49.44695652173913,1.6968913043478264,0.9778666666666668,0.08048780487804878,0.7643902439024391,92.01462857142856,7.871152173913044,35.895560975609754,0.13927777777777778,14.011684210526315,0.47404878048780485,101.0537105263158,0.05365853658536586,28.38821875,0.8463414634146342,0.317609756097561,0.058222222222222224,6.571428571428571,2.75
-25.49037,30.6986,24-01-2011,1.5,0.4209090909090909,1.0,0.13823529411764707,6.238181818181818,13.650076335877861,0.5357826086956522,5.925058823529412,0.07941176470588236,1.5891111111111111,43.22185714285714,7.672416666666667,6.650777777777778,0.9522916666666665,4.949571428571429,2.2526470588235297,3.983076923076923,0.05,7.956857142857143,0.325,0.13885714285714287,0.07375,5.0,3.4615384615384617
-26.970278,27.211111,24-01-2011,1.3727272727272728,0.35454545454545455,0.9181818181818181,0.06153846153846154,45.38092857142857,70.21428571428571,1.7142857142857142,5.149461538461538,0.05833333333333334,1.0245,187.4029090909091,8.111785714285714,29.617666666666665,0.06071428571428572,40.776818181818186,0.1735,128.84471428571428,0.05454545454545456,51.57909090909091,1.0,0.18090909090909094,0.03571428571428571,5.454545454545454,3.6363636363636362
-27.671111,27.236944,24-01-2011,1.5,0.09,1.0,0.05,3.719,20.25,2.0,0.402,0.05,3.0,105.802,8.307,6.281,0.005,12.205,0.025,10.311,0.05,15.278,1.0,0.207,0.01,5.0,3.0
-27.356667,27.286389,24-01-2011,1.5,0.45375,1.0,0.06111111111111113,64.42422222222223,78.14222222222222,1.7777777777777777,6.178333333333334,0.049999999999999996,0.6502222222222223,199.4294285714286,8.189333333333334,38.05522222222223,0.08166666666666667,45.25342857142857,0.17957142857142855,136.48066666666668,0.049999999999999996,51.844142857142856,1.0,0.14414285714285716,0.030000000000000002,5.0,3.875
