Latitude,Longitude,Sample Date,atmos_opacity,green,emis,trad,atran,swir16,nir08,red,blue,drad,emsd,cdist,urad,lwir,swir22
-23.763056,27.908611,09-09-2015,9.0,9591.0,9742.5,9097.0,8923.0,15020.5,12969.0,10605.0,8874.0,424.5,110.0,1759.0,780.0,44535.0,12583.0
-28.460833,21.248889,26-08-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-28.760833,17.730278,28-08-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.169444,29.233889,29-08-2011,10.0,11403.0,9794.5,8520.0,9035.0,19998.5,15208.0,12828.0,10375.5,354.0,,1113.0,640.0,43080.0,16139.0
-26.73806,27.59194,29-08-2011,8.0,9358.0,9804.5,8185.5,9484.0,8802.0,9806.5,9461.0,8705.0,208.0,33.0,1255.5,345.5,42047.0,8383.0
-25.127778,27.628889,30-08-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.20639,27.558,30-08-2011,-9999.0,,-9999.0,9357.5,7897.0,,,,,808.0,-9999.0,-9999.0,1607.5,,
-24.69514,27.40906,30-08-2011,9.0,9934.5,9581.0,9525.0,7775.0,12063.0,14325.0,10103.0,8966.0,857.0,117.5,1189.5,1722.0,46329.0,10486.5
-27.00222,28.76528,30-08-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-34.405833,19.600556,30-08-2011,-4995.0,4251.0,-200.0,7906.5,8702.0,6034.5,6635.5,4208.0,4019.5,476.0,-4955.0,-4527.0,889.0,20872.5,4820.5
-27.495556,26.074722,30-08-2011,8.0,11092.0,9688.0,8967.0,9442.0,19447.5,15303.0,12815.0,9675.0,223.0,81.0,704.5,376.0,44184.0,15285.0
-29.161667,23.696389,31-08-2011,14.0,11537.0,9876.0,7702.0,9061.0,7785.0,8669.0,11931.0,9746.5,339.0,90.0,237.0,613.5,40856.0,7806.0
-34.329722,18.990278,31-08-2011,9.0,9181.0,9613.0,8223.0,8789.0,13277.5,12886.0,9571.5,8854.5,450.0,60.0,90.0,832.0,42713.0,11681.5
-25.447222,30.711667,31-08-2011,9.0,9059.5,9714.0,9227.0,8924.5,12791.0,12344.0,9141.0,8448.0,446.0,,2508.0,836.0,44281.0,10693.0
-29.161667,23.696389,01-09-2011,14.0,11537.0,9876.0,7702.0,9061.0,7785.0,8669.0,11931.0,9746.5,339.0,90.0,237.0,613.5,40856.0,7806.0
-27.902778,24.615556,02-09-2011,9.0,10250.5,9716.0,8725.0,9203.0,15662.0,13932.5,10908.0,9245.0,321.0,78.0,438.0,577.0,43559.0,13818.0
-25.99136,27.84208,05-09-2011,8.0,9364.5,9671.0,9022.5,9359.0,13448.5,12159.5,9915.0,8590.0,258.0,39.0,96.0,446.0,44345.5,11677.5
-26.861111,28.884722,05-09-2011,8.0,10827.5,9570.5,9580.5,9507.0,17814.0,14324.0,12114.0,9862.5,203.0,,470.5,335.0,45802.0,15065.0
-26.45,28.085833,05-09-2011,212.0,9853.0,9659.5,9599.0,8904.0,11092.5,10736.0,9799.0,9628.5,416.0,89.5,37.5,765.0,45979.5,11095.0
-29.160278,26.573333,05-09-2011,8.0,10035.0,9677.0,8743.5,9323.0,14834.0,12394.0,10826.0,9282.5,261.0,88.0,1080.5,451.0,43685.5,12839.5
-28.768056,20.720556,05-09-2011,8.0,10828.5,9626.0,8576.0,8916.0,13283.5,12169.5,11387.5,9790.5,414.0,73.0,147.0,769.0,43511.0,12254.0
-25.73411,27.21422,06-09-2011,9.0,10190.0,9685.0,9097.0,9447.0,16235.5,13843.0,11568.0,9320.0,222.0,38.0,334.5,374.0,44503.0,13811.0
-29.380556,30.2775,06-09-2011,174.5,9491.0,9707.0,9059.5,8667.5,14857.5,12540.5,10014.0,8897.5,523.5,94.0,343.5,992.5,44574.5,12564.0
-27.398611,26.614722,06-09-2011,8.0,9993.0,9763.0,8725.0,9436.0,14245.5,13482.5,10734.5,8990.0,226.0,62.0,41.5,381.0,43438.5,12485.5
-27.671111,27.236944,06-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-28.69485,28.23487,06-09-2011,8.0,9124.0,9715.0,7385.5,9620.0,11442.0,11216.0,9414.5,8541.0,148.0,,1584.5,232.0,39986.0,9816.0
-29.615556,27.065278,06-09-2011,8.0,10952.0,9611.0,7627.0,9563.0,15800.5,13476.0,11889.5,9732.0,170.0,71.0,2999.5,274.0,41038.0,13532.5
-28.883333,27.89,06-09-2011,9.0,9602.0,9605.0,7627.5,9602.0,12698.5,11639.0,10036.0,8914.5,155.0,,207.0,246.0,41185.5,11905.5
-31.104278,29.399722,06-09-2011,10.0,8970.0,9755.0,8427.5,8770.5,11248.0,12406.0,8951.0,8412.0,482.0,26.0,6349.0,920.0,42815.0,9570.5
-31.396,29.2651,06-09-2011,11.0,10311.0,9724.0,8334.0,8495.0,9328.0,10337.5,10264.5,9290.0,585.0,127.0,2951.0,1144.0,42469.0,8627.0
-31.554722,29.245556,06-09-2011,9.0,9421.0,9811.5,9190.0,8378.5,14116.0,16232.5,9463.5,8608.0,621.0,93.0,2419.5,1222.5,44782.0,10865.0
-34.039722,22.133333,06-09-2011,10.0,9659.5,9827.0,8055.5,9030.0,14509.0,16915.5,9760.0,8723.0,386.0,80.0,491.5,717.0,41636.0,11954.0
-25.81048333,27.90955222,07-09-2011,9.0,9741.0,9600.0,8930.0,9230.0,11423.5,11315.0,10637.0,8860.5,311.0,84.0,139.5,553.0,43746.0,10116.0
-29.641944,30.6875,07-09-2011,190.0,9442.0,-9999.0,8595.0,8038.5,12027.0,13571.5,9343.5,8730.5,775.0,-9999.0,1002.5,1561.5,,9872.5
-31.860278,18.6875,07-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.602222,29.942778,07-09-2011,-9999.0,,-9999.0,9376.0,9466.0,,,,,223.0,-9999.0,-9999.0,374.0,,
-27.02314,28.59389,07-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.4275,28.525833,07-09-2011,8.0,10233.0,-9999.0,7497.5,9610.0,13672.0,16696.0,10595.5,9240.0,155.0,-9999.0,817.0,244.0,,10757.0
-27.3,28.586944,07-09-2011,8.0,10915.5,-9999.0,8241.5,9610.0,17697.0,14432.0,12643.0,9676.0,155.0,-9999.0,775.5,243.5,,14823.0
-27.044444,27.005,07-09-2011,8.0,11061.0,9728.0,9302.0,9454.0,20149.0,15642.5,12945.0,9692.0,219.0,93.0,537.0,368.0,44822.0,15460.0
-29.033333,23.983333,07-09-2011,25.0,10890.0,9673.0,8334.0,9108.0,14386.0,13607.0,11906.5,9509.5,324.0,73.0,737.0,583.0,42859.0,12743.0
-30.160091,27.40124,07-09-2011,8.0,10501.5,9714.0,7534.5,9559.0,15905.5,13408.5,11389.0,9629.5,170.0,124.0,2026.0,276.0,40606.5,12915.0
-30.336111,27.359444,07-09-2011,9.0,9916.0,9876.0,7125.5,9550.0,8466.0,9069.5,9852.0,9090.0,174.0,20.5,2277.5,282.0,39487.0,8115.0
-30.568333,29.422778,07-09-2011,9.0,9178.5,9753.0,9190.0,9362.0,13615.0,12796.0,9542.0,8514.0,253.0,45.0,407.0,438.0,44588.0,11999.5
-30.86013889,29.07125,07-09-2011,-4995.5,4930.0,-144.5,8818.0,9217.0,4680.5,4906.5,5089.0,4374.5,314.0,-4997.0,-2960.5,562.0,21763.5,4223.5
-30.77586667,29.03221667,07-09-2011,9.0,10257.0,9634.0,8873.5,9250.0,12455.0,11908.5,10976.5,9229.0,299.5,31.0,3392.5,531.5,43905.0,11070.0
-34.02861,22.22222,07-09-2011,11.0,9010.5,9813.5,8129.5,9030.0,12040.0,15419.5,8722.5,8166.5,386.0,105.5,328.5,717.0,41886.5,9813.0
-30.830556,26.921389,08-09-2011,8.0,10028.0,9720.0,7162.5,9512.0,10545.0,10340.5,10198.0,9298.0,187.0,59.0,177.0,309.0,39625.5,9453.0
-30.398056,30.601944,08-09-2011,139.5,9211.5,-9999.0,8669.0,8431.0,12142.5,16155.0,9081.0,8486.5,614.0,-9999.0,734.5,1202.0,,9657.5
-30.27402,30.69602,08-09-2011,203.0,9459.0,-9999.0,8744.0,8040.0,12822.5,14522.0,9481.0,8681.0,754.0,-9999.0,475.5,1522.0,,10614.0
-29.033333,23.983333,08-09-2011,25.0,10890.0,9673.0,8334.0,9108.0,14386.0,13607.0,11906.5,9509.5,324.0,73.0,737.0,583.0,42859.0,12743.0
-30.679722,26.7125,08-09-2011,8.0,10159.5,9876.0,7906.5,8874.0,8428.0,9372.0,10388.0,9068.0,406.0,99.0,120.5,746.0,41523.0,8301.5
-31.031389,28.883333,08-09-2011,9.0,10045.0,9711.0,8594.5,9178.5,10336.0,10611.0,10151.5,9130.0,327.0,40.0,2485.5,588.0,43273.0,9551.0
-34.031944,22.053333,08-09-2011,9.0,8331.0,9652.0,7702.0,9029.0,9390.0,10478.0,8219.0,8195.0,387.0,81.0,253.0,718.0,40951.0,8647.0
-29.658056,25.973333,09-09-2011,8.0,10451.0,9687.0,8334.0,9241.0,14383.0,12661.0,11051.0,9326.0,288.0,69.0,944.5,506.5,42744.0,12303.0
-31.000833,26.353056,09-09-2011,9.0,9268.0,9721.0,8037.0,8823.0,11966.0,10757.0,9780.0,8618.0,417.0,56.0,220.0,769.0,42123.0,10668.0
-28.760833,17.730278,10-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-26.970278,27.211111,12-09-2011,8.0,8522.5,9876.0,8111.0,9462.0,7912.5,8393.0,8329.5,8087.5,217.0,128.0,1615.0,363.5,41727.0,7778.0
-27.01011111,26.69808333,13-09-2011,15.0,10826.5,9723.0,7441.0,9362.0,12588.5,13001.5,10948.5,10207.0,245.0,67.0,21.5,415.0,40415.0,11352.5
-24.679167,30.8025,13-09-2011,68.0,9615.0,9680.5,9580.5,8887.0,14454.0,12210.0,10427.0,8936.5,449.0,,2762.5,837.0,45640.5,13314.5
-24.183889,30.823889,13-09-2011,9.0,9912.5,9649.5,9190.0,7996.5,12929.0,13773.0,10307.0,9326.5,795.5,48.5,2631.5,1606.5,45060.5,10970.5
-25.127778,27.628889,13-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.20639,27.558,13-09-2011,-9999.0,,-9999.0,9357.5,7897.0,,,,,808.0,-9999.0,-9999.0,1607.5,,
-24.69514,27.40906,13-09-2011,9.0,9934.5,9581.0,9525.0,7775.0,12063.0,14325.0,10103.0,8966.0,857.0,117.5,1189.5,1722.0,46329.0,10486.5
-24.925278,29.324444,13-09-2011,51.0,10561.0,9758.0,9580.5,8544.0,16692.0,13506.0,11337.5,9871.0,572.0,140.0,407.5,1099.0,45849.0,14153.5
-29.161667,30.629722,13-09-2011,190.0,9851.5,9764.0,8929.5,8682.5,16226.5,13430.0,10332.0,9132.5,515.0,71.0,531.5,982.5,44123.0,14527.5
-26.648056,27.089444,13-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-26.880278,26.965,13-09-2011,10.5,11099.0,9741.5,8315.5,9238.0,17153.5,15634.5,12025.0,10091.5,291.0,118.0,471.5,509.0,42579.5,13768.5
-27.802778,28.768333,13-09-2011,8.0,10169.5,-9999.0,8520.5,9541.0,14047.0,12480.0,11070.0,9362.5,189.0,-9999.0,1001.0,307.5,,11756.5
-26.98472222,26.63227778,13-09-2011,12.0,11291.5,9703.0,8037.0,9382.0,15342.0,14954.0,11943.0,10421.5,239.0,77.0,189.5,405.0,41930.0,13240.0
-29.033333,23.983333,13-09-2011,25.0,10890.0,9673.0,8334.0,9108.0,14386.0,13607.0,11906.5,9509.5,324.0,73.0,737.0,583.0,42859.0,12743.0
-30.679722,26.7125,13-09-2011,8.0,10159.5,9876.0,7906.5,8874.0,8428.0,9372.0,10388.0,9068.0,406.0,99.0,120.5,746.0,41523.0,8301.5
-31.396,29.2651,13-09-2011,11.0,10311.0,9724.0,8334.0,8495.0,9328.0,10337.5,10264.5,9290.0,585.0,127.0,2951.0,1144.0,42469.0,8627.0
-33.38056,19.30167,13-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-33.31388889,19.07472222,13-09-2011,9.0,8754.5,9712.0,7869.5,9124.0,10769.5,12595.0,8547.5,7971.0,341.0,42.5,184.0,607.0,41486.5,9043.0
-27.495556,26.074722,13-09-2011,9.0,11979.0,9688.0,8223.0,9471.0,19245.5,16273.0,13469.0,10680.0,203.0,81.0,760.5,333.0,42421.5,15279.5
-24.058889,31.237222,14-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-28.75,30.442778,14-09-2011,282.0,11145.5,9684.0,8799.5,7981.0,14057.5,13370.5,11370.5,10340.5,785.5,88.0,1718.0,1584.0,44009.0,12538.5
-29.380556,30.2775,14-09-2011,-9999.0,,-9999.0,-683.5,-537.0,,,,,-4789.0,-9999.0,-9999.0,-4609.0,,
-26.73806,27.59194,14-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.4275,28.525833,14-09-2011,69.0,10658.5,-9999.0,9320.5,8089.5,17066.5,15679.0,11527.5,9767.0,683.0,-9999.0,1685.5,1317.5,,14806.5
-27.3,28.586944,14-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-29.042222,24.6,14-09-2011,33.0,10063.5,9876.0,7980.5,9162.0,8708.0,9355.5,10160.0,9102.5,330.0,105.0,452.0,596.0,41469.0,8298.5
-29.028629,24.638389,14-09-2011,40.0,10099.0,9669.0,8632.0,9163.0,13413.0,13151.0,10710.0,9123.5,330.0,61.0,51.0,596.0,43295.0,11866.0
-30.160091,27.40124,14-09-2011,17.0,10561.5,9714.0,9506.5,8926.0,15476.5,14642.0,11411.5,9819.0,404.0,124.0,430.5,741.0,45676.0,13234.5
-34.250556,20.9925,14-09-2011,9.0,8574.0,9775.0,8613.5,8940.0,11305.0,12674.0,8514.0,8042.0,441.0,22.0,1264.5,831.0,43056.0,9616.0
-33.7075,18.97444444,14-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-29.161667,23.696389,15-09-2011,14.0,11537.0,9876.0,7702.0,9061.0,7785.0,8669.0,11931.0,9746.5,339.0,90.0,237.0,613.5,40856.0,7806.0
-30.398056,30.601944,15-09-2011,139.5,9211.5,-9999.0,8669.0,8431.0,12142.5,16155.0,9081.0,8486.5,614.0,-9999.0,734.5,1202.0,,9657.5
-27.169444,29.233889,15-09-2011,8.0,11452.0,9801.0,9543.5,9520.0,20353.0,16066.0,12980.0,10123.0,198.0,,2007.0,325.0,45237.0,16434.0
-27.00222,28.76528,15-09-2011,225.0,65535.0,-9999.0,4297.5,8057.0,46444.0,29621.5,65535.0,65535.0,695.0,-9999.0,,1344.0,,24017.5
-27.902778,24.615556,16-09-2011,9.0,10250.5,9716.0,8725.0,9203.0,15662.0,13932.5,10908.0,9245.0,321.0,78.0,438.0,577.0,43559.0,13818.0
-28.460833,21.248889,16-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-30.27402,30.69602,19-09-2011,203.0,9459.0,-9999.0,8744.0,8040.0,12822.5,14522.0,9481.0,8681.0,754.0,-9999.0,475.5,1522.0,,10614.0
-26.861111,28.884722,19-09-2011,192.0,11108.5,9570.5,9097.0,8888.5,17485.0,14621.5,12143.5,10197.5,421.0,,2171.5,776.0,44923.5,14802.5
-26.970278,27.211111,19-09-2011,8.0,9266.5,9738.5,7980.5,9175.5,8522.5,9440.0,9111.0,8805.5,313.5,128.0,561.0,553.5,41802.5,8063.0
-27.01011111,26.69808333,20-09-2011,15.0,10826.5,9723.0,7441.0,9362.0,12588.5,13001.5,10948.5,10207.0,245.0,67.0,21.5,415.0,40415.0,11352.5
-24.058889,31.237222,20-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.937778,31.209444,20-09-2011,297.5,10273.0,-9999.0,8799.5,7507.5,14152.5,14114.5,10411.0,9827.5,951.5,-9999.0,2891.5,1966.5,,11262.0
-29.380556,30.2775,20-09-2011,-9999.0,,-9999.0,-683.5,-537.0,,,,,-4789.0,-9999.0,-9999.0,-4609.0,,
-27.00222,28.76528,20-09-2011,225.0,65535.0,-9999.0,4297.5,8057.0,46444.0,29621.5,65535.0,65535.0,695.0,-9999.0,,1344.0,,24017.5
-26.648056,27.089444,20-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-26.880278,26.965,20-09-2011,10.5,11099.0,9741.5,8315.5,9238.0,17153.5,15634.5,12025.0,10091.5,291.0,118.0,471.5,509.0,42579.5,13768.5
-26.98472222,26.63227778,20-09-2011,12.0,11291.5,9703.0,8037.0,9382.0,15342.0,14954.0,11943.0,10421.5,239.0,77.0,189.5,405.0,41930.0,13240.0
-33.501667,21.624167,20-09-2011,17.0,9929.5,9626.0,8166.5,8954.0,11875.0,11846.0,9954.5,9011.5,409.0,65.0,666.5,765.0,42327.0,9983.5
-28.058889,30.373611,20-09-2011,364.0,10613.5,9675.0,8539.0,8439.0,13868.5,13989.0,11114.5,10023.5,605.0,86.0,371.0,1171.0,43375.0,12343.0
-25.57877778,29.12747222,20-09-2011,39.0,10585.0,9384.0,8985.0,8654.0,16356.0,13758.0,11475.5,9913.0,517.0,,3354.5,982.5,45083.0,13192.5
-29.161667,23.696389,21-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.81048333,27.90955222,21-09-2011,20.0,10270.5,9600.0,8744.0,8330.0,15618.0,13509.0,11009.0,9572.0,608.0,106.0,85.5,1173.0,44242.5,13172.5
-34.065833,20.404167,21-09-2011,9.0,8357.0,9823.0,8334.0,9015.0,9564.0,12233.0,8203.0,7958.0,412.0,82.0,189.0,769.0,42368.0,8425.0
-27.5275,30.858056,21-09-2011,300.0,10204.0,9714.0,9153.0,7932.5,15109.0,12766.5,10565.0,9728.0,792.5,63.0,2247.5,1595.0,45024.0,13965.0
