,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,qa,red,blue,drad,emis,emsd,lwir,trad,urad,atran,cdist,green,nir08,lwir.1,swir16,swir22,cloud_qa,qa_pixel,qa_radsat,atmos_opacity
14,-25.45963889,28.26430556,04-01-2011,108.94,396.0,82.0,236.0,11096.0,9139.0,379.0,9636.0,176.0,42157.0,7980.5,692.0,8932.0,1058.0,9926.0,13959.0,42157.0,15156.5,12552.5,,5440.0,,8.0
15,-27.495556,26.074722,04-01-2011,67.8,218.6,91.0,292.0,11540.5,9490.5,1357.0,9696.5,81.0,45910.5,8713.0,2958.0,5873.0,738.5,11044.5,17937.5,45910.5,18143.5,14152.5,,5440.0,,199.0
16,-26.648056,27.089444,05-01-2011,211.0,532.0,62.0,264.0,8963.5,8535.0,1183.0,9836.5,74.0,44131.5,8492.0,2526.0,6536.0,661.5,9597.0,19310.5,44131.5,12954.5,9447.5,,5440.0,,144.0
17,-26.970278,27.211111,05-01-2011,71.5,248.4,117.0,288.0,11496.0,9671.5,1194.5,9856.0,128.0,43899.0,8437.0,2549.5,6509.5,390.5,11040.0,10218.0,43899.0,7946.5,7735.0,32.0,5504.0,,101.0
18,-27.38972222,26.46388889,05-01-2011,82.14,255.5,74.0,271.0,11926.0,10130.0,1294.0,9856.0,98.0,44683.5,8575.0,2791.0,6156.0,1207.5,11597.0,11481.0,44683.5,8583.0,8196.5,32.0,5472.0,,210.0
19,-27.044444,27.005,05-01-2011,83.0,220.9,85.0,258.0,9503.5,8882.5,1206.0,9803.5,93.0,44809.5,8658.0,2570.0,6476.0,1193.0,9908.0,17418.5,44809.5,13987.0,10115.0,,5440.0,,126.0
20,-30.830556,26.921389,06-01-2011,62.099,145.0,10.0,-4888.5,4479.0,4189.0,-4484.0,-170.0,-4970.0,22100.0,-665.0,-3943.0,-1474.0,-4492.5,4491.0,5266.5,22100.0,3672.5,3764.5,4.0,2720.5,,-4995.5
21,-27.00222,28.76528,06-01-2011,34.855,114.5,150.0,-9999.0,9947.0,8743.0,944.0,-9999.0,-9999.0,,8762.5,1923.5,7294.0,1386.0,9691.0,13724.0,,13005.5,10754.5,,5440.0,,10.0
22,-27.02314,28.59389,06-01-2011,41.408,148.8,152.0,290.5,10129.0,8893.0,933.0,9732.0,,44360.0,8632.0,1897.0,7326.0,193.0,9969.5,11490.5,44360.0,10372.5,9135.0,8.0,5440.0,,9.0
23,-30.679722,26.7125,06-01-2011,55.297,138.3,44.0,205.5,11938.0,9235.5,1049.0,9876.0,99.0,43283.0,8372.0,2154.0,7002.0,2042.0,10548.0,13400.0,43283.0,7764.0,7659.0,8.0,5440.0,,9.0
24,-30.160091,27.40124,06-01-2011,57.916,167.1,13.0,260.0,10522.5,9063.0,974.0,9719.0,124.0,44619.5,8725.0,1981.0,7212.0,274.5,10060.0,14158.0,44619.5,12037.5,10023.5,,5440.0,,9.0
25,-32.595833,19.009444,06-01-2011,8.621,63.1,19.0,204.0,10903.5,9227.5,1175.5,9714.0,56.0,47629.0,10070.0,2505.5,7112.5,6441.0,10334.0,15218.5,47629.0,14735.0,12208.5,,5440.0,,9.0
26,-25.99136,27.84208,10-01-2011,82.432,283.8,32.0,679.5,11898.0,10629.0,1230.0,9677.0,39.0,43996.0,8326.0,2682.0,6310.0,7.0,11771.5,18631.5,43996.0,16495.0,12815.0,,5440.0,,15.0
27,-26.73806,27.59194,10-01-2011,55.3,189.1,105.0,485.5,8961.0,8719.0,1168.0,9856.0,33.0,43734.0,8381.0,2495.5,6561.5,38.0,9167.0,9089.5,43734.0,7963.0,7740.0,36.0,7440.0,,38.0
28,-26.45,28.085833,10-01-2011,105.711,635.0,80.0,298.0,12540.0,9502.5,329.0,9670.5,89.5,41467.5,7739.0,590.0,9051.0,178.5,10720.0,15210.0,41467.5,17974.0,14201.0,2.0,5440.0,,9.0
29,-30.86013889,29.07125,10-01-2011,40.861,95.6,10.0,218.0,11634.0,9396.0,935.0,9832.0,31.5,45359.0,9357.5,1912.0,7631.0,747.5,10724.5,14558.0,45359.0,11450.0,10000.5,,5440.0,,21.0
30,-27.356667,27.286389,10-01-2011,64.1,164.0,151.0,260.0,9290.0,8718.0,1187.0,9829.5,95.0,44381.0,8547.0,2526.0,6521.0,930.0,9502.5,16828.5,44381.0,12665.5,9643.0,,5440.0,,106.5
31,-27.01011111,26.69808333,11-01-2011,66.1,203.4,131.0,274.0,10728.5,9344.0,1245.0,9804.5,67.0,44339.0,8492.0,2668.0,6332.0,592.0,10433.5,12433.5,44339.0,9579.5,8531.5,1.0,5440.0,,101.0
32,-25.73411,27.21422,11-01-2011,8.0,34.04,56.0,719.5,17879.5,16362.5,1190.0,9691.5,38.0,43105.5,8104.0,2581.0,6429.0,,17765.0,21914.0,43105.5,22170.5,17965.5,8.0,5896.0,,177.5
33,-26.98472222,26.63227778,11-01-2011,128.0,196.7,158.0,303.5,10262.5,9414.0,1237.0,9693.0,77.0,46784.0,9156.0,2652.0,6366.0,274.5,10207.0,13683.0,46784.0,14011.5,11850.5,,5440.0,,123.0
34,-27.398611,26.614722,11-01-2011,71.6,190.6,127.0,343.0,10126.0,9253.5,1277.0,9792.0,62.0,44909.5,8630.5,2745.0,6223.0,210.5,10247.0,15515.5,44909.5,12823.0,10403.5,,5440.0,,158.5
35,-27.671111,27.236944,11-01-2011,75.096,275.7,71.0,284.0,11237.5,9693.5,1198.0,9756.5,96.5,46121.0,8990.0,2550.0,6476.0,381.5,10943.0,14887.0,46121.0,13522.0,11403.0,,5440.0,,48.0
36,-29.160278,26.573333,11-01-2011,120.27,177.3,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
37,-34.250556,20.9925,11-01-2011,26.8,304.5,12.0,220.0,9192.0,8456.0,1205.0,9775.0,22.0,46597.0,9562.0,2576.0,6755.0,1264.5,9019.0,12323.0,46597.0,13161.0,10800.5,8.0,5440.0,,8.0
38,-25.45963889,28.26430556,11-01-2011,132.0,489.0,82.0,236.0,11096.0,9139.0,379.0,9636.0,176.0,42157.0,7980.5,692.0,8932.0,1058.0,9926.0,13959.0,42157.0,15156.5,12552.5,,5440.0,,8.0
39,-25.81048333,27.90955222,12-01-2011,131.0,584.0,10.0,421.0,9553.5,8693.0,1320.0,9611.0,106.0,45209.0,8630.5,2907.5,6041.0,75.5,9753.0,16870.5,45209.0,13408.0,10257.0,,5440.0,,83.0
40,-27.273889,28.49,12-01-2011,49.114,136.6,32.0,294.0,9407.5,8456.5,903.0,9849.0,24.5,43282.0,8372.0,1826.5,7416.5,187.0,9060.0,12333.0,43282.0,9264.5,8181.0,1.0,5440.0,,10.0
41,-27.4275,28.525833,12-01-2011,62.326,163.9,45.0,-9999.0,11296.0,9231.0,879.5,-9999.0,-9999.0,,8855.0,1770.5,7491.5,1640.0,10794.0,16767.0,,18026.5,15340.5,,5440.0,,9.0
42,-28.883333,27.89,12-01-2011,117.44,271.7,10.0,259.0,9399.5,8398.5,819.0,9605.0,,44203.0,8558.0,1630.0,7663.0,224.5,9248.0,14007.5,44203.0,12553.5,9979.0,,5440.0,,9.0
43,-27.00222,28.76528,13-01-2011,63.848,190.9,62.0,-9999.0,9947.0,8743.0,944.0,-9999.0,-9999.0,,8762.5,1923.5,7294.0,1386.0,9691.0,13724.0,,13005.5,10754.5,,5440.0,,10.0
44,-27.02314,28.59389,13-01-2011,62.806,192.7,35.0,290.5,10129.0,8893.0,933.0,9732.0,,44360.0,8632.0,1897.0,7326.0,193.0,9969.5,11490.5,44360.0,10372.5,9135.0,8.0,5440.0,,9.0
45,-30.534167,24.961944,13-01-2011,100.962,142.6,80.0,412.5,10773.5,9795.0,1209.0,9762.0,70.0,45025.0,8603.0,2542.0,6390.0,66.0,10835.0,15132.5,45025.0,13586.0,11169.0,,5440.0,,10.0
46,-28.460833,21.248889,13-01-2011,102.898,353.0,51.0,358.5,13063.0,10832.0,1245.0,9733.0,66.0,42430.5,8278.5,2611.0,6753.0,129.5,12046.5,14599.0,42430.5,12067.0,11038.5,8.0,5440.0,,150.0
47,-29.658056,25.973333,14-01-2011,86.742,107.0,85.0,181.0,11157.5,9396.0,808.0,9687.0,69.0,45604.0,8990.0,1613.5,7641.0,2742.5,10765.0,14001.0,45604.0,12520.0,10583.0,,5440.0,,9.0
48,-28.760833,17.730278,16-01-2011,95.398,297.2,64.0,172.0,12802.0,9557.0,890.0,9880.0,,44344.0,8935.0,1835.0,7669.0,2447.5,11426.0,11190.0,44344.0,7687.5,7645.0,32.0,5504.0,,8.0
49,-25.513889,31.224444,17-01-2011,63.165,155.5,11.0,303.0,9137.5,8486.0,1779.5,9799.0,54.0,44623.0,8744.0,4072.0,4951.5,1415.0,9116.5,14776.0,44623.0,12424.0,9895.0,,5440.0,,246.0
50,-26.861111,28.884722,17-01-2011,101.685,315.4,114.0,213.0,9241.5,8691.0,747.0,9570.5,,45396.5,9097.0,1477.5,7957.5,476.5,9550.0,17658.5,45396.5,13746.5,10574.0,,5440.0,,46.0
51,-31.554722,29.245556,17-01-2011,58.2,197.2,12.0,284.0,8850.0,8558.0,1431.0,9825.0,93.0,46239.5,9156.0,3247.0,5861.5,1227.5,9449.0,19619.0,46239.5,13890.0,10042.0,,5440.0,,124.0
52,-28.058889,30.373611,17-01-2011,58.0,220.0,100.0,250.5,9431.0,8452.5,939.0,9657.0,96.0,44904.0,8911.0,1921.0,7403.0,267.5,9326.0,14514.0,44904.0,12189.5,9706.0,,5440.0,,9.0
53,-25.127778,27.628889,18-01-2011,131.0,415.0,163.0,-4740.0,5122.0,4984.0,-4376.0,-117.0,-4978.5,22583.0,-497.5,-3682.5,-1702.5,-4990.5,5189.5,7814.0,22583.0,6664.0,5222.0,,2720.5,,-4690.0
54,-25.20639,27.558,18-01-2011,102.0,516.0,90.0,633.5,9985.0,10039.0,1244.5,9619.0,54.0,44583.0,8744.0,2629.0,6600.5,1.5,10466.5,14137.5,44583.0,10315.5,8536.0,,5568.0,,690.5
55,-24.69514,27.40906,18-01-2011,124.0,509.0,158.0,650.5,10524.0,9921.0,1284.0,9529.0,80.0,45279.0,8948.5,2725.0,6481.0,3.0,10647.0,15543.0,45279.0,11919.5,9642.5,,5568.0,,622.5
56,-25.681111,31.783333,18-01-2011,53.322,247.7,10.0,379.5,11154.0,9686.5,1944.0,9728.5,,45287.0,8818.0,4546.0,4401.0,176.0,10809.0,13298.5,45287.0,10191.0,9261.0,,5440.0,,197.0
57,-27.802778,28.768333,18-01-2011,41.891,116.9,23.0,-9999.0,9811.5,8857.5,943.0,-9999.0,-9999.0,,8836.5,1929.5,7316.5,985.5,9803.5,12128.5,,9325.0,8486.0,,5440.0,,22.0
58,-27.398611,26.614722,18-01-2011,133.319,323.7,139.0,343.0,10126.0,9253.5,1277.0,9792.0,62.0,44909.5,8630.5,2745.0,6223.0,210.5,10247.0,15515.5,44909.5,12823.0,10403.5,,5440.0,,158.5
59,-31.104278,29.399722,18-01-2011,52.984,129.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
60,-31.396,29.2651,18-01-2011,35.741,89.2,10.0,308.5,13003.0,9782.5,1519.0,9856.0,102.5,45330.0,8935.0,3465.0,5644.0,814.5,11835.5,12488.0,45330.0,8894.0,8335.0,32.0,5440.0,,115.0
61,-33.38056,19.30167,18-01-2011,32.968,174.3,41.0,231.0,11320.5,9572.0,942.0,9595.0,27.0,47735.5,10070.0,1957.0,7648.0,812.0,10665.5,15820.0,47735.5,16377.5,13975.0,,5440.0,,9.0
62,-33.31388889,19.07472222,18-01-2011,30.257,208.2,23.0,218.0,9965.0,8765.0,1098.5,9732.0,55.0,46348.5,9654.5,2322.5,7299.5,1541.5,9546.5,13162.5,46348.5,12786.0,10889.0,,5440.0,,9.0
63,-27.495556,26.074722,18-01-2011,176.0,458.0,91.0,292.0,11540.5,9490.5,1357.0,9696.5,81.0,45910.5,8713.0,2958.0,5873.0,738.5,11044.5,17937.5,45910.5,18143.5,14152.5,,5440.0,,199.0
64,-24.39619444,27.08983333,19-01-2011,120.0,508.0,142.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
65,-26.970278,27.211111,19-01-2011,63.9,202.4,101.0,288.0,11496.0,9671.5,1194.5,9856.0,128.0,43899.0,8437.0,2549.5,6509.5,390.5,11040.0,10218.0,43899.0,7946.5,7735.0,32.0,5504.0,,101.0
66,-26.880278,26.965,19-01-2011,235.0,593.0,176.0,265.0,9354.5,8695.0,1207.0,9767.5,118.0,45590.5,8880.0,2579.0,6475.0,825.0,9582.5,14265.0,45590.5,14182.0,11071.5,,5440.0,,212.5
67,-27.273889,28.49,19-01-2011,63.114,149.5,11.0,294.0,9407.5,8456.5,903.0,9849.0,24.5,43282.0,8372.0,1826.5,7416.5,187.0,9060.0,12333.0,43282.0,9264.5,8181.0,1.0,5440.0,,10.0
68,-27.3,28.586944,19-01-2011,59.091,150.3,16.0,-9999.0,9929.5,8561.0,889.0,-9999.0,-9999.0,,8818.0,1793.5,7459.5,816.5,9636.0,14954.0,,14753.0,11537.5,,5440.0,,10.0
69,-27.044444,27.005,19-01-2011,83.5,225.2,102.0,258.0,9503.5,8882.5,1206.0,9803.5,93.0,44809.5,8658.0,2570.0,6476.0,1193.0,9908.0,17418.5,44809.5,13987.0,10115.0,,5440.0,,126.0
70,-30.568333,29.422778,19-01-2011,40.9,109.3,12.0,302.0,8964.5,8429.5,791.5,9753.0,45.0,45182.5,9245.5,1575.5,7959.5,147.5,9196.5,16880.0,45182.5,12987.5,10366.5,,5440.0,,59.0
71,-30.570833,29.150556,19-01-2011,40.72,90.6,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
72,-34.031944,22.053333,19-01-2011,17.64,266.5,10.0,292.0,7826.0,7784.0,567.0,9717.0,81.0,40384.0,7516.0,1111.0,8524.0,188.0,7859.0,9058.0,40384.0,8310.0,7822.0,,5440.0,,9.0
73,-33.13083,18.86278,19-01-2011,19.323,117.3,35.0,201.5,12122.5,9873.5,1125.0,9745.5,85.0,48196.0,10319.0,2386.0,7245.0,2895.0,11456.5,15187.0,48196.0,14527.0,12799.0,,5440.0,,8.0
74,-33.7075,18.97444444,19-01-2011,7.891,78.6,27.0,351.0,10330.5,8918.0,1057.0,9641.0,95.0,47751.0,10042.0,2247.0,7341.0,113.5,9913.0,14270.0,47751.0,13652.0,11469.5,,5440.0,,9.0
75,-25.57877778,29.12747222,19-01-2011,58.232,231.7,10.0,149.0,11586.5,9017.0,443.0,9384.0,,42298.0,7888.0,828.0,8712.5,3142.0,10076.0,13560.0,42298.0,16388.0,13014.0,,5440.0,,9.0
76,-26.006389,29.253889,20-01-2011,77.092,367.0,14.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
77,-27.02314,28.59389,20-01-2011,94.557,254.9,15.0,290.5,10129.0,8893.0,933.0,9732.0,,44360.0,8632.0,1897.0,7326.0,193.0,9969.5,11490.5,44360.0,10372.5,9135.0,8.0,5440.0,,9.0
78,-30.679722,26.7125,20-01-2011,73.862,158.9,10.0,205.5,11938.0,9235.5,1049.0,9876.0,99.0,43283.0,8372.0,2154.0,7002.0,2042.0,10548.0,13400.0,43283.0,7764.0,7659.0,8.0,5440.0,,9.0
79,-28.460833,21.248889,20-01-2011,85.7,259.1,29.0,358.5,13063.0,10832.0,1245.0,9733.0,66.0,42430.5,8278.5,2611.0,6753.0,129.5,12046.5,14599.0,42430.5,12067.0,11038.5,8.0,5440.0,,150.0
80,-30.77586667,29.03221667,20-01-2011,40.9,110.2,12.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
81,-24.925278,29.324444,21-01-2011,85.636,381.0,59.0,237.0,9276.5,8655.0,865.0,9758.0,140.0,43207.0,8334.0,1754.0,7565.0,557.5,9112.0,13185.0,43207.0,13904.5,11277.0,,5440.0,,11.5
82,-28.460833,21.248889,21-01-2011,81.0,243.2,43.0,358.5,13063.0,10832.0,1245.0,9733.0,66.0,42430.5,8278.5,2611.0,6753.0,129.5,12046.5,14599.0,42430.5,12067.0,11038.5,8.0,5440.0,,150.0
83,-24.679167,30.8025,24-01-2011,24.95,99.6,10.0,148.0,10583.0,8832.5,375.0,9691.0,,43869.0,8799.5,685.0,9025.0,3601.0,9505.5,12245.0,43869.0,14908.5,13718.0,,5440.0,,25.0
84,-25.99136,27.84208,24-01-2011,90.9,324.2,32.0,679.5,11898.0,10629.0,1230.0,9677.0,39.0,43996.0,8326.0,2682.0,6310.0,7.0,11771.5,18631.5,43996.0,16495.0,12815.0,,5440.0,,15.0
85,-25.49037,30.6986,24-01-2011,36.957,124.5,10.0,629.0,8241.5,8148.5,1002.0,9587.0,,43355.0,8446.0,2094.0,7298.0,,8325.0,10676.0,43355.0,8915.5,8274.0,8.0,7442.0,,173.0
86,-26.970278,27.211111,24-01-2011,76.24,287.3,96.0,288.0,11496.0,9671.5,1194.5,9856.0,128.0,43899.0,8437.0,2549.5,6509.5,390.5,11040.0,10218.0,43899.0,7946.5,7735.0,32.0,5504.0,,101.0
87,-27.671111,27.236944,24-01-2011,47.184,142.9,129.0,284.0,11237.5,9693.5,1198.0,9756.5,96.5,46121.0,8990.0,2550.0,6476.0,381.5,10943.0,14887.0,46121.0,13522.0,11403.0,,5440.0,,48.0
88,-27.356667,27.286389,24-01-2011,87.25,208.7,123.0,260.0,9290.0,8718.0,1187.0,9829.5,95.0,44381.0,8547.0,2526.0,6521.0,930.0,9502.5,16828.5,44381.0,12665.5,9643.0,,5440.0,,106.5
89,-27.01011111,26.69808333,25-01-2011,77.006,299.3,125.0,274.0,10728.5,9344.0,1245.0,9804.5,67.0,44339.0,8492.0,2668.0,6332.0,592.0,10433.5,12433.5,44339.0,9579.5,8531.5,1.0,5440.0,,101.0
90,-26.98472222,26.63227778,25-01-2011,153.0,410.0,158.0,303.5,10262.5,9414.0,1237.0,9693.0,77.0,46784.0,9156.0,2652.0,6366.0,274.5,10207.0,13683.0,46784.0,14011.5,11850.5,,5440.0,,123.0
91,-27.398611,26.614722,25-01-2011,60.7,162.1,138.0,343.0,10126.0,9253.5,1277.0,9792.0,62.0,44909.5,8630.5,2745.0,6223.0,210.5,10247.0,15515.5,44909.5,12823.0,10403.5,,5440.0,,158.5
92,-33.818056,19.694722,25-01-2011,11.901,145.1,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
93,-25.45963889,28.26430556,25-01-2011,144.132,560.0,82.0,236.0,11096.0,9139.0,379.0,9636.0,176.0,42157.0,7980.5,692.0,8932.0,1058.0,9926.0,13959.0,42157.0,15156.5,12552.5,,5440.0,,8.0
94,-33.897778,20.012778,25-01-2011,99.926,1368.0,56.0,377.0,9119.0,8707.0,1092.0,9687.0,42.0,44339.0,8892.0,2345.0,7116.0,62.0,9154.0,13871.0,44339.0,11520.0,9420.0,,5440.0,,11.0
95,-25.81048333,27.90955222,26-01-2011,110.0,652.0,10.0,421.0,9553.5,8693.0,1320.0,9611.0,106.0,45209.0,8630.5,2907.5,6041.0,75.5,9753.0,16870.5,45209.0,13408.0,10257.0,,5440.0,,83.0
96,-34.065833,20.404167,26-01-2011,68.815,758.0,10.0,241.0,8402.0,8061.0,1197.0,9645.0,82.0,45420.0,9153.0,2551.0,6822.0,600.0,8387.0,13535.0,45420.0,10165.0,8604.0,2.0,5440.0,,9.0
97,-24.058889,31.237222,26-01-2011,70.928,306.4,15.0,519.5,9677.5,8702.0,1501.0,9620.0,49.0,44531.5,8576.5,3334.0,5666.0,34.0,9468.5,14757.5,44531.5,13111.5,10821.0,,5440.0,,13.0
98,-26.648056,27.089444,26-01-2011,243.0,556.0,12.0,264.0,8963.5,8535.0,1183.0,9836.5,74.0,44131.5,8492.0,2526.0,6536.0,661.5,9597.0,19310.5,44131.5,12954.5,9447.5,,5440.0,,144.0
99,-26.880278,26.965,26-01-2011,217.0,535.0,176.0,265.0,9354.5,8695.0,1207.0,9767.5,118.0,45590.5,8880.0,2579.0,6475.0,825.0,9582.5,14265.0,45590.5,14182.0,11071.5,,5440.0,,212.5
100,-27.273889,28.49,26-01-2011,56.863,140.9,29.0,294.0,9407.5,8456.5,903.0,9849.0,24.5,43282.0,8372.0,1826.5,7416.5,187.0,9060.0,12333.0,43282.0,9264.5,8181.0,1.0,5440.0,,10.0
101,-27.044444,27.005,26-01-2011,82.651,220.5,96.0,258.0,9503.5,8882.5,1206.0,9803.5,93.0,44809.5,8658.0,2570.0,6476.0,1193.0,9908.0,17418.5,44809.5,13987.0,10115.0,,5440.0,,126.0
102,-34.092222,21.295278,26-01-2011,26.088,187.5,10.0,222.0,9683.0,8666.0,563.0,9802.5,99.0,41314.5,7888.0,1102.0,8543.0,317.5,9525.0,14913.0,41314.5,13943.0,11317.0,,5440.0,,9.0
103,-27.02314,28.59389,27-01-2011,113.459,167.3,12.0,290.5,10129.0,8893.0,933.0,9732.0,,44360.0,8632.0,1897.0,7326.0,193.0,9969.5,11490.5,44360.0,10372.5,9135.0,8.0,5440.0,,9.0
104,-26.73806,27.59194,27-01-2011,63.354,199.9,56.0,485.5,8961.0,8719.0,1168.0,9856.0,33.0,43734.0,8381.0,2495.5,6561.5,38.0,9167.0,9089.5,43734.0,7963.0,7740.0,36.0,7440.0,,38.0
105,-28.760833,17.730278,30-01-2011,84.627,230.7,33.0,172.0,12802.0,9557.0,890.0,9880.0,,44344.0,8935.0,1835.0,7669.0,2447.5,11426.0,11190.0,44344.0,7687.5,7645.0,32.0,5504.0,,8.0
106,-26.861111,28.884722,31-01-2011,82.136,182.3,109.0,213.0,9241.5,8691.0,747.0,9570.5,,45396.5,9097.0,1477.5,7957.5,476.5,9550.0,17658.5,45396.5,13746.5,10574.0,,5440.0,,46.0
107,-26.73806,27.59194,31-01-2011,56.127,318.5,30.0,485.5,8961.0,8719.0,1168.0,9856.0,33.0,43734.0,8381.0,2495.5,6561.5,38.0,9167.0,9089.5,43734.0,7963.0,7740.0,36.0,7440.0,,38.0
108,-25.127778,27.628889,01-02-2011,128.967,377.0,163.0,-4740.0,5122.0,4984.0,-4376.0,-117.0,-4978.5,22583.0,-497.5,-3682.5,-1702.5,-4990.5,5189.5,7814.0,22583.0,6664.0,5222.0,,2720.5,,-4690.0
109,-24.69514,27.40906,01-02-2011,125.275,491.0,158.0,650.5,10524.0,9921.0,1284.0,9529.0,80.0,45279.0,8948.5,2725.0,6481.0,3.0,10647.0,15543.0,45279.0,11919.5,9642.5,,5568.0,,622.5
110,-27.363611,31.783333,01-02-2011,69.459,186.9,10.0,353.0,8994.5,8437.0,1649.0,9825.0,,46580.0,8990.0,3743.0,5116.0,225.0,9281.0,17894.5,46580.0,13078.0,9695.0,,5440.0,,17.0
111,-27.802778,28.768333,01-02-2011,43.422,116.9,13.0,-9999.0,9811.5,8857.5,943.0,-9999.0,-9999.0,,8836.5,1929.5,7316.5,985.5,9803.5,12128.5,,9325.0,8486.0,,5440.0,,22.0
112,-29.160278,26.573333,01-02-2011,110.418,255.6,86.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
113,-34.329722,18.990278,01-02-2011,9.639,159.1,10.0,315.5,9581.5,8637.5,1089.0,9613.0,60.0,44761.0,8892.0,2338.0,7026.0,172.0,8959.0,10864.0,44761.0,12654.0,11808.5,4.0,5440.0,,22.0
114,-25.20639,27.558,02-02-2011,120.441,549.0,59.0,633.5,9985.0,10039.0,1244.5,9619.0,54.0,44583.0,8744.0,2629.0,6600.5,1.5,10466.5,14137.5,44583.0,10315.5,8536.0,,5568.0,,690.5
