Latitude,Longitude,Sample Date,drad,urad,atran,emis,green,red,emsd,trad,atmos_opacity,nir08,cdist,lwir,swir22,blue,swir16
-33.08883333,19.21878333,21-10-2015,721.0,1432.0,8105.5,9641.0,10179.5,10625.0,51.0,9562.0,68.0,13727.5,741.5,46238.5,13104.5,9454.5,15300.5
-27.4,26.624722,21-10-2015,977.0,1964.0,7258.0,9745.0,9652.5,9767.5,58.5,9921.5,,14574.5,1048.5,,11894.0,8315.5,14134.0
-28.75,30.442778,22-10-2015,815.0,1620.0,7965.0,9695.0,11350.0,12309.5,88.0,10508.5,,14146.0,1040.0,,12992.0,9541.5,14794.0
-29.161667,30.629722,22-10-2015,420.0,764.5,8930.5,9781.5,9447.0,9841.5,71.0,11034.5,,13708.5,3242.5,,12842.5,8550.5,14717.0
-27.02314,28.59389,22-10-2015,658.0,1281.0,8300.0,9756.0,10097.5,10357.5,,9880.0,,12592.5,178.5,,11253.0,9167.5,12767.0
-27.4275,28.525833,22-10-2015,660.5,1286.5,8290.5,-9999.0,11181.5,12553.0,-9999.0,10455.0,,15487.5,1487.5,,18904.0,9917.0,19898.5
-27.3,28.586944,22-10-2015,655.5,1275.5,8304.0,-9999.0,10760.0,12074.5,-9999.0,10549.5,,15743.5,2976.5,,15845.5,9401.5,18392.0
-31.000833,26.353056,22-10-2015,676.0,1315.0,8268.0,9718.0,9495.0,9885.0,56.0,10054.0,,12833.0,2937.0,,11936.0,8599.0,13766.0
-30.679722,26.7125,22-10-2015,735.0,1443.0,8114.0,9681.5,11122.5,11968.0,99.0,9794.0,,13905.0,2152.0,,10506.5,9471.5,12292.0
-33.7075,18.97444444,22-10-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-29.744167,29.905833,23-10-2015,574.5,1082.5,8518.5,9750.0,10069.5,10621.5,69.0,11088.5,,14320.5,4686.5,,14708.5,9098.5,16376.0
-27.573056,24.746389,23-10-2015,750.0,1458.0,8042.0,9673.0,10529.0,11210.0,68.0,10604.0,8.0,14916.0,105.5,48923.0,13927.0,9459.0,16133.5
-27.902778,24.615556,23-10-2015,735.0,1424.0,8082.0,9716.0,11282.5,12335.0,78.0,10696.5,61.0,15038.0,571.0,49026.0,16315.5,10057.0,18779.0
-29.658056,25.973333,23-10-2015,559.5,1065.0,8536.5,9687.0,11179.0,12109.0,69.0,9655.0,8.0,14529.0,190.5,46238.5,13783.5,10018.0,15915.5
-25.99136,27.84208,26-10-2015,1014.0,2055.0,7130.0,9678.0,9656.0,9644.5,39.0,10439.5,,15468.0,768.5,,12282.5,8874.5,14630.5
-26.45,28.085833,26-10-2015,265.0,454.0,9293.0,9694.5,10121.5,10605.0,89.5,11142.0,,15648.5,309.0,,14606.5,9185.5,16639.0
-31.554722,29.245556,26-10-2015,620.0,1212.5,8442.0,9779.0,9608.5,9489.0,93.0,9488.0,30.0,13906.5,923.0,45508.5,11552.0,8779.5,13994.0
-33.501667,21.624167,26-10-2015,902.0,1824.0,7530.0,9671.0,9130.0,8723.5,65.0,9252.5,,14855.5,319.5,,9591.0,8196.5,11878.0
-25.73411,27.21422,27-10-2015,958.0,1925.0,7273.0,9690.5,10240.5,11139.0,38.0,10583.0,,14831.5,852.5,,13805.5,9127.5,16824.0
-27.363611,31.783333,27-10-2015,812.0,1635.0,7804.0,9832.0,9209.0,8920.0,,9115.5,9.0,16865.0,622.5,44926.0,9986.0,8354.5,13300.0
-26.970278,27.211111,27-10-2015,958.0,1918.5,7306.5,9904.0,8768.5,8594.0,128.0,9091.0,,8612.0,1668.0,,8012.5,8059.0,8262.5
-26.880278,26.965,27-10-2015,973.0,1952.0,7265.0,9765.0,10393.0,11103.5,118.0,10407.0,,14865.5,778.5,,14764.0,9222.0,17708.5
-31.104278,29.399722,27-10-2015,612.5,1188.5,8480.0,9755.0,9527.0,9799.0,26.0,9711.0,12.0,12157.5,712.5,45965.0,10548.0,8794.5,11556.5
-33.31388889,19.07472222,27-10-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-25.45963889,28.26430556,27-10-2015,371.0,669.0,9031.0,9621.0,10008.5,10456.0,176.0,10973.5,,16713.5,1996.5,,13717.5,9109.5,15732.0
-28.760833,17.730278,28-10-2015,870.0,1728.0,7853.0,9880.0,8712.5,8237.5,,10048.5,,7859.0,20000.0,,7917.5,7744.0,7980.5
-29.161667,23.696389,28-10-2015,632.0,1211.0,8405.0,9876.0,11123.0,10263.5,90.0,8929.5,60.0,8952.0,846.5,43969.0,8333.5,9822.5,8444.5
-28.7115,24.07288889,28-10-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-27.01011111,26.69808333,28-10-2015,974.0,1955.0,7263.0,9684.0,9193.5,9012.0,67.0,9353.0,,13463.0,106.5,,9629.5,8247.5,11314.0
-29.641944,30.6875,28-10-2015,664.5,1303.5,8252.0,-9999.0,9485.0,9776.0,-9999.0,9525.0,9.0,14353.0,2034.5,,11776.0,8698.0,14159.0
-27.00222,28.76528,28-10-2015,241.0,405.0,9348.0,-9999.0,10888.0,11687.0,-9999.0,10088.5,,14891.5,649.0,,15241.5,9751.0,17663.0
-26.648056,27.089444,28-10-2015,964.0,1932.0,7284.0,9815.0,9720.0,9734.5,74.0,9721.0,,15683.5,243.5,,12354.0,8676.5,15713.5
-26.98472222,26.63227778,28-10-2015,996.0,2005.0,7203.0,9732.0,10465.0,10967.5,77.0,10574.0,,15435.5,268.5,,14073.0,9231.0,16544.0
-29.651389,22.746389,28-10-2015,673.0,1305.5,8303.5,9651.0,10770.0,12093.5,40.0,11403.5,60.0,13474.5,8041.0,50505.5,16072.0,9523.0,17653.0
-29.1825,23.575556,28-10-2015,643.5,1235.5,8378.0,9803.0,10777.0,10621.0,84.0,9692.5,60.0,10094.5,301.0,46128.5,8933.0,9660.0,9575.0
-34.405833,19.600556,28-10-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-33.13083,18.86278,28-10-2015,972.0,2014.0,7430.0,9755.5,10943.5,12030.5,85.0,9543.0,17.0,15929.0,1074.0,46268.5,13028.0,9737.5,15471.0
-25.81048333,27.90955222,29-10-2015,1085.0,2213.0,6958.0,9602.0,9464.0,9863.0,106.0,10381.0,,13844.0,2079.0,,12444.0,8727.5,14863.5
-30.570833,29.150556,29-10-2015,297.0,515.0,9203.0,9674.0,10325.5,10943.0,51.5,9376.0,9.0,13966.5,2061.5,45225.0,13327.5,9297.0,16320.0
-30.77586667,29.03221667,29-10-2015,423.0,774.5,8860.5,9662.0,10881.0,11902.5,44.0,9952.5,8.0,14338.0,1278.5,46976.0,14550.0,9581.5,16641.0
-34.329722,18.990278,29-10-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-32.94583,18.33667,29-10-2015,923.0,1911.0,7508.0,9618.5,11237.0,12045.0,66.0,10138.5,64.0,15011.5,1541.5,48174.5,14411.0,9958.0,18244.5
-30.568333,29.422778,30-10-2015,274.5,472.5,9330.5,9753.0,9648.5,9830.0,45.0,10232.0,16.0,16667.5,561.5,46939.0,12803.5,8828.5,15025.0
-31.031389,28.883333,30-10-2015,457.0,847.0,8756.0,9712.0,11681.0,12952.0,40.0,9246.0,9.0,12809.5,610.0,45188.0,10289.0,9926.0,11499.0
-30.86013889,29.07125,30-10-2015,452.0,836.0,8779.0,9827.0,10884.0,11905.0,31.5,9543.5,8.0,13107.5,488.0,45797.0,12006.0,9646.0,13182.5
-29.987778,29.851667,01-11-2015,416.0,758.0,8865.0,9785.0,8298.5,8286.0,76.0,8911.0,24.0,10111.5,33.0,44179.5,8977.0,8050.0,9851.5
-29.7775,29.470833,02-11-2015,270.0,461.0,9276.5,9847.5,9848.5,10040.0,,9766.5,9.0,15399.5,1053.5,45874.0,12207.5,8772.5,15319.0
-29.987778,29.851667,02-11-2015,416.0,758.0,8865.0,9785.0,8298.5,8286.0,76.0,8911.0,24.0,10111.5,33.0,44179.5,8977.0,8050.0,9851.5
-25.127778,27.628889,03-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-25.20639,27.558,03-11-2015,-4754.0,-4537.0,-650.0,-9999.0,,,-9999.0,-348.5,-9999.0,,-9999.0,,,,
-30.733889,29.828333,03-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-34.031944,22.053333,03-11-2015,992.0,2047.0,7228.0,9625.0,8673.0,8519.0,81.0,8999.0,,14018.0,396.0,,10037.0,7805.0,12124.0
-27.937778,31.209444,04-11-2015,496.0,932.5,8773.5,-9999.0,9967.0,10515.5,-9999.0,10882.5,,14046.5,7194.5,,13841.0,8825.0,15971.5
-28.404444,30.013056,04-11-2015,390.0,704.5,8921.5,9861.0,10072.5,10948.5,23.0,10381.0,8.0,13925.0,2237.0,47487.0,15054.0,9121.5,18048.0
-30.398056,30.601944,04-11-2015,663.0,1313.0,8335.0,-9999.0,9098.0,8909.0,-9999.0,9715.0,,17124.0,665.5,,10482.0,8284.5,13050.5
-29.615556,27.065278,04-11-2015,172.0,270.0,9535.0,9644.0,11068.0,12156.5,71.0,10090.0,,15765.5,9697.5,,12802.5,9549.0,13630.0
-34.005833,22.351111,04-11-2015,983.0,2028.0,7249.0,9825.5,9303.0,8965.0,80.5,8799.5,,17151.5,142.5,,10557.5,8212.5,13403.5
-28.058889,30.373611,04-11-2015,404.0,733.0,8875.0,9657.0,9571.0,9550.0,96.0,9264.5,8.0,14690.5,626.5,45312.5,10725.5,8656.0,12957.5
-22.91028,29.61111,05-11-2015,743.0,1489.0,7911.5,-9999.0,9553.0,10112.5,-9999.0,10023.5,,14238.0,834.0,,11736.5,8298.5,13740.0
-27.5275,30.858056,05-11-2015,385.5,698.5,9048.5,9700.0,10043.0,10596.5,63.0,10747.5,,15296.5,3531.5,,14443.0,8983.0,16381.0
-30.13573889,30.67422222,05-11-2015,683.0,1357.0,8276.0,-9999.0,9554.5,9449.5,-9999.0,9785.0,,11914.5,1431.0,,10127.5,8559.5,11528.0
-29.744167,29.905833,06-11-2015,353.0,633.5,9136.5,9750.0,10295.5,10926.0,69.0,11355.5,,14186.5,4689.5,,15005.0,9274.5,16667.5
-27.573056,24.746389,06-11-2015,475.0,884.0,8793.0,9673.0,10285.0,11047.0,68.0,11050.0,8.0,14989.5,132.0,49303.0,14390.5,9118.5,16489.5
-27.902778,24.615556,06-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-29.803611,30.516111,06-11-2015,439.0,817.0,8935.0,9817.5,9591.5,9698.5,112.0,10639.0,,15589.5,1088.5,,12415.0,8704.0,15060.5
-25.99136,27.84208,09-11-2015,519.0,972.0,8707.0,9678.0,9530.0,9819.0,39.0,11524.5,,15408.5,2391.5,,12360.5,8812.0,14734.5
-29.380556,30.2775,09-11-2015,314.0,550.5,9238.0,9722.0,9297.0,9124.5,94.0,10883.5,,14751.0,2906.5,,11787.0,8355.5,14098.0
-26.73806,27.59194,09-11-2015,552.0,1044.5,8639.5,9730.0,9314.0,9521.5,33.0,10228.5,,9667.0,426.0,,9038.5,8240.0,9333.0
-29.160278,26.573333,09-11-2015,632.0,1211.0,8405.0,9675.0,11153.0,12003.5,88.0,11795.0,,15230.5,1261.5,,14123.5,9477.0,15682.5
-29.651389,22.746389,09-11-2015,432.0,784.5,8830.0,9653.0,10904.5,12336.5,40.0,12109.0,,13953.5,936.5,,16437.5,9655.5,18084.5
-28.747778,31.745833,10-11-2015,650.0,1268.0,8374.0,9722.0,10626.0,11123.5,53.0,10864.0,89.0,16205.0,1411.0,48907.0,14623.0,9423.0,17378.5
-28.141944,26.417778,10-11-2015,641.0,1231.0,8396.0,9699.5,10466.0,11323.0,48.5,12191.5,,15030.5,3621.0,,15596.5,9313.0,17905.5
-27.671111,27.236944,10-11-2015,628.0,1208.0,8450.0,9786.5,10047.0,10307.5,96.5,11229.0,,14637.5,5985.0,,12455.5,8978.0,14281.0
-28.69485,28.23487,10-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-29.615556,27.065278,10-11-2015,628.0,1192.0,8316.0,9612.0,10744.5,11638.5,71.0,10622.5,8.0,15323.0,1672.0,48988.5,13152.0,9565.0,14895.0
-28.883333,27.89,10-11-2015,587.0,1109.0,8460.0,9605.0,10160.0,10707.0,,10529.5,8.0,15683.0,3877.0,48698.5,12448.0,9228.0,14772.5
-31.394444,20.947222,10-11-2015,330.0,582.0,9113.0,9688.0,10364.0,10877.0,48.0,10775.5,,17411.0,5979.5,,13350.5,9068.5,15570.0
-25.45963889,28.26430556,10-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-25.81048333,27.90955222,11-11-2015,623.0,1184.0,8401.0,9608.0,10147.0,10793.0,106.0,10994.5,9.0,13934.5,118.0,49495.5,14140.5,9460.5,16111.5
-29.140556,31.391944,11-11-2015,659.0,1292.0,8331.0,9689.0,10129.5,10088.5,68.0,9952.5,143.0,15131.5,873.5,46670.0,10583.0,9203.5,12695.5
-28.801278,31.955389,11-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-27.00222,28.76528,11-11-2015,576.0,1088.0,8513.0,-9999.0,,,-9999.0,9934.0,-9999.0,,-9999.0,,,,
-26.970278,27.211111,11-11-2015,578.0,1102.5,8586.0,9904.0,8222.5,8094.0,128.0,9867.0,,7836.5,4522.5,,7656.0,7625.5,7743.0
-26.880278,26.965,11-11-2015,574.0,1093.0,8597.0,9757.5,10629.5,11583.5,118.0,12465.5,,15042.0,6829.5,,15626.0,9455.0,18311.5
-27.273889,28.49,11-11-2015,571.0,1077.5,8527.5,-206.0,4475.5,4568.5,-4985.0,9450.5,-4995.5,5338.0,-3514.5,22639.5,4087.5,4276.5,4471.5
-27.38972222,26.46388889,11-11-2015,591.0,1130.0,8550.0,9656.0,9232.5,8920.0,98.0,10806.5,,8623.5,7037.0,,8604.5,8066.0,8805.5
-27.398611,26.614722,11-11-2015,595.0,1139.0,8541.0,9783.5,9723.0,10041.0,62.0,11665.0,,15779.0,6517.0,,12245.0,8547.5,14486.5
-30.336111,27.359444,11-11-2015,681.0,1307.0,8145.0,9748.0,10269.5,10903.0,20.5,9022.5,8.0,10921.0,1279.5,44833.0,9924.0,9263.0,10654.5
-27.4,26.624722,11-11-2015,596.0,1141.0,8539.0,9745.0,10568.0,10420.5,58.5,11729.5,,16280.5,6485.0,,13012.0,8854.0,15761.5
-27.01011111,26.69808333,12-11-2015,576.0,1098.0,8590.0,9684.0,9251.0,8968.5,67.0,10522.5,,13869.0,8991.5,,9539.5,8390.5,11182.5
-30.830556,26.921389,12-11-2015,723.0,1402.0,8013.0,9720.0,10091.0,10484.5,59.0,9394.5,8.0,13244.0,241.5,46035.0,10597.0,9352.5,12304.0
-23.658056,31.05,12-11-2015,1167.0,2441.0,7107.0,9652.5,10373.5,11299.5,,11222.0,,15180.5,3981.0,,15147.0,8932.0,17612.5
-26.648056,27.089444,12-11-2015,559.0,1061.0,8627.0,9814.5,9830.5,9997.5,74.0,11737.5,,15826.5,5520.0,,13157.5,8815.0,16362.5
-26.98472222,26.63227778,12-11-2015,566.0,1077.0,8617.0,9732.0,10818.0,11666.5,77.0,12668.0,,15836.5,9695.5,,15177.0,9462.0,17685.0
-27.935,26.126667,12-11-2015,606.0,1158.0,8482.5,9632.0,10678.5,11579.0,77.5,11762.0,,14289.0,5828.5,,15490.0,9103.0,17691.5
-28.1175,26.719444,12-11-2015,651.0,1253.0,8375.0,9730.0,10621.5,11473.0,54.0,11820.5,,15070.0,4479.5,,14577.0,9246.5,17161.5
-31.000833,26.353056,12-11-2015,697.0,1358.0,8160.0,9716.0,9467.0,10017.0,56.0,10552.0,,12990.0,1635.0,,12134.0,8588.0,14016.0
-30.679722,26.7125,12-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-26.619444,27.980833,16-11-2015,564.0,1063.0,8549.0,9688.0,10020.5,10629.0,35.0,10752.5,8.0,12702.5,72.0,48767.5,12536.0,9293.0,13930.0
-24.679167,30.8025,17-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-25.127778,27.628889,17-11-2015,605.0,1152.0,8521.0,9748.0,10374.5,11725.0,42.0,12536.0,,14943.5,1878.5,,17030.5,9351.5,18534.0
-25.20639,27.558,17-11-2015,602.0,1147.0,8527.5,9644.0,10142.0,10631.0,54.0,11289.0,,15560.0,2691.5,,12923.0,8919.5,15485.0
-24.99328,30.81444,17-11-2015,453.0,841.0,8702.0,9824.0,9793.5,9556.5,,9097.0,113.0,18412.5,14.0,44739.0,11287.0,8821.0,14396.5
-27.169444,29.233889,17-11-2015,1055.0,2194.0,7018.0,9811.0,10774.0,11687.0,,9450.0,8.0,15833.5,1353.5,46555.5,14677.0,9631.0,19003.0
-26.510278,28.351389,17-11-2015,561.0,1056.0,8547.0,9573.0,10729.0,11903.5,,11236.0,8.0,14351.0,212.5,50208.5,15185.0,9645.0,16835.0
-27.273889,28.49,17-11-2015,571.0,1077.5,8527.5,-206.0,4475.5,4568.5,-4985.0,9450.5,-4995.5,5338.0,-3514.5,22639.5,4087.5,4276.5,4471.5
-27.3,28.586944,17-11-2015,570.0,1075.0,8531.0,-9999.0,11271.0,12906.0,-9999.0,11124.5,8.0,15728.0,3020.0,,16804.0,9763.0,19442.0
-27.671111,27.236944,17-11-2015,842.0,1678.0,7683.0,9775.5,10078.5,10334.0,96.5,9860.0,8.0,14111.0,263.0,47286.5,11706.0,9203.5,13475.5
-34.092222,21.295278,17-11-2015,627.0,1217.0,8360.0,9821.5,10361.0,10623.5,99.0,9674.0,12.0,18922.5,392.5,46069.0,13007.5,9102.0,16507.0
-33.501667,21.624167,17-11-2015,600.0,1158.0,8458.0,9626.0,9208.0,8950.5,65.0,9171.5,9.0,14454.0,681.5,45048.5,9712.5,8476.0,11956.5
-28.338333,31.373611,17-11-2015,562.0,1075.0,8607.0,-9999.0,10534.5,11645.5,-9999.0,10620.0,,13507.0,3134.0,,13589.0,8899.0,15083.0
-24.670833,28.560833,18-11-2015,652.0,1245.0,8319.5,9634.0,11079.0,12071.5,26.5,11589.5,13.0,16270.0,591.5,50992.5,16689.5,9811.0,18796.0
-25.73411,27.21422,18-11-2015,497.0,926.0,8760.0,9690.5,10451.5,11341.0,38.0,11712.0,,14967.5,6062.0,,14247.0,9288.0,17221.0
-24.058889,31.237222,18-11-2015,1399.0,3013.0,6266.0,9620.0,11071.0,11850.5,49.0,10399.5,121.0,15965.0,744.5,49767.0,15184.0,10095.0,17828.0
-24.034167,31.123611,18-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-27.602222,29.942778,18-11-2015,959.0,1959.5,7351.0,9635.0,9790.0,10209.0,36.0,10213.0,8.0,13901.0,2443.0,48704.0,13642.5,8910.0,15535.5
-27.02314,28.59389,18-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-27.4275,28.525833,18-11-2015,571.5,1077.5,8529.0,-9999.0,10812.0,11812.0,-9999.0,10250.5,8.0,16281.0,4387.5,,16751.5,9518.0,18937.5
-27.802778,28.768333,18-11-2015,874.5,1767.0,7558.0,-9999.0,10005.0,10603.5,-9999.0,9339.0,8.0,11940.0,1703.0,,12454.5,9331.0,14061.0
-27.398611,26.614722,18-11-2015,1001.0,2045.0,7213.0,9787.0,10268.5,10623.5,62.0,10138.5,8.0,15658.5,210.5,48353.0,12499.5,9281.0,14891.5
