,Unnamed: 0,Latitude,Longitude,Sample Date,cdist,drad,emsd,lwir,atmos_opacity,urad,red,blue,nir08,swir16,green,atran,trad,swir22,emis
23,23.0,-25.57877778,29.12747222,29-05-2014,3133.0,485.0,,43170.5,9.0,926.0,10763.0,8999.5,13927.0,15153.5,9828.0,8743.0,8315.5,12283.0,9384.0
24,24.0,-27.398611,26.614722,30-05-2014,196.0,381.0,62.0,,,706.0,9149.0,8186.0,14173.0,12213.5,8974.5,9005.0,8518.0,10314.0,9793.0
25,25.0,-29.160278,26.573333,02-06-2014,1304.5,347.0,88.0,,,638.0,10339.5,8836.0,12401.5,13934.0,9708.0,9065.0,8330.5,12440.0,9675.0
26,26.0,-24.670833,28.560833,03-06-2014,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,,-9999.0
27,27.0,-25.127778,27.628889,03-06-2014,568.0,538.0,42.0,,,1044.0,10829.0,9003.0,14480.0,16855.0,9827.0,8590.0,8833.5,14475.5,9760.0
28,28.0,-25.20639,27.558,03-06-2014,606.5,541.5,54.0,,,1051.0,10172.0,8421.0,14036.0,12382.0,9697.5,8581.0,8445.5,10494.5,9644.0
29,29.0,-24.69514,27.40906,03-06-2014,376.5,507.0,117.5,,,978.0,9997.0,8846.5,13299.5,11133.5,9751.0,8674.0,8672.5,9763.0,9597.0
30,30.0,-27.935,26.126667,03-06-2014,382.0,369.0,77.5,,,682.5,10936.0,8836.5,13298.0,16043.0,10079.0,9033.5,8356.0,13685.5,9632.0
31,31.0,-28.141944,26.417778,03-06-2014,782.5,378.0,48.5,,,701.0,10564.0,8776.5,13937.5,15905.5,9738.0,8998.0,8471.5,13620.0,9705.0
32,32.0,-28.338333,31.373611,03-06-2014,235.5,668.0,-9999.0,,9.0,1329.0,10850.0,8789.0,12036.0,11915.0,10065.0,8214.0,8260.0,10814.5,-9999.0
33,33.0,-28.068333,31.55,03-06-2014,1820.5,766.0,,42805.0,9.0,1554.5,9779.0,8570.0,14215.0,13948.5,9312.0,7949.0,8409.0,11428.5,9784.5
34,34.0,-29.641944,30.6875,04-06-2014,1848.5,648.5,-9999.0,,9.0,1290.5,9023.0,8450.0,11428.5,11127.0,8737.0,8240.0,8018.0,9482.0,-9999.0
35,35.0,-24.39619444,27.08983333,04-06-2014,3795.0,501.0,201.0,,,967.0,9142.5,8127.0,12401.0,11105.0,9053.5,8687.0,8482.5,9689.0,9629.5
36,36.0,-28.44555556,32.325,30-07-2014,1040.5,498.0,,,,963.0,9832.5,8591.0,17638.5,13413.5,10048.5,8703.0,8281.5,10567.5,9823.0
37,37.0,-28.75,30.442778,04-06-2014,16.5,526.0,88.0,41816.0,9.0,1014.0,10154.5,9161.0,12391.0,12023.5,10025.0,8599.0,7962.0,10674.0,9684.0
38,38.0,-29.161667,30.629722,04-06-2014,301.0,421.0,71.0,42247.5,9.0,790.0,9546.0,8460.0,11974.5,12597.0,9184.0,8863.5,8166.5,11374.0,9767.0
39,39.0,-34.005833,22.351111,04-06-2014,657.5,550.0,80.5,,,1080.0,8585.5,7868.5,17623.5,11901.5,8745.0,8534.0,7611.5,9567.0,9831.0
40,40.0,-26.98472222,26.63227778,05-06-2014,221.0,272.0,77.0,41308.0,8.0,481.0,11146.0,9094.0,14524.0,16658.5,10118.0,9263.0,7776.0,13791.5,9703.0
41,41.0,-27.902778,24.615556,05-06-2014,1519.5,207.0,78.0,,,352.0,11487.0,9067.5,15211.5,16721.0,10445.0,9421.0,7694.0,14322.5,9736.0
42,42.0,-33.970833,22.548333,05-06-2014,425.5,536.0,47.0,,,1051.5,7899.0,7685.0,14980.0,9855.5,8231.5,8578.0,7540.5,8378.5,9850.5
43,43.0,-28.308889,31.9025,05-06-2014,2952.0,542.0,47.0,,,1062.0,9788.5,8558.0,14219.0,13553.0,9472.5,8688.0,9131.0,10907.5,9753.0
44,44.0,-25.99136,27.84208,09-06-2014,90.0,307.0,39.0,,,552.0,10363.5,8593.5,14383.0,15722.0,9466.0,9178.0,8024.5,13086.0,9682.0
45,45.0,-26.73806,27.59194,09-06-2014,75.0,271.0,33.0,,,479.0,9407.5,8462.5,9583.0,8127.0,9232.5,9280.5,7633.5,7929.5,9904.0
46,46.0,-26.45,28.085833,09-06-2014,213.5,269.0,89.5,,,473.0,11004.0,9028.5,14341.5,16910.5,9877.0,9286.0,8348.0,14441.0,9680.0
47,47.0,-27.671111,27.236944,09-06-2014,18.5,281.0,96.5,,,500.0,10800.5,9087.5,12861.0,14336.5,10329.5,9244.0,7911.0,12292.5,9691.5
48,48.0,-31.396,29.2651,09-06-2014,6.0,827.0,127.0,,,1687.0,9720.0,8940.0,9706.5,9057.5,9963.0,7691.5,8041.5,8994.0,9729.5
49,49.0,-31.554722,29.245556,09-06-2014,1269.0,789.0,93.0,,,1603.0,9201.5,8200.5,17108.0,14482.5,9351.5,7776.0,8409.5,11073.0,9817.5
50,50.0,-33.818056,19.694722,09-06-2014,299.0,316.0,73.0,,,577.5,8422.5,7853.0,11268.0,9064.5,8385.0,9172.0,7092.5,8192.5,9669.0
51,51.0,-23.658056,31.05,10-06-2014,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,,-9999.0
52,52.0,-23.281,30.54305556,10-06-2014,1542.5,399.0,46.0,42849.5,9.0,740.0,10035.0,8663.0,12204.5,12533.0,9554.0,9007.0,8372.0,11073.0,9567.0
53,53.0,-25.681111,31.783333,10-06-2014,48.5,669.0,,,,1337.0,10021.5,8431.5,13259.5,11734.5,9726.5,8113.0,8360.5,10425.0,9752.5
54,54.0,-25.362222,31.956667,10-06-2014,1686.0,726.0,-9999.0,,,1465.0,10949.0,8937.5,15595.0,16208.5,9993.5,7948.0,8644.0,13330.0,-9999.0
55,55.0,-28.735556,29.820556,10-06-2014,276.0,588.0,76.0,,,1153.0,9433.5,8284.0,12933.0,12447.5,9226.5,8384.0,8148.5,10327.0,9732.5
56,56.0,-29.615556,27.065278,10-06-2014,3727.0,255.0,71.0,,,446.0,11218.0,8976.5,14876.5,14911.0,10263.0,9306.0,7720.5,12965.0,9644.0
57,57.0,-30.570833,29.150556,10-06-2014,2687.5,363.0,51.5,,,662.0,10527.0,8825.0,13538.5,14518.0,9708.0,9003.0,7977.0,11935.5,9695.0
58,58.0,-34.092222,21.295278,10-06-2014,139.5,557.0,99.0,,,1064.0,8908.5,7966.5,16641.5,12549.5,9031.5,8491.0,8160.5,9856.5,9833.5
59,59.0,-34.075556,20.145556,10-06-2014,175.0,397.0,59.0,40531.5,10.0,742.5,10335.5,9051.0,15637.0,15039.0,9805.0,8927.5,7441.0,11724.5,9603.0
60,60.0,-31.5653,18.3306,10-06-2014,710.0,206.0,74.0,40366.0,9.0,346.0,9347.0,8286.0,14016.0,13888.0,9279.0,9458.0,7441.0,11738.0,9721.0
61,61.0,-32.94583,18.33667,10-06-2014,710.5,233.0,65.0,40012.5,8.0,402.0,8685.0,7976.0,15528.5,10402.0,8751.0,9361.0,7255.0,8863.5,9613.0
62,62.0,-25.45963889,28.26430556,10-06-2014,601.0,376.0,176.0,,,694.0,10236.0,8653.0,14498.5,14697.5,9505.0,8995.0,8239.5,12196.0,9621.0
63,63.0,-25.81048333,27.90955222,11-06-2014,135.5,352.0,106.0,,,645.0,9646.5,8709.0,13579.5,14132.5,9330.0,9055.0,7742.5,11681.5,9610.0
64,64.0,-24.768889,31.39,11-06-2014,525.0,652.0,96.0,,,1299.0,12671.5,9754.5,18352.0,18958.0,11623.0,8159.0,8505.5,16346.5,9590.0
65,65.0,-26.905,32.324722,11-06-2014,3067.0,732.0,,,,1484.0,8138.0,7771.5,17775.5,11433.5,8669.5,8152.0,8707.5,8971.0,9856.0
66,66.0,-27.602222,29.942778,11-06-2014,1332.0,383.0,36.0,,,709.0,11063.0,8883.0,14789.5,16028.0,9863.0,8978.0,8338.5,12856.0,9624.0
67,67.0,-27.00222,28.76528,11-06-2014,1547.5,253.0,-9999.0,,,442.0,10611.5,8839.0,13292.5,15406.0,9622.5,9329.0,7861.0,12832.5,-9999.0
68,68.0,-27.02314,28.59389,11-06-2014,46.5,252.0,,,,441.0,9369.0,8489.0,10339.5,10703.0,9194.0,9329.0,7725.0,9816.5,9756.0
69,69.0,-27.273889,28.49,11-06-2014,33.0,247.0,24.5,,,430.5,9174.0,8537.0,10292.5,9341.0,9139.0,9342.5,7454.5,8368.5,9818.0
70,70.0,-27.3,28.586944,11-06-2014,807.0,244.0,-9999.0,,,424.0,12332.5,9300.0,15865.0,17448.5,10684.0,9352.0,7820.0,13941.0,-9999.0
71,71.0,-27.935,26.126667,11-06-2014,379.0,253.0,77.5,40794.5,9.0,443.0,11039.0,9218.0,12875.0,15996.5,10236.5,9312.5,7516.0,13878.5,9623.0
72,72.0,-28.69485,28.23487,11-06-2014,1511.0,229.0,,,,394.0,9379.5,8321.0,12559.5,12934.0,9043.0,9380.0,7309.0,11212.5,9842.0
73,73.0,-28.883333,27.89,11-06-2014,186.5,237.0,,,,409.0,9446.0,8331.0,12405.0,12859.0,9104.5,9358.0,7525.0,11462.0,9602.0
74,74.0,-28.768056,20.720556,11-06-2014,120.5,325.0,73.0,,,595.0,9397.5,8436.0,12073.0,10987.5,9463.5,9144.0,7767.5,9433.5,9595.0
75,75.0,-30.568333,29.422778,11-06-2014,60.5,164.5,45.0,,,266.5,10050.5,8737.0,14693.0,15018.5,9345.5,9552.5,7190.5,12013.0,9777.0
76,76.0,-30.86013889,29.07125,11-06-2014,2859.5,484.0,31.5,,,916.0,10247.0,8986.0,12239.0,12991.0,9878.0,8669.0,8013.0,11189.0,9820.5
77,77.0,-30.77586667,29.03221667,11-06-2014,2379.0,470.0,44.0,,,888.0,10790.0,8917.0,14747.5,15903.0,9890.0,8702.0,7876.0,12893.0,9660.0
78,78.0,-33.13083,18.86278,11-06-2014,402.5,308.0,85.0,,,555.0,9720.0,8334.0,11463.5,9103.5,9666.0,9216.0,7423.5,8229.5,9802.0
79,79.0,-33.7075,18.97444444,11-06-2014,53.5,306.0,95.0,,,553.0,8685.0,8212.5,12739.5,9606.5,9021.0,9208.0,7449.5,8735.5,9632.0
80,80.0,-25.57877778,29.12747222,11-06-2014,3128.5,347.5,,,,635.5,10686.5,8790.0,14000.5,15987.0,9748.5,9075.0,7898.0,12992.5,9585.0
81,81.0,-22.769722,30.886944,12-06-2014,2737.0,413.0,,43755.0,9.0,770.0,9549.0,8418.0,14534.0,13769.0,9325.0,8972.0,8706.0,11116.0,9654.0
82,82.0,-26.006389,29.253889,12-06-2014,35.0,264.0,71.0,,,464.5,9187.0,8330.0,11519.5,12056.5,9152.5,9302.5,7875.5,10338.0,9530.0
83,83.0,-25.513889,31.224444,12-06-2014,335.0,559.0,54.0,,,1093.0,8347.0,7757.5,11147.0,10060.5,8277.0,8425.0,7819.0,8666.0,9795.0
84,84.0,-27.363611,31.783333,12-06-2014,1727.0,400.0,,42634.5,9.0,746.0,8930.0,8408.0,14796.5,12604.0,9161.0,8981.0,8409.0,9634.0,9807.0
85,85.0,-28.141944,26.417778,12-06-2014,781.5,225.0,48.5,41187.0,9.0,389.0,10723.0,9234.5,13321.0,16422.0,9975.5,9386.0,7757.5,13667.0,9707.0
86,86.0,-28.1175,26.719444,12-06-2014,372.5,215.0,54.0,40702.5,9.0,367.0,10862.0,9128.0,12631.0,14083.0,10045.0,9416.0,7590.0,11921.0,9754.5
87,87.0,-31.436944,20.474722,12-06-2014,2666.0,328.0,41.5,40490.5,9.0,596.5,11581.0,9661.0,13638.5,13986.5,10768.0,9107.0,7422.5,12887.0,9629.0
88,88.0,-30.568333,29.422778,12-06-2014,60.5,164.5,45.0,,,266.5,10050.5,8737.0,14693.0,15018.5,9345.5,9552.5,7190.5,12013.0,9777.0
89,89.0,-24.99328,30.81444,13-06-2014,2974.0,365.5,,,,675.0,10114.5,8463.5,14080.0,15037.5,9201.0,9043.0,8510.5,11937.5,9816.0
90,90.0,-29.744167,29.905833,13-06-2014,15.0,257.5,69.0,,,451.5,10507.5,8892.0,14637.0,15192.0,9838.5,9289.5,7457.5,12795.5,9750.0
91,91.0,-27.573056,24.746389,13-06-2014,102.0,339.0,68.0,41937.5,10.0,618.0,10842.5,9137.5,13081.0,15345.0,10182.0,9071.0,7999.0,13125.5,9673.0
92,92.0,-31.436944,20.474722,13-06-2014,2666.0,328.0,41.5,40490.5,9.0,596.5,11581.0,9661.0,13638.5,13986.5,10768.0,9107.0,7422.5,12887.0,9629.0
93,93.0,-29.987778,29.851667,16-06-2014,3108.0,444.0,76.0,,,833.0,9223.0,8206.0,14235.0,12381.0,8960.5,8796.0,7688.5,10238.5,9803.0
94,94.0,-29.744167,29.905833,16-06-2014,3751.0,460.0,69.0,,,866.5,10455.5,8808.5,14165.5,15301.0,9752.0,8764.5,7816.0,12408.0,9748.0
95,95.0,-25.127778,27.628889,17-06-2014,571.5,352.0,42.0,,,651.0,11238.5,9084.5,14518.5,17405.0,9971.0,9051.0,8509.5,14977.0,9752.5
96,96.0,-24.39619444,27.08983333,17-06-2014,3740.5,317.0,201.0,,,572.0,9083.0,8125.0,12363.0,11672.5,9127.0,9176.0,8165.0,10404.5,9629.5
97,97.0,-24.69514,27.40906,17-06-2014,388.0,336.0,117.5,,,615.0,10361.0,8961.0,12793.0,12271.5,10105.0,9104.0,8368.0,10486.5,9597.0
98,98.0,-30.733889,29.828333,17-06-2014,1408.0,301.0,48.5,,,539.0,9500.5,8360.5,15096.0,13684.5,9282.0,9172.0,7422.0,11002.5,9726.5
99,99.0,-29.380556,30.2775,17-06-2014,-9999.0,192.0,-9999.0,,-9999.0,318.0,,,,,,9488.0,7590.0,,-9999.0
100,100.0,-28.1175,26.719444,17-06-2014,707.0,303.0,54.0,,,548.0,10775.0,8600.0,13172.0,14575.5,9786.0,9139.5,7691.0,12180.0,9730.0
101,101.0,-28.116667,26.725278,17-06-2014,728.0,302.0,39.0,,,545.5,10578.0,8530.0,13551.5,15221.0,9698.0,9143.0,7750.5,12726.5,9722.0
102,102.0,-33.38056,19.30167,17-06-2014,50.0,271.0,27.0,,,478.0,9369.5,8413.0,13532.5,13059.5,9398.5,9310.0,7144.0,10670.5,9600.0
103,103.0,-27.01011111,26.69808333,18-06-2014,103.5,321.0,67.0,,,588.0,9150.5,8320.5,10579.5,10690.0,8923.5,9091.0,7561.0,9788.5,9684.0
104,104.0,-24.183889,30.823889,18-06-2014,3196.5,634.5,48.5,,,1257.5,9097.5,8263.0,12794.0,11433.0,8997.5,8367.5,8521.0,9918.0,9663.0
105,105.0,-25.20639,27.558,18-06-2014,449.0,353.0,54.0,,,652.5,10479.0,8763.0,13222.0,13366.0,10030.5,9049.5,8158.0,11414.5,9644.0
106,106.0,-24.058889,31.237222,18-06-2014,671.0,684.0,49.0,,,1368.0,9369.5,8232.0,13778.5,12469.5,9092.0,8237.0,8560.0,10637.0,9641.0
107,107.0,-24.034167,31.123611,18-06-2014,128.0,662.0,37.5,,,1318.0,8889.0,7909.0,13986.0,11861.5,8805.5,8294.0,8580.0,10029.5,9641.5
108,108.0,-30.398056,30.601944,18-06-2014,741.0,505.0,-9999.0,,,971.0,8642.0,7921.0,16763.0,12035.5,8881.5,8587.0,7728.5,9615.0,-9999.0
109,109.0,-26.98472222,26.63227778,18-06-2014,268.5,326.0,77.0,,,598.0,11623.0,9140.0,15571.5,17381.5,10296.5,9080.0,8135.0,14319.5,9732.0
110,110.0,-27.935,26.126667,18-06-2014,380.0,331.5,77.5,,,609.5,11208.0,8947.0,13529.0,16376.5,10252.5,9050.5,7597.0,13957.5,9632.0
111,111.0,-33.31388889,19.07472222,18-06-2014,196.5,317.0,55.0,,,574.0,8318.5,7780.0,11621.0,9993.0,8353.0,9190.0,7327.0,8814.0,9690.0
112,112.0,-30.13573889,30.67422222,19-06-2014,6.5,574.0,-9999.0,,,1123.0,8882.5,7934.0,10931.0,10313.5,8879.0,8377.0,7763.5,9503.5,-9999.0
113,113.0,-26.970278,27.211111,19-06-2014,2510.5,305.5,128.0,,,555.5,8094.5,7650.5,7743.0,7552.5,8307.5,9141.5,7433.0,7495.5,9904.0
114,114.0,-27.398611,26.614722,19-06-2014,127.5,326.5,62.0,,,599.0,9623.5,8293.5,13699.5,12954.0,9081.5,9071.0,7760.5,10832.0,9778.0
115,115.0,-27.671111,27.236944,19-06-2014,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,,-9999.0
116,116.0,-28.376944,24.303056,19-06-2014,448.0,334.0,93.5,,,606.5,10896.5,8866.0,12710.5,14599.5,10192.5,9093.0,7838.5,12493.0,9720.0
117,117.0,-27.4,26.624722,19-06-2014,169.5,327.0,58.5,,,600.0,9018.5,8118.5,10617.0,11985.5,8683.5,9071.0,7869.0,11171.5,9745.0
118,118.0,-24.679167,30.8025,20-06-2014,360.0,386.0,,,,718.0,10617.5,8653.5,13496.5,15476.0,9486.5,8992.0,8576.0,13095.5,9722.0
119,119.0,-26.880278,26.965,20-06-2014,719.5,316.0,118.0,,,578.0,11370.0,9114.5,14539.0,17256.0,10194.5,9110.0,8121.0,14394.5,9749.5
120,120.0,-29.803611,30.516111,20-06-2014,379.5,382.0,112.0,,,708.0,9228.5,8378.0,12770.0,12823.0,9137.5,8929.0,7695.5,10764.0,9792.5
121,121.0,-23.838611,31.640833,21-06-2014,35.5,522.0,49.0,42762.0,9.0,1008.0,9385.0,8831.0,11092.0,10054.0,9474.0,8691.0,8372.0,8845.0,9671.0
122,122.0,-25.99136,27.84208,23-06-2014,-9999.0,-4878.0,-9999.0,,-9999.0,-4790.5,,,,,,-317.5,-1018.5,,-9999.0
123,123.0,-26.73806,27.59194,23-06-2014,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,,-9999.0
124,124.0,-26.45,28.085833,23-06-2014,182.5,255.0,89.5,,,445.0,11264.0,9079.5,14280.5,17048.0,10006.0,9319.0,8356.5,14494.5,9681.5
125,125.0,-29.160278,26.573333,23-06-2014,1040.0,253.0,88.0,40432.5,8.0,446.0,10525.0,9086.0,11866.0,13550.5,9711.0,9306.0,7422.5,11940.5,9677.0
126,126.0,-29.042222,24.6,23-06-2014,139.0,319.0,105.0,,,576.0,8729.5,7860.0,9443.5,9250.0,8933.0,9127.0,7484.5,8750.5,9794.5
127,127.0,-29.033333,23.983333,23-06-2014,739.0,361.0,73.0,,,660.0,10466.0,8478.0,14042.5,14182.0,9796.5,9015.0,7728.0,12255.5,9692.0
128,128.0,-27.01011111,26.69808333,24-06-2014,94.5,264.0,67.0,40132.5,9.0,468.0,9589.5,8781.0,11057.0,11425.5,9244.5,9279.0,7330.0,10489.5,9723.0
129,129.0,-29.140556,31.391944,24-06-2014,,373.0,75.5,,,693.0,9248.5,8437.5,13655.5,11771.5,9245.5,8962.0,8041.5,10316.0,9737.0
130,130.0,-34.065833,20.404167,24-06-2014,367.0,481.0,82.0,,,926.0,8058.0,7633.0,12482.0,9506.0,8185.0,8692.0,7360.0,8089.0,9843.0
131,131.0,-31.860278,18.6875,24-06-2014,2339.5,300.0,77.0,,,543.0,9668.0,8397.5,13201.0,12709.0,9355.0,9196.0,7775.5,10827.0,9644.0
132,132.0,-24.282222,28.090278,24-06-2014,1144.5,358.0,103.0,42244.0,9.0,648.0,9810.5,8336.0,12937.0,14521.5,9168.0,9057.0,8148.0,11552.5,9714.0
133,133.0,-26.03611,30.99778,24-06-2014,2025.5,454.0,82.0,41330.5,9.0,856.5,9769.0,9029.0,12532.0,13203.5,9605.0,8827.0,7813.5,10897.0,9691.5
134,134.0,-25.362222,31.956667,24-06-2014,149.0,935.0,-9999.0,,,1943.0,11034.0,8942.5,15082.5,16161.5,10042.5,7455.0,8744.5,13551.0,-9999.0
135,135.0,-25.14944444,31.94055556,24-06-2014,8.5,917.0,-9999.0,,,1902.0,11913.5,9237.5,15370.5,17358.0,10577.5,7513.0,8859.0,14448.5,-9999.0
136,136.0,-27.169444,29.233889,24-06-2014,1722.5,422.5,,41141.0,8.0,784.0,12188.0,9606.0,14668.0,17921.0,10705.0,8835.0,7739.0,14557.0,9793.0
137,137.0,-26.648056,27.089444,24-06-2014,299.5,250.0,74.0,41459.0,8.0,437.0,11863.5,9436.0,14760.0,17816.5,10554.0,9328.0,7888.0,13993.5,9760.0
138,138.0,-26.970278,27.211111,24-06-2014,2297.5,250.0,128.0,39501.0,9.0,437.0,8526.0,8114.0,8463.0,7935.0,8600.0,9329.0,7218.0,7749.0,9722.5
139,139.0,-26.880278,26.965,24-06-2014,-9999.0,-4871.5,-9999.0,,-9999.0,-4774.5,,,,,,-345.0,-1111.5,,-9999.0
140,140.0,-26.98472222,26.63227778,24-06-2014,218.5,272.0,77.0,41673.5,8.0,483.0,12337.0,9613.0,15090.5,17444.5,10690.0,9262.0,7925.0,14210.0,9703.0
141,141.0,-28.141944,26.417778,24-06-2014,781.5,260.0,48.5,41153.5,8.0,461.0,11437.0,9518.5,13727.5,16891.0,10375.0,9286.0,7702.0,14426.5,9707.0
142,142.0,-28.1175,26.719444,24-06-2014,659.0,254.0,54.0,40308.5,8.0,448.0,11164.0,9493.0,12889.0,15217.0,10353.0,9306.0,7441.0,12369.0,9751.0
143,143.0,-28.116667,26.725278,24-06-2014,650.5,253.0,39.0,40506.0,8.0,447.0,11081.0,9241.0,13233.0,15325.5,10169.0,9308.0,7516.0,12705.5,9764.0
144,144.0,-29.028629,24.638389,24-06-2014,43.0,318.0,61.0,,,573.0,10022.0,8415.0,13459.0,12791.0,9550.0,9130.0,7729.0,11131.0,9659.0
145,145.0,-28.69485,28.23487,24-06-2014,1471.5,275.0,,,,487.0,9479.5,8356.5,12567.0,13089.5,9135.0,9240.0,7247.0,11157.0,9842.0
146,146.0,-29.615556,27.065278,24-06-2014,-9999.0,245.0,-9999.0,,-9999.0,428.0,,,,,,9329.0,7293.0,,-9999.0
147,147.0,-33.501667,21.624167,24-06-2014,13.0,472.0,65.0,,,915.0,8922.5,8117.0,12897.0,11304.5,8986.0,8737.0,7488.0,9378.5,9671.0
148,148.0,-25.45963889,28.26430556,24-06-2014,1050.0,338.0,176.0,,,612.0,10772.5,8756.0,14555.0,15100.0,9801.0,9106.0,8354.0,12575.0,9621.0
149,149.0,-25.81048333,27.90955222,25-06-2014,135.0,324.0,106.0,,,584.0,10166.0,8766.0,13209.5,14398.0,9540.5,9139.0,7748.0,12007.0,9610.0
150,150.0,-23.763056,27.908611,25-06-2014,1086.0,490.5,110.0,41688.0,9.0,927.5,8673.5,8068.0,11984.0,10890.0,8640.0,8695.0,7980.5,9221.0,9791.0
151,151.0,-23.23572222,27.717,25-06-2014,4687.0,568.0,131.0,41921.0,8.0,1098.0,9667.0,8567.0,10707.5,10477.0,9485.0,8461.0,7962.0,9703.5,9614.5
152,152.0,-28.404444,30.013056,25-06-2014,364.5,169.0,23.0,42721.0,9.0,274.0,9301.0,8379.0,10343.5,12893.5,8705.0,9558.0,8501.5,12795.0,9863.0
153,153.0,-29.744167,29.905833,25-06-2014,3256.0,460.0,69.0,,,866.5,10475.5,8886.5,14213.0,15338.0,9809.5,8764.5,7817.5,12415.5,9748.0
154,154.0,-27.3,28.586944,25-06-2014,469.0,241.0,-9999.0,,,415.0,12974.0,9563.0,16377.0,17840.5,11063.0,9357.0,7722.0,14144.5,-9999.0
155,155.0,-27.802778,28.768333,25-06-2014,2152.0,229.0,-9999.0,,,392.0,10046.0,8494.5,11603.5,13116.0,9274.0,9389.5,7624.5,11098.0,-9999.0
